time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/loss,train/clip_range,train/explained_variance,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
1222656,1312,597,931,0.00018896960000000003,0.13371953018940985,-4.571394622325897,-0.010019910376286134,2384,0.008794186,0.0014741644263267517,0.15,0.9756757020950317,0.1390380859375,751.37,32.85193538
1224704,1314,598,931,0.00018886720000000002,0.15109720500186086,-4.516973987221718,-0.006993459639488719,2388,0.0073846434,-0.006160661578178406,0.15,0.9580089449882507,0.1014404296875,749.98,32.839211750000004
1226752,1316,599,931,0.0001887648,0.13247602782212198,-4.675859972834587,-0.007500751496991143,2392,0.0069050966,-0.005040667951107025,0.15,0.9566810727119446,0.119873046875,748.76,32.71101427
1228800,1318,600,931,0.0001886624,0.10877236793749034,-4.550416558980942,-0.0075684175826609135,2396,0.005483892,-0.012385144829750061,0.15,0.9742666482925415,0.1197509765625,748.76,32.71101427
1230848,1320,601,931,0.00018856,0.10243579279631376,-4.655012860894203,-0.009140589027083479,2400,0.008903661,-0.02260240539908409,0.15,0.9660536646842957,0.1519775390625,747.59,32.537218100000004
1232896,1323,602,931,0.00018845760000000002,0.25566988065838814,-4.540657311677933,-0.006260781439777929,2404,0.0069491067,0.03977915644645691,0.15,0.9596599340438843,0.11181640625,746.35,32.52072521
1234944,1325,603,931,0.0001883552,0.1358465717639774,-4.468618527054787,-0.007915857364423573,2408,0.010912654,0.016622502356767654,0.15,0.9736903309822083,0.1328125,750.54,32.70662214
1236992,1327,604,932,0.0001882528,0.12444275710731745,-4.592881143093109,-0.0055799417168600485,2412,0.0065747956,-0.013881262391805649,0.15,0.9694076180458069,0.0836181640625,747.71,32.586211979999995
1239040,1329,605,932,0.0001881504,0.14549263403750956,-4.535519704222679,-0.0077766619506292045,2416,0.00699054,0.013784103095531464,0.15,0.9638234972953796,0.132568359375,749.26,32.655435860000004
1241088,1331,606,932,0.00018804799999999999,0.1239474299363792,-4.5867936462163925,-0.007389017264358699,2420,0.0074777547,-0.007128316909074783,0.15,0.967421293258667,0.122802734375,747.64,32.55725176
1243136,1333,607,932,0.0001879456,0.11732396902516484,-4.54469633102417,-0.007858862620196305,2424,0.0065584974,-0.0031707435846328735,0.15,0.9786165356636047,0.0850830078125,747.64,32.55725176
1245184,1335,608,932,0.0001878432,0.143607935635373,-4.549725487828255,-0.0072686462954152375,2428,0.01115525,0.013238366693258286,0.15,0.9728075861930847,0.112548828125,747.85,32.864525439999994
1247232,1337,609,932,0.0001877408,0.10061780293472111,-4.41805674135685,-0.009359875664813444,2432,0.0070872707,-0.020073197782039642,0.15,0.9876269102096558,0.0982666015625,748.96,32.87591509
1249280,1339,610,932,0.00018763839999999998,0.11774525581859052,-4.472413703799248,-0.008837239176500589,2436,0.011477522,0.008998636156320572,0.15,0.9706705212593079,0.14453125,746.83,32.72131201
1251328,1341,611,932,0.000187536,0.14731148653663695,-4.6055702567100525,-0.009156407439149916,2440,0.008484105,0.004526849836111069,0.15,0.9638333916664124,0.1253662109375,746.94,32.80739266
1253376,1343,612,932,0.00018743360000000002,0.09229139541275799,-4.612723454833031,-0.010583939292700961,2444,0.007520236,-0.022948987782001495,0.15,0.9733246564865112,0.1165771484375,749.62,32.98430735
1255424,1345,613,932,0.0001873312,0.14952879259362817,-4.599043786525726,-0.00882082965108566,2448,0.008021233,0.0043134987354278564,0.15,0.9598597288131714,0.1341552734375,748.49,32.880521470000005
1257472,1347,614,932,0.0001872288,0.11746502947062254,-4.561923995614052,-0.006100458063883707,2452,0.0070471996,0.008239082992076874,0.15,0.9789683818817139,0.109130859375,743.95,32.593874989999996
1259520,1350,615,932,0.0001871264,0.12879123794846237,-4.522187918424606,-0.010188739310251549,2456,0.008288879,0.009280860424041748,0.15,0.9787591695785522,0.1199951171875,749.71,32.722415299999994
1261568,1352,616,932,0.000187024,0.11374100181274116,-4.4208341389894485,-0.006760656164260581,2460,0.006087622,0.02010306715965271,0.15,0.9827348589897156,0.1148681640625,748.94,32.784262410000004
1263616,1354,617,932,0.0001869216,0.15180796291679144,-4.434905931353569,-0.005316366528859362,2464,0.005649017,0.015645790845155716,0.15,0.9725645780563354,0.0770263671875,747.96,32.76638768
1265664,1356,618,933,0.00018681920000000003,0.16539309825748205,-4.5120522528886795,-0.009609494052710943,2468,0.006725785,0.011465556919574738,0.15,0.9495548605918884,0.114990234375,746.59,32.774685749999996
1267712,1358,619,933,0.00018671680000000002,0.10656933696009219,-4.598444029688835,-0.005542988728848286,2472,0.0062280046,-0.006365448236465454,0.15,0.9698892831802368,0.114990234375,748.3,32.84880544999999
1269760,1360,620,933,0.00018661440000000001,0.16515897982753813,-4.585735604166985,-0.00884975292137824,2476,0.0056189913,0.024763282388448715,0.15,0.9430909752845764,0.109619140625,743.98,32.903311009999996
1271808,1362,621,933,0.000186512,0.12725251959636807,-4.474294692277908,-0.006980770544032566,2480,0.006611403,-0.0004436001181602478,0.15,0.9830539226531982,0.0985107421875,746.71,32.92682584999999
1273856,1364,622,933,0.00018640960000000003,0.14433551323600113,-4.411295711994171,-0.005224294727668166,2484,0.006284865,-0.008338786661624908,0.15,0.9796115756034851,0.0908203125,748.08,32.82794024
1275904,1366,623,933,0.00018630720000000002,0.15275635477155447,-4.470199212431908,-0.008641378255560994,2488,0.0051022936,0.012734547257423401,0.15,0.9689779281616211,0.11181640625,748.08,32.82794024
1277952,1368,624,933,0.0001862048,0.11438620951958,-4.58010521531105,-0.0020798399491468444,2492,0.0059790052,-0.017099767923355103,0.15,0.9538406133651733,0.1497802734375,742.76,32.64105794
1280000,1370,625,933,0.0001861024,0.1615713075734675,-4.535550624132156,-0.007495560377719812,2496,0.008203248,0.010842517018318176,0.15,0.9642578959465027,0.12890625,741.87,32.693677539999996
1282048,1373,626,933,0.000186,0.18019660841673613,-4.431661605834961,-0.007421960952342488,2500,0.0072223516,0.014405950903892517,0.15,0.965304970741272,0.112548828125,737.68,32.437540029999994
1284096,1375,627,933,0.0001858976,0.16701125842519104,-4.473399922251701,-0.00440117425750941,2504,0.0055204784,0.013786472380161285,0.15,0.9739730954170227,0.0921630859375,739.38,32.467070189999994
1286144,1377,628,933,0.0001857952,0.12207203498110175,-4.4288909286260605,-0.006859156856080517,2508,0.009374676,0.01059776172041893,0.15,0.9799986481666565,0.11328125,736.94,32.38531566
1288192,1379,629,933,0.0001856928,0.14592396328225732,-4.480346098542213,-0.009135029773460701,2512,0.008976635,-0.008198879659175873,0.15,0.9762916564941406,0.11328125,734.66,32.34689856000001
1290240,1381,630,934,0.0001855904,0.1221321823541075,-4.422411292791367,-0.009323340986156836,2516,0.006696906,-0.01713661104440689,0.15,0.9753304719924927,0.0936279296875,735.69,32.50173292
1292288,1383,631,934,0.00018548799999999998,0.150315725710243,-4.526391372084618,-0.009592683185474016,2520,0.0076198378,0.02530955895781517,0.15,0.9481719136238098,0.123291015625,737.03,32.67499696
1294336,1385,632,934,0.00018538559999999998,0.13827395532280207,-4.566272154450417,-0.010708801040891558,2524,0.007777853,-0.01015254482626915,0.15,0.9724376201629639,0.102783203125,733.52,32.398586269999996
1296384,1387,633,934,0.0001852832,0.11449310765601695,-4.469636261463165,-0.009090336228837259,2528,0.005945604,-0.0186174213886261,0.15,0.9802456498146057,0.11376953125,731.49,32.404267340000004
1298432,1389,634,934,0.00018518080000000001,0.12116116564720869,-4.406547412276268,-0.005735530314268544,2532,0.010484998,-0.0064470767974853516,0.15,0.9792566299438477,0.14794921875,732.37,32.24449149
1300480,1391,635,934,0.0001850784,0.12034280807711184,-4.460546836256981,-0.010163687053136528,2536,0.0073635085,-0.012847069650888443,0.15,0.9770766496658325,0.10791015625,731.94,32.21781381000001
1302528,1393,636,934,0.000184976,0.1240760579239577,-4.5186804085969925,-0.0051260702894069254,2540,0.007591855,-0.008898317813873291,0.15,0.9641722440719604,0.1168212890625,733.01,32.26083554
1304576,1395,637,934,0.0001848736,0.10254621249623597,-4.5868126302957535,-0.008425442239968106,2544,0.007195105,-0.018887490034103394,0.15,0.9721269011497498,0.1048583984375,729.54,32.42315968
1306624,1397,638,934,0.0001847712,0.11150184436701238,-4.4384036511182785,-0.00784362388367299,2548,0.007024308,-0.005960877984762192,0.15,0.9847981929779053,0.0894775390625,734.82,32.76263418
1308672,1399,639,934,0.0001846688,0.22840756550431252,-4.376717463135719,-0.0065804143087007105,2552,0.008373596,0.028157662600278854,0.15,0.970015287399292,0.1182861328125,734.45,32.781168580000006
1310720,1401,640,935,0.00018456640000000002,0.1458522283937782,-4.5520268231630325,-0.010048681768239476,2556,0.010181619,0.010567404329776764,0.15,0.9750993847846985,0.128662109375,733.16,32.7645919
1312768,1403,641,935,0.00018446400000000001,0.15043601347133517,-4.5964653342962265,-0.007575970230391249,2560,0.006740615,0.00453471764922142,0.15,0.9530856609344482,0.0943603515625,732.49,32.80396256
1314816,1406,642,935,0.0001843616,0.14311850653029978,-4.665718361735344,-0.005523975400137715,2564,0.006227582,-3.574788570404053e-05,0.15,0.9582802653312683,0.108154296875,730.14,32.726610400000006
1316864,1408,643,935,0.00018425920000000003,0.16064976807683706,-4.51578126847744,-0.0059545860276557505,2568,0.007244591,0.020365022122859955,0.15,0.9713538885116577,0.1043701171875,729.79,32.44744988
1318912,1410,644,935,0.00018415680000000002,0.129083946114406,-4.392523214221001,-0.00665552809368819,2572,0.007864378,-0.017578594386577606,0.15,0.9842976331710815,0.1044921875,725.58,32.35326592
1320960,1412,645,935,0.0001840544,0.15452319337055087,-4.425525858998299,-0.007402824121527374,2576,0.007870117,0.012414418160915375,0.15,0.9698454737663269,0.106201171875,728.76,32.430214279999994
1323008,1414,646,935,0.000183952,0.10280428407713771,-4.543644517660141,-0.012238139141118154,2580,0.007368643,-0.015102624893188477,0.15,0.9741930365562439,0.1064453125,730.85,32.60963168999999
1325056,1416,647,935,0.0001838496,0.12445121281780303,-4.504590809345245,-0.004723410427686758,2584,0.0063562323,-0.0052938275039196014,0.15,0.9677290320396423,0.104248046875,727.9,32.29933875
1327104,1418,648,935,0.00018374720000000002,0.14562932983972132,-4.501544013619423,-0.008295621912111528,2588,0.0083752,0.0036068037152290344,0.15,0.9663366675376892,0.113525390625,727.66,32.35546197
1329152,1420,649,935,0.0001836448,0.1459134705364704,-4.4311380088329315,-0.006930871997610666,2592,0.005380268,-0.008418470621109009,0.15,0.9735932946205139,0.0675048828125,727.11,32.37072306
1331200,1422,650,935,0.0001835424,0.11609599646180868,-4.274625539779663,-0.006424319901270792,2596,0.009914229,-0.016892604529857635,0.15,0.9842904210090637,0.15087890625,729.09,32.44727422999999
1333248,1425,651,935,0.00018344,0.1356194857507944,-4.547755926847458,-0.009413009946001694,2600,0.006805611,-0.004585582762956619,0.15,0.9629548192024231,0.1046142578125,725.06,32.35454894999999
1335296,1427,652,935,0.00018333759999999998,0.11130042071454227,-4.545829951763153,-0.009825745859416202,2604,0.00722415,-0.016118992120027542,0.15,0.9799829125404358,0.1004638671875,724.64,32.29234852
1337344,1429,653,935,0.0001832352,0.11611628672108054,-4.4731936156749725,-0.01019088493194431,2608,0.007057665,-0.010732192546129227,0.15,0.9716558456420898,0.1063232421875,725.84,32.33790698999999
1339392,1431,654,935,0.0001831328,0.0952792139723897,-4.6243158131837845,-0.009071318170754239,2612,0.0072566085,-0.006885752081871033,0.15,0.9729336500167847,0.102783203125,724.61,32.28227355
1341440,1433,655,935,0.0001830304,0.1164148123934865,-4.5278010815382,-0.01115705180563964,2616,0.0067030108,-0.01984357088804245,0.15,0.982195258140564,0.124267578125,729.58,32.17079699
1343488,1435,656,935,0.00018292799999999998,0.12730659870430827,-4.368718594312668,-0.00893174426164478,2620,0.005729318,-0.013399556279182434,0.15,0.9825823307037354,0.1015625,725.64,32.34947909
1345536,1437,657,936,0.0001828256,0.18622210947796702,-4.44412687420845,-0.011184694390976802,2624,0.008505959,-0.007332310080528259,0.15,0.9709799289703369,0.1058349609375,727.18,32.398264399999995
1347584,1439,658,936,0.00018272320000000002,0.16313404124230146,-4.5043818056583405,-0.009315184463048354,2628,0.006670885,-0.004292778670787811,0.15,0.96009761095047,0.1102294921875,725.91,32.39878866
1349632,1441,659,936,0.0001826208,0.09226261009462178,-4.599284306168556,-0.010194517875788733,2632,0.006692577,-0.0172690749168396,0.15,0.977199912071228,0.124755859375,723.53,32.54785367
1351680,1443,660,936,0.0001825184,0.14086758787743747,-4.622476726770401,-0.0109029324084986,2636,0.008050381,-0.005311504006385803,0.15,0.9706680774688721,0.1390380859375,725.13,32.49181405
1353728,1445,661,936,0.000182416,0.1397789092734456,-4.535856947302818,-0.005855475494172424,2640,0.0070488704,0.00261896476149559,0.15,0.9731688499450684,0.1143798828125,727.55,32.55528379
1355776,1447,662,936,0.00018231360000000002,0.21086434973403811,-4.578992515802383,-0.010309099583537318,2644,0.007904841,0.026711497455835342,0.15,0.9520255923271179,0.10791015625,730.93,32.687775269999996
1357824,1449,663,936,0.0001822112,0.26260073063895106,-4.39878223836422,-0.009693424741271883,2648,0.0070316754,0.04138574004173279,0.15,0.963151216506958,0.1279296875,730.93,32.687775269999996
1359872,1452,664,936,0.00018210880000000003,0.1915265964344144,-4.513876065611839,-0.0048648637311998755,2652,0.007242135,0.02640320360660553,0.15,0.9544521570205688,0.1256103515625,732.05,32.85022729
1361920,1454,665,936,0.00018200640000000002,0.11415436933748424,-4.612032562494278,-0.010363333058194257,2656,0.0075979433,-0.028104066848754883,0.15,0.9760925769805908,0.1082763671875,729.83,32.665373470000006
1363968,1456,666,936,0.000181904,0.1256753015331924,-4.406189635396004,-0.009377102134749293,2660,0.0062297997,-0.0029043927788734436,0.15,0.9773105978965759,0.0721435546875,729.83,32.665373470000006
1366016,1458,667,936,0.0001818016,0.1354587555397302,-4.630701407790184,-0.0096263100131182,2664,0.0066865613,-0.011608712375164032,0.15,0.9609922170639038,0.10009765625,728.42,32.51114167
1368064,1460,668,936,0.0001816992,0.12821905524469912,-4.591912567615509,-0.010562185518210754,2668,0.0064649484,-0.006504617631435394,0.15,0.9771226048469543,0.10498046875,730.83,32.66956554000001
1370112,1462,669,936,0.00018159680000000002,0.128966927761212,-4.470119595527649,-0.01069248907151632,2672,0.008145558,-0.0025484412908554077,0.15,0.9782868027687073,0.115478515625,732.12,32.89385904000001
1372160,1464,670,936,0.0001814944,0.11525265919044614,-4.565661191940308,-0.009934111993061379,2676,0.006668077,-0.004587788134813309,0.15,0.9714432954788208,0.10009765625,733.05,32.991725790000004
1374208,1466,671,936,0.000181392,0.11366785108111799,-4.454494595527649,-0.009472151301451959,2680,0.0063906647,-0.025305241346359253,0.15,0.9824021458625793,0.085693359375,733.33,32.951828809999995
1376256,1469,672,936,0.0001812896,0.15070337313227355,-4.477449864149094,-0.00714709548628889,2684,0.0102877505,0.02159881964325905,0.15,0.967260479927063,0.120849609375,731.35,32.89111215999999
1378304,1471,673,936,0.00018118719999999999,0.13453650404699147,-4.5259648114442825,-0.00722774991299957,2688,0.005928388,0.012821640819311142,0.15,0.9643033146858215,0.096923828125,731.35,32.89111215999999
1380352,1473,674,936,0.0001810848,0.1027174408081919,-4.618754506111145,-0.009973227948648855,2692,0.006504041,-0.021225690841674805,0.15,0.9609319567680359,0.0953369140625,728.5,32.69656842
1382400,1475,675,937,0.0001809824,0.17870814492926002,-4.58177949488163,-0.009319222721387632,2696,0.0072958344,0.04236645996570587,0.15,0.9718502759933472,0.117919921875,728.45,32.55890876
1384448,1477,676,937,0.00018088,0.12823541346006095,-4.322374701499939,-0.006900465727085248,2700,0.005660119,-0.01582401618361473,0.15,0.9844075441360474,0.09423828125,728.88,32.51917468
1386496,1479,677,937,0.00018077759999999998,0.140395614085719,-4.417485818266869,-0.006711368274409324,2704,0.0061155735,-0.008330125361680984,0.15,0.9763858318328857,0.0888671875,735.3,32.754847829999996
1388544,1481,678,937,0.00018067519999999997,0.11475132312625647,-4.494643807411194,-0.008363534201635048,2708,0.0063936436,-0.00621601939201355,0.15,0.9727491736412048,0.1143798828125,735.3,32.754847829999996
1390592,1483,679,937,0.00018057280000000002,0.13376480084843934,-4.595662012696266,-0.008480278105707839,2712,0.0057062246,-0.002595089375972748,0.15,0.9300253391265869,0.1087646484375,736.71,32.970731900000004
1392640,1485,680,937,0.0001804704,0.11572950193658471,-4.6073407381772995,-0.010975660959957168,2716,0.0071229613,-0.014358453452587128,0.15,0.9642943143844604,0.12060546875,733.44,32.891394569999996
1394688,1488,681,937,0.000180368,0.09594514360651374,-4.451005086302757,-0.009577209246344864,2720,0.0063879425,-0.021027110517024994,0.15,0.9831134080886841,0.0987548828125,736.28,32.954775219999995
1396736,1490,682,937,0.0001802656,0.11060549016110599,-4.407293900847435,-0.008542215888155624,2724,0.0052833473,0.005523160099983215,0.15,0.9820449352264404,0.09716796875,738.12,32.902048709999995
1398784,1492,683,937,0.0001801632,0.12436317605897784,-4.427729621529579,-0.010086968541145325,2728,0.006455153,-0.011471591889858246,0.15,0.9775636792182922,0.0938720703125,742.99,33.093498059999995
1400832,1494,684,937,0.0001800608,0.13389683864079416,-4.437597006559372,-0.009188000811263919,2732,0.009091448,0.0012160204350948334,0.15,0.9748510122299194,0.1248779296875,741.52,33.03105597999999
1402880,1496,685,937,0.00017995840000000003,0.11078619211912155,-4.491625279188156,-0.009839966573053971,2736,0.0067322403,-0.0007682628929615021,0.15,0.9700142741203308,0.1024169921875,741.52,33.03105597999999
1404928,1498,686,937,0.00017985600000000002,0.09841804392635822,-4.53517758846283,-0.009194367448799312,2740,0.0056442544,-0.017838232219219208,0.15,0.9726554751396179,0.0987548828125,742.01,33.06111248000001
1406976,1500,687,937,0.0001797536,0.16376875434070826,-4.397632524371147,-0.005857061987626366,2744,0.0069281743,0.02766873687505722,0.15,0.973369300365448,0.1212158203125,741.11,33.00199587
1409024,1502,688,937,0.0001796512,0.11383047816343606,-4.442604333162308,-0.009312257534475066,2748,0.006860668,-0.010768219828605652,0.15,0.9774057865142822,0.1038818359375,751.66,33.2707916
1411072,1504,689,937,0.00017954880000000002,0.10972947021946311,-4.523626059293747,-0.012219594995258376,2752,0.0075499285,-0.008268773555755615,0.15,0.9787766933441162,0.1146240234375,752.6,33.266253830000004
1413120,1506,690,937,0.00017944640000000002,0.13637998839840293,-4.347370371222496,-0.007264835832756944,2756,0.006903285,0.0048232413828372955,0.15,0.9745984673500061,0.117919921875,749.81,33.293704420000005
1415168,1508,691,937,0.000179344,0.10108258272521198,-4.351726233959198,-0.007507469694246538,2760,0.0064337733,-0.011305220425128937,0.15,0.985383927822113,0.1116943359375,746.14,33.28036618000001
1417216,1511,692,937,0.0001792416,0.1430007005110383,-4.443611711263657,-0.009296686606830917,2764,0.0061248476,0.005313362926244736,0.15,0.9729087948799133,0.0927734375,745.69,33.29107103000001
1419264,1513,693,937,0.0001791392,0.10530644399113953,-4.478419408202171,-0.009752594458404928,2768,0.0056293285,-0.011208418756723404,0.15,0.9681023359298706,0.1014404296875,746.83,33.19844521
1421312,1515,694,937,0.00017903679999999999,0.08562706166412681,-4.478113189339638,-0.0108448532409966,2772,0.0074529154,-0.02499968186020851,0.15,0.975725531578064,0.0968017578125,742.88,33.155501699999995
1423360,1517,695,938,0.0001789344,0.09418127057142556,-4.474446624517441,-0.008123110135784373,2776,0.0059413286,-0.015331055968999863,0.15,0.9808759689331055,0.0880126953125,745.21,33.279028509999996
1425408,1519,696,938,0.000178832,0.10411121742799878,-4.474714145064354,-0.00961050356272608,2780,0.0066113435,-0.005898423492908478,0.15,0.9796287417411804,0.1004638671875,750.13,33.289725759999996
1427456,1521,697,938,0.0001787296,0.09915895154699683,-4.3996176570653915,-0.00822591720498167,2784,0.0071700383,-0.013248812407255173,0.15,0.9859206080436707,0.118896484375,751.51,33.36126714
1429504,1523,698,938,0.00017862719999999998,0.12173617421649396,-4.353427022695541,-0.0061919863655930385,2788,0.0073211733,-0.006523963063955307,0.15,0.9810774326324463,0.1109619140625,752.91,33.432604070000004
1431552,1525,699,938,0.00017852479999999998,0.14482714515179396,-4.460211738944054,-0.009588298154994845,2792,0.0060796663,-0.0024816617369651794,0.15,0.9598212838172913,0.114990234375,751.35,33.55455343999999
1433600,1527,700,938,0.0001784224,0.15703633497469127,-4.484339162707329,-0.008273643456050195,2796,0.0049476014,0.01384660229086876,0.15,0.9628829956054688,0.0689697265625,751.35,33.55455343999999
1435648,1529,701,938,0.00017832000000000001,0.1488121789880097,-4.4541193544864655,-0.006968927395064384,2800,0.0070279576,0.01603369042277336,0.15,0.9555954337120056,0.1180419921875,754.52,33.63862964
1437696,1531,702,938,0.0001782176,0.15557422721758485,-4.4903209656476974,-0.008367613016162068,2804,0.0074749277,0.007643476128578186,0.15,0.9714480638504028,0.137939453125,754.39,33.638242469999994
1439744,1534,703,938,0.0001781152,0.14614189602434635,-4.4186447113752365,-0.006212652835529298,2808,0.00657334,0.015459463000297546,0.15,0.9761967658996582,0.085205078125,759.16,33.69235544
1441792,1536,704,938,0.0001780128,0.09958527376875281,-4.497730299830437,-0.006178245006594807,2812,0.0048133302,-0.0077191852033138275,0.15,0.9757781624794006,0.090576171875,763.65,33.91470911
1443840,1538,705,938,0.0001779104,0.11771547701209784,-4.42333397269249,-0.007626377366250381,2816,0.004975081,-0.0009138323366641998,0.15,0.9690918922424316,0.07958984375,764.86,33.95638169
1445888,1540,706,938,0.000177808,0.12783963838592172,-4.476810246706009,-0.009272814961150289,2820,0.006424291,-0.010655447840690613,0.15,0.9634058475494385,0.0816650390625,763.85,33.72278309
1447936,1542,707,938,0.00017770560000000002,0.1611461217980832,-4.397150963544846,-0.007255713542690501,2824,0.007911377,0.027569591999053955,0.15,0.9719817042350769,0.1058349609375,765.19,33.772011649999996
1449984,1544,708,938,0.00017760320000000001,0.13703150628134608,-4.3916458785533905,-0.01014112173288595,2828,0.0061648684,-0.0009474866092205048,0.15,0.9751169681549072,0.1063232421875,764.12,33.70184073
1452032,1546,709,938,0.0001775008,0.15997304557822645,-4.40377776324749,-0.009267690475098789,2832,0.006636728,0.002767130732536316,0.15,0.9732808470726013,0.0999755859375,764.25,33.691258499999996
1454080,1548,710,938,0.00017739840000000003,0.10932028689421713,-4.515269488096237,-0.009134783846093342,2836,0.0071214465,-0.0017268136143684387,0.15,0.9681375026702881,0.103515625,765.97,33.82525173
1456128,1550,711,938,0.00017729600000000002,0.10888218693435192,-4.523677304387093,-0.0075011607113992795,2840,0.006434116,-0.02776123210787773,0.15,0.9567410945892334,0.1173095703125,766.97,33.802998599999995
1458176,1552,712,938,0.0001771936,0.08850018191151321,-4.581151753664017,-0.008606837480328977,2844,0.0062253745,-0.020190007984638214,0.15,0.9688664674758911,0.0941162109375,767.95,34.00211451
1460224,1554,713,939,0.0001770912,0.11332077998667955,-4.379629477858543,-0.008594254759373143,2848,0.006165383,-0.029896359890699387,0.15,0.9843120574951172,0.0855712890625,772.32,34.07168648000001
1462272,1557,714,939,0.0001769888,0.09771210746839643,-4.244491100311279,-0.010480092372745275,2852,0.0058982116,-0.030363183468580246,0.15,0.9862802028656006,0.1068115234375,773.15,34.15749267
1464320,1559,715,939,0.00017688640000000001,0.11767384922131896,-4.439175665378571,-0.008659887447720394,2856,0.0075387205,-0.011007066816091537,0.15,0.9673497676849365,0.1328125,772.73,34.14901375
1466368,1561,716,939,0.000176784,0.10727956448681653,-4.498168900609016,-0.006640790757955983,2860,0.006645445,-0.012561574578285217,0.15,0.9630510210990906,0.1199951171875,771.57,34.09944411
1468416,1563,717,939,0.0001766816,0.08793041645549238,-4.451534077525139,-0.007770221214741468,2864,0.006736153,-0.0238063782453537,0.15,0.9821791648864746,0.1099853515625,772.34,34.06950388
1470464,1565,718,939,0.0001765792,0.1325994674116373,-4.528716549277306,-0.008774225687375292,2868,0.00703006,0.005344472825527191,0.15,0.9488363265991211,0.125244140625,772.32,34.38811557
1472512,1567,719,939,0.00017647679999999998,0.1393022732809186,-4.527257174253464,-0.008183626021491364,2872,0.006623538,0.01055973395705223,0.15,0.9735664129257202,0.099853515625,773.21,34.47814652
1474560,1569,720,939,0.0001763744,0.09289575670845807,-4.280519723892212,-0.008249060832895339,2876,0.005642942,-0.01182539388537407,0.15,0.9859083890914917,0.106689453125,770.39,34.26529408
1476608,1571,721,939,0.000176272,0.13065893482416868,-4.510591298341751,-0.007540475780842826,2880,0.005452496,0.00010051950812339783,0.15,0.9663404226303101,0.0889892578125,770.76,34.21881479
1478656,1573,722,939,0.0001761696,0.11336321593262255,-4.4649873822927475,-0.008075715537415817,2884,0.0059461584,-0.004687093198299408,0.15,0.9737624526023865,0.0924072265625,772.31,34.27851198
1480704,1575,723,939,0.00017606719999999998,0.10827381489798427,-4.447051167488098,-0.01071538518590387,2888,0.0077297324,-0.0247771218419075,0.15,0.9701675772666931,0.1435546875,770.94,34.24221195999999
1482752,1577,724,939,0.0001759648,0.11364109348505735,-4.575881406664848,-0.007908279047114775,2892,0.005447397,-0.009553048759698868,0.15,0.9565640091896057,0.080078125,771.82,34.12980224
1484800,1579,725,939,0.00017586240000000002,0.08872736198827624,-4.532338306307793,-0.008950394170824438,2896,0.0065157963,-0.030046172440052032,0.15,0.985472559928894,0.1038818359375,767.87,34.06380231
1486848,1581,726,939,0.00017576,0.17412311537191272,-4.340411692857742,-0.0077636986679863185,2900,0.0065347925,0.040412548929452896,0.15,0.9742051959037781,0.1041259765625,765.91,34.10142128
1488896,1583,727,940,0.0001756576,0.10407526511698961,-4.419835105538368,-0.010876063468458597,2904,0.0050966465,-0.023471616208553314,0.15,0.9803953766822815,0.081787109375,765.52,34.010213539999995
1490944,1585,728,940,0.0001755552,0.18803573725745082,-4.4995296895504,-0.008614014135673642,2908,0.008054925,0.0187566876411438,0.15,0.9525460600852966,0.1263427734375,767.35,33.876474800000004
1492992,1587,729,940,0.00017545280000000002,0.10483367764391005,-4.478300631046295,-0.009599322744179517,2912,0.006237068,-0.017530281096696854,0.15,0.9791639447212219,0.1103515625,767.35,33.876474800000004
1495040,1589,730,940,0.0001753504,0.09837781568057835,-4.53720860183239,-0.007361350217252038,2916,0.0058406894,-0.01180146262049675,0.15,0.9651917815208435,0.0872802734375,768.66,33.934923919999996
1497088,1591,731,940,0.00017524800000000003,0.0842637347523123,-4.6265173107385635,-0.007953716049087234,2920,0.006676969,-0.021395351737737656,0.15,0.9714050889015198,0.1048583984375,776.5,34.01982338
1499136,1593,732,940,0.00017514560000000002,0.11038669757544994,-4.360186353325844,-0.007103914205799811,2924,0.0059928666,-0.012198247015476227,0.15,0.9841344952583313,0.093505859375,776.94,34.00418018
1501184,1595,733,940,0.0001750432,0.13101799972355366,-4.406356856226921,-0.007245088534546085,2928,0.006401503,0.00642746314406395,0.15,0.9804400205612183,0.0860595703125,778.46,34.16317849
1503232,1597,734,940,0.0001749408,0.11263312329538167,-4.3815808445215225,-0.006534781510708854,2932,0.008316032,-0.014237739145755768,0.15,0.9821891188621521,0.11376953125,774.94,34.044717729999995
1505280,1599,735,940,0.0001748384,0.13606441183947027,-4.3657276928424835,-0.007184456611867063,2936,0.0071735024,0.007764436304569244,0.15,0.9707552790641785,0.1279296875,776.27,34.07348390999999
1507328,1601,736,940,0.00017473600000000002,0.10594051866792142,-4.505880624055862,-0.011818963073892519,2940,0.0051171756,-0.023126382380723953,0.15,0.9715731143951416,0.120849609375,772.26,34.05485602999999
1509376,1603,737,941,0.0001746336,0.09374791267327964,-4.54183654487133,-0.00825142819667235,2944,0.004577815,-0.024777323007583618,0.15,0.9747355580329895,0.078125,768.36,33.88482707
