time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/clip_fraction,train/explained_variance,train/clip_range,train/n_updates,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
4855808,2371,5105,951,-3.797232210636139,0.016461924,-0.0300525450729765,0.000128656,0.15385017334483564,0.2200927734375,0.9726390838623047,0.15,9480,-0.04148787260055542,64.49,936.97
4857856,2372,5107,951,-3.6923449486494064,0.015288766,-0.025122518942225724,0.00012860480000000002,0.28521019918844104,0.2021484375,0.9384581446647644,0.15,9484,0.013294920325279236,64.49,936.97
4859904,2373,5109,951,-3.763137526810169,0.019767322,-0.029916528408648446,0.0001285536,0.21670997142791748,0.2279052734375,0.947117805480957,0.15,9488,-0.004401952028274536,64.92,942.99
4861952,2374,5111,951,-3.78761088848114,0.013764547,-0.028547167232318316,0.0001285024,0.21919713355600834,0.1878662109375,0.9631094932556152,0.15,9492,-0.019310124218463898,65.13,947.57
4864000,2375,5114,951,-3.8095904514193535,0.013267292,-0.025040816195541993,0.00012845119999999998,0.13250655750744045,0.2181396484375,0.9829850196838379,0.15,9496,-0.03241976350545883,64.38,937.09
4866048,2376,5116,951,-3.423820562660694,0.015099287,-0.03113784798188135,0.0001284,0.11549839656800032,0.2012939453125,0.9803377985954285,0.15,9500,-0.04998236894607544,64.38,936.68
4868096,2377,5118,951,-3.419181376695633,0.013057563,-0.022395091044018045,0.0001283488,0.3033630405552685,0.1900634765625,0.9370390772819519,0.15,9504,0.022859543561935425,64.34,936.54
4870144,2378,5120,951,-3.49966262280941,0.010988318,-0.02135116877616383,0.00012829760000000002,0.4090572684071958,0.16943359375,0.9076120853424072,0.15,9508,0.0515436977148056,63.66,927.18
4872192,2379,5122,951,-3.5869291871786118,0.0139008295,-0.025429663524846546,0.0001282464,0.3233199683018029,0.18310546875,0.9211376905441284,0.15,9512,0.0665501058101654,63.66,927.18
4874240,2380,5124,951,-3.684951551258564,0.017804343,-0.0329813972057309,0.00012819520000000002,0.19216477777808905,0.2276611328125,0.9308702349662781,0.15,9516,-0.025428101420402527,63.76,928.55
4876288,2381,5126,951,-3.737397000193596,0.016115766,-0.03142060317622963,0.00012814399999999998,0.11220527160912752,0.2186279296875,0.9746236205101013,0.15,9520,-0.05372888594865799,63.75,927.61
4878336,2382,5129,951,-3.8130122050642967,0.013910474,-0.028795809746952727,0.0001280928,0.14710127864964306,0.1981201171875,0.972719132900238,0.15,9524,-0.04676322266459465,63.35,921.17
4880384,2383,5131,951,-3.7685269713401794,0.017628277,-0.030366369523108006,0.0001280416,0.1405184492468834,0.21240234375,0.9799445867538452,0.15,9528,-0.043048664927482605,63.28,923.06
4882432,2384,5133,951,-3.6206447035074234,0.010755424,-0.021868342999368906,0.0001279904,0.2301233783364296,0.1455078125,0.9745786190032959,0.15,9532,0.010383635759353638,63.24,923.75
4884480,2385,5135,951,-3.577789179980755,0.013563471,-0.0225024876272073,0.0001279392,0.3455747184343636,0.1702880859375,0.9466705322265625,0.15,9536,0.027010008692741394,62.99,921.63
4886528,2386,5137,951,-3.581826537847519,0.016532715,-0.021563347821938805,0.000127888,0.3135553947649896,0.1820068359375,0.9237613677978516,0.15,9540,0.040701039135456085,62.56,916.21
4888576,2387,5139,951,-3.4814607948064804,0.018584725,-0.02451993094291538,0.00012783680000000002,0.2786868754774332,0.206787109375,0.932519793510437,0.15,9544,0.07775313407182693,62.51,915.46
4890624,2388,5142,951,-3.583012767136097,0.01314839,-0.026441908674314618,0.0001277856,0.22367393085733056,0.1663818359375,0.9517509341239929,0.15,9548,-0.008852198719978333,62.45,912.84
4892672,2389,5144,951,-3.5956152379512787,0.015236428,-0.02949971507769078,0.0001277344,0.20236363331787288,0.179931640625,0.9717394113540649,0.15,9552,0.02253621071577072,62.56,914.59
4894720,2390,5146,951,-3.526404917240143,0.014210949,-0.031163019128143787,0.0001276832,0.16069038258865476,0.1871337890625,0.9741772413253784,0.15,9556,-0.03665491193532944,62.72,916.38
4896768,2391,5148,951,-3.6827970147132874,0.014578721,-0.027009000245016068,0.000127632,0.20921785896643996,0.20361328125,0.9646918773651123,0.15,9560,0.009831123054027557,62.74,918.69
4898816,2392,5150,951,-3.5157642737030983,0.01696608,-0.03120927169220522,0.0001275808,0.2068291916511953,0.206298828125,0.9621420502662659,0.15,9564,-0.017076171934604645,62.58,915.52
4900864,2393,5152,951,-3.604301691055298,0.016068343,-0.027732597809517756,0.00012752960000000002,0.1953329937532544,0.2200927734375,0.9632291197776794,0.15,9568,-0.018774837255477905,62.3,912.03
4902912,2394,5155,951,-3.6362042501568794,0.016990725,-0.031862074858509004,0.0001274784,0.1252737941686064,0.2325439453125,0.9766908884048462,0.15,9572,-0.062075212597846985,62.43,913.13
4904960,2395,5157,951,-3.7046868950128555,0.013189927,-0.02703720476711169,0.0001274272,0.16156900604255497,0.19140625,0.9722244739532471,0.15,9576,-0.044413305819034576,62.67,914.85
4907008,2396,5159,951,-3.614685893058777,0.014185648,-0.024957548594102263,0.00012737599999999998,0.1612370777875185,0.182373046875,0.9701676964759827,0.15,9580,-0.042724791914224625,62.54,914.88
4909056,2397,5161,951,-3.7356716245412827,0.013646044,-0.02437872214068193,0.00012732480000000003,0.1532874668482691,0.1898193359375,0.9802619814872742,0.15,9584,-0.035241469740867615,62.54,912.89
4911104,2398,5163,951,-3.430443398654461,0.018696181,-0.031015950604341924,0.0001272736,0.15364125976338983,0.23095703125,0.9747672080993652,0.15,9588,-0.039816826581954956,62.48,912.53
4913152,2399,5165,951,-3.619209200143814,0.013813282,-0.026976056076819077,0.00012722240000000002,0.14078739238902926,0.2049560546875,0.9750986099243164,0.15,9592,-0.04646332561969757,62.34,910.85
4915200,2400,5167,951,-3.699323818087578,0.013588778,-0.022152939025545493,0.0001271712,0.32125219935551286,0.2039794921875,0.9448495507240295,0.15,9596,0.03880611062049866,62.34,910.85
4917248,2401,5170,951,-3.5856199339032173,0.01441294,-0.028425636497559026,0.00012712000000000002,0.23590340511873364,0.2073974609375,0.9458346962928772,0.15,9600,0.04964250326156616,61.83,903.87
4919296,2402,5172,951,-3.6442869156599045,0.018111873,-0.029367924958933145,0.00012706879999999999,0.23929372522979975,0.2242431640625,0.9572049379348755,0.15,9604,-0.014417566359043121,61.74,901.94
4921344,2403,5174,951,-3.6459108144044876,0.01531674,-0.029021886322880164,0.0001270176,0.2598901749588549,0.1827392578125,0.9655494093894958,0.15,9608,0.02978004515171051,61.67,901.69
4923392,2404,5176,951,-3.4329042062163353,0.014268275,-0.02590594887442421,0.00012696639999999998,0.2728459038771689,0.1861572265625,0.939859926700592,0.15,9612,0.03495018929243088,61.12,891.01
4925440,2405,5178,951,-3.556569240987301,0.016998988,-0.02168886159779504,0.0001269152,0.23333839257247746,0.2159423828125,0.9524365067481995,0.15,9616,0.013766199350357056,60.77,884.52
4927488,2406,5180,951,-3.57171893119812,0.012206874,-0.026104315838892944,0.000126864,0.2973985821008682,0.192626953125,0.9482214450836182,0.15,9620,0.0355076938867569,60.77,884.52
4929536,2407,5182,951,-3.3952200785279274,0.017175686,-0.031218624237226322,0.0001268128,0.17557014874182642,0.211181640625,0.9578922986984253,0.15,9624,-0.031098339706659317,60.61,881.23
4931584,2408,5184,951,-3.487768664956093,0.014747752,-0.024076947767753154,0.00012676160000000002,0.16913174418732524,0.203369140625,0.9426302313804626,0.15,9628,-0.022589102387428284,60.57,880.52
4933632,2409,5187,951,-3.773448623716831,0.014492716,-0.029132144059985876,0.0001267104,0.19901028159074485,0.204833984375,0.9432059526443481,0.15,9632,-0.013091199100017548,60.71,881.63
4935680,2410,5189,951,-3.7089230343699455,0.017472366,-0.031045782423461787,0.0001266592,0.16505457926541567,0.1986083984375,0.9612069129943848,0.15,9636,-0.02022668719291687,60.75,880.19
4937728,2411,5191,951,-3.8322708383202553,0.017345801,-0.03535534458933398,0.000126608,0.09909827029332519,0.217041015625,0.9813223481178284,0.15,9640,-0.07731965184211731,60.98,881.83
4939776,2412,5193,951,-3.68295818567276,0.016167719,-0.03219210485985968,0.0001265568,0.08393236331176013,0.216552734375,0.9872793555259705,0.15,9644,-0.059809740632772446,61.26,884.71
4941824,2413,5195,951,-3.615850582718849,0.014759749,-0.026640680225682445,0.0001265056,0.2026791642419994,0.2169189453125,0.9720870852470398,0.15,9648,-0.01891026645898819,61.24,883.45
4943872,2414,5197,951,-3.6649238914251328,0.017780636,-0.03225607323111035,0.0001264544,0.14173832000233233,0.20947265625,0.9706082940101624,0.15,9652,-0.047420695424079895,61.67,889.01
4945920,2415,5200,951,-3.515706315636635,0.013355538,-0.02727433538530022,0.0001264032,0.20157837634906173,0.17626953125,0.9504423141479492,0.15,9656,-0.0057730600237846375,61.74,888.41
4947968,2416,5202,951,-3.480672314763069,0.016953435,-0.03338984362198971,0.000126352,0.11164070130325854,0.216552734375,0.9727262258529663,0.15,9660,-0.047047898173332214,61.61,887.35
4950016,2417,5204,951,-3.6377009078860283,0.019622851,-0.030060529039474204,0.00012630079999999998,0.18377372296527028,0.2242431640625,0.937431275844574,0.15,9664,-0.024492759257555008,61.22,879.41
4952064,2418,5206,951,-3.7482563257217407,0.015761033,-0.03013808387913741,0.00012624960000000003,0.15828580874949694,0.2158203125,0.9649463891983032,0.15,9668,-0.010505646467208862,61.34,881.77
4954112,2419,5208,951,-3.814620241522789,0.015400556,-0.028569537855219096,0.0001261984,0.20561947324313223,0.21337890625,0.9421509504318237,0.15,9672,-0.02312682569026947,61.53,883.0
4956160,2420,5210,951,-3.7036608830094337,0.016049717,-0.030324011648190208,0.00012614720000000002,0.21474017342552543,0.1893310546875,0.9642910957336426,0.15,9676,-0.00025169551372528076,61.72,886.63
4958208,2421,5212,951,-3.728099785745144,0.013949417,-0.027950475981924683,0.000126096,0.13348197471350431,0.2142333984375,0.9775280952453613,0.15,9680,-0.043661490082740784,61.72,886.63
4960256,2422,5215,951,-3.408109560608864,0.013379978,-0.024525374348741025,0.00012604480000000002,0.24306143587455153,0.177001953125,0.9349977970123291,0.15,9684,0.007275395095348358,62.48,900.42
4962304,2423,5217,951,-3.7326148599386215,0.012876637,-0.022153918776893988,0.00012599359999999999,0.25464563397690654,0.2271728515625,0.9406560063362122,0.15,9688,0.006821051239967346,62.3,898.44
4964352,2424,5219,951,-3.671796776354313,0.016945135,-0.028542335145175457,0.0001259424,0.2068850884679705,0.1832275390625,0.9566227197647095,0.15,9692,-0.022024065256118774,62.58,903.48
4966400,2425,5221,951,-3.619328312575817,0.017663844,-0.03439555880322587,0.00012589119999999998,0.12072050175629556,0.2325439453125,0.9744535088539124,0.15,9696,-0.0626818984746933,62.53,903.06
4968448,2426,5223,951,-3.70008934289217,0.016026752,-0.029913704711361788,0.00012584,0.11608181614428759,0.2396240234375,0.9686198830604553,0.15,9700,-0.041114598512649536,62.57,904.16
4970496,2427,5225,951,-3.640837736427784,0.013407935,-0.024942338495748118,0.0001257888,0.16083412244915962,0.2015380859375,0.9541781544685364,0.15,9704,-0.011618919670581818,63.06,910.13
4972544,2428,5227,951,-3.7159866988658905,0.0134298615,-0.029352968093007803,0.00012573760000000002,0.20377665618434548,0.1947021484375,0.9605004191398621,0.15,9708,0.020855091512203217,63.21,910.18
4974592,2429,5230,951,-3.8151868656277657,0.014832838,-0.029343761823838577,0.00012568640000000002,0.11610077414661646,0.1773681640625,0.9853516221046448,0.15,9712,-0.05060688406229019,63.42,913.38
4976640,2430,5232,951,-3.632486470043659,0.016059881,-0.026571438589598984,0.0001256352,0.17076023016124964,0.222412109375,0.9722162485122681,0.15,9716,-0.017345353960990906,63.42,913.38
4978688,2431,5234,951,-3.4836281165480614,0.015577455,-0.03255277959397063,0.000125584,0.12780499178916216,0.2005615234375,0.969233512878418,0.15,9720,-0.05579644441604614,64.11,921.64
4980736,2432,5236,951,-3.4942340925335884,0.015709013,-0.027090601943200454,0.0001255328,0.300242112018168,0.1981201171875,0.9486699104309082,0.15,9724,0.027418240904808044,63.93,921.18
4982784,2433,5238,951,-3.5770192071795464,0.01692518,-0.030635624891147017,0.0001254816,0.15990403341129422,0.2139892578125,0.9693559408187866,0.15,9728,-0.031395986676216125,63.61,917.7
4984832,2434,5240,951,-3.5214928612113,0.016452054,-0.02670831662544515,0.0001254304,0.1595010559540242,0.23046875,0.9623984694480896,0.15,9732,-0.0330837145447731,64.02,921.96
4986880,2435,5243,951,-3.4717680662870407,0.012820376,-0.026066823571454734,0.0001253792,0.1894759489223361,0.1903076171875,0.9712231159210205,0.15,9736,-0.020403891801834106,64.29,926.38
4988928,2436,5245,951,-3.4459958747029305,0.013665899,-0.025730183289851993,0.000125328,0.2275221785530448,0.204833984375,0.9609246253967285,0.15,9740,0.030093826353549957,64.39,925.61
4990976,2437,5247,951,-3.385886460542679,0.016828936,-0.03239176199713256,0.00012527679999999999,0.14465871849097311,0.220458984375,0.9683327078819275,0.15,9744,-0.03328228369355202,64.39,925.61
4993024,2438,5249,951,-3.686659127473831,0.014465566,-0.02721927416860126,0.00012522559999999998,0.18831731122918427,0.1942138671875,0.9480738639831543,0.15,9748,-0.01885247230529785,64.58,928.22
4995072,2439,5251,951,-3.525770142674446,0.011933832,-0.025378445483511314,0.00012517440000000003,0.14739172044210136,0.17919921875,0.9517624378204346,0.15,9752,-0.03955621272325516,64.93,931.87
4997120,2440,5254,951,-3.74019093811512,0.014588936,-0.024959469636087306,0.0001251232,0.1955112626310438,0.2294921875,0.9439847469329834,0.15,9756,-0.028240472078323364,64.51,926.65
4999168,2441,5256,951,-3.7717143893241882,0.013373202,-0.028797280188882723,0.00012507200000000002,0.14529522461816669,0.1971435546875,0.9799244403839111,0.15,9760,-0.03680058568716049,64.77,929.82
5001216,2442,5258,951,-3.5396799221634865,0.019119147,-0.032915822113864124,0.0001250208,0.142643729923293,0.2352294921875,0.9810876250267029,0.15,9764,-0.047511838376522064,64.5,926.37
5003264,2443,5260,951,-3.4767460599541664,0.014104491,-0.026456922467332333,0.0001249696,0.2709529707208276,0.1865234375,0.9523376822471619,0.15,9768,0.07367430627346039,64.71,927.95
5005312,2444,5262,951,-3.3957264497876167,0.013512193,-0.027011289756046608,0.0001249184,0.23671851214021444,0.1785888671875,0.9522616863250732,0.15,9772,-0.008987374603748322,64.5,925.41
5007360,2445,5264,951,-3.556521162390709,0.013120556,-0.022888726787641644,0.0001248672,0.22233562171459198,0.19091796875,0.9461865425109863,0.15,9776,0.0014916807413101196,64.59,927.52
5009408,2446,5266,951,-3.3210566341876984,0.017004767,-0.03485814301529899,0.000124816,0.16226156381890178,0.2216796875,0.9480471014976501,0.15,9780,-0.024692945182323456,64.35,922.81
5011456,2447,5269,951,-3.612058348953724,0.018525101,-0.029559142247308046,0.0001247648,0.1653987979516387,0.2431640625,0.9516599774360657,0.15,9784,-0.03621736541390419,64.91,929.28
5013504,2448,5271,951,-3.8577675074338913,0.014743147,-0.02722407758119516,0.0001247136,0.17547011259011924,0.204833984375,0.9794669151306152,0.15,9788,-0.048775844275951385,65.09,932.52
5015552,2449,5273,951,-3.462285593152046,0.014685319,-0.029780167154967785,0.00012466240000000002,0.11759216245263815,0.2161865234375,0.9793629050254822,0.15,9792,-0.04821624606847763,65.09,932.52
5017600,2450,5275,951,-3.4628637060523033,0.01607775,-0.02823855119640939,0.00012461120000000002,0.19917141273617744,0.1868896484375,0.9442036747932434,0.15,9796,-0.022977173328399658,65.19,935.77
5019648,2451,5277,951,-3.464966766536236,0.014661172,-0.028286738030146807,0.00012456000000000001,0.2175580256152898,0.2208251953125,0.9521858096122742,0.15,9800,0.013795837759971619,65.46,941.24
5021696,2452,5279,951,-3.6462783738970757,0.015871942,-0.024840355588821694,0.0001245088,0.1960492366924882,0.2047119140625,0.951985239982605,0.15,9804,0.012072615325450897,65.34,940.82
5023744,2453,5281,951,-3.859209954738617,0.01658222,-0.027146764754434116,0.0001244576,0.18416279531084,0.202880859375,0.9671450853347778,0.15,9808,-0.01881200075149536,65.63,944.63
5025792,2454,5284,951,-3.6346741691231728,0.016983368,-0.033159375219838694,0.0001244064,0.10894047562032938,0.2412109375,0.9810748100280762,0.15,9812,-0.046614084392786026,65.71,947.27
5027840,2455,5286,951,-3.5297261252999306,0.01766321,-0.030990438564913347,0.0001243552,0.1786765807773918,0.2314453125,0.9710214138031006,0.15,9816,-0.025041580200195312,65.66,947.93
5029888,2456,5288,951,-3.589415818452835,0.01546844,-0.029931979457614943,0.000124304,0.19940493465401232,0.2115478515625,0.9698687195777893,0.15,9820,-0.0024549290537834167,65.78,951.11
5031936,2457,5290,951,-3.559480555355549,0.017804222,-0.026523251755861565,0.0001242528,0.17666905070655048,0.208984375,0.9715186357498169,0.15,9824,-0.02981211245059967,65.55,949.46
5033984,2458,5292,951,-3.4554561525583267,0.015083791,-0.028233372140675783,0.0001242016,0.18838552967645228,0.21044921875,0.9579049944877625,0.15,9828,-0.03357601910829544,65.51,949.11
5036032,2459,5294,951,-3.4733599200844765,0.013108706,-0.026499706640606746,0.0001241504,0.1829635500907898,0.1768798828125,0.9699036478996277,0.15,9832,-0.005407601594924927,65.41,948.63
5038080,2460,5296,951,-3.651575766503811,0.0138463555,-0.025571400998160243,0.0001240992,0.18614592333324254,0.1834716796875,0.9555681943893433,0.15,9836,-0.036683909595012665,65.23,945.96
5040128,2461,5299,951,-3.6061801686882973,0.013797411,-0.027642835513688624,0.000124048,0.2298075770959258,0.18603515625,0.9641553163528442,0.15,9840,-0.023583516478538513,65.4,950.18
5042176,2462,5301,951,-3.7337511107325554,0.016548723,-0.025628964795032516,0.0001239968,0.2551405243575573,0.1934814453125,0.955808162689209,0.15,9844,0.008257642388343811,65.57,954.11
5044224,2463,5303,951,-3.6359116584062576,0.0143102845,-0.026728965021902695,0.0001239456,0.20611137803643942,0.2130126953125,0.9656839370727539,0.15,9848,0.061229169368743896,65.74,955.83
5046272,2464,5305,951,-3.4927371814846992,0.015684197,-0.033149207520182244,0.0001238944,0.13241881970316172,0.2156982421875,0.9745346307754517,0.15,9852,-0.037322450429201126,65.72,956.25
5048320,2465,5307,951,-3.4883232563734055,0.01700922,-0.027174124319572,0.0001238432,0.2596227112226188,0.2088623046875,0.9401071667671204,0.15,9856,0.0007057711482048035,66.02,962.15
5050368,2466,5309,951,-3.672697566449642,0.015944283,-0.026711752332630567,0.000123792,0.20856800861656666,0.1978759765625,0.9660170078277588,0.15,9860,0.012568153440952301,65.55,956.26
5052416,2467,5311,951,-3.51572085916996,0.018264856,-0.0301162087416742,0.0001237408,0.16237298026680946,0.231689453125,0.9702454209327698,0.15,9864,-0.019637614488601685,65.95,962.25
5054464,2468,5314,951,-3.432066462934017,0.013926549,-0.03459828908671625,0.0001236896,0.13098341971635818,0.1964111328125,0.9762895107269287,0.15,9868,-0.03423811495304108,65.75,958.4
5056512,2469,5316,951,-3.636795111000538,0.01364974,-0.023630008363397792,0.0001236384,0.21403579274192452,0.2073974609375,0.9673713445663452,0.15,9872,-0.010767176747322083,66.08,959.94
5058560,2470,5318,951,-3.4780626371502876,0.015834052,-0.025317264575278386,0.00012358720000000002,0.2218375492375344,0.209228515625,0.9663074612617493,0.15,9876,-0.00624103844165802,65.57,953.01
5060608,2471,5320,951,-3.533574402332306,0.013911821,-0.029287178622325882,0.00012353600000000002,0.13456587307155132,0.2119140625,0.9697821736335754,0.15,9880,-0.03235214203596115,65.63,951.97
5062656,2472,5322,951,-3.4718598052859306,0.011462382,-0.023215456574689597,0.00012348480000000001,0.20066322339698672,0.1849365234375,0.949269711971283,0.15,9884,-0.0020494163036346436,65.67,954.29
5064704,2473,5324,951,-3.579317383468151,0.01635571,-0.031045089242979884,0.0001234336,0.17240796005353332,0.2100830078125,0.9608041048049927,0.15,9888,-0.017087385058403015,65.46,952.14
5066752,2474,5326,951,-3.710377335548401,0.013483904,-0.028010735972202383,0.0001233824,0.1572781673166901,0.1888427734375,0.9629455208778381,0.15,9892,-0.03364565223455429,65.52,956.0
5068800,2475,5329,951,-3.657218709588051,0.017253745,-0.031477964017540216,0.0001233312,0.11819564830511808,0.210205078125,0.9786602854728699,0.15,9896,-0.0506276860833168,65.34,952.77
5070848,2476,5331,951,-3.6890064030885696,0.016457776,-0.03269093812559731,0.00012328,0.14439093763940036,0.218505859375,0.9802128672599792,0.15,9900,-0.046509139239788055,65.2,949.51
5072896,2477,5333,951,-3.5291867703199387,0.014725574,-0.03153611492598429,0.0001232288,0.1190740515012294,0.1982421875,0.9835734367370605,0.15,9904,-0.04470851272344589,65.27,952.27
5074944,2478,5335,951,-3.6179193034768105,0.012744192,-0.026117413137399126,0.0001231776,0.28574462328106165,0.1732177734375,0.9605594277381897,0.15,9908,0.042858511209487915,65.42,956.28
5076992,2479,5337,951,-3.5278772562742233,0.014488764,-0.024446639901725575,0.0001231264,0.19797187251970172,0.2086181640625,0.9564577341079712,0.15,9912,-0.03794066607952118,65.45,955.99
5079040,2480,5339,951,-3.463918946683407,0.018496051,-0.02671907003968954,0.0001230752,0.22500154376029968,0.22265625,0.955043613910675,0.15,9916,0.035467132925987244,65.45,955.99
5081088,2481,5341,951,-3.4949135035276413,0.0151911825,-0.02377613910357468,0.000123024,0.29091194877400994,0.196044921875,0.9327138662338257,0.15,9920,0.051577672362327576,66.02,964.37
5083136,2482,5343,951,-3.4404221549630165,0.015495529,-0.03154273412656039,0.0001229728,0.1745059103704989,0.200927734375,0.9606941938400269,0.15,9924,-0.04440310597419739,65.75,960.97
5085184,2483,5346,951,-3.768549382686615,0.014450285,-0.027934045807342045,0.0001229216,0.19631986552849412,0.1802978515625,0.9630699157714844,0.15,9928,-0.0047450438141822815,65.65,960.67
5087232,2484,5348,951,-3.589498184621334,0.014942953,-0.026760725129861385,0.0001228704,0.19914230285212398,0.219482421875,0.9695066213607788,0.15,9932,-0.018873929977416992,64.98,951.99
5089280,2485,5350,951,-3.4579461738467216,0.015569285,-0.029554924913099967,0.0001228192,0.23025093460455537,0.2039794921875,0.9712295532226562,0.15,9936,-0.014072626829147339,65.14,955.88
5091328,2486,5352,951,-3.416181057691574,0.015619177,-0.029247232509078458,0.000122768,0.16449533472768962,0.2174072265625,0.966286301612854,0.15,9940,-0.025892198085784912,65.57,962.08
5093376,2487,5354,951,-3.444394677877426,0.013758443,-0.020088876859517768,0.00012271679999999998,0.25194808235391974,0.2125244140625,0.9422934055328369,0.15,9944,0.03575361520051956,65.57,962.08
5095424,2488,5356,951,-3.5131800025701523,0.015040326,-0.029003318573813885,0.0001226656,0.23728339979425073,0.1771240234375,0.8938578367233276,0.15,9948,0.018644437193870544,65.32,958.13
5097472,2489,5358,951,-3.6763206124305725,0.013331071,-0.028865134750958532,0.0001226144,0.1843603551387787,0.1982421875,0.9210983514785767,0.15,9952,-0.02479739487171173,65.43,958.44
5099520,2490,5361,951,-3.7016280591487885,0.017846458,-0.03661644738167524,0.00012256320000000003,0.10281286295503378,0.20703125,0.9801393747329712,0.15,9956,-0.060598958283662796,65.48,959.72
5101568,2491,5363,951,-3.853863015770912,0.012175989,-0.024526249515474774,0.00012251200000000002,0.17553058848716319,0.2071533203125,0.9725160002708435,0.15,9960,-0.03466828912496567,65.82,966.36
5103616,2492,5365,951,-3.624569609761238,0.014855674,-0.028655147878453135,0.00012246080000000002,0.1572137475013733,0.18505859375,0.9806250929832458,0.15,9964,-0.04336664080619812,66.11,972.69
5105664,2493,5367,951,-3.643354743719101,0.017775096,-0.03056210034992546,0.00012240960000000001,0.14476825552992523,0.2266845703125,0.9831122756004333,0.15,9968,-0.03664328530430794,66.16,973.6
5107712,2494,5369,951,-3.425496391952038,0.014812879,-0.028280337632168084,0.0001223584,0.20031123142689466,0.1988525390625,0.9605687260627747,0.15,9972,-0.003928005695343018,65.94,973.46
5109760,2495,5371,951,-3.3314468413591385,0.015814131,-0.026219961611786857,0.0001223072,0.23503520106896758,0.19287109375,0.94911789894104,0.15,9976,0.009816020727157593,65.94,973.46
5111808,2496,5374,951,-3.363926723599434,0.011397326,-0.02561399302794598,0.000122256,0.23371124686673284,0.1605224609375,0.9470739960670471,0.15,9980,-0.003979086875915527,65.94,973.46
5113856,2497,5376,951,-3.723101519048214,0.014639631,-0.026384293218143284,0.0001222048,0.1495205678511411,0.1810302734375,0.9600656032562256,0.15,9984,-0.03859713673591614,65.99,974.54
5115904,2498,5378,951,-3.5544514805078506,0.011705374,-0.026964333781506866,0.0001221536,0.15544569678604603,0.169921875,0.9752983450889587,0.15,9988,-0.026186689734458923,66.0,974.18
5117952,2499,5380,951,-3.69999098777771,0.01595141,-0.03269745031138882,0.0001221024,0.12350921216420829,0.1961669921875,0.9789972305297852,0.15,9992,-0.046562351286411285,66.08,973.22
5120000,2500,5382,951,-3.6014326736330986,0.016660761,-0.033648811193415895,0.0001220512,0.12606741837225854,0.228271484375,0.9833537936210632,0.15,9996,-0.05955518037080765,66.64,979.59
5122048,2501,5384,951,-3.6009373664855957,0.01694529,-0.031709094197140075,0.000122,0.10636349441483617,0.2042236328125,0.9882622361183167,0.15,10000,-0.05759471654891968,66.69,980.39
5124096,2502,5387,951,-3.620979480445385,0.015143275,-0.030227101873606443,0.0001219488,0.12894709804095328,0.181640625,0.9725537896156311,0.15,10004,-0.029457323253154755,66.75,980.27
5126144,2503,5389,951,-3.491506017744541,0.014364272,-0.022008748637745157,0.0001218976,0.22546746884472668,0.1878662109375,0.9351867437362671,0.15,10008,-0.028124596923589706,66.79,981.15
5128192,2504,5391,951,-3.389878027141094,0.01328047,-0.025046815135283396,0.0001218464,0.1650676599238068,0.181884765625,0.9489617943763733,0.15,10012,-0.0036741644144058228,66.79,981.15
5130240,2505,5393,951,-3.4055024906992912,0.016366838,-0.029340759705519304,0.0001217952,0.1785698547028005,0.201416015625,0.9577762484550476,0.15,10016,-0.01880466192960739,66.72,981.98
5132288,2506,5395,951,-3.7163725420832634,0.014491202,-0.028626392886508256,0.00012174399999999999,0.16965710907243192,0.196044921875,0.964401364326477,0.15,10020,-0.0324195921421051,66.81,981.39
5134336,2507,5397,951,-3.869406469166279,0.01389178,-0.02985495881875977,0.00012169279999999999,0.14304418326355517,0.1942138671875,0.9792086482048035,0.15,10024,-0.03610554710030556,67.21,984.28
5136384,2508,5399,951,-3.5633186623454094,0.015888385,-0.026836373494006693,0.0001216416,0.19744253670796752,0.236572265625,0.975933313369751,0.15,10028,-0.005774557590484619,67.39,985.79
5138432,2509,5402,951,-3.529009334743023,0.016891181,-0.02951878498424776,0.0001215904,0.1698357374407351,0.21142578125,0.9736206531524658,0.15,10032,-0.02608911693096161,67.17,983.05
5140480,2510,5404,951,-3.006545528769493,0.013015401,-0.024752370169153437,0.00012153919999999999,0.15510740084573627,0.1680908203125,0.9534512758255005,0.15,10036,-0.011588513851165771,67.14,981.88
5142528,2511,5406,951,-3.3139811530709267,0.0128285745,-0.022986686322838068,0.00012148800000000001,0.2761109662242234,0.2037353515625,0.8933348655700684,0.15,10040,0.05585701763629913,67.14,981.88
5144576,2512,5408,951,-3.315972439944744,0.01390692,-0.027479161246446893,0.00012143680000000001,0.16493431525304914,0.1844482421875,0.9407634139060974,0.15,10044,-0.01878775656223297,67.03,979.0
5146624,2513,5410,951,-3.6807845160365105,0.016619228,-0.028750414756359532,0.00012138560000000002,0.2157720415852964,0.2012939453125,0.9361727833747864,0.15,10048,-0.019843295216560364,67.12,980.33
5148672,2514,5412,951,-3.8299866393208504,0.018624922,-0.02911543517257087,0.00012133440000000002,0.12156639876775444,0.2413330078125,0.9680064916610718,0.15,10052,-0.06828433275222778,66.97,974.8
5150720,2515,5415,951,-3.76877823472023,0.014991406,-0.02860591106582433,0.00012128320000000001,0.1872498372104019,0.205810546875,0.9739096164703369,0.15,10056,-0.026790127158164978,67.72,984.39
