time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/n_updates,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/loss,train/approx_kl,train/entropy_loss,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
2992128,545,5480,1461,5840,0.26343189645558596,0.9544717073440552,-0.04844017815776169,0.15,0.00010049600000000001,-0.038956545293331146,0.13356051,-3.4012324288487434,0.359130859375,1077.71,70.11465207
2994176,545,5484,1462,5844,0.2743183192797005,0.965561032295227,-0.048656480183126405,0.15,0.0001003936,-0.009489849209785461,0.10290768,-3.2614452838897705,0.34423828125,1077.71,70.11465207
2996224,545,5487,1463,5848,0.25735281221568584,0.937897801399231,-0.050399469560943544,0.15,0.00010029119999999999,-0.019201010465621948,0.11584515,-3.235522821545601,0.359619140625,1074.76,69.88670472
2998272,545,5492,1464,5852,0.2678663358092308,0.9650506377220154,-0.0477092608489329,0.15,0.0001001888,-0.032859981060028076,0.10583451,-3.3233675211668015,0.3458251953125,1078.58,70.02679232999999
3000320,545,5496,1465,5856,0.16546556330285966,0.9735069870948792,-0.05230396505794488,0.15,0.00010008639999999999,-0.07819119095802307,0.110265315,-3.2643077224493027,0.3753662109375,1081.0,70.05890683000001
3002368,545,5500,1466,5860,0.2157696473877877,0.9602038264274597,-0.04689552466152236,0.15,9.9984e-05,-0.03531911224126816,0.087029934,-3.313578136265278,0.3636474609375,1087.41,70.52803803
3004416,545,5504,1467,5864,0.1697148985695094,0.9792015552520752,-0.056955036328872666,0.15,9.988159999999999e-05,-0.07606663554906845,0.1327879,-3.133300945162773,0.3907470703125,1084.84,70.29088688
3006464,545,5507,1468,5868,0.31452802987769246,0.9579263925552368,-0.042470944550586864,0.15,9.977920000000001e-05,-0.037509605288505554,0.097175226,-3.3471240922808647,0.332275390625,1089.2,70.34829588999999
3008512,545,5511,1469,5872,0.12207208736799657,0.9857878088951111,-0.057869058568030596,0.15,9.967680000000001e-05,-0.07777731865644455,0.14338773,-3.092859737575054,0.3818359375,1089.2,70.34829588999999
3010560,545,5515,1470,5876,0.23019812442362309,0.9365040063858032,-0.04698814882431179,0.15,9.95744e-05,-0.022954724729061127,0.09905798,-3.311326317489147,0.3570556640625,1092.46,70.58598343
3012608,545,5518,1471,5880,0.13033328903838992,0.9804707169532776,-0.05656113606528379,0.15,9.947200000000001e-05,-0.07614285498857498,0.13088802,-3.2459650859236717,0.36181640625,1101.24,70.84471767
3014656,545,5522,1472,5884,0.24317545536905527,0.9724523425102234,-0.0435316553193843,0.15,9.93696e-05,-0.04020380228757858,0.08559828,-3.2123614847660065,0.314453125,1099.71,70.80589271
3016704,545,5526,1473,5888,0.2499074782244861,0.9585893750190735,-0.04676942490914371,0.15,9.92672e-05,-0.04686178267002106,0.07964412,-3.386393889784813,0.3370361328125,1105.22,71.01879985999999
3018752,545,5529,1474,5892,0.20862984471023083,0.9556044340133667,-0.05145770407398231,0.15,9.91648e-05,-0.05424000322818756,0.097921826,-3.148197181522846,0.3424072265625,1103.9,70.85438933
3020800,545,5533,1475,5896,0.25565266562625766,0.9548527002334595,-0.052463068859651685,0.15,9.90624e-05,-0.045268744230270386,0.106439665,-3.1118782982230186,0.3436279296875,1103.9,70.85438933
3022848,545,5537,1476,5900,0.28732064133509994,0.9527454376220703,-0.04908412412623875,0.15,9.896e-05,-0.02921762317419052,0.11663031,-3.24832683801651,0.3553466796875,1108.16,71.18191099
3024896,545,5540,1477,5904,0.1504270606674254,0.9797670841217041,-0.050319756381213665,0.15,9.88576e-05,-0.060415394604206085,0.09606908,-3.3941767439246178,0.3763427734375,1118.26,71.84632308
3026944,545,5544,1478,5908,0.22139356844127178,0.9746472835540771,-0.051275053643621504,0.15,9.875519999999999e-05,-0.05537055432796478,0.11853014,-3.0725532472133636,0.3677978515625,1118.26,71.84632308
3028992,545,5548,1479,5912,0.18735160026699305,0.9630314111709595,-0.05670857313089073,0.15,9.865280000000002e-05,-0.05969946086406708,0.13112088,-3.0783679261803627,0.40283203125,1112.1,71.54731205
3031040,545,5552,1480,5916,0.323109298478812,0.9521742463111877,-0.048248741892166436,0.15,9.855040000000001e-05,-0.020503774285316467,0.1150024,-3.3167815655469894,0.3619384765625,1109.14,71.48643147
3033088,545,5555,1481,5920,0.33842395385727286,0.9624298810958862,-0.04777936535538174,0.15,9.8448e-05,-0.00766512006521225,0.08683482,-3.166292794048786,0.3350830078125,1105.37,71.40315378999999
3035136,545,5559,1482,5924,0.31088272435590625,0.9581063389778137,-0.05347205881844275,0.15,9.834560000000001e-05,-0.030577540397644043,0.1072013,-2.78432147949934,0.374267578125,1105.37,71.40315378999999
3037184,545,5563,1483,5928,0.2871363051235676,0.925457239151001,-0.05185684084426612,0.15,9.82432e-05,-0.021169766783714294,0.12196045,-2.910830557346344,0.3758544921875,1103.05,71.12794887
3039232,545,5566,1484,5932,0.26286838203668594,0.9503438472747803,-0.0496830591437174,0.15,9.814080000000001e-05,-0.03352104127407074,0.08933227,-3.1709354296326637,0.3397216796875,1100.53,70.98415024
3041280,545,5570,1485,5936,0.25821856455877423,0.9541966915130615,-0.05418090368038975,0.15,9.80384e-05,-0.018439531326293945,0.09412609,-3.1823574006557465,0.3330078125,1100.67,70.84446283
3043328,546,5573,1486,5940,0.16940973745658994,0.9678267240524292,-0.05452769188559614,0.15,9.793599999999999e-05,-0.07716801017522812,0.11863607,-3.298874832689762,0.401123046875,1102.64,71.0000664
3045376,546,5577,1487,5944,0.1266723566222936,0.9733819365501404,-0.057711814108188264,0.15,9.78336e-05,-0.08688364923000336,0.159585,-3.457720696926117,0.403076171875,1100.88,70.88643260999999
3047424,546,5581,1488,5948,0.23372039524838328,0.9626104235649109,-0.04774584778351709,0.15,9.773119999999999e-05,-0.02476399391889572,0.09471394,-3.3866905719041824,0.3466796875,1106.21,71.04449409
3049472,546,5584,1489,5952,0.1564442350063473,0.9862498641014099,-0.055396227893652394,0.15,9.76288e-05,-0.0715106874704361,0.10826477,-3.238705649971962,0.363525390625,1111.98,71.52730251000001
3051520,546,5588,1490,5956,0.15289632230997086,0.9802433252334595,-0.048173922492424026,0.15,9.752640000000002e-05,-0.07183853536844254,0.11244614,-3.127194471657276,0.3680419921875,1111.55,71.43023821
3053568,546,5592,1491,5960,0.3013662197627127,0.957617461681366,-0.047741758899064735,0.15,9.742400000000001e-05,-0.024284571409225464,0.108529925,-3.004314921796322,0.343994140625,1118.25,71.67403542
