time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/value_loss,train/clip_fraction,train/entropy_loss,train/approx_kl,train/loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/explained_variance,train/n_updates,train/learning_rate,train/clip_range
34816,39,17,877,0.17174106929451227,0.0545654296875,-5.5001979023218155,0.0051652985,-0.010716386139392853,-0.0042701880156528205,483.7,13.666666666666666,0.6589500308036804,64,0.0002491808,0.15
36864,42,18,875,0.19878434156998992,0.068359375,-5.513273730874062,0.0048243357,0.020337671041488647,-0.0023327981907641515,483.421875,13.734375,0.5989141464233398,68,0.0002491296,0.15
38912,44,19,875,0.18904137006029487,0.128662109375,-5.510171145200729,0.0049175527,0.03359533101320267,-0.005739259620895609,500.4347826086956,14.376811594202898,0.6706829071044922,72,0.0002490784,0.15
40960,46,20,877,0.17839343938976526,0.056396484375,-5.507412567734718,0.0031392616,0.005511205643415451,-0.0048405443521915,500.4347826086956,14.376811594202898,0.7274667620658875,76,0.0002490272,0.15
43008,49,21,875,0.15132890944369137,0.0655517578125,-5.519011601805687,0.0037179692,0.0059313587844371796,-0.0034341877180850133,501.94520547945206,14.534246575342467,0.7145645618438721,80,0.000248976,0.15
45056,51,22,875,0.24637654423713684,0.03173828125,-5.506642684340477,0.0036138133,0.025190360844135284,-0.0025073467986658216,506.85714285714283,14.675324675324676,0.6987063884735107,84,0.00024892480000000003,0.15
47104,53,23,876,0.16030649724416435,0.0797119140625,-5.508362948894501,0.0034687477,0.001427970826625824,-0.005351279047317803,509.8625,14.8375,0.8173333406448364,88,0.00024887360000000003,0.15
49152,56,24,876,0.16961165401153266,0.0718994140625,-5.506266802549362,0.0029325709,-0.013651464134454727,-0.005836014446686022,520.3975903614457,15.301204819277109,0.6972967386245728,92,0.0002488224,0.15
51200,58,25,876,0.15289525943808258,0.08837890625,-5.484895616769791,0.0042617377,0.015249818563461304,-0.007996173691935837,519.2159090909091,15.272727272727273,0.787449300289154,96,0.0002487712,0.15
53248,60,26,875,0.1459911330603063,0.120849609375,-5.480303958058357,0.0055766287,-0.006570793688297272,-0.006518533933558501,522.1075268817204,15.344086021505376,0.8376727104187012,100,0.00024872,0.15
55296,63,27,875,0.1642453724052757,0.0853271484375,-5.468404114246368,0.0034428285,0.002129882574081421,-0.005550593763473444,524.3789473684211,15.473684210526315,0.8207004070281982,104,0.0002486688,0.15
57344,65,28,875,0.14213573723100126,0.0794677734375,-5.462113574147224,0.0041726963,-0.01878896728157997,-0.007759516985970549,526.3333333333334,15.545454545454545,0.8365012407302856,108,0.0002486176,0.15
59392,67,29,876,0.18225812772288918,0.1083984375,-5.467632204294205,0.004970001,0.01160731166601181,-0.006783994598663412,524.83,15.48,0.8259328007698059,112,0.0002485664,0.15
61440,70,30,876,0.2096224140841514,0.0655517578125,-5.460107162594795,0.004104911,0.004365265369415283,-0.0057880460226442665,538.51,16.06,0.7446152567863464,116,0.0002485152,0.15
63488,72,31,874,0.15324417012743652,0.0904541015625,-5.4700526893138885,0.0037748322,-0.015569623559713364,-0.0057343087828485295,551.61,16.93,0.8241748809814453,120,0.000248464,0.15
65536,74,32,875,0.15962223010137677,0.052978515625,-5.460731104016304,0.002653485,-0.002967067062854767,-0.004381043276225682,547.24,16.91,0.8384544253349304,124,0.0002484128,0.15
67584,77,33,875,0.14047230617143214,0.1038818359375,-5.464057087898254,0.005882407,-0.012548018246889114,-0.007429112185491249,543.41,16.76,0.8571585416793823,128,0.0002483616,0.15
69632,79,34,875,0.1149601386860013,0.0860595703125,-5.466339692473412,0.00420993,-0.029272999614477158,-0.007604291895404458,544.52,16.76,0.8671454191207886,132,0.0002483104,0.15
