time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/explained_variance,train/clip_range,train/approx_kl,train/loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/value_loss,rollout/ep_rew_mean,rollout/ep_len_mean
949,28672,30,14,0.5247156620025635,0.15,0.0048033837,-0.008987680077552795,0.0002493344,0.0858154296875,-0.0046375629608519375,-5.451321721076965,52,0.17031524260528386,20.717660718750004,740.6875
949,30720,32,15,0.6092119812965393,0.15,0.004973876,-0.011219024658203125,0.0002492832,0.077880859375,-0.004388309287605807,-5.450089558959007,56,0.1249475774820894,20.717660718750004,740.6875
951,32768,34,16,0.6478351354598999,0.15,0.0056863837,0.010336767882108688,0.000249232,0.1019287109375,-0.0056010237749433145,-5.44509457051754,60,0.14474180759862065,20.717660718750004,740.6875
951,34816,36,17,0.5475037097930908,0.15,0.002924615,-0.011666819453239441,0.0002491808,0.041259765625,-0.0026223134627798572,-5.432346478104591,64,0.11226413166150451,21.2383166,753.6285714285714
949,36864,38,18,0.4736509919166565,0.15,0.00470131,0.0214003324508667,0.0002491296,0.11181640625,-0.005403020448284224,-5.455875262618065,68,0.2003244045190513,21.361194358974355,752.4871794871794
948,38912,41,19,0.6033114194869995,0.15,0.00424352,0.005396388471126556,0.0002490784,0.14697265625,-0.004861987385083921,-5.451709806919098,72,0.21480296552181244,21.83590227906977,767.1162790697674
946,40960,43,20,0.5580407381057739,0.15,0.0036003834,0.004851259291172028,0.0002490272,0.0831298828125,-0.006694395240629092,-5.453502982854843,76,0.18662791047245264,22.08712972727273,772.0681818181819
946,43008,45,21,0.5447555780410767,0.15,0.005761888,-0.001898009330034256,0.000248976,0.154052734375,-0.003956836677389219,-5.445818156003952,80,0.14806428784504533,22.589966595744688,782.063829787234
946,45056,47,22,0.4438477158546448,0.15,0.0032256583,0.034098535776138306,0.00024892480000000003,0.0838623046875,-0.0035525451239664108,-5.448461219668388,84,0.2234173105098307,22.76792342857143,784.7551020408164
946,47104,49,23,0.6768431663513184,0.15,0.0035005976,-0.016536299139261246,0.00024887360000000003,0.0579833984375,-0.004550391488010064,-5.4474678337574005,88,0.12123857764527202,22.71858498,782.32
943,49152,52,24,0.6659280061721802,0.15,0.005488204,-0.00017954036593437195,0.0002488224,0.0892333984375,-0.007176477782195434,-5.402458503842354,92,0.1410726010799408,22.7624228,782.290909090909
941,51200,54,25,0.5522779226303101,0.15,0.0042388635,0.010716661810874939,0.0002487712,0.0863037109375,-0.004136481453315355,-5.410265237092972,96,0.2021833141334355,22.873800928571427,785.4285714285714
