time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/learning_rate,train/value_loss,train/clip_range,train/entropy_loss,train/approx_kl,train/explained_variance,train/n_updates,train/clip_fraction,rollout/ep_len_mean,train/loss,rollout/ep_rew_mean,train/policy_gradient_loss
62,57344,922,28,0.0002486176,0.12774882302619517,0.15,-5.422099366784096,0.004618382,0.824867844581604,108,0.1046142578125,546.6914893617021,-0.021674122661352158,15.998295872340423,-0.007763390691252425
64,59392,923,29,0.0002485664,0.2023253426887095,0.15,-5.451102063059807,0.0037006158,0.7667651772499084,112,0.089599609375,544.795918367347,0.005790781229734421,16.037801408163265,-0.006183415956911631
66,61440,923,30,0.0002485152,0.16457103635184467,0.15,-5.453451216220856,0.0037933723,0.8272609114646912,116,0.067626953125,557.96,-0.005381960421800613,16.676015079999996,-0.007042332261335105
68,63488,923,31,0.000248464,0.14889938477426767,0.15,-5.444447830319405,0.0060880696,0.855032205581665,120,0.1334228515625,567.71,0.0003487244248390198,17.17099106,-0.00996902072802186
70,65536,924,32,0.0002484128,0.1663333335891366,0.15,-5.449508488178253,0.0034274214,0.8598169684410095,124,0.070068359375,569.14,0.009592883288860321,17.41427334,-0.0035358569293748587
73,67584,923,33,0.0002483616,0.1446270893793553,0.15,-5.422401636838913,0.0050368514,0.828896164894104,128,0.1153564453125,563.48,0.004974544048309326,17.32737196,-0.00850740002351813
75,69632,924,34,0.0002483104,0.18364788312464952,0.15,-5.440276622772217,0.005055924,0.8327113389968872,132,0.107177734375,556.48,0.02025141566991806,17.274055230000002,-0.005647944431984797
77,71680,924,35,0.00024825920000000004,0.14128846605308354,0.15,-5.427338257431984,0.004251333,0.8338578939437866,136,0.079345703125,566.01,-0.01478327065706253,17.77714092,-0.00835863605607301
79,73728,924,36,0.00024820800000000003,0.13185880333185196,0.15,-5.432457402348518,0.005626576,0.869579553604126,140,0.1275634765625,561.24,-0.012138944119215012,17.952185080000003,-0.007684227297431789
82,75776,924,37,0.00024815680000000003,0.14444200950674713,0.15,-5.420648202300072,0.0056382967,0.892143726348877,144,0.10595703125,563.5,-0.002351708710193634,18.177090299999996,-0.007034254434984177
84,77824,923,38,0.0002481056,0.13770225597545505,0.15,-5.411315098404884,0.0040136958,0.8633876442909241,148,0.075439453125,560.81,-0.012873843312263489,18.09018983,-0.0062987223791424185
86,79872,924,39,0.0002480544,0.18956472538411617,0.15,-5.403763607144356,0.0056946445,0.7835431694984436,152,0.104248046875,552.44,-0.0045407116413116455,17.903702629999998,-0.006261201604502276
88,81920,925,40,0.0002480032,0.17193289403803647,0.15,-5.377294719219208,0.004752849,0.8360642194747925,156,0.1046142578125,552.57,0.003993760794401169,17.91195793,-0.0060419527580961585
90,83968,924,41,0.000247952,0.14488536631688476,0.15,-5.413231775164604,0.0050858664,0.8741611838340759,160,0.1087646484375,546.15,-0.020777106285095215,18.0662202,-0.008779365743976086
92,86016,925,42,0.0002479008,0.10764440824277699,0.15,-5.427335411310196,0.0058271517,0.9045162200927734,164,0.088623046875,550.22,-0.0281512551009655,18.38698588,-0.008176377625204623
95,88064,925,43,0.0002478496,0.1303454388398677,0.15,-5.419688910245895,0.004742343,0.8999330997467041,168,0.1534423828125,551.55,-0.010013937950134277,18.508874369999997,-0.009296081043430604
97,90112,925,44,0.0002477984,0.16853559436276555,0.15,-5.419600963592529,0.0045247944,0.8813645839691162,172,0.0733642578125,552.7,-0.02009882777929306,18.894193129999998,-0.00735399303084705
99,92160,926,45,0.0002477472,0.15918992622755468,0.15,-5.423993423581123,0.004656122,0.846916913986206,176,0.0953369140625,553.17,-0.007968492805957794,19.064813900000004,-0.00801312769181095
101,94208,926,46,0.000247696,0.14546693791635334,0.15,-5.428822264075279,0.0053615216,0.8501801490783691,180,0.0985107421875,539.13,-0.011870980262756348,18.56890413,-0.008262751973234117
103,96256,926,47,0.0002476448,0.12406832352280617,0.15,-5.399234935641289,0.006432284,0.8831365704536438,184,0.0992431640625,544.03,-0.003134489059448242,18.74309071,-0.008626876486232504
106,98304,926,48,0.0002475936,0.17830974329262972,0.15,-5.42394994199276,0.005255758,0.8126089572906494,188,0.0819091796875,544.27,-0.016244947910308838,18.77212878,-0.008301056252093986
108,100352,926,49,0.0002475424,0.10829601646400988,0.15,-5.404573917388916,0.0044668727,0.892671525478363,192,0.088134765625,533.15,-0.027083203196525574,18.33334439,-0.010102553205797449
110,102400,926,50,0.0002474912,0.14409741293638945,0.15,-5.3689134567976,0.0049173916,0.8783419728279114,196,0.122802734375,540.34,-0.011617321521043777,18.73906156,-0.007111818413250148
112,104448,927,51,0.00024744,0.13931357441470027,0.15,-5.3750596940517426,0.0072653354,0.8559801578521729,200,0.1217041015625,539.84,-0.0310063436627388,18.794587019999998,-0.009206671238644049
114,106496,927,52,0.00024738879999999997,0.12664541159756482,0.15,-5.342431962490082,0.006485554,0.8852841258049011,204,0.163818359375,541.3,-0.003852374851703644,18.934236079999994,-0.00830195345042739
116,108544,927,53,0.0002473376,0.12815903266891837,0.15,-5.305707260966301,0.00568594,0.9115340709686279,208,0.13037109375,544.11,-0.02642003446817398,19.18443657,-0.009457791049499065
119,110592,928,54,0.0002472864,0.1285689773503691,0.15,-5.320588544011116,0.0056408746,0.870746374130249,212,0.120849609375,540.25,-0.015642207115888596,19.15458505,-0.007661180687136948
121,112640,927,55,0.0002472352,0.16647948138415813,0.15,-5.3158674240112305,0.0057806484,0.8576071262359619,216,0.132568359375,527.33,-0.008063465356826782,18.56254966,-0.0057064048742176965
123,114688,926,56,0.000247184,0.15334936953149736,0.15,-5.313642218708992,0.006346608,0.857620358467102,220,0.1024169921875,527.88,-0.00890813022851944,18.734045759999997,-0.00833895945106633
125,116736,927,57,0.0002471328,0.1627842376474291,0.15,-5.342034503817558,0.0061663883,0.8297958970069885,224,0.1158447265625,519.13,-0.0012500733137130737,18.42322483,-0.009792579192435369
128,118784,927,58,0.0002470816,0.14466528594493866,0.15,-5.280881822109222,0.005438179,0.882493257522583,228,0.1158447265625,523.25,0.00014764070510864258,18.630587419999998,-0.008481805474730209
130,120832,927,59,0.0002470304,0.1194550332147628,0.15,-5.280528753995895,0.006826478,0.888266384601593,232,0.1165771484375,520.81,-0.021123159676790237,18.49912045,-0.013161480223061517
132,122880,927,60,0.0002469792,0.12119540991261601,0.15,-5.307308211922646,0.0056757596,0.9026677012443542,236,0.113037109375,522.98,-0.024580378085374832,18.69470649,-0.011609142515226267
134,124928,927,61,0.000246928,0.13857597834430635,0.15,-5.279805973172188,0.006253916,0.900840699672699,240,0.1119384765625,516.11,-0.025932572782039642,18.30699645,-0.010239845898468047
136,126976,928,62,0.0002468768,0.1485667433589697,0.15,-5.263737425208092,0.0067928256,0.9078794717788696,244,0.1287841796875,515.59,-0.01699899137020111,18.38213666,-0.009778145584277809
138,129024,928,63,0.00024682560000000004,0.1454893376212567,0.15,-5.300637423992157,0.004862003,0.8982024788856506,248,0.1351318359375,514.05,-0.02007148414850235,18.38384838,-0.008795064044534229
141,131072,928,64,0.00024677440000000003,0.1257431844715029,0.15,-5.271099925041199,0.007463838,0.9067922234535217,252,0.1259765625,516.89,-0.02820432558655739,18.4308267,-0.010317660256987438
143,133120,928,65,0.00024672320000000003,0.14232717035338283,0.15,-5.214349612593651,0.006547849,0.8986854553222656,256,0.14892578125,510.04,-0.009533096104860306,18.27561317,-0.01132422179216519
145,135168,928,66,0.000246672,0.11339308274909854,0.15,-5.277890712022781,0.006534283,0.907666802406311,260,0.125,509.91,-0.027330398559570312,18.221139779999998,-0.011144702410092577
147,137216,928,67,0.0002466208,0.11581324343569577,0.15,-5.288931161165237,0.005010046,0.920556902885437,264,0.1002197265625,512.72,-0.03157487511634827,18.405031110000003,-0.009766729403054342
150,139264,928,68,0.0002465696,0.10935835097916424,0.15,-5.244146212935448,0.0053030644,0.9335290193557739,268,0.102783203125,506.2,-0.029279839247465134,18.18202793,-0.010574617597740144
152,141312,927,69,0.0002465184,0.14490559184923768,0.15,-5.26395770907402,0.0050037447,0.8754780292510986,272,0.130126953125,505.26,-0.00752190500497818,18.11408093,-0.0076284030510578305
154,143360,928,70,0.0002464672,0.11341020930558443,0.15,-5.27660408616066,0.006256354,0.9019327759742737,276,0.0933837890625,501.73,-0.026758886873722076,17.91819513,-0.008232605658122338
156,145408,927,71,0.000246416,0.09144324040971696,0.15,-5.297175273299217,0.0064888643,0.9133831858634949,280,0.1190185546875,509.77,-0.04322732239961624,18.278864329999998,-0.011625811021076515
158,147456,927,72,0.0002463648,0.1420040661469102,0.15,-5.251604288816452,0.0054600993,0.8911178112030029,284,0.0968017578125,517.7,-0.025192521512508392,18.643973589999998,-0.012515094960690476
161,149504,927,73,0.0002463136,0.11105398111976683,0.15,-5.225287824869156,0.0074965567,0.933565080165863,288,0.1490478515625,522.19,-0.013897962868213654,18.890364090000002,-0.011999073452898301
163,151552,927,74,0.0002462624,0.11886930023320019,0.15,-5.220249176025391,0.004970361,0.9141062498092651,292,0.1092529296875,522.54,-0.008763857185840607,18.79243721,-0.011812883923994377
165,153600,927,75,0.0002462112,0.12635017954744399,0.15,-5.265646055340767,0.008395974,0.9191519021987915,296,0.1243896484375,514.96,-0.03143281489610672,18.537851540000002,-0.009328696934971958
167,155648,927,76,0.00024616,0.13818940287455916,0.15,-5.245752304792404,0.008102361,0.8459233045578003,300,0.1417236328125,512.11,-0.014760419726371765,18.364576319999998,-0.011690107290633023
169,157696,927,77,0.0002461088,0.11932687554508448,0.15,-5.285554274916649,0.006551208,0.9129964113235474,304,0.1376953125,511.66,-0.03630924969911575,18.42861625,-0.01157462845731061
172,159744,927,78,0.0002460576,0.10922866291366518,0.15,-5.2705750316381454,0.007771738,0.9119423627853394,308,0.168701171875,520.39,-0.04150844365358353,18.991100559999996,-0.013470746314851567
174,161792,928,79,0.00024600640000000003,0.13044610479846597,0.15,-5.255936995148659,0.0059156464,0.9223642349243164,312,0.122314453125,518.35,-0.024787209928035736,18.89407184,-0.01020614747540094
176,163840,928,80,0.0002459552,0.11429950245656073,0.15,-5.270543843507767,0.007682473,0.9053134918212891,316,0.1658935546875,522.62,-0.019605014473199844,19.115191520000003,-0.01380435805185698
178,165888,928,81,0.000245904,0.10728879901580513,0.15,-5.278567016124725,0.008733831,0.9012929201126099,320,0.1531982421875,523.64,-0.04280371218919754,19.19129184,-0.014345594128826633
180,167936,928,82,0.0002458528,0.12776049063540995,0.15,-5.2731184512376785,0.006130605,0.8913615942001343,324,0.1192626953125,522.4,-0.02474226802587509,19.09582866,-0.01226571446750313
183,169984,928,83,0.0002458016,0.0965429397765547,0.15,-5.261903643608093,0.0058481037,0.9082544445991516,328,0.127197265625,522.97,-0.04728475213050842,19.072117579999997,-0.011982584052020684
185,172032,928,84,0.0002457504,0.10845337342470884,0.15,-5.307640418410301,0.0052911304,0.9231448769569397,332,0.1312255859375,529.74,-0.034456197172403336,19.4145355,-0.01147935155313462
187,174080,928,85,0.0002456992,0.10889458190649748,0.15,-5.282038405537605,0.006178259,0.9276083707809448,336,0.142333984375,536.93,-0.041835177689790726,19.6421245,-0.013631136651383713
189,176128,928,86,0.000245648,0.1042254869826138,0.15,-5.293573260307312,0.0072998004,0.9403654932975769,340,0.1649169921875,536.28,-0.044577598571777344,19.545277709999997,-0.01663835655199364
191,178176,928,87,0.0002455968,0.12719751265831292,0.15,-5.261848762631416,0.00792378,0.8992239236831665,344,0.1605224609375,543.03,-0.03312209993600845,19.798952710000002,-0.01564128792961128
193,180224,929,88,0.0002455456,0.11570009170100093,0.15,-5.25701779127121,0.008740468,0.9268032908439636,348,0.13623046875,538.8,-0.03651206195354462,19.618577039999998,-0.01448208988585975
196,182272,929,89,0.0002454944,0.12393290549516678,0.15,-5.219896614551544,0.008619973,0.9177342057228088,352,0.1617431640625,540.47,-0.024544499814510345,19.77251964,-0.011562223473447375
198,184320,929,90,0.0002454432,0.10834916750900447,0.15,-5.222282364964485,0.006559946,0.9366088509559631,356,0.161865234375,548.24,-0.025037240236997604,20.03431011,-0.009560793463606387
200,186368,929,91,0.000245392,0.13467037538066506,0.15,-5.208666071295738,0.007842276,0.9181738495826721,360,0.130859375,551.73,-0.013770610094070435,20.216606360000004,-0.009028611850226298
202,188416,929,92,0.0002453408,0.1596991834230721,0.15,-5.166391670703888,0.008696305,0.8860093355178833,364,0.1622314453125,548.09,-0.019669927656650543,20.045545340000004,-0.011734404979506508
205,190464,929,93,0.0002452896,0.12726949155330658,0.15,-5.210162401199341,0.0057471944,0.9162129163742065,368,0.130126953125,547.18,-0.01923414319753647,20.055328890000002,-0.010049670221633278
207,192512,929,94,0.0002452384,0.10464704665355384,0.15,-5.201018929481506,0.0064779758,0.9360747933387756,372,0.10205078125,544.01,-0.030223235487937927,19.908461940000002,-0.010422583436593413
209,194560,929,95,0.0002451872,0.13247150089591742,0.15,-5.223032683134079,0.0054074796,0.8908400535583496,376,0.1275634765625,546.77,-0.0018247812986373901,20.145990810000004,-0.008595021674409509
211,196608,929,96,0.000245136,0.1698711821809411,0.15,-5.184090673923492,0.0071971854,0.8517593145370483,380,0.1251220703125,554.06,0.0012761503458023071,20.537357919999998,-0.00981627132568974
213,198656,929,97,0.0002450848,0.09788247034884989,0.15,-5.188375294208527,0.0067003965,0.9437851309776306,384,0.132568359375,554.59,-0.04096720367670059,20.53636176,-0.012507042207289487
215,200704,929,98,0.0002450336,0.0966244483133778,0.15,-5.16970930993557,0.007134323,0.9208710789680481,388,0.135498046875,554.71,-0.028976209461688995,20.526411210000003,-0.011644678277662024
218,202752,928,99,0.0002449824,0.11947170412167907,0.15,-5.20184850692749,0.006709664,0.871300995349884,392,0.1324462890625,549.16,-0.04053504392504692,20.33913397,-0.012429372320184484
220,204800,928,100,0.0002449312,0.11459102551452816,0.15,-5.249642312526703,0.008408389,0.9175912141799927,396,0.1427001953125,542.84,-0.04193726181983948,20.21320213,-0.01564495341881411
222,206848,928,101,0.00024488,0.13365559792146087,0.15,-5.165458664298058,0.0069818683,0.8987054228782654,400,0.1507568359375,546.17,-0.023599129170179367,20.33828437,-0.01151345984544605
225,208896,928,102,0.0002448288,0.09782394184730947,0.15,-5.16675229370594,0.0070044873,0.9242710471153259,404,0.1644287109375,544.75,-0.04439081251621246,20.19604769,-0.012744950101478025
227,210944,928,103,0.0002447776,0.12844385975040495,0.15,-5.191024586558342,0.007074311,0.9176745414733887,408,0.142822265625,540.21,-0.02473585307598114,19.967814500000003,-0.013155576307326555
229,212992,928,104,0.00024472640000000004,0.13083004183135927,0.15,-5.184066519141197,0.0076278504,0.9167677760124207,412,0.19970703125,538.43,-0.0158662348985672,19.912775950000004,-0.012630573401111178
231,215040,928,105,0.00024467520000000004,0.13127245451323688,0.15,-5.204776749014854,0.009862859,0.9206543564796448,416,0.1807861328125,536.86,-0.04135982692241669,19.87554271,-0.01646503058145754
233,217088,928,106,0.00024462400000000003,0.09698383917566389,0.15,-5.206687390804291,0.0059257075,0.9454041123390198,420,0.1214599609375,533.46,-0.03093564137816429,19.662489960000002,-0.011029574583517388
236,219136,928,107,0.00024457280000000003,0.1077735002618283,0.15,-5.239607647061348,0.0067651654,0.9102675318717957,424,0.151123046875,540.77,-0.036475371569395065,20.035705560000004,-0.01351729201269336
238,221184,927,108,0.00024452160000000003,0.1479098042473197,0.15,-5.212094888091087,0.0072873384,0.8820983171463013,428,0.137939453125,545.09,-0.022258207201957703,20.31582044,-0.013713004009332508
240,223232,927,109,0.0002444704,0.0998875757213682,0.15,-5.242923468351364,0.008247903,0.9487419724464417,432,0.1552734375,545.54,-0.044541675597429276,20.235053800000003,-0.01776778262865264
242,225280,927,110,0.0002444192,0.1291203771252185,0.15,-5.220230266451836,0.008006431,0.9258921146392822,436,0.18994140625,534.8,-0.013830281794071198,19.845351630000003,-0.014091893506702036
245,227328,927,111,0.000244368,0.11665352899581194,0.15,-5.19498598575592,0.0074482523,0.9251449108123779,440,0.152099609375,534.92,-0.0383886992931366,19.852654440000002,-0.014039733025128953
247,229376,927,112,0.0002443168,0.13124775025062263,0.15,-5.200942113995552,0.0064832363,0.9210813641548157,444,0.15771484375,530.57,-0.040363162755966187,19.832528670000002,-0.012151873219409026
249,231424,927,113,0.0002442656,0.11008129455149174,0.15,-5.22845621407032,0.008882284,0.931149959564209,448,0.1763916015625,531.78,-0.03251466155052185,20.02833477,-0.014011792314704508
251,233472,927,114,0.0002442144,0.1136633725836873,0.15,-5.27234211564064,0.0058493,0.9414335489273071,452,0.1571044921875,529.26,-0.01763337105512619,19.838840199999996,-0.011460264737252146
253,235520,927,115,0.0002441632,0.12450361368246377,0.15,-5.239399895071983,0.007817898,0.8892297744750977,456,0.167236328125,522.7,-0.03829444199800491,19.51353555,-0.014447863271925598
256,237568,927,116,0.000244112,0.13465070282109082,0.15,-5.213155210018158,0.007343825,0.865034818649292,460,0.1614990234375,522.12,-0.02813880145549774,19.555520569999995,-0.01638276962330565
258,239616,926,117,0.0002440608,0.15008440823294222,0.15,-5.229493796825409,0.0075554047,0.8620290756225586,464,0.1231689453125,526.5,-0.01771055907011032,19.84895992,-0.011845728906337172
260,241664,926,118,0.0002440096,0.08917865820694715,0.15,-5.243108510971069,0.008410901,0.9406262636184692,468,0.177001953125,528.67,-0.03132554143667221,19.92403783,-0.01603888484532945
263,243712,926,119,0.00024395839999999998,0.11528889904730022,0.15,-5.260792762041092,0.0083352635,0.9338327646255493,472,0.16259765625,531.18,-0.03788928687572479,20.08346773,-0.014927522337529808
265,245760,926,120,0.0002439072,0.11187022901140153,0.15,-5.199863627552986,0.009153217,0.9353995323181152,476,0.18408203125,527.94,-0.04009034484624863,19.931195009999996,-0.01704127123230137
267,247808,926,121,0.000243856,0.09512622561305761,0.15,-5.25885708630085,0.007149091,0.9062065482139587,480,0.1446533203125,528.65,-0.045830726623535156,19.98349205,-0.01577016816008836
269,249856,925,122,0.0002438048,0.12841870822012424,0.15,-5.227641269564629,0.007456078,0.9086244702339172,484,0.1519775390625,530.05,-0.028816107660531998,20.024365200000002,-0.01356340125494171
272,251904,925,123,0.0002437536,0.11976716294884682,0.15,-5.217858552932739,0.008416321,0.9288771152496338,488,0.16845703125,528.82,-0.03764166310429573,20.045176959999996,-0.01680190807383042
274,253952,925,124,0.0002437024,0.128486622357741,0.15,-5.206890165805817,0.008373274,0.9085453152656555,492,0.144775390625,532.99,-0.026680253446102142,20.275298659999997,-0.01546320237684995
276,256000,925,125,0.00024365120000000002,0.10571538447402418,0.15,-5.179080709815025,0.007061757,0.9344794154167175,496,0.14453125,532.86,-0.056639838963747025,20.132694459999996,-0.015958366566337645
278,258048,925,126,0.0002436,0.09682058054022491,0.15,-5.195373132824898,0.0076362407,0.9316433072090149,500,0.14599609375,533.61,-0.05330023542046547,20.55672055,-0.014559064264176413
281,260096,925,127,0.0002435488,0.10982345347292721,0.15,-5.198341652750969,0.007868694,0.948742151260376,504,0.1455078125,531.92,-0.04320434108376503,20.45991226,-0.015532633420662023
283,262144,924,128,0.0002434976,0.10531179420650005,0.15,-5.197775438427925,0.0070912624,0.9508799314498901,508,0.1680908203125,530.94,-0.04716135561466217,20.39813607,-0.012971206655493006
285,264192,924,129,0.0002434464,0.0995744273532182,0.15,-5.115937799215317,0.009330378,0.8999234437942505,512,0.193603515625,527.46,-0.04026622325181961,20.2232281,-0.01740947470534593
287,266240,924,130,0.00024339520000000002,0.11227085581049323,0.15,-5.1711456179618835,0.008482344,0.8713223934173584,516,0.18310546875,528.62,-0.03888511657714844,20.36815709,-0.016905941592995077
290,268288,924,131,0.00024334400000000002,0.06938488455489278,0.15,-5.207528740167618,0.0080248155,0.9438889026641846,520,0.156982421875,524.78,-0.06340648233890533,20.1098543,-0.016684362082742155
292,270336,924,132,0.00024329280000000002,0.09544137911871076,0.15,-5.176643937826157,0.009352896,0.9473129510879517,524,0.1630859375,528.9,-0.04214289039373398,20.309139809999998,-0.019041672348976135
294,272384,924,133,0.0002432416,0.09703773888759315,0.15,-5.14092330634594,0.0075363745,0.9482915997505188,528,0.14453125,523.16,-0.038919270038604736,20.029135319999998,-0.016678472748026252
296,274432,924,134,0.0002431904,0.08516421599779278,0.15,-5.129493594169617,0.007836342,0.9459999203681946,532,0.1654052734375,531.13,-0.04611452668905258,20.21216444,-0.016484275125549175
299,276480,924,135,0.0002431392,0.09024263138417155,0.15,-5.1630300134420395,0.009104582,0.9007930159568787,536,0.18115234375,530.46,-0.041695043444633484,20.211308119999998,-0.017536904953885823
301,278528,924,136,0.000243088,0.15338979987427592,0.15,-5.1314322501420975,0.00896581,0.8630837798118591,540,0.1771240234375,535.06,-0.02708376944065094,20.48714374,-0.016750217851949856
303,280576,924,137,0.0002430368,0.09234499535523355,0.15,-5.10637030005455,0.010093505,0.9509851932525635,544,0.1722412109375,537.6,-0.05723948031663895,20.72910632,-0.019121115474263206
305,282624,924,138,0.0002429856,0.126196761848405,0.15,-5.092919394373894,0.011065125,0.920628547668457,548,0.2108154296875,543.24,-0.021615702658891678,20.995483410000002,-0.017167735190014355
308,284672,924,139,0.0002429344,0.10030925180763006,0.15,-5.153706327080727,0.00823256,0.9236049056053162,552,0.1630859375,538.63,-0.04061901569366455,20.59980988,-0.016001078416593373
310,286720,924,140,0.00024288319999999999,0.16582794906571507,0.15,-5.042002007365227,0.012602,0.8757544755935669,556,0.22607421875,540.43,-0.01920342445373535,20.748644120000005,-0.01841717874049209
312,288768,923,141,0.000242832,0.1462429384700954,0.15,-5.089127719402313,0.008689536,0.8779658675193787,560,0.178466796875,550.16,-0.02902381494641304,21.42402807,-0.018821422418113798
314,290816,923,142,0.0002427808,0.09143874258734286,0.15,-5.148795917630196,0.008464782,0.9498980641365051,564,0.1572265625,546.37,-0.04873760789632797,21.232637609999994,-0.016555716370930895
316,292864,923,143,0.0002427296,0.0928946555359289,0.15,-5.077241122722626,0.008497974,0.9528102874755859,568,0.147216796875,547.25,-0.034257300198078156,21.16844254,-0.015881850762525573
319,294912,924,144,0.0002426784,0.08914004277903587,0.15,-5.075531676411629,0.007921217,0.9436604380607605,572,0.1632080078125,547.25,-0.04399775341153145,21.16844254,-0.013637361087603495
321,296960,923,145,0.0002426272,0.10801130207255483,0.15,-5.104325622320175,0.009336356,0.9249577522277832,576,0.2210693359375,545.72,-0.045032866299152374,21.175053549999998,-0.017556189122842625
