time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/clip_fraction,train/entropy_loss,train/learning_rate,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/loss,train/n_updates,train/value_loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
1000,47104,47,23,0.267333984375,-5.070383131504059,0.00024887360000000003,0.016197536,0.15,-0.0017821398796513677,10.452338218688965,88,13.92683607339859,0.5839177370071411,-262.39344262295083,717.2131147540983
1000,49152,49,24,0.1810302734375,-5.014504596590996,0.0002488224,0.005995923,0.15,0.00045757860061712563,4.656243801116943,92,16.414971351623535,0.5445930361747742,-250.044776119403,691.0746268656717
999,51200,51,25,0.19873046875,-5.064786866307259,0.0002487712,0.003602641,0.15,0.0037920996255706996,6.103395462036133,96,16.99881649017334,0.6051156520843506,-240.26388888888889,670.7222222222222
998,53248,53,26,0.197265625,-4.97275698184967,0.00024872,0.009978441,0.15,-0.000545374205103144,6.439123153686523,100,11.79172071814537,0.6506518125534058,-227.58227848101265,642.2911392405064
996,55296,55,27,0.246337890625,-4.983844071626663,0.0002486688,0.008917568,0.15,0.00010040741472039372,4.5810394287109375,104,12.539451286196709,0.6556539535522461,-215.95348837209303,616.0232558139535
995,57344,57,28,0.140380859375,-4.8933394849300385,0.0002486176,0.0066877403,0.15,0.0014693340781377628,5.438976764678955,108,15.403840631246567,0.4730253219604492,-204.22340425531914,588.7021276595744
995,59392,59,29,0.1610107421875,-4.810631960630417,0.0002485664,0.004356552,0.15,0.0013706236350117251,6.167192459106445,112,15.448153167963028,0.5253802537918091,-196.46,570.33
994,61440,61,30,0.185302734375,-4.719335213303566,0.0002485152,0.006349558,0.15,0.0003602965152822435,3.3730289936065674,116,9.145081758499146,0.6138689517974854,-174.49,520.51
993,63488,63,31,0.1976318359375,-4.666294947266579,0.000248464,0.00899959,0.15,0.0031445781933143735,6.6302924156188965,120,13.29924762248993,0.5847201347351074,-159.2,485.52
989,65536,66,32,0.0948486328125,-4.679967030882835,0.0002484128,0.004085638,0.15,-0.0001485162356402725,2.5528643131256104,124,6.641689777374268,0.71160888671875,-135.22,430.67
988,67584,68,33,0.2164306640625,-4.638554200530052,0.0002483616,0.008057671,0.15,0.0013515098980860785,4.129360675811768,128,9.331276804208755,0.7274953126907349,-117.84,391.06
986,69632,70,34,0.140380859375,-4.625742927193642,0.0002483104,0.0057714875,0.15,0.0023836629698053002,4.153890132904053,132,7.406909912824631,0.7422298192977905,-91.09,329.05
983,71680,72,35,0.1143798828125,-4.5719015300273895,0.00024825920000000004,0.005053405,0.15,0.002137286515790038,3.5053367614746094,136,6.232117734849453,0.8423995971679688,-75.69,291.75
982,73728,75,36,0.112548828125,-4.543562069535255,0.00024820800000000003,0.005290681,0.15,0.00041948616853915155,2.6070363521575928,140,5.855286233127117,0.8286817669868469,-64.2,261.88
981,75776,77,37,0.0899658203125,-4.440958023071289,0.00024815680000000003,0.0041920156,0.15,0.0006380049599101767,1.7855983972549438,144,4.218903228640556,0.8818840384483337,-56.35,240.15
979,77824,79,38,0.172607421875,-4.545974791049957,0.0002481056,0.006979844,0.15,0.00021841670968569815,0.9784161448478699,148,3.4421266317367554,0.9293627142906189,-53.25,231.3
979,79872,81,39,0.187255859375,-4.441857039928436,0.0002480544,0.0067004184,0.15,0.002361703591304831,0.9549323320388794,152,2.6101492680609226,0.9296967387199402,-50.05,223.55
978,81920,83,40,0.1234130859375,-4.384218126535416,0.0002480032,0.0046955496,0.15,-0.0008100121049210429,0.9284172058105469,156,2.2283023558557034,0.9502235054969788,-46.68,215.4
977,83968,85,41,0.1439208984375,-4.392451524734497,0.000247952,0.0058443155,0.15,0.0013991318992339075,0.8884930610656738,160,2.0515630692243576,0.9496763348579407,-45.66,212.82
977,86016,87,42,0.090087890625,-4.382407546043396,0.0002479008,0.0050984826,0.15,-4.370833630673587e-05,1.0791369676589966,164,1.7698311693966389,0.9420112371444702,-43.41,206.8
976,88064,90,43,0.1068115234375,-4.414323672652245,0.0002478496,0.0042335056,0.15,-0.0010373035911470652,0.6754804849624634,168,1.5608327388763428,0.949178159236908,-41.2,201.81
975,90112,92,44,0.1307373046875,-4.424669519066811,0.0002477984,0.0063681016,0.15,-0.002255754778161645,0.5970047116279602,172,1.3277635164558887,0.9624248147010803,-40.81,200.85
975,92160,94,45,0.113037109375,-4.4676554799079895,0.0002477472,0.004559162,0.15,0.004546196752926335,0.8502383828163147,176,2.554970031604171,0.9504284262657166,-40.2,199.74
973,94208,96,46,0.0810546875,-4.522530227899551,0.000247696,0.003778966,0.15,-0.00014375544560607523,0.3465723395347595,180,0.8362266141921282,0.9608617424964905,-39.32,197.83
972,96256,98,47,0.094970703125,-4.555868819355965,0.0002476448,0.0035113618,0.15,-0.0025217382644768804,0.3398358225822449,184,1.0553690232336521,0.957356333732605,-39.24,197.77
971,98304,101,48,0.091552734375,-4.534502267837524,0.0002475936,0.00481749,0.15,-0.005419489956693724,0.39825335144996643,188,1.0833705216646194,0.9309793710708618,-38.54,196.64
970,100352,103,49,0.1334228515625,-4.550442755222321,0.0002475424,0.009107842,0.15,4.136411007493734e-06,0.4149814546108246,192,0.8874879330396652,0.9547279477119446,-38.08,195.93
968,102400,105,50,0.082763671875,-4.539281576871872,0.0002474912,0.0047034505,0.15,-0.0005051414773333818,0.5060499310493469,196,1.3217577673494816,0.9464244842529297,-37.56,195.17
967,104448,107,51,0.157470703125,-4.460261046886444,0.00024744,0.0045620673,0.15,-0.003043620876269415,0.2836695909500122,200,0.8514640256762505,0.9533627033233643,-37.13,194.51
966,106496,110,52,0.1656494140625,-4.41579082608223,0.00024738879999999997,0.007678215,0.15,-0.0020447105343919247,0.39352136850357056,204,0.8133735600858927,0.9620387554168701,-36.83,194.23
966,108544,112,53,0.115234375,-4.458525821566582,0.0002473376,0.0037117759,0.15,-0.0027171738765900955,0.32427653670310974,208,0.877974983304739,0.9605197310447693,-36.8,194.43
965,110592,114,54,0.1102294921875,-4.359186604619026,0.0002472864,0.004559661,0.15,-0.004896595681202598,0.43466582894325256,212,0.8598140608519316,0.9492636322975159,-36.2,193.63
964,112640,116,55,0.0980224609375,-4.357457980513573,0.0002472352,0.0037314831,0.15,-0.0009318965749116614,0.2625647783279419,216,0.6901186034083366,0.9653551578521729,-35.92,193.28
963,114688,119,56,0.0859375,-4.420174673199654,0.000247184,0.00582269,0.15,-0.003274716524174437,0.2541581988334656,220,0.6640965910628438,0.9696122407913208,-35.83,193.06
962,116736,121,57,0.2059326171875,-4.364366963505745,0.0002471328,0.008219334,0.15,0.0004884979280177504,0.3462393581867218,224,0.6519548743963242,0.9644639492034912,-35.31,191.94
960,118784,123,58,0.1783447265625,-4.278464034199715,0.0002470816,0.006143811,0.15,-0.0018516626150812954,0.23332902789115906,228,0.7628224976360798,0.9654484391212463,-34.94,191.12
960,120832,125,59,0.14599609375,-4.382456198334694,0.0002470304,0.004347018,0.15,-0.0003856052353512496,0.23099061846733093,232,0.7265203781425953,0.9683501720428467,-34.71,190.6
960,122880,127,60,0.0677490234375,-4.36377826333046,0.0002469792,0.00417093,0.15,-0.0024954679975053295,0.24773511290550232,236,0.4883119994774461,0.9676066040992737,-34.45,190.31
958,124928,130,61,0.14208984375,-4.29679699242115,0.000246928,0.004645255,0.15,-0.0019216959772165865,0.2567305266857147,240,0.5656743254512548,0.9702247977256775,-33.94,189.74
958,126976,132,62,0.10400390625,-4.366634726524353,0.0002468768,0.0036926263,0.15,-0.004098857287317514,0.19985872507095337,244,0.5596895143389702,0.9669690132141113,-33.75,189.25
957,129024,134,63,0.1058349609375,-4.365029290318489,0.00024682560000000004,0.00556281,0.15,-0.0008810098224785179,0.2035713940858841,248,0.5211286824196577,0.9644244909286499,-33.49,189.01
956,131072,137,64,0.060302734375,-4.314616873860359,0.00024677440000000003,0.0032467037,0.15,-0.0022699131222907454,0.23290015757083893,252,0.5082927495241165,0.9754443168640137,-33.12,188.67
955,133120,139,65,0.0416259765625,-4.3642018884420395,0.00024672320000000003,0.0030771692,0.15,-0.001960093271918595,0.11085668206214905,256,0.4653509771451354,0.9804595112800598,-32.88,188.42
954,135168,141,66,0.0927734375,-4.422495827078819,0.000246672,0.005678025,0.15,-0.0028400843002600595,0.13767856359481812,260,0.38670690916478634,0.9735330939292908,-32.7,188.28
954,137216,143,67,0.151123046875,-4.33955255150795,0.0002466208,0.0057446565,0.15,-0.0035418003681115806,0.14793914556503296,264,0.3482761192135513,0.9782879948616028,-32.32,188.19
953,139264,145,68,0.12353515625,-4.313506707549095,0.0002465696,0.0071498137,0.15,-0.00491707754554227,0.18426132202148438,268,0.4746370380744338,0.9725246429443359,-32.16,188.16
952,141312,148,69,0.119140625,-4.293390870094299,0.0002465184,0.0065591913,0.15,-0.0031016925640869886,0.08204460144042969,272,0.3885188032872975,0.9822610020637512,-32.06,188.07
952,143360,150,70,0.1683349609375,-4.262989282608032,0.0002464672,0.0063189776,0.15,-0.00046030725934542716,0.14910988509655,276,0.4191850246861577,0.9777140021324158,-31.84,187.89
952,145408,152,71,0.16162109375,-4.270418390631676,0.000246416,0.004043257,0.15,0.0012304382107686251,0.241975337266922,280,0.9735805382952094,0.9767619371414185,-31.88,187.93
951,147456,154,72,0.1005859375,-4.239228114485741,0.0002463648,0.0042897193,0.15,-0.0008913084748201072,0.09062767028808594,284,0.37101473938673735,0.9809893369674683,-31.78,187.85
950,149504,157,73,0.08203125,-4.180894181132317,0.0002463136,0.003952883,0.15,0.0011751049314625561,0.23451897501945496,288,0.5086515499278903,0.9794005155563354,-31.79,187.74
950,151552,159,74,0.1456298828125,-4.154915973544121,0.0002462624,0.0052150115,0.15,-0.00509212953329552,0.11583477258682251,292,0.32758159190416336,0.9831002354621887,-31.75,187.69
949,153600,161,75,0.049072265625,-4.183851674199104,0.0002462112,0.001885712,0.15,-0.0003910735104000196,0.18274521827697754,296,0.32068413496017456,0.9874988198280334,-31.67,187.62
948,155648,164,76,0.0665283203125,-4.134483218193054,0.00024616,0.0036316128,0.15,-0.002559403015766293,0.1428016871213913,300,0.33065137965604663,0.983956515789032,-31.61,187.52
948,157696,166,77,0.084228515625,-4.163147062063217,0.0002461088,0.006481897,0.15,-0.0021916374971624464,0.11134213209152222,304,0.4818007959984243,0.9844096302986145,-31.59,187.4
947,159744,168,78,0.165771484375,-4.230012997984886,0.0002460576,0.005042526,0.15,-0.003762969165109098,0.2816027104854584,308,0.5064544202759862,0.9825295805931091,-31.61,187.37
947,161792,170,79,0.089111328125,-4.149875029921532,0.00024600640000000003,0.004929546,0.15,7.143842231016606e-05,0.21491000056266785,312,0.38820996368303895,0.985236406326294,-31.58,187.29
947,163840,172,80,0.1153564453125,-4.186828225851059,0.0002459552,0.004391732,0.15,-0.0018819744436768815,0.1633012592792511,316,0.4273461392149329,0.98555988073349,-31.4,187.16
946,165888,175,81,0.0682373046875,-4.214330673217773,0.000245904,0.004496604,0.15,-0.002294489080668427,0.1569126546382904,320,0.37968663638457656,0.9882676005363464,-31.41,187.14
946,167936,177,82,0.11572265625,-4.126408562064171,0.0002458528,0.003425117,0.15,-0.0009977746231015772,0.1491408497095108,324,0.41862093517556787,0.9813005328178406,-31.29,187.13
945,169984,179,83,0.1060791015625,-4.10878886282444,0.0002458016,0.00447142,0.15,-0.0038098012591945007,0.19618657231330872,328,0.41694063507020473,0.9848429560661316,-31.26,187.14
946,172032,181,84,0.0999755859375,-4.095350310206413,0.0002457504,0.0042335177,0.15,-0.0023397616168949753,0.1713617444038391,332,0.40309475688263774,0.9872751235961914,-31.22,187.14
945,174080,184,85,0.1199951171875,-4.078202463686466,0.0002456992,0.0061079105,0.15,-0.003839499651803635,0.15998364984989166,336,0.37156904581934214,0.9854236245155334,-31.15,187.12
944,176128,186,86,0.0863037109375,-4.039892457425594,0.000245648,0.002641275,0.15,-0.0006978156743571162,0.1674731820821762,340,0.3404138064943254,0.9877007007598877,-31.06,187.12
944,178176,188,87,0.1298828125,-4.1112430691719055,0.0002455968,0.0038756726,0.15,-0.005199380248086527,0.16936227679252625,344,0.3659678529947996,0.987483024597168,-30.98,187.08
944,180224,190,88,0.070556640625,-4.101301699876785,0.0002455456,0.0046305554,0.15,-0.0018669417331693694,0.15163089334964752,348,0.3162944191135466,0.9878496527671814,-30.84,187.11
944,182272,192,89,0.0577392578125,-4.054916523396969,0.0002454944,0.0025656237,0.15,-0.0015289031434804201,0.16365954279899597,352,0.3272994766011834,0.987221896648407,-30.8,187.11
944,184320,195,90,0.0826416015625,-4.114482134580612,0.0002454432,0.005262774,0.15,-0.0030943488964112476,0.13362543284893036,356,0.3708070362918079,0.9866100549697876,-30.65,187.08
943,186368,197,91,0.098876953125,-4.181559771299362,0.000245392,0.0038877465,0.15,-0.002284165268065408,0.14256952702999115,360,0.2976191188208759,0.9892975687980652,-30.65,187.06
943,188416,199,92,0.098388671875,-4.09557817876339,0.0002453408,0.004761574,0.15,-0.0035614015359897166,0.18216900527477264,364,0.3425607527606189,0.9867138862609863,-30.57,187.08
942,190464,202,93,0.0718994140625,-4.078636586666107,0.0002452896,0.0040994603,0.15,-0.0011714112188201398,0.14002841711044312,368,0.3284882018342614,0.9888831377029419,-30.55,187.07
942,192512,204,94,0.13330078125,-4.061534747481346,0.0002452384,0.00504322,0.15,-0.0032333512790501118,0.07149095833301544,372,0.3419623919762671,0.9862626194953918,-30.49,187.05
941,194560,206,95,0.1236572265625,-4.076224967837334,0.0002451872,0.0052215997,0.15,-0.0005751331627834588,0.08540961891412735,376,0.20930724730715156,0.9876563549041748,-30.45,187.09
941,196608,208,96,0.1898193359375,-4.090031176805496,0.000245136,0.008186806,0.15,-0.0026274433912476525,0.11309908330440521,380,0.2875185781158507,0.98423832654953,-30.43,187.12
942,198656,210,97,0.1290283203125,-4.105891928076744,0.0002450848,0.0051683583,0.15,-0.001771623850800097,0.11520922183990479,384,0.2698156451806426,0.9862488508224487,-30.53,187.15
941,200704,213,98,0.0831298828125,-4.046806737780571,0.0002450336,0.0045900047,0.15,-0.005022728815674782,0.07463916391134262,388,0.2502436409704387,0.9834643602371216,-30.51,187.17
941,202752,215,99,0.1109619140625,-4.077102646231651,0.0002449824,0.007012211,0.15,-0.002049097209237516,0.07113751769065857,392,0.23427981371060014,0.9855332970619202,-30.38,187.17
941,204800,217,100,0.104736328125,-4.10845348238945,0.0002449312,0.008177798,0.15,-0.0021183120406931266,0.029537469148635864,396,0.19461532402783632,0.9885189533233643,-30.32,187.17
941,206848,219,101,0.1346435546875,-4.099928840994835,0.00024488,0.0043074023,0.15,-0.0012752843322232366,0.1008792519569397,400,0.2265261998400092,0.9854605793952942,-30.27,187.16
940,208896,222,102,0.1063232421875,-4.093910917639732,0.0002448288,0.005050237,0.15,-0.0020599729323294014,0.04015067219734192,404,0.2176025011576712,0.9864610433578491,-30.08,187.2
940,210944,224,103,0.155517578125,-4.143588081002235,0.0002447776,0.008197518,0.15,0.0007569927693111822,0.05779632180929184,408,0.23452969500795007,0.9873725175857544,-30.07,187.21
940,212992,226,104,0.1715087890625,-4.161298289895058,0.00024472640000000004,0.0031255793,0.15,-0.004873833866440691,0.025128472596406937,412,0.19654661929234862,0.9857674837112427,-30.06,187.24
939,215040,228,105,0.1375732421875,-4.115083619952202,0.00024467520000000004,0.005488522,0.15,-0.004064231019583531,0.07089579850435257,416,0.2618346116505563,0.9818376898765564,-30.0,187.29
939,217088,230,106,0.15966796875,-4.064491495490074,0.00024462400000000003,0.0055538667,0.15,-0.0063676798599772155,0.06260911375284195,420,0.26007787324488163,0.9837404489517212,-29.9,187.23
939,219136,233,107,0.1119384765625,-4.083382725715637,0.00024457280000000003,0.005211058,0.15,-0.0015826534799998626,0.038718704134225845,424,0.19551020953804255,0.986596941947937,-29.84,187.21
939,221184,235,108,0.115234375,-3.9564287960529327,0.00024452160000000003,0.0043821856,0.15,-0.001442147811758332,0.06885922700166702,428,0.20787070970982313,0.988161027431488,-29.87,187.21
939,223232,237,109,0.1380615234375,-3.9915683418512344,0.0002444704,0.005273839,0.15,-0.0019300064304843545,0.033211201429367065,432,0.20357154915109277,0.9888250827789307,-29.89,187.21
939,225280,239,110,0.103759765625,-4.010260730981827,0.0002444192,0.0035834636,0.15,-0.0009845623571891338,0.01673022285103798,436,0.17762568593025208,0.9909342527389526,-29.89,187.22
938,227328,242,111,0.1197509765625,-3.9420307353138924,0.000244368,0.0070568193,0.15,0.00034850244992412627,0.003524232655763626,440,0.1952584250830114,0.9886288046836853,-29.83,187.16
938,229376,244,112,0.1121826171875,-3.9649964794516563,0.0002443168,0.006248057,0.15,-0.0032391411368735135,0.045538779348134995,444,0.19187247520312667,0.9892141819000244,-29.82,187.14
938,231424,246,113,0.107177734375,-3.9924632236361504,0.0002442656,0.0051307864,0.15,-0.003352648185682483,0.052443522959947586,448,0.17007782589644194,0.9899082779884338,-29.76,187.11
938,233472,248,114,0.08251953125,-3.8992984145879745,0.0002442144,0.0031567381,0.15,-0.003404893970582634,0.06608962267637253,452,0.19153659138828516,0.9883493185043335,-29.71,187.02
938,235520,250,115,0.157958984375,-3.852019377052784,0.0002441632,0.0059768693,0.15,-0.003996988889412023,0.022417105734348297,456,0.1648034923709929,0.9892949461936951,-29.71,187.02
938,237568,253,116,0.17041015625,-3.876034140586853,0.000244112,0.008143651,0.15,0.00077787549525965,0.013384610414505005,460,0.16456499439664185,0.9906420707702637,-29.68,187.01
938,239616,255,117,0.101318359375,-3.8836162015795708,0.0002440608,0.0064518177,0.15,-0.0027550179220270365,0.033272042870521545,464,0.1747730472125113,0.9881694316864014,-29.63,187.0
937,241664,257,118,0.169189453125,-3.880091741681099,0.0002440096,0.008586709,0.15,-0.003084064315771684,0.06435531377792358,468,0.20387436356395483,0.9883333444595337,-29.68,187.01
937,243712,259,119,0.1551513671875,-3.9435021728277206,0.00024395839999999998,0.0059397575,0.15,-0.005928941820457112,0.06689220666885376,472,0.18654322670772672,0.9899047613143921,-29.68,187.0
937,245760,262,120,0.125732421875,-3.997820295393467,0.0002439072,0.006795533,0.15,-0.0029714314732700586,0.034953031688928604,476,0.15045386063866317,0.9896712303161621,-29.71,187.01
937,247808,264,121,0.158447265625,-3.962506480515003,0.000243856,0.004504108,0.15,-0.005537529272260144,0.028611496090888977,480,0.1631608810275793,0.9904091358184814,-29.7,187.02
937,249856,266,122,0.147216796875,-3.970802202820778,0.0002438048,0.0040552393,0.15,-0.0033451059134677052,0.06270761787891388,484,0.18629648443311453,0.9916103482246399,-29.67,187.02
936,251904,268,123,0.090576171875,-3.9508718103170395,0.0002437536,0.00558406,0.15,-0.0009714396292110905,0.024415310472249985,488,0.13424933329224586,0.9922499656677246,-29.69,187.02
936,253952,271,124,0.134033203125,-3.9460798874497414,0.0002437024,0.006849526,0.15,-0.0010657560196705163,0.031422749161720276,492,0.16759359603747725,0.9901266098022461,-29.65,187.0
936,256000,273,125,0.0919189453125,-4.0088749304413795,0.00024365120000000002,0.0062994924,0.15,-0.0021499452413991094,0.03272945433855057,496,0.20352242654189467,0.9893169403076172,-29.64,187.02
936,258048,275,126,0.1153564453125,-4.115898534655571,0.0002436,0.008138601,0.15,-0.004592559998854995,0.01572338119149208,500,0.12215191638097167,0.9916827082633972,-29.63,187.03
936,260096,277,127,0.1162109375,-4.0014170333743095,0.0002435488,0.003662145,0.15,-0.004371737042674795,0.012119393795728683,504,0.17099899449385703,0.9902651309967041,-29.71,187.03
936,262144,280,128,0.1083984375,-3.9930302500724792,0.0002434976,0.0054311855,0.15,-0.0015862070576986298,0.0503314808011055,508,0.16149621224030852,0.9914383292198181,-29.63,187.02
935,264192,282,129,0.0933837890625,-4.043764799833298,0.0002434464,0.0032019126,0.15,-0.002264413778902963,0.026346355676651,512,0.13179885130375624,0.9915886521339417,-29.62,187.02
935,266240,284,130,0.08056640625,-3.9639367535710335,0.00024339520000000002,0.0055424673,0.15,-0.00238005566643551,0.015095517039299011,516,0.13525875587947667,0.9917474985122681,-29.64,187.01
935,268288,286,131,0.0872802734375,-4.039539143443108,0.00024334400000000002,0.0042993478,0.15,-0.003566690400475636,0.042970553040504456,520,0.17165747191756964,0.989727795124054,-29.73,187.04
935,270336,288,132,0.0643310546875,-4.0886925011873245,0.00024329280000000002,0.004570402,0.15,-0.003929729835363105,0.04613655433058739,524,0.19773313449695706,0.9879417419433594,-29.77,187.06
935,272384,291,133,0.123046875,-4.030550219118595,0.0002432416,0.0074435296,0.15,-0.0034212499303976074,0.042195260524749756,528,0.17023149668239057,0.9913516044616699,-29.72,187.05
935,274432,293,134,0.14013671875,-4.062521457672119,0.0002431904,0.0072056,0.15,-0.0023168943444034085,0.04025094583630562,532,0.15593435568735003,0.9907456636428833,-29.74,187.01
934,276480,295,135,0.1502685546875,-4.1370053589344025,0.0002431392,0.0072260476,0.15,-0.00467274674156215,0.022559329867362976,536,0.16913309507071972,0.9909467697143555,-29.79,187.03
934,278528,297,136,0.095947265625,-4.075973816215992,0.000243088,0.005716462,0.15,-0.002225202420959249,0.00525110587477684,540,0.14165619434788823,0.9908392429351807,-29.74,187.02
934,280576,300,137,0.12646484375,-4.0230617970228195,0.0002430368,0.0073105902,0.15,-0.004342827611253597,0.006091274321079254,544,0.13605751749128103,0.9917769432067871,-29.85,187.03
934,282624,302,138,0.13720703125,-4.101493388414383,0.0002429856,0.0051091383,0.15,-0.0038132467889226973,0.008760299533605576,548,0.12045085965655744,0.992713212966919,-29.83,187.03
934,284672,304,139,0.115478515625,-4.082160234451294,0.0002429344,0.006016044,0.15,-0.0033800951205193996,-0.0011931024491786957,552,0.10299166676122695,0.9926369786262512,-29.78,187.03
933,286720,307,140,0.1171875,-4.0748133808374405,0.00024288319999999999,0.0052290233,0.15,-0.004746600548969582,-0.0020652227103710175,556,0.1244448556099087,0.9927389025688171,-29.71,187.01
933,288768,309,141,0.1165771484375,-4.101527288556099,0.000242832,0.0073192623,0.15,-0.0026815311575774103,0.04192188009619713,560,0.14677446521818638,0.9921771287918091,-29.65,186.99
933,290816,311,142,0.0914306640625,-4.188854068517685,0.0002427808,0.0051791314,0.15,-0.003174543264321983,0.020915068686008453,564,0.1316789968404919,0.9914870858192444,-29.7,187.01
933,292864,313,143,0.170166015625,-4.0424546748399734,0.0002427296,0.007816237,0.15,-0.0030491522193187848,0.047187890857458115,568,0.138851580908522,0.9915935397148132,-29.71,187.1
933,294912,315,144,0.1024169921875,-4.0489368215203285,0.0002426784,0.00500173,0.15,-0.004059518018038943,0.0670664831995964,572,0.16609275504015386,0.9903958439826965,-29.71,187.09
933,296960,318,145,0.1365966796875,-4.154601842164993,0.0002426272,0.0054611918,0.15,-0.004394715782837011,0.02493647113442421,576,0.12652051099576056,0.9922611713409424,-29.65,187.09
933,299008,320,146,0.087158203125,-3.9738947823643684,0.00024257600000000002,0.003891266,0.15,-0.004511451319558546,0.030594199895858765,580,0.14732501260004938,0.9909839034080505,-29.65,187.12
932,301056,322,147,0.1015625,-4.042899817228317,0.0002425248,0.0056930697,0.15,-0.005067512232926674,0.05347278341650963,584,0.1552180857397616,0.9920260906219482,-29.61,187.1
932,303104,324,148,0.098876953125,-4.191734284162521,0.0002424736,0.005008219,0.15,-0.003371893020812422,0.01775921881198883,588,0.16308960295282304,0.9916691780090332,-29.72,187.11
932,305152,327,149,0.109130859375,-4.16341595351696,0.0002424224,0.0049782875,0.15,-0.0022100216447142884,0.037640973925590515,592,0.1296703841071576,0.9920108914375305,-29.72,187.11
