time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/clip_range,train/value_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/explained_variance,train/learning_rate,train/loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
334,895,763,684032,-0.02690288276062347,0.15,0.13075648341327906,1332,0.026268316,0.26416015625,0.9453208446502686,0.00021590080000000002,-0.039298899471759796,-4.471193954348564,33.74199528,703.47
335,895,766,686080,-0.02315378795901779,0.15,0.14199705119244754,1336,0.027418388,0.2513427734375,0.9567326307296753,0.0002157984,-0.040047019720077515,-4.360300183296204,33.89024833,707.01
336,895,768,688128,-0.019846493349177763,0.15,0.1812770077958703,1340,0.024918776,0.2818603515625,0.9344897270202637,0.000215696,-0.03160455822944641,-4.409817337989807,34.21380026,710.03
337,895,770,690176,-0.02344436338171363,0.15,0.15125148836523294,1344,0.025203858,0.276611328125,0.9446651935577393,0.0002155936,-0.03917355462908745,-4.348823398351669,34.20523034,710.5
338,895,773,692224,-0.02708800314576365,0.15,0.15389397065155208,1348,0.022125278,0.24462890625,0.9408210515975952,0.0002154912,-0.03286956623196602,-4.410458445549011,34.05437164,706.68
339,895,775,694272,-0.021290316770318896,0.15,0.1859614469576627,1352,0.040109053,0.265380859375,0.926284909248352,0.0002153888,-0.018648631870746613,-4.395792782306671,34.05437164,706.68
340,895,777,696320,-0.027975863282335922,0.15,0.2636783132329583,1356,0.022752913,0.2431640625,0.880101203918457,0.0002152864,-0.017159879207611084,-4.463983356952667,34.228558879999994,709.48
341,895,779,698368,-0.023829610756365582,0.15,0.19704222516156733,1360,0.020743579,0.215087890625,0.93121737241745,0.000215184,-0.03348999470472336,-4.436137452721596,34.268198160000004,705.96
342,895,782,700416,-0.02127197133086156,0.15,0.24173399340361357,1364,0.025532313,0.22509765625,0.9484626054763794,0.00021508159999999998,-0.002999737858772278,-4.246468365192413,34.31134405,706.45
343,895,784,702464,-0.02304052522231359,0.15,0.17227586638182402,1368,0.02823577,0.261962890625,0.9386342763900757,0.0002149792,-0.006685376167297363,-4.280715987086296,34.08392177,703.31
344,895,786,704512,-0.022605698235565796,0.15,0.13380794995464385,1372,0.026253613,0.2313232421875,0.9265995621681213,0.00021487680000000002,-0.03694756329059601,-4.438801541924477,34.095188390000004,701.27
345,895,789,706560,-0.02569002498057671,0.15,0.1379312004428357,1376,0.019146346,0.220458984375,0.9550779461860657,0.00021477440000000002,-0.03271082043647766,-4.341927021741867,33.61358174,690.07
346,895,791,708608,-0.023705542407697067,0.15,0.19560613739304245,1380,0.02191856,0.239990234375,0.9334242939949036,0.000214672,-0.003634236752986908,-4.373009145259857,33.32520709,683.03
347,895,793,710656,-0.02398663220810704,0.15,0.1429163096472621,1384,0.021715943,0.238525390625,0.9664591550827026,0.0002145696,-0.042824678122997284,-4.252426356077194,33.32520709,683.03
348,895,796,712704,-0.019641392369521782,0.15,0.2727326056919992,1388,0.024361867,0.2513427734375,0.8286404013633728,0.0002144672,0.015280857682228088,-4.295715376734734,33.20916056000001,679.17
349,895,798,714752,-0.023895896592875943,0.15,0.1877896743826568,1392,0.021150988,0.2171630859375,0.9265851974487305,0.0002143648,-0.006567947566509247,-4.3693195432424545,33.16456641,678.84
350,894,801,716800,-0.022040881536668167,0.15,0.24105390068143606,1396,0.020007972,0.22509765625,0.8678072690963745,0.0002142624,-0.0003484264016151428,-4.299397379159927,32.88918058,674.24
351,894,803,718848,-0.02187823789427057,0.15,0.19667659467086196,1400,0.020385247,0.248046875,0.9355790019035339,0.00021416000000000002,-0.03314344584941864,-4.32220271229744,32.644195200000006,670.61
352,894,805,720896,-0.021086620137793943,0.15,0.2076502952259034,1404,0.019912917,0.2034912109375,0.9412589073181152,0.00021405760000000002,-0.0013819783926010132,-4.241300791501999,32.73577057000001,672.77
353,894,808,722944,-0.023509694932727143,0.15,0.14642850402742624,1408,0.028700413,0.225830078125,0.9203841686248779,0.0002139552,-0.051403168588876724,-4.317386224865913,32.73153149,672.54
354,894,810,724992,-0.025972334580728784,0.15,0.14510866813361645,1412,0.020665929,0.230712890625,0.9086567163467407,0.00021385280000000003,-0.04148215800523758,-4.376771166920662,32.77818642,674.08
355,894,812,727040,-0.023124572297092527,0.15,0.21496993163600564,1416,0.025360923,0.2611083984375,0.9089016318321228,0.00021375040000000002,-0.00412847101688385,-4.324897438287735,33.002128400000004,678.06
356,894,815,729088,-0.028651183529291302,0.15,0.2428222973830998,1420,0.022120047,0.242919921875,0.9291043281555176,0.000213648,-0.018927432596683502,-4.352895364165306,33.55361092,687.02
357,894,817,731136,-0.019440970878349617,0.15,0.2733007976785302,1424,0.026205685,0.2327880859375,0.9298638701438904,0.0002135456,-0.004139691591262817,-4.267334565520287,33.69812958,687.93
358,894,819,733184,-0.0216618271660991,0.15,0.1549509724136442,1428,0.0311979,0.248291015625,0.939586341381073,0.0002134432,-0.026745345443487167,-4.287446841597557,33.62618165,686.72
359,894,822,735232,-0.025178775482345372,0.15,0.20261632231995463,1432,0.027391372,0.239990234375,0.9024177193641663,0.0002133408,-0.01475689560174942,-4.397373989224434,33.79803431,690.45
360,894,824,737280,-0.024937601323472336,0.15,0.2144731350708753,1436,0.025076056,0.2510986328125,0.910283088684082,0.0002132384,-0.007530301809310913,-4.3156750202178955,33.878544240000004,692.66
361,894,826,739328,-0.018665130686713383,0.15,0.32427564449608326,1440,0.019639717,0.2183837890625,0.8504526615142822,0.000213136,0.029790163040161133,-4.270166024565697,34.17597447,695.96
362,894,829,741376,-0.019814289233181626,0.15,0.2055459702387452,1444,0.025830414,0.2362060546875,0.9210569262504578,0.0002130336,-0.0020695552229881287,-4.305862531065941,34.47066312,701.29
363,893,831,743424,-0.017847672388597857,0.15,0.2515338584780693,1448,0.025372915,0.258056640625,0.8994260430335999,0.00021293119999999998,-0.009578168392181396,-4.313271656632423,34.55724443,706.44
364,893,833,745472,-0.01818250131327659,0.15,0.25557116605341434,1452,0.021849168,0.2489013671875,0.9239624738693237,0.00021282879999999998,0.05505245923995972,-4.306022152304649,34.76337456,711.58
365,893,836,747520,-0.022676325752399862,0.15,0.16661328193731606,1456,0.024558824,0.2432861328125,0.9157183170318604,0.00021272640000000002,-0.029165081679821014,-4.300698459148407,35.13797821,715.86
366,893,838,749568,-0.02422980172559619,0.15,0.14969793008640409,1460,0.022473777,0.240478515625,0.9366081953048706,0.00021262400000000002,-0.018959902226924896,-4.3069164007902145,35.11221266,715.4
367,893,841,751616,-0.024327390710823238,0.15,0.15122016775421798,1464,0.020040214,0.221923828125,0.9258029460906982,0.0002125216,-0.04287026822566986,-4.327682182192802,34.44347176,705.27
368,893,843,753664,-0.022163704386912286,0.15,0.23467730917036533,1468,0.021525033,0.24072265625,0.9129542112350464,0.0002124192,-0.018157392740249634,-4.315618932247162,34.46297488,705.27
369,893,845,755712,-0.025254701409721747,0.15,0.1613609802443534,1472,0.024359226,0.257080078125,0.937820553779602,0.0002123168,-0.047742925584316254,-4.444995760917664,34.690240319999994,706.44
370,893,847,757760,-0.02150554813852068,0.15,0.15392953087575734,1476,0.024533119,0.2440185546875,0.9395071864128113,0.0002122144,-0.02721896767616272,-4.37926159799099,34.881104719999996,709.97
371,893,850,759808,-0.026521380990743637,0.15,0.17242701281793416,1480,0.026036542,0.259033203125,0.9029114842414856,0.000212112,-0.026675157248973846,-4.476858869194984,34.764067870000005,708.68
372,893,852,761856,-0.021972897215164267,0.15,0.17457257583737373,1484,0.026039967,0.2596435546875,0.946645200252533,0.0002120096,-0.016775056719779968,-4.437334984540939,34.85375474000001,709.51
373,893,855,763904,-0.02865410814411007,0.15,0.1577430295292288,1488,0.025715454,0.2796630859375,0.9598466157913208,0.0002119072,-0.05037709325551987,-4.423274889588356,35.13494189,713.39
374,893,857,765952,-0.023037236867821775,0.15,0.19186960021033883,1492,0.024726057,0.2271728515625,0.9355413913726807,0.0002118048,-0.0009746402502059937,-4.386963188648224,35.16189427,713.1
375,893,859,768000,-0.024899098847527057,0.15,0.13439816772006452,1496,0.026420308,0.259765625,0.9457681179046631,0.00021170240000000003,-0.04007531702518463,-4.434948816895485,35.10654401,713.26
376,893,862,770048,-0.026875910407397896,0.15,0.16723831556737423,1500,0.026654871,0.269287109375,0.9093214869499207,0.00021160000000000002,-0.05034907907247543,-4.436265140771866,35.0526774,713.91
377,893,864,772096,-0.021763351658592,0.15,0.3364127306267619,1504,0.01951954,0.2218017578125,0.9146573543548584,0.0002114976,0.00812549889087677,-4.3704923540353775,34.91454444000001,711.09
378,893,866,774144,-0.02161503373645246,0.15,0.28039339696988463,1508,0.01982699,0.2010498046875,0.914110004901886,0.0002113952,0.016725219786167145,-4.336715027689934,35.135472590000006,713.3
379,892,869,776192,-0.024163373018382117,0.15,0.17677974374964833,1512,0.026494509,0.2515869140625,0.9293606281280518,0.0002112928,-0.02868952974677086,-4.382569417357445,35.4227392,717.21
380,892,871,778240,-0.024093577783787623,0.15,0.20653104642406106,1516,0.025058806,0.221435546875,0.9356025457382202,0.00021119040000000002,-0.013606809079647064,-4.38053984940052,35.56726809,721.42
381,892,873,780288,-0.02643116046965588,0.15,0.25755090871825814,1520,0.018607754,0.2183837890625,0.8991048336029053,0.000211088,-0.016562707722187042,-4.335586801171303,35.746821219999994,723.51
382,892,876,782336,-0.022481818305095658,0.15,0.21017531026154757,1524,0.02470791,0.2452392578125,0.9272708892822266,0.0002109856,-0.013652913272380829,-4.40666289627552,35.75204076,723.33
383,892,878,784384,-0.02911198083893396,0.15,0.23251080606132746,1528,0.026329571,0.260009765625,0.8822230100631714,0.0002108832,-0.013525784015655518,-4.477599173784256,36.11703404,731.31
384,892,880,786432,-0.026574260409688577,0.15,0.20679531386122108,1532,0.03030948,0.2796630859375,0.9210193753242493,0.00021078079999999999,-0.030002929270267487,-4.414982780814171,36.22026179,735.41
385,892,883,788480,-0.02425125817535445,0.15,0.16659750696271658,1536,0.023116948,0.2432861328125,0.9427766799926758,0.0002106784,-0.04281327500939369,-4.386619925498962,36.44162916,739.46
386,892,885,790528,-0.02644001787120942,0.15,0.24772803508676589,1540,0.029650394,0.2615966796875,0.9122984409332275,0.000210576,-0.02482103556394577,-4.316991209983826,36.54617665,740.64
387,892,887,792576,-0.026646398793673143,0.15,0.20446184347383678,1544,0.026067361,0.269775390625,0.897330105304718,0.0002104736,-0.016281865537166595,-4.339521571993828,36.739569780000004,742.72
388,892,890,794624,-0.02196853148052469,0.15,0.21187218371778727,1548,0.022796024,0.2276611328125,0.8636385202407837,0.0002103712,-0.010872915387153625,-4.298537448048592,36.928422909999995,746.77
389,892,892,796672,-0.017030909686582163,0.15,0.35942056495696306,1552,0.020138972,0.2137451171875,0.8451648950576782,0.0002102688,0.024183541536331177,-4.283863201737404,36.88282106,745.99
390,892,894,798720,-0.022615900677919853,0.15,0.2453591909725219,1556,0.025665756,0.2525634765625,0.918242871761322,0.0002101664,-0.019848614931106567,-4.223517671227455,36.61033952,745.03
391,892,897,800768,-0.026439621637109667,0.15,0.2231680597178638,1560,0.028802093,0.2713623046875,0.9310814738273621,0.000210064,-0.00336620956659317,-4.337107136845589,36.757698059999996,748.02
392,892,899,802816,-0.019643067091237754,0.15,0.1991540607996285,1564,0.025304306,0.243896484375,0.8998439908027649,0.0002099616,-0.02096143364906311,-4.322754338383675,36.713251369999995,747.85
393,892,902,804864,-0.01686460484052077,0.15,0.2526891496963799,1568,0.01764307,0.2359619140625,0.9071059823036194,0.0002098592,0.04179828613996506,-4.294186055660248,36.39653263,744.89
394,892,904,806912,-0.02618808878469281,0.15,0.18592630559578538,1572,0.02396969,0.2518310546875,0.9306784868240356,0.0002097568,-0.02344152331352234,-4.300190791487694,36.025623190000005,739.23
395,892,906,808960,-0.02693870844086632,0.15,0.2125825947150588,1576,0.030237082,0.2606201171875,0.8941939473152161,0.00020965439999999998,-0.02913086861371994,-4.2970728278160095,36.109836300000005,741.05
396,892,908,811008,-0.02318776343599893,0.15,0.1852878937497735,1580,0.025595114,0.23095703125,0.9108724594116211,0.00020955200000000003,-0.03960173949599266,-4.345901846885681,36.10699385,742.8
397,892,911,813056,-0.021799653710331768,0.15,0.23125605983659625,1584,0.022243878,0.239501953125,0.9095234274864197,0.00020944960000000002,-0.015314891934394836,-4.30983193218708,35.99698298,743.23
398,892,913,815104,-0.02362659502250608,0.15,0.2003174580167979,1588,0.02037632,0.244140625,0.9120148420333862,0.00020934720000000001,-0.025755420327186584,-4.275471329689026,36.05640653,747.62
399,892,915,817152,-0.0257889426429756,0.15,0.18124408484436572,1592,0.02612385,0.2550048828125,0.9447912573814392,0.0002092448,-0.03291550278663635,-4.248975083231926,35.916417870000004,742.48
400,892,918,819200,-0.02438468742184341,0.15,0.20374413998797536,1596,0.023586234,0.2325439453125,0.9405401945114136,0.0002091424,-0.011636830866336823,-4.224571138620377,36.10620557,745.33
401,891,920,821248,-0.0252994260226842,0.15,0.24270437471568584,1600,0.026440721,0.24462890625,0.8708586692810059,0.00020904000000000002,-0.007375441491603851,-4.255980238318443,35.96062080000001,744.11
402,891,923,823296,-0.02481750477454625,0.15,0.2354342774488032,1604,0.025843168,0.2476806640625,0.8912447690963745,0.0002089376,-0.001512870192527771,-4.2662230879068375,36.04519002000001,744.5
403,891,925,825344,-0.02250951502355747,0.15,0.23818615218624473,1608,0.027059475,0.2275390625,0.90666264295578,0.0002088352,-0.012487612664699554,-4.219499155879021,36.04519002000001,744.5
404,891,927,827392,-0.025355905265314505,0.15,0.21411316050216556,1612,0.02889275,0.2557373046875,0.8368252515792847,0.0002087328,-0.011417314410209656,-4.272304818034172,35.97964005,743.55
405,891,930,829440,-0.024509190872777253,0.15,0.26324406266212463,1616,0.026726428,0.2496337890625,0.8868638873100281,0.0002086304,0.004026308655738831,-4.32020790874958,36.615225550000005,754.08
406,891,932,831488,-0.021218048728769645,0.15,0.29707646928727627,1620,0.022572812,0.225341796875,0.9091218709945679,0.000208528,0.00628555566072464,-4.2626010328531265,36.32646737,750.34
407,891,934,833536,-0.023117228440241888,0.15,0.3695461945608258,1624,0.027308451,0.2484130859375,0.9039760231971741,0.0002084256,0.05261557549238205,-4.258868858218193,36.385372690000004,752.9
408,891,937,835584,-0.027661563392030075,0.15,0.21211671433411539,1628,0.030745313,0.2633056640625,0.9263544082641602,0.0002083232,0.0029491037130355835,-4.3206813633441925,36.2777093,753.4
409,891,939,837632,-0.020358389185275882,0.15,0.41921983379870653,1632,0.02499156,0.251708984375,0.8848519921302795,0.00020822079999999998,0.03716747462749481,-4.305476069450378,36.20830453000001,750.87
410,891,941,839680,-0.02212339104153216,0.15,0.361670205835253,1636,0.025214944,0.2554931640625,0.8799892663955688,0.0002081184,0.042309537529945374,-4.225720465183258,36.275656780000006,751.09
411,891,944,841728,-0.025910995726007968,0.15,0.21843742625787854,1640,0.030705253,0.27490234375,0.8819569945335388,0.00020801600000000002,-0.0029269233345985413,-4.2526965737342834,36.221664710000006,750.15
412,891,946,843776,-0.027445513507700525,0.15,0.24536380800418556,1644,0.024259044,0.23876953125,0.8082656860351562,0.00020791360000000001,-0.03490651026368141,-4.408000364899635,36.46677577,753.82
413,891,949,845824,-0.021379987767431885,0.15,0.27846648870036006,1648,0.02131126,0.2210693359375,0.9105222225189209,0.0002078112,-0.00648488849401474,-4.385673210024834,36.716287980000004,755.33
414,891,951,847872,-0.023960884675034322,0.15,0.28310179337859154,1652,0.022542171,0.2520751953125,0.9295020699501038,0.0002077088,-0.012874387204647064,-4.320294171571732,36.90020037,759.55
415,891,953,849920,-0.025403985695447773,0.15,0.2525442806072533,1656,0.029271647,0.2586669921875,0.9157165288925171,0.0002076064,0.0019841939210891724,-4.316150441765785,36.90020037,759.55
416,890,956,851968,-0.021650920738466084,0.15,0.13967982796020806,1660,0.025585461,0.2835693359375,0.8932023644447327,0.000207504,-0.03516825661063194,-4.440645158290863,36.9717484,757.2
417,890,958,854016,-0.020905468554701656,0.15,0.2557431343011558,1664,0.029516999,0.2998046875,0.9149841070175171,0.0002074016,-0.011981457471847534,-4.35847407579422,36.9717484,757.2
418,890,960,856064,-0.019023264438146725,0.15,0.39780195569619536,1668,0.017641183,0.22021484375,0.8164911866188049,0.00020729920000000002,0.08961986005306244,-4.255293548107147,36.77019858,754.97
419,890,963,858112,-0.02340434500365518,0.15,0.34540082048624754,1672,0.023030672,0.237548828125,0.8832715749740601,0.00020719680000000001,0.025296248495578766,-4.291559666395187,37.0845571,756.54
420,890,965,860160,-0.023281106230570003,0.15,0.2173515954054892,1676,0.026394356,0.2735595703125,0.9130315184593201,0.0002070944,0.009509220719337463,-4.349288821220398,37.03221014,755.61
421,890,967,862208,-0.01886211076634936,0.15,0.3116472437977791,1680,0.02314496,0.2359619140625,0.8812305927276611,0.00020699200000000003,0.020478367805480957,-4.360836207866669,37.12860785,757.68
422,890,970,864256,-0.023689653287874535,0.15,0.25918082101270556,1684,0.02569313,0.2572021484375,0.9073144793510437,0.00020688960000000002,-0.009022913873195648,-4.319743141531944,37.196521,759.49
423,890,972,866304,-0.027411681454395875,0.15,0.2642014813609421,1688,0.031503737,0.2547607421875,0.9242739081382751,0.0002067872,-0.0025714412331581116,-4.293403521180153,37.10221482,758.35
424,890,975,868352,-0.02664269765955396,0.15,0.21727192006073892,1692,0.034686387,0.2852783203125,0.9154141545295715,0.0002066848,-0.039208196103572845,-4.384357064962387,37.58718531,765.81
425,890,977,870400,-0.02646027150331065,0.15,0.17623497056774795,1696,0.030379783,0.276123046875,0.9610675573348999,0.0002065824,-0.03068031370639801,-4.2513957023620605,37.42437649,762.34
426,890,979,872448,-0.021596486680209637,0.15,0.21820878284052014,1700,0.035184223,0.2889404296875,0.9104775786399841,0.00020648,-0.016013167798519135,-4.168839186429977,37.3427837,761.16
427,890,982,874496,-0.021210236911429092,0.15,0.3189285914413631,1704,0.028167617,0.248779296875,0.8228946328163147,0.0002063776,0.04628311097621918,-4.3124107122421265,37.95790366999999,767.1
428,890,984,876544,-0.024908632272854447,0.15,0.31518057081848383,1708,0.021566799,0.2469482421875,0.8786945939064026,0.0002062752,0.03156275302171707,-4.277556151151657,38.26476228,772.03
429,890,987,878592,-0.01610996839008294,0.15,0.296086679212749,1712,0.016423766,0.2005615234375,0.935088574886322,0.0002061728,0.029128775000572205,-4.085842162370682,38.06229542999999,766.69
430,890,989,880640,-0.027403782703913748,0.15,0.200129410950467,1716,0.031383384,0.2838134765625,0.935628354549408,0.00020607039999999998,-0.019237317144870758,-4.266006723046303,38.20601972,767.74
431,889,991,882688,-0.023039876658003777,0.15,0.2748479628935456,1720,0.024935085,0.249267578125,0.9142156839370728,0.00020596799999999998,0.0035163164138793945,-4.235242143273354,38.71971854,775.79
432,889,994,884736,-0.024522433421225287,0.15,0.22323334030807018,1724,0.020940844,0.2100830078125,0.9395914077758789,0.00020586560000000002,-0.01759897917509079,-4.234369769692421,38.72658902,776.49
433,889,996,886784,-0.020435295591596514,0.15,0.3424745136871934,1728,0.02105556,0.2181396484375,0.8391331434249878,0.00020576320000000002,0.0385773628950119,-4.331119030714035,38.93423231,775.59
434,889,998,888832,-0.025795607070904225,0.15,0.22731780260801315,1732,0.030281585,0.268310546875,0.9467355012893677,0.0002056608,-0.01700693368911743,-4.272212415933609,38.90020009,772.12
435,889,1001,890880,-0.02878181821142789,0.15,0.21683099679648876,1736,0.0240977,0.245361328125,0.9425345063209534,0.0002055584,-0.03291375935077667,-4.337684899568558,39.02269683,774.68
436,889,1003,892928,-0.029562307376181707,0.15,0.1734762613195926,1740,0.026108323,0.2713623046875,0.9403157234191895,0.000205456,-0.06227724254131317,-4.389305621385574,39.06053952,776.43
437,889,1005,894976,-0.02669414656702429,0.15,0.15598742617294192,1744,0.026428375,0.2894287109375,0.9542810320854187,0.0002053536,-0.05235693231225014,-4.328457623720169,39.073228390000004,776.22
438,889,1008,897024,-0.021449671883601695,0.15,0.19581529079005122,1748,0.0402883,0.311767578125,0.9245926737785339,0.0002052512,-0.015089377760887146,-4.303801983594894,39.15462591,779.04
439,889,1010,899072,-0.02442922961199656,0.15,0.20332657871767879,1752,0.026258333,0.253173828125,0.9528892040252686,0.0002051488,-0.031184863299131393,-4.308805897831917,39.403292410000006,782.6
440,889,1012,901120,-0.031139484693994746,0.15,0.21828918904066086,1756,0.030381348,0.2947998046875,0.934325635433197,0.0002050464,-0.03212881088256836,-4.356681138277054,39.34889271,783.06
441,889,1015,903168,-0.030231801327317953,0.15,0.1805147440172732,1760,0.035119828,0.2745361328125,0.927216649055481,0.000204944,-0.033361174166202545,-4.297764390707016,39.25037192,782.52
442,889,1017,905216,-0.020401062327437103,0.15,0.27594032837077975,1764,0.022855487,0.2637939453125,0.8744012117385864,0.00020484160000000003,0.01596131920814514,-4.454008102416992,39.45326551,786.75
443,889,1019,907264,-0.022726232185959816,0.15,0.27806568006053567,1768,0.021346558,0.2159423828125,0.9513307809829712,0.00020473920000000002,-0.0005390793085098267,-4.274505093693733,39.205181520000004,784.81
444,889,1021,909312,-0.02557551331119612,0.15,0.1791957460809499,1772,0.027089402,0.2916259765625,0.9415425062179565,0.0002046368,-0.034143898636102676,-4.289747014641762,39.035847749999995,784.42
445,889,1024,911360,-0.022642962183454074,0.15,0.20571592287160456,1776,0.027761715,0.27978515625,0.9324137568473816,0.0002045344,-0.016661182045936584,-4.3503294587135315,39.22383421,787.84
446,889,1026,913408,-0.029249823768623173,0.15,0.1751354227308184,1780,0.028744658,0.2763671875,0.9409103989601135,0.000204432,-0.045383550226688385,-4.36563266813755,39.271331970000006,785.19
447,889,1029,915456,-0.02649342402582988,0.15,0.25381724210456014,1784,0.029840201,0.2503662109375,0.9385548830032349,0.00020432960000000002,-0.03141491115093231,-4.301291525363922,39.3719151,786.56
448,889,1031,917504,-0.024207173089962453,0.15,0.21469653211534023,1788,0.024839748,0.24609375,0.9547854661941528,0.0002042272,-0.0010703951120376587,-4.306714445352554,39.396217039999996,787.76
449,889,1033,919552,-0.025895381288137287,0.15,0.2603695960715413,1792,0.025739048,0.2420654296875,0.9430230259895325,0.0002041248,0.014171421527862549,-4.227790892124176,39.22462925999999,783.57
450,889,1036,921600,-0.02056138392072171,0.15,0.23304540058597922,1796,0.028138831,0.2547607421875,0.9331806898117065,0.0002040224,0.010175064206123352,-4.262150630354881,39.03582300000001,779.81
451,889,1038,923648,-0.01779612127575092,0.15,0.25706906244158745,1800,0.027685972,0.2509765625,0.9291186332702637,0.00020391999999999999,0.00161028653383255,-4.3001338839530945,38.83042828,776.71
452,889,1041,925696,-0.028111279447330162,0.15,0.25067709665745497,1804,0.028831264,0.291259765625,0.9183517694473267,0.0002038176,-0.02392832189798355,-4.335505321621895,38.678599520000006,772.69
453,889,1043,927744,-0.020028866856591776,0.15,0.30020452616736293,1808,0.022719033,0.22607421875,0.906662106513977,0.0002037152,0.008397728204727173,-4.260864242911339,38.85800173,774.26
454,889,1045,929792,-0.023671900591580197,0.15,0.3076637051999569,1812,0.023709413,0.2364501953125,0.9172475337982178,0.0002036128,0.021291077136993408,-4.311367616057396,38.75498441,771.37
455,889,1047,931840,-0.025330846721772105,0.15,0.2453369526192546,1816,0.026815362,0.25048828125,0.9189188480377197,0.0002035104,-0.010232441127300262,-4.323291182518005,39.015218069999996,775.74
456,889,1050,933888,-0.02856808464275673,0.15,0.2015135434921831,1820,0.028474525,0.2752685546875,0.9215349555015564,0.000203408,-0.029148519039154053,-4.454313471913338,39.24281077,776.94
457,889,1052,935936,-0.026411236176500097,0.15,0.15985072124749422,1824,0.03246702,0.2674560546875,0.9467148184776306,0.00020330560000000002,-0.039674051105976105,-4.416824504733086,39.40309719,782.6
458,889,1055,937984,-0.020186801004456356,0.15,0.24715346517041326,1828,0.02394175,0.2532958984375,0.9067147374153137,0.0002032032,-0.004869610071182251,-4.383901625871658,39.08918954,777.44
459,889,1057,940032,-0.026710288628237322,0.15,0.2830496709793806,1832,0.02495281,0.2437744140625,0.9326372146606445,0.0002031008,-0.011286832392215729,-4.387433394789696,39.35842228,780.51
460,888,1059,942080,-0.023206339988973923,0.15,0.26188690261915326,1836,0.030120747,0.27685546875,0.9501368999481201,0.0002029984,-0.004235625267028809,-4.244472727179527,39.57097672999999,785.25
461,888,1062,944128,-0.028018891767715104,0.15,0.20964715955778956,1840,0.02926441,0.272216796875,0.9245002865791321,0.000202896,-0.030979014933109283,-4.29118487238884,39.42121037,781.79
462,888,1064,946176,-0.025325650727609172,0.15,0.17867440124973655,1844,0.033006065,0.2760009765625,0.9065273404121399,0.00020279359999999998,-0.03062555193901062,-4.479176178574562,39.29914263999999,779.58
463,888,1066,948224,-0.029454848176101223,0.15,0.16947996150702238,1848,0.033670798,0.2978515625,0.9387231469154358,0.00020269120000000003,-0.03298886865377426,-4.4561749547719955,39.29914263999999,779.58
464,888,1069,950272,-0.028918731899466366,0.15,0.19073549611493945,1852,0.032519504,0.283203125,0.9015184044837952,0.00020258880000000002,-0.04910619929432869,-4.526800781488419,39.270753309999996,783.44
465,888,1071,952320,-0.026650333224097267,0.15,0.24518452817574143,1856,0.027679957,0.2518310546875,0.9627427458763123,0.0002024864,0.0009928569197654724,-4.332983270287514,39.33269369999999,787.57
466,888,1073,954368,-0.030655314010800794,0.15,0.20403379946947098,1860,0.02995655,0.255859375,0.9585885405540466,0.000202384,-0.019428201019763947,-4.265386804938316,39.401897289999994,788.63
467,888,1076,956416,-0.025735202638315968,0.15,0.18877514638006687,1864,0.024545912,0.265380859375,0.9231993556022644,0.0002022816,-0.020717091858386993,-4.33481128513813,39.37900671999999,787.68
468,888,1078,958464,-0.030170754267601296,0.15,0.20387832541018724,1868,0.02849086,0.2745361328125,0.9373155236244202,0.00020217920000000002,-0.028702326118946075,-4.415445998311043,39.68424732,792.7
469,888,1080,960512,-0.02270873251836747,0.15,0.2839356637559831,1872,0.027062628,0.256103515625,0.9099227786064148,0.0002020768,0.010444313287734985,-4.327851325273514,39.515880339999995,791.66
470,888,1083,962560,-0.02579352687462233,0.15,0.2744512711651623,1876,0.02823305,0.2593994140625,0.9487686157226562,0.0002019744,-0.001983068883419037,-4.323690667748451,39.34325949,788.98
471,888,1085,964608,-0.02617109176935628,0.15,0.22528547374531627,1880,0.030040056,0.2608642578125,0.9415470957756042,0.000201872,-0.017459750175476074,-4.192745700478554,39.6111647,791.03
472,888,1087,966656,-0.02489092110772617,0.15,0.2800330426543951,1884,0.03662346,0.2691650390625,0.8917235136032104,0.0002017696,0.016324274241924286,-4.285723626613617,39.81879691,797.18
473,888,1089,968704,-0.026991122838808224,0.15,0.269543101079762,1888,0.033919677,0.2664794921875,0.9100056290626526,0.0002016672,-0.007757015526294708,-4.2634050995111465,39.7717696,793.88
474,888,1092,970752,-0.026512121403357014,0.15,0.26899611623957753,1892,0.03079559,0.2635498046875,0.9211031198501587,0.0002015648,-0.006799094378948212,-4.285572275519371,39.254519450000004,781.61
475,888,1094,972800,-0.025369028939167038,0.15,0.2264371463097632,1896,0.03135685,0.2568359375,0.9544309377670288,0.0002014624,-0.024187102913856506,-4.257871001958847,39.51307446,786.79
476,888,1097,974848,-0.028765658498741686,0.15,0.20787492743693292,1900,0.03322637,0.2681884765625,0.9060841202735901,0.00020135999999999998,-0.04807676747441292,-4.19446773827076,39.63887791,788.84
477,888,1099,976896,-0.022897339702467434,0.15,0.25895670568570495,1904,0.02868881,0.275634765625,0.8844319581985474,0.0002012576,0.014430515468120575,-4.455572307109833,39.421316770000004,784.8
478,888,1101,978944,-0.02782147389370948,0.15,0.25711511773988605,1908,0.03350293,0.2884521484375,0.8849409818649292,0.00020115520000000002,-0.012062415480613708,-4.546638071537018,39.22590658000001,781.0
