time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/clip_range,train/value_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/explained_variance,train/learning_rate,train/loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
60,935,131,122880,-0.007865166990086436,0.15,0.17195167113095522,236,0.0061103124,0.0948486328125,0.9091562032699585,0.00024395839999999998,0.010012798011302948,-5.361474454402924,22.35250298,740.58
61,935,133,124928,-0.00915094229276292,0.15,0.14501551096327603,240,0.0068978784,0.13330078125,0.910890519618988,0.000243856,-0.0037635043263435364,-5.320382803678513,22.4291885,736.15
62,935,135,126976,-0.011059525117161684,0.15,0.16359905991703272,244,0.0057890387,0.1195068359375,0.904934287071228,0.0002437536,-0.0025984197854995728,-5.320527404546738,22.282754759999992,723.63
63,935,137,129024,-0.0057247123622801155,0.15,0.17200000281445682,248,0.0050266245,0.0916748046875,0.9115455746650696,0.00024365120000000002,0.006321083754301071,-5.301443561911583,22.24918511,721.27
64,935,140,131072,-0.00789466752030421,0.15,0.12194644124247134,252,0.006480132,0.11767578125,0.94444340467453,0.0002435488,-0.02571726217865944,-5.317491292953491,22.454404560000004,723.62
65,936,142,133120,-0.009314876544522122,0.15,0.14339783461764455,256,0.007003611,0.132080078125,0.907177209854126,0.0002434464,-0.0004690214991569519,-5.323932394385338,22.5523664,725.82
66,936,144,135168,-0.010046172479633242,0.15,0.1313516846857965,260,0.0065849405,0.1102294921875,0.9251662492752075,0.00024334400000000002,0.005745835602283478,-5.296867296099663,22.67986633,722.97
67,936,146,137216,-0.008727465436095372,0.15,0.20951182767748833,264,0.007850198,0.1453857421875,0.8933833241462708,0.0002432416,0.0016441792249679565,-5.315428853034973,22.531524309999995,715.5
68,935,148,139264,-0.008239197864895687,0.15,0.2213097414933145,268,0.0060775545,0.110595703125,0.9122540354728699,0.0002431392,0.003255411982536316,-5.279704049229622,22.564072220000003,713.1
69,935,151,141312,-0.009243612526915967,0.15,0.18900073459371924,272,0.0070463764,0.1829833984375,0.8746492862701416,0.0002430368,0.008373044431209564,-5.283354505896568,22.564072220000003,713.1
70,935,153,143360,-0.010030885619926266,0.15,0.12913101399317384,276,0.0075395936,0.1234130859375,0.9310517311096191,0.0002429344,-0.008338399231433868,-5.277027994394302,22.368447050000004,705.84
71,935,155,145408,-0.006155592476716265,0.15,0.18408445338718593,280,0.008112391,0.110595703125,0.85185706615448,0.000242832,0.024052318185567856,-5.251494333148003,22.432691799999997,700.3
72,934,157,147456,-0.011728232697350904,0.15,0.1443277453072369,284,0.009240568,0.14892578125,0.9398824572563171,0.0002427296,-0.01581043004989624,-5.276794254779816,22.566934,695.9
73,934,159,149504,-0.011219082021852955,0.15,0.12249172991141677,288,0.0072308574,0.1392822265625,0.9446126818656921,0.0002426272,-0.01428571343421936,-5.225575476884842,22.817497510000003,700.83
74,934,162,151552,-0.011464416544185951,0.15,0.15568264317698777,292,0.012647496,0.1419677734375,0.9351643919944763,0.0002425248,-0.009423904120922089,-5.243633478879929,22.942398779999998,701.19
75,933,164,153600,-0.007892214984167367,0.15,0.15346768870949745,296,0.0056044115,0.09912109375,0.9260456562042236,0.0002424224,0.0057541802525520325,-5.208665311336517,22.896725450000005,697.69
76,933,166,155648,-0.011545380373718217,0.15,0.1456735385581851,300,0.008840221,0.156005859375,0.9208031892776489,0.00024232000000000002,-0.0103234201669693,-5.218672662973404,22.951529569999998,696.25
77,933,169,157696,-0.008254258311353624,0.15,0.1601264972705394,304,0.010220883,0.131591796875,0.9084110260009766,0.00024221760000000002,-0.016153637319803238,-5.235297113656998,23.038567129999997,697.03
78,932,171,159744,-0.011931062501389533,0.15,0.11190739506855607,308,0.010242171,0.1402587890625,0.9391354918479919,0.0002421152,-0.0033283717930316925,-5.270126685500145,23.373048450000002,704.21
79,932,173,161792,-0.007989325909875333,0.15,0.12039029831066728,312,0.006003109,0.118896484375,0.9528516530990601,0.0002420128,-0.027347616851329803,-5.211672678589821,23.403646259999995,701.84
80,931,175,163840,-0.012607636352186091,0.15,0.17896385863423347,316,0.0070528397,0.144287109375,0.8986654877662659,0.0002419104,0.002502225339412689,-5.223409608006477,23.593450100000005,702.15
81,931,178,165888,-0.00913319829851389,0.15,0.14218930224888027,320,0.010952638,0.12744140625,0.9182117581367493,0.000241808,-0.013749785721302032,-5.270724639296532,23.73057143,705.74
82,930,180,167936,-0.013402203505393118,0.15,0.15974432392977178,324,0.0074995537,0.130859375,0.9087568521499634,0.0002417056,-0.0012220069766044617,-5.234817832708359,23.751293819999997,703.19
83,929,182,169984,-0.012497246381826699,0.15,0.17276553018018603,328,0.007151006,0.107177734375,0.9264675378799438,0.0002416032,-0.015522435307502747,-5.234268322587013,23.85987291,704.7
84,929,185,172032,-0.012034253653837368,0.15,0.15368273481726646,332,0.0061690025,0.1396484375,0.9455385804176331,0.0002415008,-0.01332024484872818,-5.255396544933319,24.063331810000005,705.47
85,928,187,174080,-0.005847114050993696,0.15,0.21646325755864382,336,0.007085555,0.15869140625,0.9119203686714172,0.0002413984,0.01928916573524475,-5.234321549534798,24.15320685,702.8
86,928,189,176128,-0.00880835487623699,0.15,0.1470665882807225,340,0.009054301,0.1512451171875,0.9424949288368225,0.00024129600000000003,0.00810743123292923,-5.212057560682297,24.251026960000004,702.48
87,928,191,178176,-0.012893543811514974,0.15,0.17703881999477744,344,0.008734972,0.1697998046875,0.9127198457717896,0.00024119360000000002,0.004263587296009064,-5.225285053253174,24.251026960000004,702.48
88,928,194,180224,-0.013340660108951852,0.15,0.1368481086101383,348,0.008264349,0.1207275390625,0.915381669998169,0.0002410912,-0.028228994458913803,-5.25789238512516,24.224947289999996,702.3
89,928,196,182272,-0.015261800843290985,0.15,0.22015051683411002,352,0.0071248016,0.150146484375,0.8992556929588318,0.0002409888,0.032991923391819,-5.256670132279396,24.15795109,697.94
90,927,198,184320,-0.012215835085953586,0.15,0.16519884299486876,356,0.0075484826,0.1240234375,0.9273672699928284,0.0002408864,-0.0037192851305007935,-5.259537249803543,24.408732309999994,698.86
91,927,201,186368,-0.011881665923283435,0.15,0.17903808155097067,360,0.007022324,0.1400146484375,0.9378337264060974,0.000240784,-0.010316699743270874,-5.194033548235893,24.494033819999995,699.57
92,927,203,188416,-0.011009090230800211,0.15,0.14737384347245097,364,0.009095707,0.141845703125,0.9356547594070435,0.0002406816,-0.013474822044372559,-5.199637696146965,24.41487157,698.98
93,927,205,190464,-0.01099387279828079,0.15,0.12566083576530218,368,0.0068387706,0.13427734375,0.9345752596855164,0.0002405792,-0.01566670835018158,-5.212150439620018,24.69550826,703.03
94,927,207,192512,-0.009862402686849236,0.15,0.15124912140890956,372,0.008117769,0.13232421875,0.9253525733947754,0.0002404768,-0.00044777244329452515,-5.226547718048096,24.691043910000005,703.36
95,926,209,194560,-0.012378852479741909,0.15,0.13530003721825778,376,0.007158784,0.1334228515625,0.9387652277946472,0.0002403744,-0.02009657770395279,-5.229453936219215,24.564489239999997,701.74
96,926,212,196608,-0.013745347780059092,0.15,0.1493241605348885,380,0.008714171,0.136474609375,0.9331910610198975,0.00024027199999999998,-0.008336279541254044,-5.1934236735105515,24.76860431,706.12
97,926,214,198656,-0.00961100307176821,0.15,0.13001892575994134,384,0.008874263,0.1695556640625,0.9325681328773499,0.00024016960000000003,-0.027826927602291107,-5.221034973859787,24.700532660000004,703.39
98,925,216,200704,-0.014096696279011667,0.15,0.1096452004276216,388,0.012670728,0.192138671875,0.9481254816055298,0.00024006720000000002,-0.03700084984302521,-5.1897024512290955,24.787429940000006,704.03
99,925,219,202752,-0.010069464100524783,0.15,0.16403236147016287,392,0.010384408,0.185302734375,0.8956491947174072,0.0002399648,-0.004908151924610138,-5.229684129357338,24.774778560000005,702.41
100,924,221,204800,-0.009217682061716914,0.15,0.18896095803938806,396,0.011567151,0.1846923828125,0.8955504894256592,0.0002398624,-0.019614312797784805,-5.2097585797309875,24.914079340000004,705.79
101,924,223,206848,-0.007988716242834926,0.15,0.15759838954545557,400,0.013156378,0.1861572265625,0.9420890808105469,0.00023976,0.006854452192783356,-5.148173585534096,24.63185803,698.73
102,924,225,208896,-0.01454833781463094,0.15,0.11700729257427156,404,0.011368038,0.1673583984375,0.941827654838562,0.00023965760000000001,-0.03985162824392319,-5.208384960889816,24.863815900000006,704.57
103,924,228,210944,-0.013400089170318097,0.15,0.13445245753973722,408,0.008856595,0.1533203125,0.9461371302604675,0.0002395552,-0.023093082010746002,-5.211941406130791,24.86208809,706.49
104,924,230,212992,-0.013360688535613008,0.15,0.135167719097808,412,0.008528684,0.1434326171875,0.9432879686355591,0.0002394528,-0.01579221338033676,-5.1759829968214035,24.955408680000005,707.76
105,923,232,215040,-0.013470347417751327,0.15,0.09880618192255497,416,0.010201206,0.1768798828125,0.9647424221038818,0.0002393504,-0.03533075004816055,-5.192065179347992,25.310627580000002,716.08
106,923,235,217088,-0.01241695843054913,0.15,0.12755578942596912,420,0.0084293885,0.1563720703125,0.9430463910102844,0.00023924799999999998,-0.013620011508464813,-5.138778328895569,25.430919920000004,720.21
107,923,237,219136,-0.013356128314626403,0.15,0.15723142866045237,424,0.010237798,0.1785888671875,0.9325513243675232,0.00023914560000000003,-0.020527541637420654,-5.131092518568039,25.453340669999992,720.43
108,923,239,221184,-0.00835577720135916,0.15,0.17439119494520128,428,0.006655421,0.1439208984375,0.9113466739654541,0.00023904320000000002,-0.01614222303032875,-5.128802642226219,25.584854299999996,726.82
109,922,241,223232,-0.010402590967714787,0.15,0.15061705582775176,432,0.007921331,0.14013671875,0.9314620494842529,0.00023894080000000001,-0.006392389535903931,-5.171837002038956,25.64614436999999,730.23
110,922,244,225280,-0.014271280815592036,0.15,0.11108615924604237,436,0.008705129,0.139404296875,0.9578149914741516,0.0002388384,-0.027820609509944916,-5.095289796590805,25.911273500000004,737.71
111,922,246,227328,-0.016495217802003026,0.15,0.1401133898179978,440,0.009142999,0.159423828125,0.9609068036079407,0.000238736,-0.02354903146624565,-5.060209140181541,25.99741492,739.38
112,922,248,229376,-0.01355823955964297,0.15,0.14487844053655863,444,0.010822199,0.149169921875,0.9460187554359436,0.00023863360000000002,-0.024659790098667145,-5.082993060350418,25.96096109,740.4
113,922,250,231424,-0.014496388306724839,0.15,0.18049060087651014,448,0.01109992,0.16064453125,0.9310063123703003,0.0002385312,0.017349984496831894,-5.112764239311218,26.232184699999994,747.27
114,922,253,233472,-0.011011758964741603,0.15,0.22247546818107367,452,0.01067277,0.191162109375,0.9121440649032593,0.0002384288,0.010798387229442596,-5.04122157394886,26.26242749,747.17
115,921,255,235520,-0.014578104179236107,0.15,0.10124596650712192,456,0.013020301,0.1749267578125,0.9603294134140015,0.0002383264,-0.040449388325214386,-5.079047232866287,26.289964720000004,746.16
116,921,257,237568,-0.010004466021200642,0.15,0.13421595329418778,460,0.011695133,0.1947021484375,0.9361973404884338,0.000238224,-0.01459348201751709,-5.07724691927433,26.327666030000003,746.31
117,921,259,239616,-0.011312159447697923,0.15,0.12432882841676474,464,0.009656055,0.17529296875,0.9550623893737793,0.0002381216,-0.0253344364464283,-5.042555496096611,26.47587145,752.65
118,921,262,241664,-0.011007054941728711,0.15,0.17270994000136852,468,0.0076663294,0.1219482421875,0.9493634700775146,0.0002380192,-0.006728522479534149,-5.078021883964539,26.76747617,757.53
119,921,264,243712,-0.013326254585990682,0.15,0.15157442190684378,472,0.009849457,0.17041015625,0.9393392205238342,0.00023791680000000002,-0.015527769923210144,-5.095045730471611,26.70235287,756.85
120,921,266,245760,-0.012411940333549865,0.15,0.16656565573066473,476,0.010208428,0.1729736328125,0.9442158341407776,0.0002378144,-0.0015101954340934753,-5.101321056485176,26.70235287,756.85
121,921,269,247808,-0.01486710284370929,0.15,0.14711424219422042,480,0.0108330455,0.1822509765625,0.9509060382843018,0.000237712,-0.024372946470975876,-5.097869545221329,26.781750490000004,756.17
122,920,271,249856,-0.010781661490909755,0.15,0.15491786343045533,484,0.0101734465,0.177734375,0.9460534453392029,0.0002376096,-0.021863125264644623,-5.06830108165741,26.80706219000001,757.25
123,920,273,251904,-0.01575649221194908,0.15,0.11678529810160398,488,0.010852302,0.173583984375,0.968460738658905,0.00023750720000000002,-0.02605615183711052,-5.0986622124910355,26.776470970000005,757.48
124,920,275,253952,-0.013994147098856047,0.15,0.12570191593840718,492,0.009815669,0.151611328125,0.9349189400672913,0.0002374048,-0.0413229838013649,-5.141062825918198,27.030022769999995,764.06
125,920,278,256000,-0.0174484163580928,0.15,0.11106223473325372,496,0.012306575,0.2049560546875,0.9719073176383972,0.0002373024,-0.03931413218379021,-5.054284319281578,27.054821319999995,762.72
126,920,280,258048,-0.015332082592067309,0.15,0.16255905129946768,500,0.011634968,0.1962890625,0.9472230076789856,0.0002372,-0.011088579893112183,-5.023882687091827,27.062943149999995,762.52
127,920,282,260096,-0.012961419459315948,0.15,0.16919595282524824,504,0.010851511,0.193603515625,0.9295279383659363,0.00023709759999999998,-0.008947513997554779,-5.07610647380352,26.988246470000004,760.41
128,919,284,262144,-0.01359948563913349,0.15,0.11605555890128016,508,0.010070458,0.1810302734375,0.9488347768783569,0.0002369952,-0.03257948160171509,-5.092658206820488,27.10448628,759.63
129,919,287,264192,-0.010697721314500086,0.15,0.1510216088499874,512,0.010848555,0.1751708984375,0.946212887763977,0.00023689280000000002,-0.013286121189594269,-5.094173818826675,27.11959711,753.93
130,919,289,266240,-0.013897398894187063,0.15,0.18478365521878004,516,0.010319581,0.152587890625,0.951184093952179,0.00023679040000000002,-0.0019665658473968506,-5.072459802031517,27.15387086,754.88
131,919,291,268288,-0.01716885730274953,0.15,0.15445685666054487,520,0.010709904,0.1737060546875,0.9513523578643799,0.000236688,-0.01603589951992035,-5.058763846755028,27.292592480000007,757.96
132,919,294,270336,-0.014463388652075082,0.15,0.17031958256848156,524,0.012092095,0.1824951171875,0.9314077496528625,0.0002365856,-0.00831197202205658,-5.042626827955246,27.444165160000008,759.57
133,918,296,272384,-0.017546960792969912,0.15,0.10933538293465972,528,0.014278391,0.208984375,0.9177455902099609,0.00023648320000000002,-0.042713556438684464,-5.107033774256706,27.393723979999994,753.29
134,918,298,274432,-0.016147318470757455,0.15,0.11062549613416195,532,0.008616438,0.1748046875,0.9593234062194824,0.0002363808,-0.03989611566066742,-5.0886406153440475,27.214710659999994,747.62
135,918,301,276480,-0.015891647068201564,0.15,0.10266457847319543,536,0.009783449,0.183837890625,0.9709553122520447,0.0002362784,-0.03169063478708267,-5.012219861149788,27.215290550000006,747.51
136,917,303,278528,-0.017603980624699034,0.15,0.11491590109653771,540,0.011807425,0.1719970703125,0.9517724514007568,0.000236176,-0.03717425465583801,-5.067089006304741,27.327908890000003,749.99
137,917,305,280576,-0.013391028565820307,0.15,0.13464644202031195,544,0.010589528,0.18359375,0.9563692808151245,0.0002360736,-0.03304880112409592,-5.022181272506714,27.33543392,751.46
138,917,308,282624,-0.011827574635390192,0.15,0.13952423259615898,548,0.012424582,0.1890869140625,0.9380980134010315,0.0002359712,-0.012339524924755096,-5.077890291810036,27.449358930000002,750.62
139,917,310,284672,-0.012618735083378851,0.15,0.09245062107220292,552,0.012791522,0.2073974609375,0.9591541290283203,0.0002358688,-0.031262338161468506,-5.04918797314167,27.36927144,746.34
140,917,312,286720,-0.015870415198151022,0.15,0.1510077698621899,556,0.011646012,0.1871337890625,0.9575716853141785,0.0002357664,0.0005665048956871033,-5.005873128771782,27.485687400000007,747.81
141,917,314,288768,-0.01614828541642055,0.15,0.15763393184170127,560,0.012478497,0.1641845703125,0.9523041844367981,0.000235664,-0.019923314452171326,-5.021422639489174,27.432833050000003,746.04
142,917,317,290816,-0.015528634772635996,0.15,0.19577706209383905,564,0.011751006,0.154052734375,0.9317697882652283,0.0002355616,-0.0185665562748909,-4.992589369416237,27.416184150000003,744.48
143,917,319,292864,-0.013423147960565984,0.15,0.23803294030949473,568,0.01224478,0.1689453125,0.9017241597175598,0.00023545920000000002,-0.0051019638776779175,-5.0190849751234055,27.21950277,734.51
144,916,321,294912,-0.010669454408343881,0.15,0.2041319974232465,572,0.008425141,0.1602783203125,0.9402665495872498,0.00023535680000000002,0.047099776566028595,-4.946732088923454,27.067706709999996,726.86
