time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/n_updates,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
1053,326,168,344064,0.05786994844675064,-0.0011664723715512082,0.8565056324005127,0.15,0.25507334992289543,0.0340576171875,-5.318376660346985,9.315968e-05,668,0.0008442767,21.040221740000003,637.56
1053,328,169,346112,0.03717866167426109,-0.001276870971196331,0.8989135026931763,0.15,0.19072034675627947,0.04736328125,-5.30957855284214,9.311872000000001e-05,672,0.0035047126,20.99052924,637.38
1053,330,170,348160,0.06723801791667938,-0.002382244128966704,0.8101741671562195,0.15,0.27770013082772493,0.059326171875,-5.280964612960815,9.307776e-05,676,0.0020937256,20.9509143,636.66
1052,332,171,350208,0.07147450745105743,-0.002865424132323824,0.8225905299186707,0.15,0.3022064380347729,0.029052734375,-5.3370633870363235,9.30368e-05,680,0.0014162766,20.8666959,636.89
1052,334,172,352256,0.06386390328407288,-0.001992618344957009,0.8843474984169006,0.15,0.22349536092951894,0.0440673828125,-5.33853654563427,9.299584e-05,684,0.0023618597,21.00408842,639.07
1052,336,173,354304,0.052985452115535736,-0.0013245363516034558,0.8459768295288086,0.15,0.2509281667880714,0.02099609375,-5.336739137768745,9.295488e-05,688,0.0017964432,20.920618249999997,636.95
1052,338,174,356352,0.016638755798339844,-0.0024410018959315494,0.8815469145774841,0.15,0.21764795202761889,0.02490234375,-5.337338402867317,9.291392e-05,692,0.0021792047,20.763743529999996,634.53
1052,340,175,358400,0.04094645753502846,-0.0008912325574783608,0.8826863169670105,0.15,0.20825239084661007,0.027587890625,-5.350830763578415,9.287296000000001e-05,696,0.002539062,20.756328160000002,634.83
1051,342,176,360448,0.04093927517533302,-0.0025363281602039933,0.8184060454368591,0.15,0.26414921460673213,0.022216796875,-5.342676490545273,9.283200000000001e-05,700,0.0029691607,20.881500059999997,635.97
1051,344,177,362496,0.03663475811481476,-0.0017950774054042995,0.8749645948410034,0.15,0.2303983485326171,0.0198974609375,-5.327962175011635,9.279104e-05,704,0.0014831147,21.142749550000005,639.53
1051,346,178,364544,0.031117133796215057,-0.0012788299063686281,0.8705509305000305,0.15,0.2490336042828858,0.0201416015625,-5.357240363955498,9.275008000000001e-05,708,0.002166275,21.052521359999997,637.64
1051,348,179,366592,0.05325745791196823,-0.001813514536479488,0.900541365146637,0.15,0.23411074047908187,0.0185546875,-5.358236610889435,9.270912e-05,712,0.0026229678,21.177343159999996,642.03
1051,350,180,368640,0.0729956179857254,-0.002457099355524406,0.7849875092506409,0.15,0.2827987214550376,0.037841796875,-5.322707176208496,9.266816e-05,716,0.0014904542,21.161257039999995,639.75
1051,352,181,370688,0.06245005503296852,-0.0011536594829522073,0.7621057629585266,0.15,0.2769064614549279,0.014892578125,-5.305161461234093,9.26272e-05,720,0.0022209834,21.048039540000005,638.25
1051,354,182,372736,0.040935300290584564,-0.0032168412872124463,0.8710219860076904,0.15,0.25211429176852107,0.0498046875,-5.329159140586853,9.258624e-05,724,0.0025967043,21.401080479999997,644.4
1050,356,183,374784,0.01275307685136795,-0.00356420963362325,0.9205824732780457,0.15,0.1767344195395708,0.0445556640625,-5.335403606295586,9.254528e-05,728,0.0030894768,21.33687912,644.77
1050,358,184,376832,0.032303012907505035,-0.00020441551168914884,0.8862086534500122,0.15,0.1915510082617402,0.0728759765625,-5.324977740645409,9.250432e-05,732,0.0020112088,21.33687912,644.77
1050,360,185,378880,0.023453697562217712,-0.0029712021350860596,0.7726447582244873,0.15,0.21958783781155944,0.0216064453125,-5.269281566143036,9.246336e-05,736,0.0023610692,21.376344209999992,645.79
1050,362,186,380928,0.056159138679504395,-0.0018007179169217125,0.8484548330307007,0.15,0.2450244976207614,0.017822265625,-5.344433948397636,9.24224e-05,740,0.0021510436,21.523337869999995,649.05
1050,364,187,382976,0.036937735974788666,-0.001283887104364112,0.8907784223556519,0.15,0.23450763896107674,0.043701171875,-5.341584205627441,9.238144000000001e-05,744,0.0017261973,21.515214419999996,647.98
1050,366,188,385024,0.059626493602991104,-0.0012727999710477889,0.8886834979057312,0.15,0.2681552623398602,0.0338134765625,-5.32405711710453,9.234048e-05,748,0.002386389,21.63507386,648.9
1050,368,189,387072,0.06816289573907852,-0.0023318417952395976,0.8703275322914124,0.15,0.2532544028945267,0.0452880859375,-5.310211196541786,9.229952e-05,752,0.0031922814,21.63507386,648.9
1050,370,190,389120,0.022230297327041626,-0.003309667168650776,0.8441887497901917,0.15,0.2038310351781547,0.0638427734375,-5.333723098039627,9.225856000000001e-05,756,0.002909679,21.66609566,644.72
1050,372,191,391168,0.07428472489118576,-0.0015274051402229816,0.770086944103241,0.15,0.3303860821761191,0.0723876953125,-5.33747935295105,9.22176e-05,760,0.0032171402,21.785728640000002,646.21
1050,374,192,393216,0.06261277198791504,-0.003669402693049051,0.8395341038703918,0.15,0.27051019202917814,0.0435791015625,-5.3114844262599945,9.217664e-05,764,0.0026233823,21.70727376,643.84
1050,376,193,395264,0.04784784093499184,-0.0021511873783310875,0.894218921661377,0.15,0.2515671397559345,0.033935546875,-5.3095394521951675,9.213568e-05,768,0.0029034263,21.638415170000002,643.86
1050,378,194,397312,0.04603922367095947,-0.002207394369179383,0.8684948086738586,0.15,0.23744719894602895,0.0252685546875,-5.3293522745370865,9.209472e-05,772,0.002145344,21.638415170000002,643.86
1050,380,195,399360,0.046959977596998215,-0.0007295279938261956,0.791074275970459,0.15,0.2432987280189991,0.03271484375,-5.303360641002655,9.205376e-05,776,0.0028360114,21.643248299999996,643.88
