time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/learning_rate,train/loss,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
49,100352,103,973,0.1461181640625,-0.009523806220386177,0.8654255270957947,192,0.0002475424,-0.00019073486328125,0.0061441027,-5.3195920288562775,0.2001081807538867,0.15,696.02,19.142385989999998
50,102400,105,974,0.13720703125,-0.011783315087086521,0.8182768821716309,196,0.0002474912,0.04106869548559189,0.005378293,-5.323841616511345,0.3109031030908227,0.15,695.28,19.28244101
51,104448,107,974,0.1337890625,-0.01055031962459907,0.8469046950340271,200,0.00024744,-0.010984964668750763,0.005468989,-5.358352303504944,0.2274256469681859,0.15,693.62,19.6423386
52,106496,109,973,0.1470947265625,-0.011655335620162077,0.8708964586257935,204,0.00024738879999999997,0.024493128061294556,0.0063749533,-5.339329957962036,0.21628482127562165,0.15,687.49,19.86451467
53,108544,111,972,0.1461181640625,-0.011786352813942358,0.8827627301216125,208,0.0002473376,0.0009881407022476196,0.0060413014,-5.297653168439865,0.21280984673649073,0.15,679.5,19.81890675
54,110592,113,973,0.1485595703125,-0.010080936102895066,0.9082703590393066,212,0.0002472864,0.0034116804599761963,0.007420828,-5.264846429228783,0.21807571733370423,0.15,674.35,19.73261579
55,112640,115,973,0.1392822265625,-0.012079153224476613,0.901408851146698,216,0.0002472352,0.00453619658946991,0.007683696,-5.289514094591141,0.1765817143023014,0.15,671.5,19.684659710000002
56,114688,117,972,0.168212890625,-0.011635423652478494,0.8002769947052002,220,0.000247184,0.032063573598861694,0.007891438,-5.33553983271122,0.2582697500474751,0.15,666.11,19.88735735
57,116736,120,972,0.1417236328125,-0.012433994241291657,0.8907403349876404,224,0.0002471328,0.019187286496162415,0.006803804,-5.286179155111313,0.19165816064924002,0.15,661.75,19.820431640000002
58,118784,122,971,0.1412353515625,-0.01059908836032264,0.89332115650177,228,0.0002470816,0.02711145579814911,0.0053058295,-5.25388590991497,0.2533860853873193,0.15,662.02,20.15360302
59,120832,124,971,0.1282958984375,-0.011836442456115037,0.870577871799469,232,0.0002470304,0.06359633803367615,0.00617483,-5.260029569268227,0.2665386046282947,0.15,660.91,20.203186340000002
60,122880,126,970,0.15869140625,-0.009774292790098116,0.883323073387146,236,0.0002469792,0.039729923009872437,0.0070648002,-5.244762077927589,0.22087780898436904,0.15,652.23,20.17170183
61,124928,128,970,0.195068359375,-0.008993932293378748,0.8498507738113403,240,0.000246928,0.026271499693393707,0.0086377105,-5.233484551310539,0.3084631245583296,0.15,653.16,20.2786434
62,126976,130,970,0.1641845703125,-0.010733871094998904,0.8489783406257629,244,0.0002468768,0.06697721779346466,0.0071779424,-5.2020513862371445,0.30186589155346155,0.15,646.53,20.25681563
63,129024,133,969,0.19677734375,-0.009064818106708117,0.8919792175292969,248,0.00024682560000000004,0.008927963674068451,0.007079268,-5.1984266340732574,0.2078424240462482,0.15,644.07,20.25260745
64,131072,135,968,0.137939453125,-0.013805322058033198,0.9106144905090332,252,0.00024677440000000003,0.003266960382461548,0.007512096,-5.2008171528577805,0.21180356852710247,0.15,641.87,20.683457670000003
65,133120,137,968,0.14013671875,-0.01170606074447278,0.928705096244812,256,0.00024672320000000003,0.029563017189502716,0.004816863,-5.156243100762367,0.19717805739492178,0.15,638.19,20.730639850000003
66,135168,139,968,0.1405029296875,-0.011310553090879694,0.905966579914093,260,0.000246672,0.007463932037353516,0.0068170973,-5.168287426233292,0.20997959841042757,0.15,634.95,20.91286372
67,137216,141,969,0.1656494140625,-0.014162852487061173,0.9076578617095947,264,0.0002466208,0.007308498024940491,0.009078008,-5.21054382622242,0.20726072555407882,0.15,634.95,20.91286372
68,139264,143,968,0.1624755859375,-0.01001275613089092,0.8775443434715271,268,0.0002465696,0.02844773232936859,0.006712721,-5.2799713760614395,0.2438767426647246,0.15,626.14,21.03880247
69,141312,145,968,0.14794921875,-0.010754018832813017,0.9110180139541626,272,0.0002465184,-0.007829517126083374,0.008057001,-5.241790279746056,0.21568036219105124,0.15,621.62,20.976763759999997
70,143360,147,969,0.1380615234375,-0.009844209576840512,0.9166207909584045,276,0.0002464672,0.01670641452074051,0.006611781,-5.157785430550575,0.23558620549738407,0.15,618.06,21.124456149999997
71,145408,150,969,0.09423828125,-0.010609427918097936,0.9328749179840088,280,0.000246416,0.017331905663013458,0.005590153,-5.201731324195862,0.20371301099658012,0.15,615.9,21.032745180000003
72,147456,152,969,0.125244140625,-0.005072807281976566,0.8501978516578674,284,0.0002463648,0.0534372515976429,0.004530448,-5.186302796006203,0.2582763941027224,0.15,606.45,20.911139119999998
73,149504,154,969,0.1739501953125,-0.01241691506584175,0.9363899230957031,288,0.0002463136,-0.0014345422387123108,0.0075289286,-5.198500335216522,0.16461928864009678,0.15,606.45,20.911139119999998
74,151552,156,969,0.120361328125,-0.00729065720224753,0.8950609564781189,292,0.0002462624,0.027336232364177704,0.0065795295,-5.127887010574341,0.20571560179814696,0.15,605.11,21.25309995
75,153600,158,968,0.13818359375,-0.008877639193087816,0.9123952984809875,296,0.0002462112,0.028533868491649628,0.0060964995,-5.189091667532921,0.27190375979989767,0.15,606.16,21.423896499999998
76,155648,160,968,0.1583251953125,-0.00883393461117521,0.924450695514679,300,0.00024616,-0.009257454425096512,0.006999948,-5.110055387020111,0.17314939317293465,0.15,603.18,21.342550590000002
77,157696,162,968,0.15966796875,-0.00968852908408735,0.8983857035636902,304,0.0002461088,0.0024975910782814026,0.00796059,-5.176814690232277,0.19204021245241165,0.15,601.85,21.441193070000004
78,159744,164,968,0.1490478515625,-0.009785713045857847,0.8870258927345276,308,0.0002460576,0.017133913934230804,0.0062032873,-5.314635708928108,0.20957356365397573,0.15,599.09,21.57919521
79,161792,167,968,0.161376953125,-0.011193630125490017,0.8915401697158813,312,0.00024600640000000003,0.024754129350185394,0.0068054833,-5.262630224227905,0.24790020985528827,0.15,597.03,21.57028153
80,163840,169,968,0.1461181640625,-0.010932937264442444,0.9408179521560669,316,0.0002459552,0.014062248170375824,0.007990203,-5.215374454855919,0.21790945017710328,0.15,598.59,21.71217826
81,165888,171,967,0.1141357421875,-0.010360026833950542,0.9142802357673645,320,0.000245904,-0.008480846881866455,0.0054847375,-5.164810359477997,0.2125089354813099,0.15,600.15,21.868648780000004
82,167936,173,966,0.137451171875,-0.01140312134521082,0.8895494341850281,324,0.0002458528,0.01760368049144745,0.0060006697,-5.230560675263405,0.23803482297807932,0.15,600.41,21.87821553
83,169984,175,967,0.1719970703125,-0.012412867392413318,0.8973928689956665,328,0.0002458016,-0.005188740789890289,0.0074819755,-5.210949897766113,0.21579541685059667,0.15,597.73,21.861393270000004
84,172032,177,967,0.178955078125,-0.011947550330660306,0.9032249450683594,332,0.0002457504,0.0069211870431900024,0.007832149,-5.2237376272678375,0.2453490379266441,0.15,598.7,21.90910583
85,174080,179,967,0.145751953125,-0.011284145075478591,0.9339006543159485,336,0.0002456992,0.013774372637271881,0.0063983803,-5.184678986668587,0.19753136206418276,0.15,600.47,22.059683229999997
86,176128,182,967,0.1197509765625,-0.011377180737326853,0.910875141620636,340,0.000245648,0.02087847888469696,0.00683798,-5.176494151353836,0.2154649249278009,0.15,601.41,22.278162930000004
87,178176,184,967,0.14453125,-0.014849336876068264,0.9405271410942078,344,0.0002455968,0.0020274296402931213,0.00796552,-5.202989265322685,0.18099744548089802,0.15,596.81,22.1851409
88,180224,186,966,0.1376953125,-0.012050986915710382,0.9234249591827393,348,0.0002455456,0.03275226056575775,0.0058193146,-5.1950038224458694,0.20661901030689478,0.15,595.37,22.193720880000004
89,182272,188,966,0.136962890625,-0.013577411533333361,0.9363011121749878,352,0.0002454944,-0.007484897971153259,0.007732994,-5.212949231266975,0.15690466784872115,0.15,597.74,22.354380249999995
90,184320,190,966,0.119873046875,-0.012001779570709914,0.9124451279640198,356,0.0002454432,0.018576905131340027,0.005342021,-5.2267899215221405,0.25371688418090343,0.15,601.17,22.563877249999997
91,186368,192,966,0.1119384765625,-0.012156088443589397,0.9284319877624512,360,0.000245392,0.026214174926280975,0.006065485,-5.1479935348033905,0.22385889710858464,0.15,599.71,22.608667539999995
92,188416,195,966,0.1248779296875,-0.013859272890840657,0.8808175921440125,364,0.0002453408,0.030474424362182617,0.006161109,-5.196749150753021,0.26785108214244246,0.15,604.39,22.924885339999996
93,190464,197,966,0.1290283203125,-0.010063341294880956,0.9024341702461243,368,0.0002452896,0.03334065526723862,0.008560678,-5.16729311645031,0.22499958775006235,0.15,602.91,22.86327549
94,192512,199,965,0.1439208984375,-0.011773320700740442,0.9197440147399902,372,0.0002452384,0.023092269897460938,0.0073891105,-5.158795461058617,0.23278689943253994,0.15,599.59,22.66055877000001
95,194560,201,966,0.1444091796875,-0.012183399143395945,0.9116364121437073,376,0.0002451872,0.023251906037330627,0.0074652527,-5.112069383263588,0.23367616115137935,0.15,594.97,22.531919809999994
96,196608,203,965,0.1375732421875,-0.01045274647185579,0.9170201420783997,380,0.000245136,0.027736544609069824,0.0075500514,-5.096784055233002,0.22386225406080484,0.15,598.42,22.64545767
97,198656,205,965,0.128173828125,-0.011546917434316128,0.8876193165779114,384,0.0002450848,0.061335593461990356,0.0065402985,-5.1461948454380035,0.28448088513687253,0.15,600.84,22.910165290000005
98,200704,207,965,0.13623046875,-0.013171552738640457,0.9152829051017761,388,0.0002450336,0.00714893639087677,0.009179706,-5.1356373727321625,0.22115910844877362,0.15,600.22,22.91648735
99,202752,209,965,0.1099853515625,-0.01119527019909583,0.9307719469070435,392,0.0002449824,0.023160964250564575,0.0051654894,-5.0340182185173035,0.18450292851775885,0.15,602.99,23.177082249999998
100,204800,212,965,0.167724609375,-0.0156661533692386,0.9026453495025635,396,0.0002449312,-0.00547461211681366,0.007994371,-5.155247122049332,0.19545636791735888,0.15,603.7,23.167255009999998
101,206848,214,965,0.190185546875,-0.012320322712184861,0.938804566860199,400,0.00024488,-0.021042250096797943,0.007504533,-5.157045409083366,0.15595707297325134,0.15,603.79,23.320299470000005
102,208896,216,965,0.16064453125,-0.010921372915618122,0.8882153630256653,404,0.0002448288,0.008009031414985657,0.0075283754,-5.170519337058067,0.25791043508797884,0.15,603.2,23.317756629999998
103,210944,218,965,0.1627197265625,-0.012986833811737597,0.9270943403244019,408,0.0002447776,0.037713609635829926,0.0073391367,-5.084882229566574,0.24604770727455616,0.15,600.94,23.19633542
104,212992,220,964,0.1488037109375,-0.015474459636607207,0.9271312952041626,412,0.00024472640000000004,-0.010713286697864532,0.007302374,-5.131813123822212,0.1950562377460301,0.15,593.87,22.989962430000002
105,215040,222,964,0.15673828125,-0.013786323950625956,0.9004275798797607,416,0.00024467520000000004,0.002787642180919647,0.00832729,-5.174829483032227,0.19265721552073956,0.15,594.22,23.12048634
106,217088,225,964,0.20458984375,-0.015277569182217121,0.9237034320831299,420,0.00024462400000000003,0.02626854181289673,0.008507537,-5.111706405878067,0.2619794011116028,0.15,597.07,23.185561829999997
107,219136,227,964,0.1339111328125,-0.015306117275031283,0.9497657418251038,424,0.00024457280000000003,-0.026496581733226776,0.006744561,-5.137829050421715,0.14161296491511166,0.15,597.26,23.134747640000004
108,221184,229,964,0.1666259765625,-0.015267724316800013,0.8793493509292603,428,0.00024452160000000003,0.02460772544145584,0.008069236,-5.177444368600845,0.21468174923211336,0.15,599.58,23.463876459999998
109,223232,231,964,0.188720703125,-0.015546998503850773,0.941373884677887,432,0.0002444704,-0.002656295895576477,0.008103985,-5.107075080275536,0.17159824375994503,0.15,598.28,23.480550980000004
110,225280,233,964,0.1644287109375,-0.013346012099646032,0.9232575297355652,436,0.0002444192,0.02448827028274536,0.007544359,-5.034479856491089,0.2302989950403571,0.15,598.54,23.44974059
111,227328,235,964,0.1751708984375,-0.007993742474354804,0.9157859086990356,440,0.000244368,0.02514152228832245,0.008074379,-5.044378936290741,0.21753786876797676,0.15,600.28,23.538959900000005
112,229376,237,964,0.17138671875,-0.012462385071557947,0.9230793714523315,444,0.0002443168,0.0027178749442100525,0.0072730957,-5.040954813361168,0.2258724714629352,0.15,597.62,23.513607269999987
113,231424,240,964,0.159423828125,-0.013751582417171448,0.9470879435539246,448,0.0002442656,0.01081346720457077,0.008639192,-5.09807251393795,0.18095791339874268,0.15,602.66,23.7788269
114,233472,242,964,0.1903076171875,-0.014996766461990774,0.942925214767456,452,0.0002442144,-0.0003337487578392029,0.008204837,-5.10930010676384,0.18845157511532307,0.15,601.39,23.763061269999998
115,235520,244,963,0.163818359375,-0.014974105433793738,0.9151340126991272,456,0.0002441632,0.00669456273317337,0.008281323,-5.140840247273445,0.20591117488220334,0.15,600.37,23.71632102
116,237568,246,963,0.1676025390625,-0.01298930068151094,0.925368070602417,460,0.000244112,0.06206607073545456,0.00849701,-5.11637656390667,0.2670890702866018,0.15,601.82,23.710544950000003
117,239616,248,963,0.1661376953125,-0.008626544789876789,0.9436965584754944,464,0.0002440608,0.026515990495681763,0.0061049843,-5.04352305829525,0.21126095298677683,0.15,604.2,23.81925698
118,241664,250,963,0.169677734375,-0.013834706565830857,0.9440682530403137,468,0.0002440096,0.02908909320831299,0.008022362,-4.935978442430496,0.2013449219521135,0.15,604.43,23.92435351
119,243712,252,963,0.172119140625,-0.013625458930619061,0.9258726239204407,472,0.00024395839999999998,-0.0036218836903572083,0.0085625,-5.050094187259674,0.16808522725477815,0.15,604.76,23.91812928
120,245760,255,963,0.1788330078125,-0.01354979001916945,0.8651223182678223,476,0.0002439072,0.012468881905078888,0.008254223,-5.166987776756287,0.21108134742826223,0.15,605.56,24.028356030000005
121,247808,257,963,0.1422119140625,-0.013139160058926791,0.9495935440063477,480,0.000243856,0.04136628657579422,0.008429065,-5.046331971883774,0.2149667013436556,0.15,605.5,23.998888150000003
122,249856,259,963,0.2034912109375,-0.016746829060139135,0.9642159342765808,484,0.0002438048,-0.017025649547576904,0.010832573,-5.006695002317429,0.1448273656424135,0.15,605.5,23.998888150000003
123,251904,261,963,0.188232421875,-0.013634540315251797,0.9022236466407776,488,0.0002437536,0.02949334681034088,0.008593028,-4.9802224189043045,0.2563639706932008,0.15,610.92,24.159392549999993
124,253952,263,963,0.201171875,-0.01636440769652836,0.9181647300720215,492,0.0002437024,0.011164382100105286,0.009612941,-5.031038612127304,0.23048551240935922,0.15,609.37,24.034157949999997
125,256000,265,963,0.15869140625,-0.013712280357140116,0.9287917613983154,496,0.00024365120000000002,-0.028122514486312866,0.0069738366,-5.055103957653046,0.18489655992016196,0.15,606.73,23.970423620000002
126,258048,267,963,0.167724609375,-0.013627975160488859,0.9494858384132385,500,0.0002436,0.02730415016412735,0.009856621,-4.971999287605286,0.19686542637646198,0.15,607.47,23.98778155
127,260096,270,963,0.1400146484375,-0.01230681748711504,0.9101964831352234,504,0.0002435488,0.021775782108306885,0.008095119,-5.0788571536540985,0.2307049329392612,0.15,605.25,23.890670630000002
128,262144,272,963,0.177978515625,-0.013393927278229967,0.9196723103523254,508,0.0002434976,0.005018763244152069,0.008065425,-5.085693210363388,0.1998498383909464,0.15,608.44,24.028537490000005
129,264192,274,963,0.2115478515625,-0.015155536762904376,0.9297519326210022,512,0.0002434464,-0.002494499087333679,0.010145268,-5.0761802941560745,0.17995690554380417,0.15,606.47,24.111589170000002
130,266240,276,963,0.20458984375,-0.01236063355463557,0.940972626209259,516,0.00024339520000000002,-0.021346889436244965,0.008018233,-5.012640580534935,0.17322001932188869,0.15,608.45,24.166531260000003
131,268288,278,963,0.156982421875,-0.01514016673900187,0.9198964238166809,520,0.00024334400000000002,0.009322606027126312,0.008097179,-5.014108791947365,0.23381321178749204,0.15,611.04,24.13437386
132,270336,280,963,0.1444091796875,-0.014919386332621798,0.93854820728302,524,0.00024329280000000002,-0.009555697441101074,0.008526585,-5.075056403875351,0.15780200739391148,0.15,616.3,24.251257430000006
133,272384,282,963,0.1768798828125,-0.0126790815993445,0.9216001629829407,528,0.0002432416,-0.023221656680107117,0.008515707,-5.0381850451231,0.16684462316334248,0.15,614.78,24.095859669999996
134,274432,284,963,0.1658935546875,-0.014352832571603358,0.9527267217636108,532,0.0002431904,-0.02016834169626236,0.008661866,-5.0223463624715805,0.15812488761730492,0.15,617.72,24.2941053
135,276480,287,962,0.2080078125,-0.015296111407224089,0.9445101022720337,536,0.0002431392,-0.016006313264369965,0.007900061,-4.955768555402756,0.1705155810341239,0.15,621.28,24.467385709999995
136,278528,289,963,0.17431640625,-0.013783248650725,0.9065115451812744,540,0.000243088,-0.008168458938598633,0.008748793,-5.065722748637199,0.18957019597291946,0.15,617.31,24.31538054
137,280576,291,963,0.1455078125,-0.017136120470240712,0.9315040707588196,544,0.0002430368,-0.004170015454292297,0.008643468,-5.011134043335915,0.16404262301512063,0.15,611.84,24.071529560000002
138,282624,293,963,0.147216796875,-0.015897078963462263,0.9396460652351379,548,0.0002429856,-0.000260770320892334,0.0076978803,-4.969885528087616,0.19197279401123524,0.15,607.77,23.92685501
139,284672,295,963,0.194580078125,-0.017201730399392545,0.965721607208252,552,0.0002429344,-0.02034076303243637,0.0098521,-4.999063014984131,0.12063028360716999,0.15,609.61,23.94936778
140,286720,297,963,0.17138671875,-0.012602144997799769,0.9384434819221497,556,0.00024288319999999999,-0.011105194687843323,0.007427238,-4.900501027703285,0.16503108385950327,0.15,607.29,23.885582809999995
141,288768,299,963,0.203125,-0.01865090425417293,0.8675841689109802,560,0.000242832,0.014546915888786316,0.009983785,-5.028526559472084,0.22124251537024975,0.15,605.8,23.825044119999994
142,290816,302,962,0.1717529296875,-0.016818855103338137,0.9432027339935303,564,0.0002427808,-0.0188768170773983,0.008291099,-4.971929535269737,0.1456455965526402,0.15,614.16,24.267129360000002
143,292864,304,962,0.176513671875,-0.01526130321144592,0.9505544900894165,568,0.0002427296,-0.03470763564109802,0.009192975,-5.013320818543434,0.13846379751339555,0.15,613.24,24.19132501
144,294912,306,962,0.1793212890625,-0.01611825035070069,0.9514808654785156,572,0.0002426784,-0.025296486914157867,0.009569472,-4.9108854085206985,0.14712594100274146,0.15,613.84,24.21480329
145,296960,308,962,0.1942138671875,-0.0163661621772917,0.9309438467025757,576,0.0002426272,0.005056366324424744,0.010139454,-4.946261391043663,0.1858741962350905,0.15,612.53,24.150986180000004
146,299008,310,962,0.1832275390625,-0.015767267846968025,0.9316784739494324,580,0.00024257600000000002,-0.007203623652458191,0.009387649,-4.999590650200844,0.15871885255910456,0.15,611.82,24.149074959999997
