time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/learning_rate,train/loss,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
1057,2164736,2261,957,0.2786865234375,-0.03274526749737561,0.9306238889694214,4224,0.00019593279999999998,-0.028404176235198975,0.019600186,-3.8440517634153366,0.21269151382148266,0.15,887.21,42.33025134
1058,2166784,2263,957,0.2716064453125,-0.031127698079217225,0.9345622062683105,4228,0.0001958816,-0.041889727115631104,0.020993201,-3.953534483909607,0.16016508964821696,0.15,881.59,42.132357869999986
1059,2168832,2265,957,0.243896484375,-0.02226946323935408,0.9212755560874939,4232,0.00019583040000000003,0.044008769094944,0.017820286,-4.107345312833786,0.25145005621016026,0.15,880.98,42.17029350999999
1060,2170880,2267,957,0.2625732421875,-0.034588422800879925,0.958229660987854,4236,0.0001957792,-0.0375901460647583,0.019998316,-4.181776404380798,0.19373488752171397,0.15,888.34,42.376962469999995
1061,2172928,2269,957,0.2772216796875,-0.03431163713685237,0.9667037725448608,4240,0.00019572800000000002,-0.07262249290943146,0.021430418,-4.089478492736816,0.11591449985280633,0.15,889.75,42.499095559999994
1062,2174976,2272,957,0.255859375,-0.025253938598325476,0.9299644827842712,4244,0.0001956768,-0.007578849792480469,0.018944371,-4.169297978281975,0.25083681335672736,0.15,892.44,42.568902959999996
1063,2177024,2274,957,0.2579345703125,-0.029793080931995064,0.9487631916999817,4248,0.0001956256,-0.021633461117744446,0.020882834,-4.163770645856857,0.2259435523301363,0.15,899.1,42.92705273999999
1064,2179072,2276,957,0.26806640625,-0.029919007603893988,0.9598625898361206,4252,0.0001955744,-0.05004103481769562,0.019341946,-4.01668094843626,0.16298362310044467,0.15,902.56,43.11354307
1065,2181120,2278,957,0.268798828125,-0.03301101113902405,0.9768937826156616,4256,0.0001955232,-0.059063151478767395,0.020642925,-4.065281853079796,0.10808642418123782,0.15,898.86,42.93378916999999
1066,2183168,2280,957,0.276611328125,-0.030004617816302925,0.9454264640808105,4260,0.000195472,-0.003023482859134674,0.018849727,-4.08392146229744,0.22764304094016552,0.15,898.6,42.8596642
1067,2185216,2282,957,0.226806640625,-0.02471588068874553,0.9562265872955322,4264,0.0001954208,0.039822809398174286,0.013551109,-4.047014445066452,0.2365001430734992,0.15,900.91,43.004159089999995
1068,2187264,2285,957,0.2724609375,-0.02768932811159175,0.9498445987701416,4268,0.00019536960000000002,-0.01354033499956131,0.018762272,-4.0204300582408905,0.22621527523733675,0.15,903.08,43.07488423999999
1069,2189312,2287,957,0.225830078125,-0.025461842713411897,0.9224571585655212,4272,0.00019531840000000002,0.020432770252227783,0.016410608,-3.9944846108555794,0.29397547664120793,0.15,906.45,43.333733949999996
1070,2191360,2289,957,0.2293701171875,-0.023180071962997317,0.9219467639923096,4276,0.0001952672,0.03159012645483017,0.014189632,-4.062329359352589,0.2933475589379668,0.15,905.46,43.307216749999995
1071,2193408,2291,957,0.2255859375,-0.02439995587337762,0.9170916676521301,4280,0.000195216,-0.012483522295951843,0.0153156705,-4.035166569054127,0.2387178880162537,0.15,906.25,43.35833136999999
1072,2195456,2293,957,0.2662353515625,-0.034063997241901234,0.9359564185142517,4284,0.0001951648,-0.04299888014793396,0.019466728,-4.258107855916023,0.17134004808031023,0.15,909.2,43.715025559999994
1073,2197504,2295,957,0.307861328125,-0.028862266306532547,0.9530472755432129,4288,0.0001951136,-0.04923124611377716,0.021893864,-4.228525832295418,0.16289943107403815,0.15,920.95,44.16909955
1074,2199552,2297,957,0.28857421875,-0.029371185053605586,0.9428721070289612,4292,0.0001950624,-0.007545143365859985,0.022695493,-4.197440326213837,0.25366581743583083,0.15,926.05,44.46530231
1075,2201600,2299,957,0.2235107421875,-0.028733403189107776,0.9435502290725708,4296,0.0001950112,-0.0003879666328430176,0.017540269,-4.188053116202354,0.2610901929438114,0.15,933.38,44.98791785
1076,2203648,2302,957,0.2369384765625,-0.02805166839971207,0.9597276449203491,4300,0.00019496,0.00509054958820343,0.01603467,-3.9779985025525093,0.24319585505872965,0.15,937.16,45.189057240000004
1077,2205696,2304,957,0.2923583984375,-0.029792881075991318,0.9035446643829346,4304,0.00019490879999999999,-0.0028942450881004333,0.018377617,-4.02410489320755,0.2715924377553165,0.15,936.81,45.20589244000001
1078,2207744,2306,957,0.2669677734375,-0.03355509613174945,0.9397935271263123,4308,0.0001948576,-0.04361528158187866,0.020042248,-4.103846773505211,0.16997398133389652,0.15,930.64,45.09183765000001
1079,2209792,2308,957,0.2607421875,-0.028574925803695805,0.9359466433525085,4312,0.0001948064,0.009551674127578735,0.017873896,-4.074562273919582,0.25622569816187024,0.15,940.27,45.63123894000001
1080,2211840,2310,957,0.2652587890625,-0.03449551749508828,0.9529691338539124,4316,0.00019475520000000003,-0.04218975827097893,0.020374317,-4.083215638995171,0.2015699080657214,0.15,939.34,45.53791826
1081,2213888,2312,957,0.2716064453125,-0.02915459411451593,0.9456853270530701,4320,0.000194704,-0.018507853150367737,0.01725189,-4.080189295113087,0.2044739476405084,0.15,939.34,45.53791826
1082,2215936,2314,957,0.280029296875,-0.03530184880946763,0.9340736865997314,4324,0.00019465280000000002,-0.054881613701581955,0.022280857,-4.0533924624323845,0.15097215888090432,0.15,935.85,45.44261656
1083,2217984,2317,957,0.2774658203125,-0.02284788782708347,0.9508094787597656,4328,0.0001946016,0.014957726001739502,0.015841462,-4.1635250598192215,0.23374449228867888,0.15,937.76,45.63131476
1084,2220032,2319,957,0.2843017578125,-0.02985773578984663,0.967119038105011,4332,0.0001945504,-0.04891054332256317,0.020530738,-4.024491935968399,0.187644864898175,0.15,937.76,45.63131476
1085,2222080,2321,957,0.290283203125,-0.03245965103269555,0.9273657202720642,4336,0.00019449919999999998,-0.035469017922878265,0.020968158,-4.011925980448723,0.20189633290283382,0.15,937.3,45.671899630000006
1086,2224128,2323,957,0.22802734375,-0.026806277746800333,0.9232702255249023,4340,0.000194448,-0.03296302258968353,0.0178568,-4.021922521293163,0.19168907450512052,0.15,941.47,45.8504242
1087,2226176,2325,957,0.245361328125,-0.029695194330997765,0.9337623119354248,4344,0.0001943968,-0.024474285542964935,0.01861946,-4.041936807334423,0.1855953827034682,0.15,945.77,46.091082109999995
1088,2228224,2327,957,0.27880859375,-0.029305431729881093,0.9539096355438232,4348,0.0001943456,-0.021214284002780914,0.01787271,-4.1487424820661545,0.19243173440918326,0.15,950.52,46.36741767
1089,2230272,2329,957,0.23583984375,-0.024040202668402344,0.9534595608711243,4352,0.00019429440000000002,-0.010142318904399872,0.017515711,-3.9335750564932823,0.21114059258252382,0.15,949.73,46.35686376
1090,2232320,2331,957,0.2723388671875,-0.03525515405635815,0.9393972158432007,4356,0.00019424320000000002,-0.0433642715215683,0.020991797,-4.071488507091999,0.18020138796418905,0.15,946.93,46.339539650000006
1091,2234368,2333,957,0.264892578125,-0.030114938301267102,0.9327799081802368,4360,0.00019419200000000001,0.020722001791000366,0.018960297,-4.044344030320644,0.26892588706687093,0.15,947.1,46.370049800000004
1092,2236416,2336,957,0.247314453125,-0.023586664552567527,0.9249957799911499,4364,0.0001941408,-0.032210253179073334,0.014713473,-4.162588536739349,0.21214727452024817,0.15,961.95,47.06077202999999
1093,2238464,2338,957,0.2672119140625,-0.025365498193423264,0.9619196653366089,4368,0.0001940896,-0.019562065601348877,0.021822238,-4.154047608375549,0.21032521803863347,0.15,957.08,46.99802190999999
1094,2240512,2340,957,0.2796630859375,-0.027322967594955117,0.938845157623291,4372,0.0001940384,-0.009847193956375122,0.01859443,-4.193269446492195,0.23753251926973462,0.15,957.08,46.99802190999999
1095,2242560,2342,957,0.2685546875,-0.035985742608318105,0.9721084237098694,4376,0.0001939872,-0.07769197970628738,0.021152847,-4.127110868692398,0.10862145270220935,0.15,958.85,47.106610819999986
1096,2244608,2344,957,0.2510986328125,-0.029517041926737875,0.9511417746543884,4380,0.000193936,0.004249557852745056,0.021409437,-4.148239120841026,0.22977869119495153,0.15,965.66,47.37094773
1097,2246656,2346,957,0.2412109375,-0.032670816144673154,0.96396404504776,4384,0.0001938848,-0.02462226152420044,0.018945886,-4.076915204524994,0.18843148741871119,0.15,960.79,47.15443737999999
1098,2248704,2349,957,0.2933349609375,-0.03288763208547607,0.951901376247406,4388,0.0001938336,-0.0403863862156868,0.022137918,-4.069290280342102,0.19413221324793994,0.15,961.13,47.16433555
1099,2250752,2351,957,0.230224609375,-0.025741124234627932,0.9469468593597412,4392,0.0001937824,0.008763305842876434,0.017112918,-3.969423368573189,0.27646817453205585,0.15,961.13,47.16433555
1100,2252800,2353,957,0.2412109375,-0.02857245567429345,0.9467219114303589,4396,0.0001937312,-0.014054611325263977,0.016880233,-4.105964109301567,0.22023561876267195,0.15,962.01,47.26181107
1101,2254848,2355,957,0.242431640625,-0.02926854648103472,0.9616578221321106,4400,0.00019368,-0.04212215170264244,0.018170133,-4.134645238518715,0.15199971524998546,0.15,962.62,47.26151769
1102,2256896,2357,957,0.300537109375,-0.035396768085774966,0.954025149345398,4404,0.0001936288,-0.06241917982697487,0.02450385,-4.167778640985489,0.15294599439948797,0.15,957.05,47.14359176000001
1103,2258944,2359,957,0.2760009765625,-0.03417835879372433,0.9643042683601379,4408,0.00019357760000000002,-0.05894238501787186,0.020717561,-4.174722880125046,0.1350113519001752,0.15,954.24,47.088323960000004
1104,2260992,2361,957,0.23779296875,-0.02786421886412427,0.9548662304878235,4412,0.0001935264,-0.04177962616086006,0.016913071,-4.165561825037003,0.1791391687002033,0.15,960.78,47.35400658000001
1105,2263040,2363,957,0.2777099609375,-0.0354965589067433,0.9698717594146729,4416,0.00019347520000000001,-0.04343406856060028,0.023003714,-4.10164238512516,0.16390297538600862,0.15,963.68,47.46345791000001
1106,2265088,2366,957,0.26123046875,-0.030537016777088866,0.9668894410133362,4420,0.00019342399999999998,-0.030365154147148132,0.020037353,-3.954865224659443,0.18107415130361915,0.15,964.06,47.49469362
1107,2267136,2368,957,0.25439453125,-0.02970575276413001,0.9402045011520386,4424,0.0001933728,-0.010760262608528137,0.01812594,-3.929302863776684,0.21377776889130473,0.15,966.13,47.64512221999999
1108,2269184,2370,957,0.25244140625,-0.02467878660536371,0.9330517649650574,4428,0.0001933216,0.00012439489364624023,0.016843136,-3.9106263518333435,0.2180591314099729,0.15,968.36,47.68047404000001
1109,2271232,2372,957,0.3115234375,-0.030693073160364293,0.9118698835372925,4432,0.00019327040000000003,0.0052185505628585815,0.02566351,-3.8627827391028404,0.2690791287459433,0.15,967.18,47.77172227000001
1110,2273280,2374,957,0.2908935546875,-0.029564292868599296,0.9533858895301819,4436,0.00019321920000000002,-0.02576279640197754,0.020892017,-4.0828860849142075,0.19427189882844687,0.15,966.02,47.893703560000006
1111,2275328,2376,957,0.248046875,-0.027307701253448613,0.9425110816955566,4440,0.00019316800000000002,-0.019220195710659027,0.021394957,-4.07015335559845,0.23415480321273208,0.15,969.74,48.12551286
1112,2277376,2378,957,0.292724609375,-0.035156314974301495,0.979754626750946,4444,0.00019311680000000001,-0.058147087693214417,0.02086562,-3.9870676770806313,0.12191098369657993,0.15,969.17,48.20808126
1113,2279424,2380,957,0.267822265625,-0.03232345299329609,0.9492188692092896,4448,0.0001930656,-0.03343891352415085,0.020061031,-3.914709150791168,0.2057151710614562,0.15,970.03,48.24341326
1114,2281472,2382,957,0.300048828125,-0.027978629106655717,0.9187347888946533,4452,0.0001930144,0.005491815507411957,0.020393757,-3.9656509086489677,0.25471154879778624,0.15,977.94,48.56077980999999
1115,2283520,2385,957,0.2750244140625,-0.025444878250709735,0.9379456043243408,4456,0.0001929632,-0.009832009673118591,0.020210564,-3.888181120157242,0.24467409495264292,0.15,972.95,48.340851269999995
1116,2285568,2387,957,0.2686767578125,-0.025804867676924914,0.9168484807014465,4460,0.000192912,-0.020163752138614655,0.017900292,-3.994686484336853,0.2787928869947791,0.15,977.75,48.63887677999999
1117,2287616,2389,957,0.3106689453125,-0.03457479702774435,0.9493738412857056,4464,0.0001928608,-0.01977357268333435,0.022167154,-3.9979553297162056,0.23305199155583978,0.15,978.17,48.62957065
1118,2289664,2391,957,0.27490234375,-0.035148766764905304,0.9670743942260742,4468,0.0001928096,-0.0498688742518425,0.02404707,-3.805449239909649,0.12192023545503616,0.15,973.79,48.354403270000006
1119,2291712,2393,957,0.2633056640625,-0.029593400307931006,0.957897961139679,4472,0.0001927584,-0.027538634836673737,0.018773004,-3.932422585785389,0.2215542416088283,0.15,973.79,48.354403270000006
1120,2293760,2395,957,0.2545166015625,-0.026076111098518595,0.9489468336105347,4476,0.0001927072,-0.032754458487033844,0.016732188,-3.9093120843172073,0.16741841053590178,0.15,973.79,48.354403270000006
1121,2295808,2397,957,0.2821044921875,-0.025239590322598815,0.8797157406806946,4480,0.000192656,0.01602594554424286,0.022552725,-3.9164614975452423,0.24891931610181928,0.15,968.39,48.18722461
1122,2297856,2400,957,0.2686767578125,-0.029794702859362587,0.8906158804893494,4484,0.0001926048,-0.04458349943161011,0.020038849,-4.128779903054237,0.1876973258331418,0.15,970.32,48.55408109999999
1123,2299904,2402,957,0.2725830078125,-0.03045764096896164,0.9725845456123352,4488,0.0001925536,-0.05949298292398453,0.022564456,-4.067488297820091,0.15557065466418862,0.15,968.3,48.28784512
1124,2301952,2404,957,0.2235107421875,-0.03056004678364843,0.9706060886383057,4492,0.0001925024,-0.03927376866340637,0.016634166,-3.8994732350111008,0.17793924896977842,0.15,966.39,48.21841327
1125,2304000,2406,957,0.26025390625,-0.03469742927700281,0.9697285294532776,4496,0.0001924512,-0.04754521697759628,0.017863128,-3.7540352419018745,0.14965523988939822,0.15,968.15,48.25663206
1126,2306048,2408,957,0.2945556640625,-0.0294434716925025,0.9441970586776733,4500,0.00019240000000000001,-0.038366857916116714,0.020650484,-3.6777030751109123,0.19272597995586693,0.15,971.95,48.38980052
1127,2308096,2410,957,0.2548828125,-0.027839259477332234,0.9104025959968567,4504,0.00019234879999999998,0.008319810032844543,0.018949367,-3.816740058362484,0.2822887981310487,0.15,970.27,48.35538354000001
1128,2310144,2413,957,0.2618408203125,-0.02949002651439514,0.9021462202072144,4508,0.0001922976,-0.0005149692296981812,0.02042888,-3.849760562181473,0.2736584316007793,0.15,971.76,48.52637067
1129,2312192,2415,957,0.27099609375,-0.03473355190362781,0.9552676677703857,4512,0.00019224639999999998,-0.047066736966371536,0.019588143,-4.04362178593874,0.16383972484618425,0.15,974.89,48.73807773000001
1130,2314240,2417,957,0.2789306640625,-0.03136642344179563,0.9379785656929016,4516,0.00019219520000000003,-0.030893519520759583,0.022865104,-3.9869663193821907,0.1938174096867442,0.15,974.16,48.75273864
1131,2316288,2419,957,0.263427734375,-0.0325857674179133,0.9545514583587646,4520,0.00019214400000000002,0.005013912916183472,0.01797211,-4.052908085286617,0.21861001336947083,0.15,972.09,48.67353343
1132,2318336,2421,957,0.262939453125,-0.02993737580254674,0.9700580835342407,4524,0.00019209280000000002,-0.05531185120344162,0.018139055,-3.957160033285618,0.1564711588434875,0.15,973.38,48.877633229999994
1133,2320384,2423,957,0.2762451171875,-0.023328631679760292,0.9416689872741699,4528,0.00019204160000000001,0.06725633144378662,0.020073205,-3.8557321950793266,0.2832315843552351,0.15,973.38,48.877633229999994
1134,2322432,2425,957,0.2406005859375,-0.028828698152210563,0.9436293244361877,4532,0.0001919904,-0.024235352873802185,0.017530108,-3.731644682586193,0.18637641286477447,0.15,975.06,48.912875249999985
1135,2324480,2428,957,0.27978515625,-0.028188632044475526,0.914574384689331,4536,0.0001919392,0.05065986514091492,0.020388078,-3.8707337602972984,0.2546406686306,0.15,975.06,48.912875249999985
1136,2326528,2430,957,0.2742919921875,-0.03475109599821735,0.953023374080658,4540,0.000191888,-0.05643388256430626,0.02256456,-3.810907371342182,0.13834985462017357,0.15,972.41,48.97048757999999
1137,2328576,2432,957,0.2623291015625,-0.02951487698010169,0.9218226671218872,4544,0.0001918368,-0.024304039776325226,0.021059353,-4.077675826847553,0.21388541138730943,0.15,971.52,48.952809159999994
1138,2330624,2434,957,0.295166015625,-0.03250094724353403,0.9509673118591309,4548,0.0001917856,-0.03767094761133194,0.023990272,-4.055399730801582,0.19845294579863548,0.15,969.5,49.13895328999999
1139,2332672,2436,957,0.2772216796875,-0.025824171752901748,0.958997368812561,4552,0.0001917344,-0.01757296919822693,0.020535145,-4.058853104710579,0.23592039081268013,0.15,971.75,49.403496059999995
1140,2334720,2439,957,0.2548828125,-0.03161421752884053,0.9670964479446411,4556,0.00019168320000000001,-0.0271424800157547,0.021171931,-3.9840464293956757,0.21132581867277622,0.15,971.75,49.403496059999995
1141,2336768,2441,957,0.26904296875,-0.02719900690135546,0.9213959574699402,4560,0.000191632,-0.014389529824256897,0.020459887,-3.740739919245243,0.24016942596063018,0.15,968.81,49.247283810000006
1142,2338816,2443,957,0.2899169921875,-0.027006499498384073,0.9329544901847839,4564,0.0001915808,0.04217617213726044,0.020974599,-3.8660965487360954,0.2764036082662642,0.15,961.82,48.987634230000005
1143,2340864,2445,957,0.219970703125,-0.026067857223097235,0.9175782799720764,4568,0.0001915296,0.03484392166137695,0.01631782,-3.9336481988430023,0.30375068029388785,0.15,957.29,48.79569058
1144,2342912,2447,957,0.240966796875,-0.02756112661154475,0.9409392476081848,4572,0.0001914784,0.010110795497894287,0.016354214,-3.840596318244934,0.23377465549856424,0.15,957.29,48.79569058
1145,2344960,2449,957,0.26904296875,-0.031504056765697896,0.9152246713638306,4576,0.0001914272,-0.027864530682563782,0.019914716,-4.013445347547531,0.17583607835695148,0.15,955.3,48.77376865
1146,2347008,2451,957,0.2796630859375,-0.03727602222352289,0.9449700117111206,4580,0.000191376,-0.039210524410009384,0.022977922,-4.02078814804554,0.18120949226431549,0.15,954.36,48.805711419999994
1147,2349056,2453,957,0.290771484375,-0.03436917888757307,0.9726902842521667,4584,0.00019132480000000002,-0.03984174132347107,0.02080193,-4.057731360197067,0.1468577035702765,0.15,953.65,48.76866270000001
1148,2351104,2456,957,0.25341796875,-0.03002046828623861,0.9613077640533447,4588,0.00019127359999999998,-0.02426879107952118,0.017126141,-4.008931718766689,0.16082762042060494,0.15,948.59,48.71417256999999
1149,2353152,2458,957,0.276611328125,-0.03242906027298886,0.9626386165618896,4592,0.0001912224,-0.021214105188846588,0.02136077,-3.843248263001442,0.1925367743242532,0.15,950.95,48.80626093000001
1150,2355200,2460,957,0.261474609375,-0.021005598653573543,0.8880789279937744,4596,0.00019117119999999998,0.0769885778427124,0.01609293,-4.079170316457748,0.3705247538164258,0.15,944.98,48.52548707000001
1151,2357248,2462,957,0.2349853515625,-0.029288441088283435,0.9413194060325623,4600,0.00019112000000000003,-0.009733282029628754,0.017408509,-3.9695093855261803,0.23433328699320555,0.15,942.36,48.55197345
1152,2359296,2464,957,0.2723388671875,-0.027459516742965207,0.9546802043914795,4604,0.0001910688,-0.009547591209411621,0.019417569,-3.9687532037496567,0.23955372581258416,0.15,936.18,48.30520674
1153,2361344,2466,957,0.2520751953125,-0.027034746191930026,0.937603771686554,4608,0.00019101760000000002,-0.002586551010608673,0.019641703,-3.984344333410263,0.2333903438411653,0.15,932.5,48.29474412
1154,2363392,2468,957,0.2698974609375,-0.02976910083089024,0.9364075660705566,4612,0.00019096640000000002,-0.05648477375507355,0.02046111,-4.016983442008495,0.16994624701328576,0.15,931.57,48.19738794
1155,2365440,2470,957,0.24462890625,-0.02526997833047062,0.939304530620575,4616,0.0001909152,-0.020408272743225098,0.017049834,-4.042254194617271,0.25320247933268547,0.15,935.59,48.45246306
1156,2367488,2473,957,0.26123046875,-0.02635535126319155,0.9494730234146118,4620,0.000190864,0.0037609487771987915,0.018680077,-4.051680438220501,0.2304101982153952,0.15,934.08,48.39535769
1157,2369536,2475,957,0.2791748046875,-0.030469018514850177,0.9517998099327087,4624,0.0001908128,-0.0369952917098999,0.018870588,-4.080149814486504,0.1810625335201621,0.15,926.88,48.110516399999995
1158,2371584,2477,957,0.25244140625,-0.032152066050912254,0.9645557999610901,4628,0.0001907616,-0.034505777060985565,0.017515663,-4.024180568754673,0.15729986736550927,0.15,928.33,48.0567005
1159,2373632,2479,957,0.2244873046875,-0.027974064796580933,0.9558472633361816,4632,0.0001907104,0.00878991186618805,0.018666733,-4.066402241587639,0.23154868884012103,0.15,920.43,47.97984658
1160,2375680,2481,957,0.2294921875,-0.02002350393740926,0.947775661945343,4636,0.0001906592,0.023171015083789825,0.015025135,-3.977115534245968,0.299231817945838,0.15,922.99,48.04029918000001
1161,2377728,2483,957,0.2581787109375,-0.030423633463215083,0.9408186674118042,4640,0.00019060800000000002,0.008577391505241394,0.02017096,-3.915932357311249,0.24238936696201563,0.15,919.24,47.76801501
1162,2379776,2485,957,0.2474365234375,-0.02821585367200896,0.927821934223175,4644,0.0001905568,-0.009585000574588776,0.016825598,-3.991994686424732,0.23951296880841255,0.15,921.87,47.83960603
1163,2381824,2487,957,0.2371826171875,-0.030189097538823262,0.9184865355491638,4648,0.0001905056,-0.012187935411930084,0.018413823,-4.083121806383133,0.26574861304834485,0.15,925.78,48.09315370000001
1164,2383872,2490,957,0.239013671875,-0.02912933425977826,0.9418988823890686,4652,0.0001904544,-0.049952052533626556,0.018401867,-4.064251661300659,0.18729874538257718,0.15,923.76,47.92743283000001
1165,2385920,2492,957,0.2535400390625,-0.032146156299859285,0.9532381296157837,4656,0.0001904032,-0.025944583117961884,0.019682193,-4.029737040400505,0.18799902219325304,0.15,922.93,47.85414033
1166,2387968,2494,957,0.2596435546875,-0.03182333419681527,0.9477778077125549,4660,0.000190352,-0.04182791709899902,0.021138549,-4.034144841134548,0.2184469480998814,0.15,919.39,47.68466076000001
1167,2390016,2496,957,0.21240234375,-0.02905937802279368,0.9396297931671143,4664,0.0001903008,-0.0101160928606987,0.016414018,-4.103391841053963,0.25253831781446934,0.15,917.61,47.44648580000001
1168,2392064,2498,957,0.2225341796875,-0.02540555174346082,0.9401854872703552,4668,0.0001902496,0.019973665475845337,0.015301386,-4.016334563493729,0.27733216481283307,0.15,921.62,47.65944090000002
1169,2394112,2500,957,0.263427734375,-0.033618761895922944,0.9280959963798523,4672,0.00019019839999999998,-0.007121086120605469,0.019281033,-4.139503791928291,0.25641982862725854,0.15,926.15,47.94052681000001
1170,2396160,2502,957,0.2208251953125,-0.03276320379518438,0.9445452690124512,4676,0.0001901472,-0.006116583943367004,0.018469134,-4.092727839946747,0.23565078293904662,0.15,922.03,47.720390120000005
1171,2398208,2504,957,0.2425537109375,-0.03244868601905182,0.9659685492515564,4680,0.000190096,-0.024796977639198303,0.01759851,-4.019555665552616,0.18589730560779572,0.15,920.78,47.65456468
1172,2400256,2507,957,0.2684326171875,-0.027602957154158503,0.9581591486930847,4684,0.00019004480000000003,-0.04499995335936546,0.020115169,-4.096663661301136,0.15358069585636258,0.15,917.15,47.399485410000004
1173,2402304,2509,957,0.234619140625,-0.02565582556417212,0.9587589502334595,4688,0.0001899936,-0.010016828775405884,0.016808033,-3.974146455526352,0.22157306084409356,0.15,917.36,47.29013608000001
1174,2404352,2511,957,0.2777099609375,-0.0274856569012627,0.9509772062301636,4692,0.00018994240000000002,-0.016865737736225128,0.019546565,-4.099081419408321,0.2144172927364707,0.15,917.46,47.252286900000016
1175,2406400,2513,957,0.25732421875,-0.030494979640934616,0.9465985298156738,4696,0.00018989120000000002,-0.05383416265249252,0.01741768,-3.9666434451937675,0.19337067054584622,0.15,913.96,47.04662062000001
1176,2408448,2515,957,0.2635498046875,-0.025970170958316885,0.9059028625488281,4700,0.00018984,-0.00445333868265152,0.019490382,-4.064518839120865,0.275394766125828,0.15,910.99,47.00683838
1177,2410496,2517,957,0.2264404296875,-0.030521018255967647,0.9438654780387878,4704,0.0001897888,-0.046465642750263214,0.020055806,-4.165297135710716,0.16744457324966788,0.15,900.57,46.36270502999999
1178,2412544,2520,957,0.2237548828125,-0.03005780858802609,0.9556395411491394,4708,0.0001897376,-0.042072590440511703,0.0143251745,-4.07967285066843,0.156225643819198,0.15,906.83,46.64714838999999
1179,2414592,2522,957,0.24951171875,-0.030287866160506383,0.9551607370376587,4712,0.0001896864,-0.03367362171411514,0.017458748,-3.9802360460162163,0.2078423877246678,0.15,902.04,46.36626952
1180,2416640,2524,957,0.277587890625,-0.0265634690731531,0.9385176301002502,4716,0.0001896352,-0.0072596147656440735,0.019745577,-3.956002026796341,0.22711586439982057,0.15,900.48,46.28911514000001
1181,2418688,2526,957,0.2564697265625,-0.03409403350087814,0.9523429274559021,4720,0.00018958400000000002,-0.03999802842736244,0.018467747,-4.047317057847977,0.1476284828968346,0.15,902.02,46.29049344999999
1182,2420736,2528,957,0.2650146484375,-0.029525180376367643,0.951313853263855,4724,0.00018953280000000002,-0.03336454927921295,0.021076707,-3.994041606783867,0.17459368892014027,0.15,902.02,46.29049344999999
1183,2422784,2530,957,0.265869140625,-0.0352501719025895,0.9149314165115356,4728,0.0001894816,-0.030850544571876526,0.02011462,-4.196683555841446,0.18282604590058327,0.15,904.83,46.17560482000001
1184,2424832,2532,957,0.257080078125,-0.02870589616941288,0.927868664264679,4732,0.0001894304,-0.038240499794483185,0.018524593,-4.3538772612810135,0.18252519168891013,0.15,904.15,46.08771769999999
1185,2426880,2535,957,0.2376708984375,-0.02948391844984144,0.9762957096099854,4736,0.0001893792,-0.04480104520916939,0.015869744,-4.279147073626518,0.13211287697777152,0.15,905.96,46.05830911
1186,2428928,2537,957,0.260498046875,-0.03331088772392832,0.9745835065841675,4740,0.000189328,-0.055576011538505554,0.01986602,-4.119714125990868,0.1321629867888987,0.15,908.02,46.10774925
1187,2430976,2539,957,0.2501220703125,-0.0335414903529454,0.9584946036338806,4744,0.0001892768,-0.05065888166427612,0.017019067,-4.1823476403951645,0.14691616594791412,0.15,914.4,46.243160429999996
1188,2433024,2541,957,0.2613525390625,-0.030661448399769142,0.9783127307891846,4748,0.0001892256,-0.05388987809419632,0.019699788,-3.9965306520462036,0.1365323206409812,0.15,924.97,46.61236781999999
1189,2435072,2543,957,0.2349853515625,-0.031874652369879186,0.9580867290496826,4752,0.0001891744,-0.023306846618652344,0.016575685,-4.008505120873451,0.1681437431834638,0.15,923.9,46.51649645
1190,2437120,2545,957,0.221923828125,-0.030703799071488902,0.9457351565361023,4756,0.00018912319999999999,-0.011799447238445282,0.017210472,-4.062048681080341,0.21476579923182726,0.15,922.48,46.45170647
1191,2439168,2548,957,0.2288818359375,-0.030754232226172462,0.9542670249938965,4760,0.00018907199999999998,-0.03481759876012802,0.017149385,-4.1249591410160065,0.17464265041053295,0.15,922.48,46.45170647
1192,2441216,2550,957,0.24560546875,-0.02786856281454675,0.9120463728904724,4764,0.0001890208,0.012766912579536438,0.015251444,-4.0968344286084175,0.24514940660446882,0.15,919.21,46.32651858
1193,2443264,2552,957,0.21923828125,-0.028605541767319664,0.9293394088745117,4768,0.00018896960000000003,-0.018512941896915436,0.014960557,-4.226965963840485,0.20292904693633318,0.15,926.46,46.593214239999995
1194,2445312,2554,957,0.2696533203125,-0.03499017957074102,0.9747156500816345,4772,0.0001889184,-0.05679081007838249,0.017954241,-4.274582728743553,0.13897200860083103,0.15,935.61,46.90228906
1195,2447360,2556,957,0.271240234375,-0.03387670117081143,0.9686622619628906,4776,0.00018886720000000002,-0.05215558037161827,0.020448798,-4.1063797771930695,0.16638549556955695,0.15,935.61,46.95391308999999
1196,2449408,2558,957,0.28515625,-0.03441096591996029,0.9779544472694397,4780,0.000188816,-0.0689961314201355,0.021397833,-4.098448038101196,0.09756446804385632,0.15,945.44,47.55513648
