time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/approx_kl,train/learning_rate,train/entropy_loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
32768,31,16,1029,0.008805121,0.000496928,-5.480466142296791,0.5451992750167847,0.2269709100946784,-0.005362364143365994,0.0777587890625,0.2,0.045392971485853195,60,15.254549999999998,744.7272727272727
34816,33,17,1030,0.0074716443,0.0004967232,-5.478426486253738,0.6095472574234009,0.2190358960069716,-0.0008431571041001007,0.10498046875,0.2,0.04643408581614494,64,16.011585567567565,749.6216216216217
36864,35,18,1030,0.0093113445,0.0004965184000000001,-5.460625737905502,0.7087063193321228,0.19909065635874867,-0.004858986401814036,0.0684814453125,0.2,0.032928869128227234,68,16.30121595121951,755.2439024390244
38912,37,19,1031,0.011078589,0.0004963136000000001,-5.434918388724327,0.7043597102165222,0.20560159534215927,-0.008903296809876338,0.1007080078125,0.2,0.011779926717281342,72,16.624810477272728,760.0
40960,39,20,1030,0.008043427,0.0004961088,-5.4602018147706985,0.6894574165344238,0.23268101224675775,-0.004183242344879545,0.050537109375,0.2,0.03326898440718651,76,16.667182340425533,754.1276595744681
43008,41,21,1030,0.006059509,0.000495904,-5.44644521176815,0.8189347386360168,0.1645930423401296,-0.0053692227229475975,0.0447998046875,0.2,0.022984951734542847,80,17.026928591836736,760.795918367347
45056,43,22,1030,0.008129783,0.0004956992,-5.423524662852287,0.7249994277954102,0.25833001732826233,-0.00873099961609114,0.0909423828125,0.2,0.057574570178985596,84,16.90056149019608,755.4509803921569
47104,45,23,1028,0.008714551,0.0004954944,-5.408598005771637,0.7713825702667236,0.21734450664371252,-0.006654826691374183,0.0694580078125,0.2,0.038948796689510345,88,16.925797499999998,745.1607142857143
49152,47,24,1027,0.0072725685,0.0004952896,-5.402791753411293,0.7568190097808838,0.25191725930199027,-0.005326919461367652,0.082763671875,0.2,0.03876306489109993,92,17.049445237288136,742.8644067796611
51200,49,25,1027,0.0058753253,0.0004950848,-5.396305188536644,0.7011107206344604,0.2867311672307551,-0.0043629974097711965,0.0478515625,0.2,0.06706511974334717,96,17.21119070967742,739.4032258064516
53248,51,26,1028,0.008448054,0.00049488,-5.3674196898937225,0.7841347455978394,0.25178728997707367,-0.00545319591765292,0.056640625,0.2,0.0436667799949646,100,17.311310723076918,736.2
55296,53,27,1029,0.0065649906,0.0004946752,-5.3407499343156815,0.7646123170852661,0.20738899987190962,-0.0023956281947903335,0.0504150390625,0.2,0.02833673357963562,104,17.465748735294113,734.7352941176471
57344,55,28,1030,0.0057149054,0.0004944704,-5.337501257658005,0.7961643934249878,0.23480057949200273,-0.002439533913275227,0.046875,0.2,0.04680371657013893,108,17.525653774647886,729.9718309859155
59392,57,29,1029,0.008885162,0.0004942656,-5.341760337352753,0.8099929094314575,0.20354963699355721,-0.0064964603807311505,0.0631103515625,0.2,0.010461360216140747,112,17.571750567567566,725.1081081081081
61440,59,30,1030,0.0074237464,0.0004940608,-5.301930710673332,0.8095109462738037,0.23487379029393196,-0.005413070219219662,0.085693359375,0.2,0.041733432561159134,116,17.895477636363633,728.012987012987
63488,61,31,1031,0.010694188,0.000493856,-5.278834670782089,0.7748038172721863,0.2138347360305488,-0.005114563275128603,0.1005859375,0.2,0.029129430651664734,120,17.99744970886076,727.379746835443
65536,63,32,1031,0.00534127,0.0004936512000000001,-5.289350315928459,0.7507261633872986,0.26774271996691823,0.00028855785785708576,0.0828857421875,0.2,0.032659150660037994,124,18.186209819277106,725.0602409638554
67584,65,33,1030,0.008366722,0.0004934464000000001,-5.306288510560989,0.7933834791183472,0.2388766366057098,-0.010050961544038728,0.082275390625,0.2,0.025056973099708557,128,18.353451449438204,718.1348314606741
69632,67,34,1031,0.008007208,0.0004932416,-5.299846202135086,0.8512356877326965,0.1753785079345107,-0.004797146291821264,0.1031494140625,0.2,0.002746235579252243,132,18.265879133333332,715.4888888888889
71680,69,35,1030,0.014109628,0.0004930368,-5.278908804059029,0.8034234642982483,0.20127043453976512,-0.008095239114481956,0.1048583984375,0.2,0.03311564773321152,136,18.421103967741935,714.5913978494624
73728,71,36,1031,0.0049314024,0.000492832,-5.297259643673897,0.8776342272758484,0.21915865130722523,-0.003993436563177966,0.044677734375,0.2,0.03651870787143707,140,18.55150107368421,714.5473684210526
75776,73,37,1032,0.009552926,0.0004926272,-5.282084047794342,0.7075865268707275,0.3127135084941983,-0.004950164264300838,0.0675048828125,0.2,0.0366324707865715,144,18.618625393939396,710.6262626262626
77824,75,38,1032,0.0072295433,0.0004924224,-5.282544940710068,0.8079338073730469,0.3150688400492072,-0.004979660108801909,0.059814453125,0.2,0.05613822489976883,148,19.35072019,713.26
79872,77,39,1033,0.011296261,0.0004922176,-5.2534544467926025,0.9060600996017456,0.1654496320988983,-0.008343329915078357,0.109130859375,0.2,-0.001748703420162201,152,19.35072019,713.26
81920,79,40,1033,0.009261369,0.0004920128000000001,-5.273008108139038,0.8361050486564636,0.18368718586862087,-0.00827563475468196,0.106201171875,0.2,0.01914701610803604,156,19.36474872,710.11
83968,81,41,1033,0.005572887,0.000491808,-5.284197673201561,0.7332801222801208,0.2664853213354945,-0.0071224619168788195,0.091064453125,0.2,0.06635108590126038,160,19.656789800000002,708.37
86016,83,42,1033,0.008443394,0.0004916032,-5.286355182528496,0.8590995669364929,0.25051546143367887,-0.007940598821733147,0.0616455078125,0.2,0.06102637201547623,164,19.83251784,698.0
88064,85,43,1033,0.009194463,0.0004913984,-5.247694879770279,0.8493059277534485,0.2877513114362955,-0.00781901364098303,0.08349609375,0.2,0.03610031306743622,168,20.20831462,695.82
90112,87,44,1033,0.009008007,0.0004911936,-5.242129907011986,0.8578115701675415,0.24784141732379794,-0.006689070811262354,0.0885009765625,0.2,0.01637260615825653,172,20.402167619999997,694.95
92160,89,45,1034,0.008526411,0.0004909888,-5.2167103588581085,0.8670250773429871,0.21306523587554693,-0.008776104863500223,0.0753173828125,0.2,0.018058910965919495,176,20.68059779,695.21
94208,91,46,1033,0.01106499,0.000490784,-5.227736279368401,0.8160126805305481,0.2398209050297737,-0.005844113067723811,0.0936279296875,0.2,0.04841814935207367,180,20.70117471,689.91
96256,93,47,1033,0.010757432,0.0004905792,-5.256354197859764,0.84766685962677,0.2244531405158341,-0.008295768799143843,0.1016845703125,0.2,0.024733781814575195,184,20.60765762,672.47
98304,95,48,1032,0.010081783,0.0004903744,-5.201799809932709,0.8904545307159424,0.2053126418031752,-0.0037940280453767627,0.083251953125,0.2,0.03835303708910942,188,20.755131910000003,671.39
100352,97,49,1032,0.008482678,0.0004901696,-5.227969318628311,0.8976150751113892,0.21958213159814477,-0.007327874860493466,0.0565185546875,0.2,0.031542979180812836,192,20.912111749999998,669.49
102400,99,50,1032,0.010988513,0.0004899648,-5.201964020729065,0.7911588549613953,0.27024600887671113,-0.006199702591402456,0.10107421875,0.2,0.05303831398487091,196,21.07935247,667.82
104448,101,51,1032,0.010265121,0.00048976,-5.16565614938736,0.7990939617156982,0.29149811808019876,-0.009243609340046532,0.112060546875,0.2,0.025626197457313538,200,21.00467804,655.24
106496,103,52,1032,0.015416333,0.0004895552,-5.166815564036369,0.8395010232925415,0.2784027298912406,-0.008425377294770442,0.1019287109375,0.2,0.06005919724702835,204,21.385817429999996,658.07
108544,105,53,1032,0.017190762,0.0004893504000000001,-5.165735527873039,0.7986794710159302,0.2783823343925178,-0.010720900740125217,0.1414794921875,0.2,0.03049250692129135,208,21.504373269999995,653.07
110592,107,54,1033,0.014272595,0.0004891456000000001,-5.175807982683182,0.8665387034416199,0.21106226136907935,-0.005472250981256366,0.15771484375,0.2,0.014268718659877777,212,21.608649300000003,653.48
112640,108,55,1033,0.010128809,0.0004889408,-5.1427077651023865,0.8060004711151123,0.22717582061886787,-0.010180135141126812,0.090576171875,0.2,0.033406294882297516,216,21.836811979999997,653.62
114688,110,56,1033,0.011143522,0.000488736,-5.116785317659378,0.8198106288909912,0.2855707025155425,-0.0057843056856654584,0.0888671875,0.2,0.04041198641061783,220,22.03839277,652.56
116736,112,57,1033,0.010736475,0.0004885312,-5.112410679459572,0.8666672706604004,0.23136843787506223,-0.003012388202478178,0.11181640625,0.2,0.028316132724285126,224,22.286730350000003,649.68
118784,114,58,1034,0.0091517735,0.0004883264,-5.082733660936356,0.8777831196784973,0.22411272628232837,-0.0031226778955897316,0.112060546875,0.2,0.0460253581404686,228,22.351862779999998,649.2
120832,116,59,1034,0.015584633,0.0004881216,-5.087108820676804,0.8615548610687256,0.23038953775539994,-0.012189109111204743,0.176513671875,0.2,0.012774348258972168,232,22.370182409999998,646.48
122880,118,60,1034,0.010408721,0.00048791679999999997,-5.121743604540825,0.8868736624717712,0.2517399974167347,-0.006268314813496545,0.113037109375,0.2,0.04118485003709793,236,22.36315563,645.14
124928,120,61,1035,0.013031831,0.000487712,-5.1095162481069565,0.8528591394424438,0.2568399468436837,-0.008177346928277984,0.1190185546875,0.2,0.05361742526292801,240,22.147490140000006,638.06
126976,122,62,1035,0.015702808,0.0004875072,-5.106091350317001,0.9025775790214539,0.2209238433279097,-0.007624828576808795,0.1282958984375,0.2,0.02389276772737503,244,22.276644580000003,634.36
129024,124,63,1035,0.01855453,0.00048730240000000003,-5.111626356840134,0.911930501461029,0.18872883124276996,-0.010263429605402052,0.14892578125,0.2,0.02219216898083687,248,22.320174539999996,632.85
131072,126,64,1036,0.009960393,0.0004870976,-5.12913191318512,0.8857483863830566,0.22352227196097374,-0.00871594567433931,0.077880859375,0.2,0.029814541339874268,252,22.3974147,633.21
133120,128,65,1036,0.0109737255,0.0004868928,-5.050055280327797,0.8851090669631958,0.23076928732916713,-0.009274385243770666,0.1058349609375,0.2,0.053983040153980255,256,22.407945610000002,633.32
135168,130,66,1036,0.012542231,0.00048668800000000004,-5.130134463310242,0.8745831251144409,0.17052538064308465,-0.002571875767898746,0.1607666015625,0.2,-0.008453764021396637,260,22.465501360000008,632.19
137216,132,67,1037,0.012440981,0.0004864832,-5.037528917193413,0.8133344650268555,0.24519416876137257,-0.008036971819819883,0.0986328125,0.2,0.028379570692777634,264,22.41662911000001,630.53
139264,134,68,1037,0.009894971,0.0004862784,-5.112815633416176,0.8241633772850037,0.2807852909900248,-0.009351097585749812,0.08837890625,0.2,0.07613663375377655,268,22.656906990000003,634.1
141312,136,69,1037,0.012359001,0.0004860736,-5.0778100192546844,0.8630380034446716,0.22468041675165296,-0.006792388798203319,0.103515625,0.2,0.016655266284942627,272,22.805634920000006,635.86
143360,138,70,1037,0.012286624,0.0004858688,-5.120796322822571,0.8954421877861023,0.2155446344986558,-0.0040448090876452625,0.117919921875,0.2,0.030000366270542145,276,22.71365671,635.06
145408,140,71,1037,0.009362662,0.000485664,-5.118830740451813,0.8714531660079956,0.21497649233788252,-0.011576263190363534,0.112548828125,0.2,0.010170973837375641,280,22.727007229999998,635.17
147456,142,72,1037,0.009456848,0.0004854592,-5.0906503945589066,0.8566571474075317,0.2736161947250366,-0.009172160469461232,0.0904541015625,0.2,0.08011484146118164,284,22.75184508,639.03
149504,144,73,1037,0.014253674,0.0004852544,-5.111046060919762,0.8908365964889526,0.24472639616578817,-0.010679335187887773,0.148681640625,0.2,0.03684058040380478,288,22.99210067,641.11
151552,146,74,1034,0.0086140465,0.0004850496,-5.109052270650864,0.8864365816116333,0.2000511777587235,-0.004034345474792644,0.1038818359375,0.2,0.012524433434009552,292,23.288235640000003,646.31
153600,148,75,1034,0.012112342,0.0004848448,-5.065267890691757,0.8876944184303284,0.24175230599939823,-0.010017494831117801,0.116943359375,0.2,0.02056049555540085,296,23.394599680000002,647.28
155648,150,76,1034,0.011189401,0.00048464000000000005,-5.042157828807831,0.8909648060798645,0.16954059898853302,-0.007277195807546377,0.0980224609375,0.2,0.01462552696466446,300,23.3769403,645.42
157696,152,77,1034,0.01053381,0.00048443520000000003,-5.007775008678436,0.8880590200424194,0.21845378261059523,-0.008611926954472438,0.0875244140625,0.2,0.028436727821826935,304,23.55671409,648.74
159744,154,78,1034,0.008911927,0.0004842304,-4.990414068102837,0.90995192527771,0.223416892811656,-0.01078972636605613,0.0958251953125,0.2,0.03877122700214386,308,23.585312720000005,647.54
161792,156,79,1034,0.010546824,0.0004840256,-5.0418011993169785,0.8883349895477295,0.19720938871614635,-0.012328135082498193,0.0892333984375,0.2,0.0033714696764945984,312,23.66232673,646.0
163840,158,80,1034,0.010759678,0.0004838208,-5.029017999768257,0.8745538592338562,0.22196164401248097,-0.009068049519555643,0.08935546875,0.2,0.011445418000221252,316,23.6792555,646.3
165888,160,81,1033,0.015056445,0.000483616,-5.019561678171158,0.9290884137153625,0.14549179328605533,-0.008571193524403498,0.103515625,0.2,0.017154842615127563,320,23.643490960000005,646.54
167936,162,82,1033,0.010804645,0.0004834112,-5.0466200560331345,0.8369279503822327,0.25478145526722074,-0.0067513579851947725,0.0897216796875,0.2,0.05933060497045517,324,23.74101918,647.33
169984,164,83,1033,0.01171321,0.0004832064,-5.026744648814201,0.9048233032226562,0.23602499905973673,-0.00838958348322194,0.0968017578125,0.2,0.05081506818532944,328,23.778749480000002,647.51
172032,166,84,1033,0.019602455,0.0004830016,-4.97419199347496,0.911910891532898,0.17774506960995495,-0.013350100431125611,0.1717529296875,0.2,-0.002842668443918228,332,23.754702030000008,646.82
174080,168,85,1034,0.009923793,0.0004827968,-5.050982624292374,0.88515305519104,0.20219305157661438,-0.011083554854849353,0.1058349609375,0.2,-0.007658354938030243,336,23.77965955,647.71
176128,170,86,1034,0.014028134,0.00048259200000000006,-5.077790558338165,0.8430724143981934,0.21371672907844186,-0.009621900855563581,0.1107177734375,0.2,0.008584089577198029,340,23.750573579999994,647.8
178176,172,87,1034,0.010155528,0.00048238720000000004,-5.061952635645866,0.8617761731147766,0.2479661819525063,-0.00842896252288483,0.0904541015625,0.2,0.03814229369163513,344,23.678631489999997,647.05
180224,174,88,1034,0.011423788,0.0004821824,-5.029818534851074,0.8920231461524963,0.2364271180704236,-0.012549142382340506,0.095703125,0.2,0.03660902380943298,348,23.713734620000004,647.17
182272,176,89,1034,0.009681635,0.0004819776,-5.0097851902246475,0.8971168398857117,0.233743145596236,-0.007895747374277562,0.0950927734375,0.2,0.02577466145157814,352,23.95325283,655.12
184320,178,90,1034,0.011222685,0.0004817728,-4.987170055508614,0.9215413331985474,0.17685904423706234,-0.012463408769690432,0.1005859375,0.2,0.009299814701080322,356,23.93921092,655.43
186368,180,91,1034,0.0109647475,0.000481568,-5.001885414123535,0.8676100969314575,0.25545579195022583,-0.00820537461549975,0.0858154296875,0.2,0.04812055081129074,360,23.924100929999998,653.61
188416,182,92,1034,0.013488689,0.0004813632,-4.91566401720047,0.9249608516693115,0.17678209533914924,-0.009316380572272465,0.11181640625,0.2,0.02405571937561035,364,24.148482970000003,658.33
190464,184,93,1033,0.0129604805,0.0004811584,-4.935847952961922,0.9131341576576233,0.1656590048223734,-0.014046952506760135,0.126220703125,0.2,0.01136636734008789,368,24.474017380000006,665.84
192512,186,94,1033,0.014747784,0.0004809536,-4.94606326520443,0.8995591402053833,0.2150164763443172,-0.010698503057938069,0.1322021484375,0.2,0.009709775447845459,372,24.65665132,667.14
194560,188,95,1033,0.016732268,0.0004807488,-4.9653641283512115,0.8862543106079102,0.24746593087911606,-0.011263662716373801,0.1090087890625,0.2,0.052111122757196426,376,24.77125586,670.17
196608,190,96,1033,0.011432368,0.00048054399999999996,-5.024458706378937,0.891514778137207,0.21105610858649015,-0.011017825367162004,0.1090087890625,0.2,0.011304393410682678,380,24.832193510000003,672.39
198656,192,97,1034,0.013637943,0.00048033920000000005,-4.961162850260735,0.9045031070709229,0.19708313001319766,-0.00902227996266447,0.126953125,0.2,0.004450228065252304,384,24.860533889999996,672.47
200704,194,98,1033,0.013875762,0.00048013440000000004,-4.978492230176926,0.9281964898109436,0.15195683459751308,-0.009060561453225091,0.162109375,0.2,-0.004924096167087555,388,25.10693895,675.15
202752,196,99,1033,0.014239735,0.0004799296,-4.997919484972954,0.8661317229270935,0.21706181624904275,-0.01386198413092643,0.1458740234375,0.2,0.016204796731472015,392,25.076258859999992,674.75
204800,198,100,1034,0.015021785,0.0004797248,-4.986077293753624,0.8948975801467896,0.1949161160737276,-0.005208406219026074,0.18115234375,0.2,0.015439711511135101,396,25.23556983,676.71
206848,200,101,1034,0.011761513,0.00047952,-4.979790672659874,0.885553777217865,0.2167247822508216,-0.010419178957818076,0.1199951171875,0.2,0.03263343870639801,400,25.122531640000002,674.74
208896,202,102,1034,0.01678921,0.00047931520000000003,-5.038577675819397,0.8820558190345764,0.23392042005434632,-0.007177210063673556,0.1544189453125,0.2,0.02110929787158966,404,25.122616779999998,674.54
210944,204,103,1034,0.012915861,0.0004791104,-5.029333457350731,0.9152392148971558,0.18189951917156577,-0.010951602205750532,0.1202392578125,0.2,-0.009931497275829315,408,25.178451610000003,676.63
212992,205,104,1034,0.011972326,0.0004789056,-5.0664606392383575,0.9098014831542969,0.17358815763145685,-0.01070222893031314,0.1304931640625,0.2,0.004379540681838989,412,25.283551849999995,673.72
215040,207,105,1034,0.00990816,0.0004787008,-5.0069292187690735,0.9245434999465942,0.1968630296178162,-0.015186508535407484,0.15380859375,0.2,-0.011149488389492035,416,25.326196899999996,672.79
217088,209,106,1034,0.011436989,0.00047849599999999997,-5.0212558805942535,0.9096747636795044,0.17468834202736616,-0.009091369196539745,0.1219482421875,0.2,0.02446819841861725,420,25.033137089999997,668.72
219136,211,107,1034,0.017368738,0.00047829120000000006,-5.003780320286751,0.8678823709487915,0.2816744330339134,-0.009388157064677216,0.142822265625,0.2,0.032412998378276825,424,24.87830117,664.04
221184,213,108,1034,0.01070798,0.00047808640000000004,-4.941469222307205,0.9322239756584167,0.15637709479779005,-0.010292925755493343,0.091552734375,0.2,0.003199547529220581,428,24.91688351,664.28
223232,215,109,1034,0.016207602,0.00047788160000000003,-4.953102961182594,0.9054838418960571,0.20172764314338565,-0.009913535657688044,0.14794921875,0.2,0.051374852657318115,432,24.80681924,660.53
225280,217,110,1034,0.008620893,0.0004776768,-4.9295689314603806,0.8796597719192505,0.23875166475772858,-0.011283386498689651,0.08203125,0.2,0.038999274373054504,436,24.75932072,660.34
227328,219,111,1034,0.009329414,0.000477472,-4.9045020043849945,0.9061785340309143,0.21804140973836184,-0.008374539000215009,0.106689453125,0.2,0.03181882202625275,440,24.93468918,662.8
229376,221,112,1034,0.009666735,0.00047726720000000004,-4.8938439935445786,0.9207612872123718,0.18438878562301397,-0.010488597021321766,0.0904541015625,0.2,0.013304289430379868,444,24.771680420000003,661.31
231424,223,113,1034,0.010997685,0.0004770624,-4.871045708656311,0.9301481246948242,0.20578841445967555,-0.0132442048197845,0.1158447265625,0.2,0.02150045335292816,448,24.88948759,659.79
233472,225,114,1033,0.013485238,0.0004768576,-4.894034221768379,0.9217865467071533,0.19057046342641115,-0.01016581992735155,0.1365966796875,0.2,0.013241700828075409,452,24.88948759,659.79
235520,227,115,1033,0.014030643,0.0004766528,-4.831651970744133,0.9052409529685974,0.18420539912767708,-0.01284342844155617,0.1201171875,0.2,0.014146357774734497,456,24.99550287,660.2
237568,229,116,1033,0.008635413,0.000476448,-4.821834042668343,0.9307486414909363,0.1736175634432584,-0.008569147452362813,0.0806884765625,0.2,0.017051786184310913,460,25.070046660000003,659.93
239616,231,117,1033,0.011729664,0.0004762432,-4.8454750925302505,0.9195148944854736,0.20140945445746183,-0.009663512551924214,0.0843505859375,0.2,0.004715196788311005,464,25.137755069999997,659.79
241664,233,118,1033,0.014537888,0.0004760384,-4.852997362613678,0.9009827375411987,0.20681479712948203,-0.012031405640300363,0.11572265625,0.2,0.01542171835899353,468,25.19425341,659.29
243712,235,119,1033,0.012272123,0.00047583360000000004,-4.876912966370583,0.9388483166694641,0.19450266612693667,-0.011238508363021538,0.1435546875,0.2,0.006348349153995514,472,25.17973465,658.51
245760,237,120,1033,0.011746386,0.0004756288,-4.898333877325058,0.9094161987304688,0.25901194708421826,-0.012489207118051127,0.1383056640625,0.2,0.044496580958366394,476,24.757785260000002,648.74
247808,239,121,1033,0.008080733,0.000475424,-4.865413144230843,0.9510320425033569,0.14432818838395178,-0.0079474835365545,0.085205078125,0.2,0.0076010562479496,480,24.762515569999994,648.87
249856,241,122,1033,0.01445343,0.0004752192,-4.853596463799477,0.8958904147148132,0.18333381274715066,-0.01166295079747215,0.1068115234375,0.2,-0.0033401548862457275,484,24.789798069999993,646.22
251904,243,123,1033,0.009381363,0.00047501440000000003,-4.858160212635994,0.9351357221603394,0.19193591875955462,-0.007013053400442004,0.0859375,0.2,0.020287327468395233,488,24.954199830000004,645.64
253952,245,124,1033,0.014161969,0.0004748096,-4.868778884410858,0.9251071214675903,0.26189057854935527,-0.010859696340048686,0.129638671875,0.2,0.07598160207271576,492,24.777766749999998,640.97
256000,247,125,1033,0.015914567,0.0004746048,-4.824579402804375,0.940757691860199,0.19392529549077153,-0.005239108213572763,0.140380859375,0.2,0.013397932052612305,496,24.800002629999998,642.56
258048,249,126,1033,0.014810607,0.0004744,-4.841133639216423,0.9231882095336914,0.2036967845633626,-0.012618067587027326,0.1527099609375,0.2,0.03520321846008301,500,24.78354584,639.93
260096,251,127,1033,0.011561107,0.00047419519999999997,-4.878388866782188,0.9208278059959412,0.1738257771357894,-0.01366548846999649,0.12255859375,0.2,-0.0012180283665657043,504,24.744765749999996,639.28
262144,253,128,1033,0.012446102,0.0004739904,-4.893584966659546,0.9227100610733032,0.20138257299549878,-0.01164693693863228,0.12646484375,0.2,-0.0007554441690444946,508,24.818362309999998,638.94
264192,255,129,1033,0.015069952,0.00047378560000000005,-4.853036895394325,0.9189146161079407,0.23826263984665275,-0.007350038649747148,0.126953125,0.2,0.04072912409901619,512,25.016763030000003,638.94
266240,257,130,1034,0.015674973,0.00047358080000000003,-4.9141063541173935,0.9558753967285156,0.16629476193338633,-0.011966965845203958,0.1610107421875,0.2,-0.006785742938518524,516,25.041675529999992,639.09
268288,259,131,1034,0.016529039,0.000473376,-4.8782943189144135,0.9163123369216919,0.1962104351259768,-0.012255837194970809,0.1243896484375,0.2,0.03979535773396492,520,24.936391489999995,636.74
270336,261,132,1034,0.016921094,0.0004731712,-4.957218647003174,0.8729581236839294,0.2529192171059549,-0.011526780406711623,0.13916015625,0.2,0.053704895079135895,524,24.927174769999997,636.0
272384,263,133,1034,0.01416765,0.00047296640000000004,-4.9185009598731995,0.9196423292160034,0.18845120281912386,-0.01683542155660689,0.1171875,0.2,0.020961537957191467,528,25.04468587000001,635.49
274432,265,134,1034,0.013338542,0.0004727616,-4.8848467618227005,0.91646808385849,0.2708918866701424,-0.009794106110348366,0.1251220703125,0.2,0.06960339844226837,532,25.081566940000002,633.9
276480,267,135,1034,0.014702104,0.0004725568,-4.930693030357361,0.9383147954940796,0.19201160175725818,-0.015456772700417787,0.14111328125,0.2,-0.00554288923740387,536,25.209871200000002,635.87
278528,269,136,1034,0.015441474,0.000472352,-4.924289330840111,0.8886974453926086,0.2626757565885782,-0.015095699083758518,0.139404296875,0.2,0.06840069591999054,540,25.209871200000002,635.87
280576,271,137,1034,0.013383621,0.0004721472,-4.8654783964157104,0.885983407497406,0.18796062469482422,-0.013432112784357741,0.125,0.2,0.0045472607016563416,544,25.375485889999997,637.96
282624,273,138,1034,0.016096093,0.0004719424,-4.886271104216576,0.9062270522117615,0.2530342936515808,-0.013188814831664786,0.13623046875,0.2,0.01322832703590393,548,25.3095912,638.12
284672,275,139,1034,0.013115062,0.0004717376,-4.8616815358400345,0.9193733930587769,0.2690538573078811,-0.010050968558061868,0.1087646484375,0.2,0.0311153382062912,552,25.23843173,637.87
286720,277,140,1034,0.012886501,0.0004715328,-4.884534806013107,0.930535078048706,0.20909713860601187,-0.013951048444141634,0.1083984375,0.2,0.004996754229068756,556,25.208040369999996,639.64
288768,279,141,1034,0.010642633,0.000471328,-4.870796084403992,0.8831494450569153,0.23698518238961697,-0.012790546723408625,0.1060791015625,0.2,-0.010898962616920471,560,25.030311999999995,635.36
290816,281,142,1033,0.020843714,0.0004711232,-4.907833859324455,0.8838247656822205,0.23839596146717668,-0.015880227321758866,0.15283203125,0.2,0.04152067005634308,564,25.105143879999996,633.23
292864,283,143,1032,0.015173862,0.00047091840000000005,-4.924850195646286,0.9171058535575867,0.25773314805701375,-0.012546518119052052,0.154052734375,0.2,0.03222484141588211,568,25.074950200000004,630.68
294912,285,144,1032,0.013038264,0.00047071360000000003,-4.929275706410408,0.9205466508865356,0.20509807160124183,-0.00774684120551683,0.1370849609375,0.2,0.017031535506248474,572,25.297405150000003,633.31
