time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/loss,train/n_updates,train/value_loss,train/entropy_loss,train/clip_range,rollout/ep_len_mean,train/approx_kl,rollout/ep_rew_mean,train/learning_rate
38912,963,19,40,0.0016685349983163178,0.2679443359375,0.6771480441093445,6.926510334014893,72,19.841403752565384,-5.174959510564804,0.15,520.0597014925373,0.0068569016,-185.22388059701493,0.0002490784
40960,963,20,42,0.0069326497905422,0.2606201171875,0.6838929653167725,6.839855670928955,76,15.584922462701797,-5.176983013749123,0.15,516.830985915493,0.029128093,-183.54929577464787,0.0002490272
43008,964,21,44,-0.003819636272964999,0.1407470703125,0.7073293924331665,5.903796672821045,80,15.396036058664322,-5.150943547487259,0.15,510.16,0.00474205,-180.74666666666667,0.000248976
45056,964,22,46,-0.0014948096650186926,0.1466064453125,0.734773576259613,3.5890588760375977,84,14.10507544875145,-5.165440648794174,0.15,510.0379746835443,0.003396546,-180.29113924050634,0.00024892480000000003
47104,963,23,48,0.0029185566236265004,0.2542724609375,0.7437636852264404,4.91546630859375,88,11.783829495310783,-5.170842111110687,0.15,515.5903614457832,0.008902036,-182.6265060240964,0.00024887360000000003
49152,959,24,51,0.0014063935377635062,0.247802734375,0.6693511009216309,3.808997631072998,92,10.924357205629349,-5.126991271972656,0.15,512.2555555555556,0.009595774,-181.0,0.0002488224
51200,958,25,53,0.0008815373003017157,0.262451171875,0.7732826471328735,2.9318554401397705,96,10.389697819948196,-5.110106393694878,0.15,513.25,0.008532348,-181.07608695652175,0.0002487712
53248,957,26,55,0.000541197310667485,0.1776123046875,0.7204177379608154,2.799931049346924,100,8.516594260931015,-5.1094730496406555,0.15,507.49484536082474,0.0066242255,-178.46391752577318,0.00024872
55296,957,27,57,0.003177611419232562,0.306884765625,0.7297108769416809,6.944445610046387,104,15.664341181516647,-5.170660391449928,0.15,505.08,0.007121185,-176.8,0.0002486688
57344,956,28,59,-0.0010990503069479018,0.170166015625,0.7919679880142212,2.64384126663208,108,7.530029356479645,-5.172796234488487,0.15,504.61,0.0065544397,-176.07,0.0002486176
59392,955,29,62,0.0019520402274793014,0.1851806640625,0.750321090221405,2.035970449447632,112,5.730398930609226,-5.16648031771183,0.15,485.96,0.0062227,-167.6,0.0002485664
61440,954,30,64,-0.002601486354251392,0.1942138671875,0.7978931665420532,3.989942789077759,116,9.329017922282219,-5.136910855770111,0.15,471.31,0.00587592,-160.25,0.0002485152
63488,953,31,66,-0.0032435717002954334,0.08837890625,0.7904175519943237,2.6995272636413574,120,7.442879110574722,-5.088018849492073,0.15,467.86,0.00451914,-158.37,0.000248464
65536,953,32,68,-0.00254584095091559,0.1483154296875,0.8721238374710083,3.021249771118164,124,5.893529623746872,-5.027194246649742,0.15,451.32,0.0057189167,-150.46,0.0002484128
67584,953,33,70,-0.0013841719264746644,0.1392822265625,0.8581185936927795,1.873974323272705,128,5.230094954371452,-5.067604377865791,0.15,432.39,0.0041553006,-142.18,0.0002483616
69632,951,34,73,-0.0020647120982175693,0.1617431640625,0.8737360835075378,2.3793413639068604,132,5.070842780172825,-5.061842292547226,0.15,405.91,0.0062867673,-130.49,0.0002483104
71680,949,35,75,-0.0023934649652801454,0.1865234375,0.9050282835960388,2.064053535461426,136,3.9394556134939194,-4.973436877131462,0.15,388.25,0.0070403535,-123.0,0.00024825920000000004
73728,947,36,77,-0.004022736116894521,0.1805419921875,0.9285181760787964,0.8692686557769775,140,2.73617809638381,-4.927220940589905,0.15,356.37,0.005234587,-108.5,0.00024820800000000003
75776,948,37,79,0.0012204220984131098,0.25439453125,0.9156628251075745,1.6199339628219604,144,3.4989343360066414,-4.8663198202848434,0.15,349.34,0.009092875,-105.57,0.00024815680000000003
77824,946,38,82,0.001190216586110182,0.1934814453125,0.9117755889892578,1.028023362159729,148,2.940120555460453,-4.886116072535515,0.15,318.6,0.0054294644,-91.58,0.0002481056
