time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/n_updates,train/approx_kl,train/loss,train/clip_range,train/learning_rate,train/clip_fraction,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
892,59392,29,66,112,0.0027538799,0.01952175796031952,0.15,0.0002471328,0.0120849609375,0.7117099761962891,-5.516778871417046,-0.002323961045476608,0.2048142715357244,777.2608695652174,16.679104492753627
888,61440,30,69,116,0.001540258,0.023761827498674393,0.15,0.0002470304,0.0369873046875,0.7429753541946411,-5.509866118431091,-0.0033848811144707724,0.20014854613691568,778.6428571428571,16.76838541428572
886,63488,31,71,120,0.0047327634,0.06294938921928406,0.15,0.000246928,0.036376953125,0.6631710529327393,-5.513075843453407,-0.002734044042881578,0.21728427102789283,782.0945945945946,16.895586891891895
884,65536,32,74,124,0.00521855,0.037867262959480286,0.15,0.00024682560000000004,0.0634765625,0.6685986518859863,-5.51792898774147,-0.005588319530943409,0.221158966422081,779.5,16.908459868421055
882,67584,33,76,128,0.0022760422,0.020739659667015076,0.15,0.00024672320000000003,0.00927734375,0.7043851613998413,-5.5147677809000015,-0.002540704605053179,0.1999900247901678,777.5384615384615,16.852905448717955
882,69632,34,78,132,0.0024239146,-0.001231115311384201,0.15,0.0002466208,0.0418701171875,0.7030301094055176,-5.505174964666367,-0.004332472599344328,0.15063913888297975,780.925,17.061240774999998
882,71680,35,81,136,0.0012806113,0.04257858917117119,0.15,0.0002465184,0.018798828125,0.4278857111930847,-5.510464891791344,-0.0017644959880271927,0.25616868305951357,784.0246913580247,17.164957716049383
881,73728,36,83,140,0.0037582675,0.047688938677310944,0.15,0.000246416,0.0657958984375,0.6898401975631714,-5.519032150506973,-0.0037952933489577845,0.22295367578044534,785.1190476190476,17.336284095238096
880,75776,37,86,144,0.0020737513,0.030511215329170227,0.15,0.0002463136,0.0347900390625,0.7832331657409668,-5.514182880520821,-0.0023422872473020107,0.20960044115781784,789.0888888888888,17.629480366666666
880,77824,38,88,148,0.003434555,0.04978469759225845,0.15,0.0002462112,0.0306396484375,0.7800270318984985,-5.491155833005905,-0.004462441094801761,0.22535213269293308,787.5869565217391,17.561921836956518
880,79872,39,90,152,0.004136623,0.04057781398296356,0.15,0.0002461088,0.062255859375,0.7562168836593628,-5.478143587708473,-0.005083999509224668,0.24640764202922583,786.9042553191489,17.57249269148936
878,81920,40,93,156,0.0031709936,0.02809842675924301,0.15,0.00024600640000000003,0.024169921875,0.8140788078308105,-5.458728194236755,-0.0031369864736916497,0.1987277460284531,780.7575757575758,17.550463444444443
877,83968,41,95,160,0.0038142032,0.025871671736240387,0.15,0.000245904,0.06005859375,0.7907275557518005,-5.453293472528458,-0.005232753057498485,0.2076436528004706,778.32,17.52673195
877,86016,42,98,164,0.0029236372,0.028888098895549774,0.15,0.0002458016,0.059326171875,0.7706239819526672,-5.440078690648079,-0.00343450452783145,0.24928924208506942,780.67,17.619886909999998
877,88064,43,100,168,0.005719758,0.0142078697681427,0.15,0.0002456992,0.0687255859375,0.8349931240081787,-5.432789579033852,-0.001613479747902602,0.20186316035687923,783.63,17.880703369999996
876,90112,44,102,172,0.0027210608,0.02161160483956337,0.15,0.0002455968,0.0833740234375,0.8263422250747681,-5.446830824017525,-0.001433573997928761,0.20582904666662216,786.89,18.25662081
875,92160,45,105,176,0.0025761917,0.08295293152332306,0.15,0.0002454944,0.0333251953125,0.7183293104171753,-5.437317579984665,-0.00335458543850109,0.3026150232180953,783.46,18.32778141
874,94208,46,107,180,0.0021965033,0.06046941131353378,0.15,0.000245392,0.01416015625,0.8347253799438477,-5.423296496272087,-0.0022292269859462976,0.2576819774694741,777.87,18.38668828
874,96256,47,110,184,0.0027962048,0.018055424094200134,0.15,0.0002452896,0.028076171875,0.8798449635505676,-5.401399597525597,-0.0019986864499514922,0.17215020977891982,774.84,18.43330588
873,98304,48,112,188,0.002212565,0.08034311234951019,0.15,0.0002451872,0.0284423828125,0.7058621644973755,-5.38647024333477,-0.0025273527717217803,0.26298940693959594,777.64,18.655750109999996
872,100352,49,114,192,0.003099846,0.03366195410490036,0.15,0.0002450848,0.024169921875,0.7757006287574768,-5.404504731297493,-0.0034122166980523616,0.2169882357120514,777.64,18.655750109999996
872,102400,50,117,196,0.0052583087,0.04961846023797989,0.15,0.0002449824,0.041015625,0.6930942535400391,-5.406764402985573,-0.004261701426003128,0.2505512139759958,773.18,18.55112451
874,104448,51,119,200,0.003525549,0.0769842118024826,0.15,0.00024488,0.0394287109375,0.6581082344055176,-5.404164329171181,-0.004087989334948361,0.2694400674663484,757.6,18.49104456
875,106496,52,121,204,0.0040798374,0.09045384079217911,0.15,0.0002447776,0.04443359375,0.6994990110397339,-5.392507761716843,-0.005225683155003935,0.32955937925726175,755.8,18.85288328
877,108544,53,123,208,0.0037961113,0.0668763518333435,0.15,0.00024467520000000004,0.05517578125,0.7704378366470337,-5.401829496026039,-0.004218701593345031,0.2537880199961364,756.6,19.05701536
878,110592,54,125,212,0.004407323,0.07909231632947922,0.15,0.00024457280000000003,0.059814453125,0.7360398769378662,-5.4126491993665695,-0.004149181069806218,0.2354653561487794,757.17,19.06648837
879,112640,55,128,216,0.0032732678,0.025267943739891052,0.15,0.0002444704,0.058837890625,0.8071434497833252,-5.4222675412893295,-0.0035768972884397954,0.188490669708699,754.78,19.201511859999997
880,114688,56,130,220,0.0043890607,0.032865822315216064,0.15,0.000244368,0.0491943359375,0.7405216693878174,-5.4310013204813,-0.004598720697686076,0.20466391230002046,753.63,19.26215685
882,116736,57,132,224,0.004085081,0.0319913849234581,0.15,0.0002442656,0.0504150390625,0.7906997799873352,-5.427333891391754,-0.0034162530937464908,0.19784542359411716,746.65,19.504348989999997
882,118784,58,134,228,0.0025501698,0.017294935882091522,0.15,0.0002441632,0.035888671875,0.8366333842277527,-5.408536896109581,-0.0021367089939303696,0.20711173070594668,742.46,19.654745249999998
882,120832,59,136,232,0.003856756,0.04796762764453888,0.15,0.0002440608,0.0380859375,0.8055179715156555,-5.404346004128456,-0.0017167399491881952,0.22532311780378222,745.79,19.888207819999998
883,122880,60,139,236,0.003012299,0.048870641738176346,0.15,0.00024395839999999998,0.0701904296875,0.734761118888855,-5.420912683010101,-0.002782822266453877,0.2676261286251247,743.59,19.997631659999996
884,124928,61,141,240,0.00382734,0.016652457416057587,0.15,0.000243856,0.0382080078125,0.7928852438926697,-5.416615188121796,-0.004845872230362147,0.19564932119101286,737.05,19.94831291
885,126976,62,143,244,0.0020555584,0.06570012867450714,0.15,0.0002437536,0.0479736328125,0.7402266263961792,-5.417948752641678,-0.002262580717797391,0.2763836346566677,730.7,19.902683839999998
885,129024,63,145,248,0.0043411907,0.042332205921411514,0.15,0.00024365120000000002,0.0694580078125,0.8208714127540588,-5.400375604629517,-0.004619129002094269,0.2074626423418522,720.93,19.8960054
886,131072,64,147,252,0.0047056377,0.017640992999076843,0.15,0.0002435488,0.052001953125,0.8612228035926819,-5.408332988619804,-0.004378360550617799,0.22580593870952725,720.93,19.8960054
887,133120,65,150,256,0.0072646514,0.010082639753818512,0.15,0.0002434464,0.07666015625,0.814405620098114,-5.408849194645882,-0.003429334901738912,0.14212845056317747,726.64,20.263887689999997
888,135168,66,152,260,0.007258882,0.03608538955450058,0.15,0.00024334400000000002,0.1162109375,0.7945486307144165,-5.382910147309303,-0.004526233387878165,0.2127264984883368,723.39,20.357093199999998
888,137216,67,154,264,0.004438641,0.001484207808971405,0.15,0.0002432416,0.0565185546875,0.8326573371887207,-5.375058516860008,-0.0042012680059997365,0.18916418915614486,722.5,20.507608740000002
887,139264,68,156,268,0.007072366,0.0330728180706501,0.15,0.0002431392,0.072021484375,0.7752551436424255,-5.377660289406776,-0.001131555560277775,0.24083484522998333,720.79,20.708303339999997
888,141312,69,159,272,0.002448535,0.03424405679106712,0.15,0.0002430368,0.031982421875,0.8842802047729492,-5.375639662146568,-0.0030441722774412483,0.17550548585131764,716.83,20.659828409999996
888,143360,70,161,276,0.0038639563,0.04594389721751213,0.15,0.0002429344,0.0474853515625,0.7582998275756836,-5.3666961789131165,-0.0027790936874225736,0.22542304266244173,717.08,20.75618431
889,145408,71,163,280,0.0030325856,0.041348736733198166,0.15,0.000242832,0.0406494140625,0.7895660400390625,-5.375489413738251,-0.0025919375621015206,0.20520375948399305,712.86,20.663042779999998
891,147456,72,165,284,0.0028581547,0.05472826212644577,0.15,0.0002427296,0.029296875,0.7552154660224915,-5.401783302426338,-0.0027327578573022038,0.24321211175993085,706.99,20.558469650000003
892,149504,73,167,288,0.0028341669,0.009479962289333344,0.15,0.0002426272,0.045654296875,0.8359032273292542,-5.405978441238403,-0.004154499823926017,0.21001065615564585,709.33,20.88687533
894,151552,74,169,292,0.0037804209,0.05000203102827072,0.15,0.0002425248,0.0841064453125,0.8192334175109863,-5.413110107183456,-0.004697788943303749,0.23816125094890594,707.99,20.95441336
895,153600,75,171,296,0.0019066831,0.01766500249505043,0.15,0.0002424224,0.05322265625,0.8188903331756592,-5.417991831898689,-0.0010542675299802795,0.17414908250793815,711.17,21.25813762
896,155648,76,173,300,0.002620983,0.038744598627090454,0.15,0.00024232000000000002,0.0281982421875,0.7542567849159241,-5.4160110503435135,-0.002255180850625038,0.21551567409187555,714.38,21.49477326
898,157696,77,175,304,0.0028413886,0.05911087244749069,0.15,0.00024221760000000002,0.0604248046875,0.7977920174598694,-5.405461370944977,-0.0035559639072744176,0.24933355813845992,715.08,21.685013610000002
899,159744,78,177,308,0.006816911,0.02931883931159973,0.15,0.0002421152,0.08251953125,0.8433727025985718,-5.425960972905159,-0.004848895507166162,0.20004425756633282,719.01,21.86946148
900,161792,79,179,312,0.0036479898,0.028668537735939026,0.15,0.0002420128,0.0819091796875,0.8336899876594543,-5.415150001645088,-0.0035640094138216227,0.2273732083849609,719.01,21.876915490000002
902,163840,80,181,316,0.0054398887,0.00038737058639526367,0.15,0.0002419104,0.06640625,0.887510359287262,-5.393401518464088,-0.006158156757010147,0.14868960273452103,718.69,21.932256639999995
903,165888,81,183,320,0.0029882933,0.02024972438812256,0.15,0.000241808,0.0545654296875,0.8419575691223145,-5.375738218426704,-0.003686478958115913,0.19396519241854548,722.42,22.11536949
904,167936,82,185,324,0.0026905816,0.023112371563911438,0.15,0.0002417056,0.046142578125,0.7477896809577942,-5.362880423665047,-0.0030720751092303544,0.21567022427916527,719.21,22.078969870000005
905,169984,83,187,328,0.0054665883,0.04974638670682907,0.15,0.0002416032,0.0863037109375,0.6921939849853516,-5.418012365698814,-0.00432189654384274,0.32030731020495296,727.81,22.5737737
907,172032,84,189,332,0.0053468933,0.06144573166966438,0.15,0.0002415008,0.0931396484375,0.8332729339599609,-5.381077513098717,-0.004416461335495114,0.26333927968516946,725.83,22.576074319999996
908,174080,85,191,336,0.0048257187,0.034895166754722595,0.15,0.0002413984,0.0550537109375,0.8475414514541626,-5.380437761545181,-0.002889664458052721,0.22043903218582273,724.56,22.521356540000003
909,176128,86,193,340,0.0043549724,0.02342226356267929,0.15,0.00024129600000000003,0.074462890625,0.8377079963684082,-5.3723898977041245,-0.007072519612847827,0.1963051836937666,727.04,22.66191285
911,178176,87,195,344,0.00400954,0.05406598746776581,0.15,0.00024119360000000002,0.0902099609375,0.7649562358856201,-5.359990015625954,-0.002296043618116528,0.2461928534321487,723.63,22.543386699999996
912,180224,88,197,348,0.0077260532,0.030525818467140198,0.15,0.0002410912,0.133056640625,0.8198485970497131,-5.366575509309769,-0.005371865670895204,0.2065011435188353,722.17,22.497204569999997
913,182272,89,199,352,0.0042948537,0.053581684827804565,0.15,0.0002409888,0.11181640625,0.7629440426826477,-5.372534364461899,-0.002854116930393502,0.2357287728227675,719.97,22.59543996
914,184320,90,201,356,0.0039234175,0.04122716188430786,0.15,0.0002408864,0.046630859375,0.819038987159729,-5.361980676651001,-0.004115043469937518,0.2202053563669324,718.13,22.451500019999997
915,186368,91,203,360,0.0036876292,0.05731438472867012,0.15,0.000240784,0.063720703125,0.8216238021850586,-5.37487430870533,-0.002798415327561088,0.26446750247851014,719.0,22.459849440000003
916,188416,92,205,364,0.0055829342,0.04098902642726898,0.15,0.0002406816,0.1162109375,0.7636265158653259,-5.368281960487366,-0.002541519788792357,0.22811519168317318,718.55,22.5737598
917,190464,93,207,368,0.006086869,0.019967123866081238,0.15,0.0002405792,0.1488037109375,0.8213330507278442,-5.365433976054192,-0.001554424365167506,0.20033605489879847,717.03,22.510228950000002
918,192512,94,209,372,0.0044938377,0.038985416293144226,0.15,0.0002404768,0.0555419921875,0.81032395362854,-5.370669886469841,-0.0022653263149550185,0.23336011311039329,719.57,22.715987879999997
920,194560,95,211,376,0.0043468373,0.03169526904821396,0.15,0.0002403744,0.066162109375,0.8470664024353027,-5.35706701874733,-0.003675123560242355,0.23558373050764203,719.54,22.699491599999998
921,196608,96,213,380,0.0032918951,0.024317041039466858,0.15,0.00024027199999999998,0.0506591796875,0.8738216757774353,-5.348432898521423,-0.0039029734616633505,0.19559105951339006,720.29,22.74269433
922,198656,97,215,384,0.0052417787,0.00868275761604309,0.15,0.00024016960000000003,0.06201171875,0.8660632967948914,-5.338066324591637,-0.005651200350257568,0.17710169963538647,725.38,23.027141950000004
922,200704,98,217,388,0.0032367606,0.027097605168819427,0.15,0.00024006720000000002,0.0858154296875,0.8785760998725891,-5.332538455724716,-0.0020798762125195935,0.20891981478780508,724.8,23.157464720000004
923,202752,99,219,392,0.0027399603,0.022632986307144165,0.15,0.0002399648,0.0382080078125,0.8874818086624146,-5.320064842700958,-0.004383983730804175,0.20610817661508918,721.53,23.06874057
925,204800,100,221,396,0.0061117606,0.0031178519129753113,0.15,0.0002398624,0.0938720703125,0.865564227104187,-5.278619557619095,-0.005111691658385098,0.21375741297379136,719.1,22.937665369999994
926,206848,101,223,400,0.006418555,-0.0004700571298599243,0.15,0.00023976,0.0931396484375,0.8609552383422852,-5.32738833129406,-0.0015558514860458672,0.18103388184681535,718.01,22.916702339999997
927,208896,102,225,404,0.0043260343,0.020972244441509247,0.15,0.00023965760000000001,0.0975341796875,0.8704736232757568,-5.308029741048813,-0.004595890452037565,0.20874767797067761,716.41,23.08365982999999
928,210944,103,227,408,0.005530022,0.03647632896900177,0.15,0.0002395552,0.0672607421875,0.8766316175460815,-5.262593999505043,-0.005776501959189773,0.2276585134677589,715.67,23.081422860000004
928,212992,104,229,412,0.0059397626,0.05314101278781891,0.15,0.0002394528,0.084228515625,0.8684613704681396,-5.256885036826134,-0.0032830467825988308,0.24766448931768537,719.93,23.25265313
929,215040,105,231,416,0.0041174665,0.034629493951797485,0.15,0.0002393504,0.05810546875,0.8474006652832031,-5.2603470385074615,-0.00230434365948895,0.21488401060923934,718.77,23.518606650000002
929,217088,106,233,420,0.005710208,0.053436364978551865,0.15,0.00023924799999999998,0.1025390625,0.8627501726150513,-5.2534603625535965,-0.001814044066122733,0.23213887866586447,722.97,23.73828442
929,219136,107,235,424,0.0047596134,0.020309701561927795,0.15,0.00023914560000000003,0.089599609375,0.8564964532852173,-5.263996317982674,-0.0016083356749732047,0.23125902889296412,719.46,23.680218500000006
930,221184,108,237,428,0.0046194475,0.051032498478889465,0.15,0.00023904320000000002,0.1368408203125,0.8817696571350098,-5.2651093900203705,-0.002891349242418073,0.20852832589298487,720.25,23.746586420000003
931,223232,109,239,432,0.0075394316,0.04011525958776474,0.15,0.00023894080000000001,0.1209716796875,0.8181728720664978,-5.268925055861473,-0.0009273115429095924,0.22015513060614467,711.96,23.473213020000003
932,225280,110,241,436,0.005585259,0.0590214766561985,0.15,0.0002388384,0.093017578125,0.8577165603637695,-5.241708114743233,-0.002080216509057209,0.2702920315787196,719.01,23.959099659999996
933,227328,111,243,440,0.0059580514,0.024420373141765594,0.15,0.000238736,0.092041015625,0.8367626667022705,-5.190585970878601,-0.0028071082197129726,0.23805539263412356,717.13,23.903162430000002
934,229376,112,245,444,0.004294121,0.03201741725206375,0.15,0.00023863360000000002,0.0877685546875,0.7710008025169373,-5.200419515371323,-0.003810378591879271,0.2238489706069231,719.43,24.037413219999998
934,231424,113,247,448,0.0060682856,0.03994523733854294,0.15,0.0002385312,0.0740966796875,0.8294540643692017,-5.196715921163559,-0.004995114664779976,0.24751359038054943,715.45,24.086025739999997
935,233472,114,249,452,0.006346098,0.05985496938228607,0.15,0.0002384288,0.0931396484375,0.8244019150733948,-5.209540814161301,-0.0046356436650967225,0.2458063904196024,714.35,24.337116289999997
936,235520,115,251,456,0.0063399253,0.05495472252368927,0.15,0.0002383264,0.1181640625,0.8448895215988159,-5.2359731793403625,-0.004344410670455545,0.2505363039672375,709.51,24.27315485
937,237568,116,253,460,0.0059249876,0.04205195978283882,0.15,0.000238224,0.138671875,0.8728044033050537,-5.233219414949417,-0.0012082948815077543,0.21210390981286764,707.53,24.265048850000003
938,239616,117,255,464,0.0049175723,0.04283222556114197,0.15,0.0002381216,0.11376953125,0.7357471585273743,-5.224133208394051,-0.0011978496622759849,0.24197075050324202,705.17,24.18093714
939,241664,118,257,468,0.005266153,0.042150288820266724,0.15,0.0002380192,0.08837890625,0.8060349225997925,-5.247800827026367,-0.005473811004776508,0.23406380088999867,705.61,24.223761030000006
940,243712,119,259,472,0.003932939,0.05845861881971359,0.15,0.00023791680000000002,0.0809326171875,0.8096030354499817,-5.273758724331856,-0.0018544629274401814,0.26049598027020693,705.67,24.34861654
940,245760,120,261,476,0.0026902775,0.0747043639421463,0.15,0.0002378144,0.0577392578125,0.8529229164123535,-5.256499916315079,-0.004087362176505849,0.27268103091046214,705.8,24.58477827
941,247808,121,263,480,0.0053250436,0.08097836375236511,0.15,0.000237712,0.074951171875,0.9008901715278625,-5.228971675038338,-0.0037813299422850832,0.27539020171388984,711.43,24.964283860000002
942,249856,122,265,484,0.004880766,0.04304613545536995,0.15,0.0002376096,0.0738525390625,0.8373726606369019,-5.239926382899284,-0.0018370448087807745,0.20858169393613935,710.12,24.97734892
942,251904,123,267,488,0.006788506,0.028350383043289185,0.15,0.00023750720000000002,0.119384765625,0.8804842233657837,-5.185056418180466,-0.003847722342470661,0.19930938770994544,709.61,25.02053863
943,253952,124,269,492,0.0074497256,0.04715567082166672,0.15,0.0002374048,0.1260986328125,0.8551706075668335,-5.231283098459244,0.00017449448932893574,0.20479688560590148,708.19,24.95817864
943,256000,125,271,496,0.0043402705,0.04408556595444679,0.15,0.0002373024,0.1065673828125,0.8297857642173767,-5.2259723246097565,-0.0007535140321124345,0.2494187569245696,711.18,25.266813000000003
944,258048,126,273,500,0.0050654416,0.02703140676021576,0.15,0.0002372,0.1146240234375,0.889778733253479,-5.23323680460453,-0.002828524768119678,0.21947024250403047,707.65,25.095443350000004
944,260096,127,275,504,0.004530711,0.04258351773023605,0.15,0.00023709759999999998,0.1016845703125,0.9086970090866089,-5.24389910697937,-0.0033272957080043852,0.23396983044221997,709.71,25.241946900000002
945,262144,128,277,508,0.0057459283,-0.0032376721501350403,0.15,0.0002369952,0.1038818359375,0.9279237389564514,-5.249420255422592,-0.004140053264563903,0.14464577962644398,713.06,25.42530158
945,264192,129,279,512,0.005337141,0.04119260609149933,0.15,0.00023689280000000002,0.1270751953125,0.9105321168899536,-5.250381126999855,-0.001342845003819093,0.18424780061468482,708.91,25.393955599999998
946,266240,130,281,516,0.0050466047,0.04690777137875557,0.15,0.00023679040000000002,0.109375,0.8274863362312317,-5.2577182203531265,-0.0034024488704744726,0.24321624962612987,707.99,25.538057880000007
947,268288,131,283,520,0.0054902975,0.048951804637908936,0.15,0.000236688,0.096435546875,0.8788073062896729,-5.27399280667305,-0.00490324551356025,0.2588564218021929,713.16,25.89458788
947,270336,132,285,524,0.0030181666,0.04353918135166168,0.15,0.0002365856,0.079345703125,0.8701059818267822,-5.260217219591141,-0.002644044259795919,0.23720372607931495,711.57,25.975820009999996
948,272384,133,287,528,0.0039060866,0.025732479989528656,0.15,0.00023648320000000002,0.0615234375,0.8952512741088867,-5.265384703874588,-0.003825261170277372,0.21913285134360194,713.72,26.092675429999996
948,274432,134,289,532,0.010315256,0.016001634299755096,0.15,0.0002363808,0.191162109375,0.9100590944290161,-5.2764691561460495,-0.003130130920908414,0.19807252986356616,715.39,26.212649839999994
948,276480,135,291,536,0.0051192055,0.0648479014635086,0.15,0.0002362784,0.111083984375,0.8753105401992798,-5.27680104970932,-0.004770122119225562,0.2884659552946687,717.43,26.348475269999994
949,278528,136,293,540,0.005307567,0.026636220514774323,0.15,0.000236176,0.0869140625,0.9135960340499878,-5.286498010158539,-0.007063756973366253,0.20712925819680095,716.24,26.333056269999997
949,280576,137,295,544,0.005079116,0.06589646637439728,0.15,0.0002360736,0.08642578125,0.8727239370346069,-5.297395631670952,-0.005929500446654856,0.23141166288405657,710.62,26.16707019
949,282624,138,297,548,0.0052695503,0.05455932021141052,0.15,0.0002359712,0.1278076171875,0.8713352680206299,-5.288355126976967,-0.006035477563273162,0.2443071990273893,705.56,25.915316470000004
950,284672,139,299,552,0.0060265865,0.07124309241771698,0.15,0.0002358688,0.1070556640625,0.8817715048789978,-5.262518540024757,-0.003928533697035164,0.28140318021178246,703.73,25.826395250000004
950,286720,140,301,556,0.005720432,0.07353264838457108,0.15,0.0002357664,0.0772705078125,0.8485221266746521,-5.268065378069878,-0.0018777243822114542,0.2366483393125236,699.09,25.651506690000005
951,288768,141,303,560,0.00413968,0.030325692147016525,0.15,0.000235664,0.0648193359375,0.8675644397735596,-5.265179947018623,-0.004130168410483748,0.26879736175760627,694.65,25.541243670000004
951,290816,142,305,564,0.006301126,0.0504232794046402,0.15,0.0002355616,0.1170654296875,0.8426378965377808,-5.2714468240737915,-0.004805345874046907,0.29092164477333426,691.77,25.421801400000007
952,292864,143,307,568,0.006107983,0.05110030248761177,0.15,0.00023545920000000002,0.085693359375,0.868955135345459,-5.256612554192543,-0.004768946499098092,0.26072590379044414,701.0,25.968758320000003
952,294912,144,309,572,0.0047106547,0.03560991585254669,0.15,0.00023535680000000002,0.0557861328125,0.912264883518219,-5.263530910015106,-0.004902231448795646,0.22446510009467602,698.48,25.83735076
952,296960,145,311,576,0.0059531806,0.02977754920721054,0.15,0.0002352544,0.1182861328125,0.8605289459228516,-5.279206797480583,-0.002234452389529906,0.2715886724181473,694.25,25.61913545000001
