time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/n_updates,train/loss,train/entropy_loss,train/value_loss,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
61,26,863,53248,0.15,-0.0030828001035843045,0.00024872,0.8159607648849487,0.08349609375,100,-0.001859813928604126,-5.436700910329819,0.1398294777609408,0.0063350378,18.133630033333336,799.9666666666667
64,27,862,55296,0.15,-0.00372007058467716,0.0002486688,0.8332476615905762,0.09033203125,104,-0.00674062967300415,-5.45739908516407,0.152005675714463,0.0038648644,18.133630033333336,799.9666666666667
66,28,859,57344,0.15,-0.0046262479008873925,0.0002486176,0.7627805471420288,0.046142578125,108,0.013838119804859161,-5.4462273716926575,0.17826190567575395,0.003745435,18.631173015151514,799.1666666666666
69,29,858,59392,0.15,-0.005746198556153104,0.0002485664,0.8415325880050659,0.0665283203125,112,-0.015401661396026611,-5.433189317584038,0.15188119723461568,0.0055775167,18.76190188235294,797.6176470588235
71,30,857,61440,0.15,-0.005174089514184743,0.0002485152,0.681591272354126,0.0775146484375,116,0.013650603592395782,-5.448997646570206,0.18058456806465983,0.0045261225,18.59646950724638,793.0579710144928
74,31,856,63488,0.15,-0.003381149930646643,0.000248464,0.7483720779418945,0.0404052734375,120,0.010347958654165268,-5.421784147620201,0.1784332355018705,0.002785393,18.529392945945947,782.7702702702703
76,32,855,65536,0.15,-0.0067589919053716585,0.0002484128,0.8423948884010315,0.101318359375,124,0.017359063029289246,-5.443287670612335,0.1816006733570248,0.0047698533,18.756399558441558,783.6103896103896
79,33,854,67584,0.15,-0.004328340175561607,0.0002483616,0.8573362827301025,0.1373291015625,128,-0.006828632205724716,-5.43379046022892,0.16334653994999826,0.0047006803,18.5957628875,776.55
81,34,854,69632,0.15,-0.00714612560113892,0.0002483104,0.8616475462913513,0.0992431640625,132,0.00047179311513900757,-5.425698518753052,0.1442171346861869,0.0055653336,18.60932123170732,776.1463414634146
84,35,853,71680,0.15,-0.007107391822501086,0.00024825920000000004,0.8431774377822876,0.07958984375,136,0.004596151411533356,-5.408890500664711,0.19694485049694777,0.006473672,18.675847197674422,773.1511627906976
86,36,851,73728,0.15,-0.002352525800233707,0.00024820800000000003,0.8669168949127197,0.1201171875,140,0.030063971877098083,-5.3993721306324005,0.19892046367749572,0.009670006,18.67781882222222,766.9111111111112
89,37,851,75776,0.15,-0.005055379297118634,0.00024815680000000003,0.894294261932373,0.09521484375,144,0.03713858127593994,-5.428207531571388,0.19524283823557198,0.005664548,18.759868902173913,766.4673913043479
91,38,850,77824,0.15,-0.007074467976053711,0.0002481056,0.8901989459991455,0.10009765625,148,-0.014626272022724152,-5.425806209445,0.16630992549471557,0.0045525017,18.825936478723403,764.9255319148937
93,39,849,79872,0.15,-0.0066238195286132395,0.0002480544,0.9091389775276184,0.1138916015625,152,0.011579036712646484,-5.40512889623642,0.17896248772740364,0.0057451148,18.970957530612246,761.4285714285714
96,40,849,81920,0.15,-0.006352710712235421,0.0002480032,0.9154641628265381,0.095703125,156,-0.013226598501205444,-5.390455260872841,0.14627683209255338,0.006768259,19.004511979797982,760.89898989899
98,41,848,83968,0.15,-0.004875605984125286,0.000247952,0.9045835733413696,0.11962890625,160,0.014900371432304382,-5.398565545678139,0.17952833557501435,0.0041246107,19.282936929999998,761.5
101,42,848,86016,0.15,-0.006897330065839924,0.0002479008,0.8816343545913696,0.09765625,164,0.021288376301527023,-5.388819113373756,0.17715854430571198,0.006110238,19.945045630000003,769.58
103,43,848,88064,0.15,-0.007531947456300259,0.0002478496,0.924132227897644,0.0970458984375,168,0.009223908185958862,-5.405940875411034,0.14949686685577035,0.006711321,20.07472396,768.63
