time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction,train/loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
2381824,2323,1163,1025,0.006517854,-0.010318864253349602,0.0002620224,-4.657491981983185,0.923911452293396,0.1,0.20527325151488185,0.208740234375,0.006196103990077972,4648,47.445222689999994,926.93
2383872,2325,1164,1024,0.006621189,-0.008271491009509191,0.0002618176,-4.5639857947826385,0.9156451225280762,0.1,0.21625341987237334,0.23388671875,-0.0029731392860412598,4652,47.68875343999999,931.66
2385920,2327,1165,1024,0.0067748055,-0.009379496463225223,0.0002616128,-4.598128795623779,0.9249919652938843,0.1,0.2722737202420831,0.2264404296875,0.06330970674753189,4656,47.45896404,928.03
2387968,2329,1166,1024,0.009302206,-0.011834711651317775,0.000261408,-4.569062024354935,0.92914879322052,0.1,0.22218663850799203,0.2271728515625,0.03200720250606537,4660,47.65178160000001,929.04
2390016,2331,1167,1024,0.007700639,-0.012347275187494233,0.00026120319999999996,-4.573496222496033,0.9487965106964111,0.1,0.26263374369591475,0.2421875,0.06230604276061058,4664,47.735587640000006,931.27
2392064,2333,1168,1024,0.006257749,-0.00988663561292924,0.00026099839999999994,-4.568498209118843,0.9209883213043213,0.1,0.26374655356630683,0.1990966796875,0.06877478957176208,4668,47.83587127,933.49
2394112,2335,1169,1024,0.0047444357,-0.008240912953624502,0.0002607936,-4.616258457303047,0.890237033367157,0.1,0.2597276344895363,0.2021484375,0.04171115159988403,4672,47.213603510000006,922.66
2396160,2337,1170,1024,0.0059723984,-0.008144938125042245,0.0002605888,-4.597969070076942,0.9157351851463318,0.1,0.43093220330774784,0.199951171875,0.0930747464299202,4676,47.05365048000001,920.36
2398208,2340,1171,1024,0.0057709864,-0.010521979667828418,0.000260384,-4.548891827464104,0.9343789219856262,0.1,0.33726887591183186,0.1956787109375,0.05246853828430176,4680,47.05365048000001,920.36
2400256,2342,1172,1024,0.007825148,-0.012659983447520062,0.0002601792,-4.60750325024128,0.884335458278656,0.1,0.2720833825878799,0.2445068359375,0.024585038423538208,4684,46.986798910000005,916.35
2402304,2344,1173,1024,0.006299278,-0.011118850918137468,0.0002599744,-4.59744992852211,0.9162799119949341,0.1,0.28912697080522776,0.2149658203125,0.0777868926525116,4688,46.986798910000005,916.35
2404352,2346,1174,1024,0.0059457067,-0.012034200291964225,0.0002597696,-4.620958477258682,0.9196925759315491,0.1,0.2856312724761665,0.2064208984375,0.04805932193994522,4692,46.96277481000001,913.34
2406400,2348,1175,1024,0.0053960523,-0.006948452006326988,0.00025956480000000005,-4.580886036157608,0.8853414058685303,0.1,0.40667309518903494,0.1998291015625,0.16906416416168213,4696,46.85726957,908.72
2408448,2350,1176,1024,0.007258113,-0.01039942546049133,0.00025936000000000004,-4.556880563497543,0.875680685043335,0.1,0.36537368269637227,0.225341796875,0.06441934406757355,4700,46.50365534,899.28
2410496,2352,1177,1024,0.009463594,-0.011717921472154558,0.0002591552,-4.586754113435745,0.9097023606300354,0.1,0.5014670453965664,0.22998046875,0.1358996331691742,4704,46.62524029,902.31
2412544,2354,1178,1024,0.008335691,-0.010494076559552923,0.0002589504,-4.532177314162254,0.9330931305885315,0.1,0.2493967073969543,0.239013671875,0.024828150868415833,4708,46.87028380999999,906.39
2414592,2356,1179,1024,0.0064888876,-0.01199707287014462,0.00025874560000000005,-4.547995522618294,0.8927692174911499,0.1,0.22499821428209543,0.213134765625,0.006207142025232315,4712,46.87028380999999,906.39
2416640,2358,1180,1024,0.007151837,-0.0130580209515756,0.00025854080000000003,-4.643957674503326,0.8576740026473999,0.1,0.22482249699532986,0.2298583984375,0.0065189749002456665,4716,46.35470270999999,896.14
2418688,2360,1181,1024,0.0071544517,-0.012953740457305685,0.000258336,-4.628666311502457,0.9120984673500061,0.1,0.2973649427294731,0.2474365234375,0.06913045048713684,4720,46.68154765000001,899.49
2420736,2362,1182,1024,0.0062981267,-0.00855427052010782,0.0002581312,-4.571038246154785,0.9136219024658203,0.1,0.3018381977453828,0.2060546875,0.056178659200668335,4724,46.76321094,901.9
2422784,2364,1183,1024,0.006439748,-0.011061407436500303,0.0002579264,-4.611635744571686,0.9170636534690857,0.1,0.328466288279742,0.19287109375,0.037753477692604065,4728,46.980809990000004,903.72
2424832,2366,1184,1024,0.007326817,-0.012312472201301716,0.0002577216,-4.543751239776611,0.956871747970581,0.1,0.19294281117618084,0.2122802734375,0.013499327003955841,4732,47.049585179999994,906.07
2426880,2368,1185,1024,0.0062869177,-0.010962707368889824,0.0002575168,-4.551946640014648,0.8903610706329346,0.1,0.3023636187426746,0.1981201171875,0.0579502135515213,4736,46.71233968999999,898.79
2428928,2369,1186,1024,0.0051711826,-0.01152733582421206,0.000257312,-4.60438172519207,0.8953870534896851,0.1,0.2964010355062783,0.20849609375,0.07126016914844513,4740,46.36042787,892.19
2430976,2371,1187,1024,0.00638355,-0.008604726113844663,0.0002571072,-4.626547068357468,0.8676174879074097,0.1,0.29758140398189425,0.2191162109375,0.03819287195801735,4744,46.30605699999999,891.63
2433024,2373,1188,1024,0.009318343,-0.011624001708696596,0.00025690239999999996,-4.572195678949356,0.9351948499679565,0.1,0.3031471064314246,0.2099609375,0.05261252820491791,4748,46.47032023,890.99
2435072,2375,1189,1024,0.0061553344,-0.011883022467372939,0.0002566976,-4.60581274330616,0.9301583170890808,0.1,0.3122532186098397,0.2174072265625,0.03246994689106941,4752,46.03486643,883.92
2437120,2377,1190,1024,0.007526697,-0.011137394496472552,0.0002564928,-4.526532381772995,0.954839825630188,0.1,0.18576517538167536,0.1904296875,-0.009359117597341537,4756,46.195583590000005,887.6
2439168,2379,1191,1024,0.006630334,-0.013728471793001518,0.00025628799999999997,-4.564177557826042,0.887820839881897,0.1,0.3273241720162332,0.218505859375,0.06405551731586456,4760,45.93027246,882.03
2441216,2382,1192,1024,0.009048273,-0.010173260961892083,0.0002560832,-4.612813875079155,0.876583456993103,0.1,0.3513156045228243,0.2421875,0.07653164118528366,4764,46.05954264000001,884.68
2443264,2384,1193,1024,0.008167671,-0.007481088949134573,0.0002558784,-4.582901373505592,0.9187783598899841,0.1,0.23062998428940773,0.247314453125,0.041214875876903534,4768,45.88569108000001,880.96
2445312,2386,1194,1024,0.008190331,-0.006173542991746217,0.00025567360000000003,-4.636008098721504,0.8425829410552979,0.1,0.3261536597274244,0.2215576171875,0.05614934116601944,4772,45.48503325000001,874.95
2447360,2388,1195,1024,0.005759404,-0.01087015715893358,0.0002554688,-4.573250100016594,0.9509561657905579,0.1,0.22545451996847987,0.19482421875,0.036109812557697296,4776,45.108170170000015,866.79
2449408,2390,1196,1024,0.0080042,-0.011974398614256643,0.000255264,-4.5945285856723785,0.946816086769104,0.1,0.27892292477190495,0.24462890625,0.058047108352184296,4780,45.46305994,873.63
2451456,2392,1197,1024,0.007400385,-0.015937092015519738,0.00025505920000000004,-4.560166984796524,0.9466327428817749,0.1,0.252039338927716,0.2178955078125,0.027901075780391693,4784,45.32760333,871.93
2453504,2394,1198,1024,0.0076597985,-0.012609359720954672,0.0002548544,-4.624799877405167,0.928245484828949,0.1,0.22673230897635221,0.23876953125,-0.00037485361099243164,4788,45.04902311,869.95
2455552,2396,1199,1024,0.009452497,-0.014890043006744236,0.00025464960000000006,-4.61505064368248,0.9209446310997009,0.1,0.30095662781968713,0.2772216796875,0.026277653872966766,4792,44.94535446,868.36
2457600,2398,1200,1024,0.0080683045,-0.012550460480269976,0.00025444480000000005,-4.612977981567383,0.9126999974250793,0.1,0.21962525229901075,0.2442626953125,0.022534728050231934,4796,44.55083969,862.26
2459648,2400,1201,1024,0.008077223,-0.008642319880891591,0.00025424000000000003,-4.610261827707291,0.9548414349555969,0.1,0.21377306571230292,0.2012939453125,-0.00426965206861496,4800,44.46132853,861.08
2461696,2402,1202,1024,0.005491573,-0.008175549795851111,0.0002540352,-4.633466601371765,0.9255227446556091,0.1,0.255078817717731,0.2137451171875,0.024508647620677948,4804,44.55639521,860.78
2463744,2404,1203,1024,0.0071043596,-0.011255427321884781,0.0002538304,-4.605891928076744,0.9540456533432007,0.1,0.21207653870806098,0.2213134765625,0.0037521496415138245,4808,44.46832205,858.02
2465792,2406,1204,1024,0.007815246,-0.01207305197021924,0.0002536256,-4.559981137514114,0.9430867433547974,0.1,0.25610717199742794,0.1925048828125,0.03912491723895073,4812,44.19631886,854.2
2467840,2408,1205,1024,0.0055153025,-0.012343821348622441,0.0002534208,-4.555023819208145,0.8771393895149231,0.1,0.3184697348624468,0.1773681640625,0.06688964366912842,4816,43.96732137,851.06
2469888,2410,1206,1024,0.005032758,-0.007675388042116538,0.000253216,-4.523039609193802,0.9367070198059082,0.1,0.268129903357476,0.172119140625,0.04336380958557129,4820,43.960362169999996,851.03
2471936,2412,1207,1024,0.00784509,-0.00998711287684273,0.0002530112,-4.557737976312637,0.8795649409294128,0.1,0.31279401760548353,0.2353515625,0.058997444808483124,4824,43.960362169999996,851.03
2473984,2414,1208,1024,0.0056523224,-0.011453311366494745,0.0002528064,-4.618214190006256,0.8253846168518066,0.1,0.26906376238912344,0.1851806640625,0.045915402472019196,4828,43.50977221999999,844.38
2476032,2416,1209,1024,0.006248736,-0.013216844949056394,0.00025260159999999996,-4.668202832341194,0.927562952041626,0.1,0.23866873886436224,0.2164306640625,0.03863024711608887,4832,43.99869633,850.94
2478080,2418,1210,1024,0.0071340688,-0.010784486890770495,0.0002523968,-4.573226183652878,0.9504146575927734,0.1,0.2746254191733897,0.23681640625,0.03224504739046097,4836,44.0464641,851.27
2480128,2420,1211,1024,0.0065346663,-0.013479914516210556,0.000252192,-4.548667669296265,0.9294201731681824,0.1,0.2666369522921741,0.1937255859375,0.03911846876144409,4840,44.272409210000006,855.28
2482176,2422,1212,1024,0.007661499,-0.014148633708828129,0.00025198719999999997,-4.5824748277664185,0.9288891553878784,0.1,0.24555861577391624,0.2105712890625,0.010327912867069244,4844,44.272409210000006,855.28
2484224,2424,1213,1024,0.0056897383,-0.011400527349906042,0.00025178239999999996,-4.597875192761421,0.9083156585693359,0.1,0.3332389867864549,0.2060546875,0.06511608511209488,4848,43.73342788,846.82
2486272,2426,1214,1024,0.006138704,-0.009451449950574897,0.0002515776,-4.53508785367012,0.9514579772949219,0.1,0.23934098426252604,0.1844482421875,0.061651088297367096,4852,43.527574969999996,844.53
2488320,2428,1215,1024,0.00540125,-0.012100573803763837,0.00025137280000000003,-4.5148317366838455,0.9400734305381775,0.1,0.22493812860921025,0.206298828125,0.01246633380651474,4856,43.34840742999999,841.49
2490368,2430,1216,1024,0.0078431945,-0.007843075116397813,0.000251168,-4.523455321788788,0.8888350129127502,0.1,0.29797520488500595,0.2158203125,0.06604111939668655,4860,43.34840742999999,841.49
2492416,2432,1217,1024,0.006081789,-0.006833023595390841,0.0002509632,-4.580024257302284,0.7416251301765442,0.1,0.41427179146558046,0.235595703125,0.10686703026294708,4864,43.49624081999998,844.0
2494464,2434,1218,1024,0.0065289396,-0.008616779363364913,0.0002507584,-4.642760649323463,0.8971269130706787,0.1,0.33462504763156176,0.2310791015625,0.0777147114276886,4868,43.221675720000015,839.7
2496512,2436,1219,1024,0.008517217,-0.010223409364698455,0.00025055359999999997,-4.459374114871025,0.949289083480835,0.1,0.2654542322270572,0.21875,0.04779094457626343,4872,43.39089745000001,842.66
2498560,2438,1220,1024,0.008116875,-0.010268350277328864,0.00025034880000000007,-4.452416747808456,0.9298617839813232,0.1,0.2552410657517612,0.2540283203125,0.04917637258768082,4876,43.618878210000005,846.16
2500608,2440,1221,1024,0.006152123,-0.011678690469125286,0.00025014400000000005,-4.515800163149834,0.9302915334701538,0.1,0.24168928805738688,0.1932373046875,0.028942368924617767,4880,43.618878210000005,846.16
2502656,2442,1222,1024,0.0051158885,-0.009372118103783578,0.0002499392,-4.586744710803032,0.8620208501815796,0.1,0.268839574418962,0.1973876953125,0.029995769262313843,4884,43.57506549,847.81
2504704,2444,1223,1024,0.005081503,-0.005195440171519294,0.0002497344,-4.607265144586563,0.8957359790802002,0.1,0.2853815471753478,0.220947265625,0.08042597025632858,4888,43.72759317,850.54
2506752,2446,1224,1024,0.0067012673,-0.01382091938285157,0.0002495296,-4.596703425049782,0.9326457977294922,0.1,0.2103573097847402,0.222900390625,0.013641677796840668,4892,43.65707132000001,846.86
2508800,2448,1225,1024,0.0060597793,-0.011312790724332444,0.00024932480000000004,-4.669515863060951,0.927190899848938,0.1,0.252095993142575,0.180908203125,0.039755962789058685,4896,43.78922083,847.58
2510848,2450,1226,1024,0.006524463,-0.008331747667398304,0.00024912000000000003,-4.649092301726341,0.9460227489471436,0.1,0.2959080464206636,0.227294921875,0.06233850494027138,4900,44.17187911,853.99
2512896,2452,1227,1024,0.008055907,-0.01049177278764546,0.0002489152,-4.500949248671532,0.9598978161811829,0.1,0.21021330449730158,0.2672119140625,0.026048682630062103,4904,44.17187911,853.99
2514944,2454,1228,1024,0.0060604624,-0.011687490245094523,0.0002487104,-4.61023186147213,0.9297599792480469,0.1,0.2228357712738216,0.1885986328125,0.03338700532913208,4908,44.50770572,861.39
2516992,2456,1229,1024,0.005995319,-0.008673485877807252,0.0002485056,-4.623319059610367,0.8555945158004761,0.1,0.40165730845183134,0.205322265625,0.11624659597873688,4912,45.04081014000001,871.27
2519040,2458,1230,1024,0.0057684407,-0.009705001575639471,0.0002483008,-4.614925786852837,0.8868440389633179,0.1,0.3873733291402459,0.18896484375,0.13265736401081085,4916,44.732576370000004,867.34
2521088,2460,1231,1024,0.0055626254,-0.011065692757256329,0.000248096,-4.5747895538806915,0.9308631420135498,0.1,0.29892191337421536,0.1898193359375,0.07032892853021622,4920,44.446346950000006,861.26
2523136,2462,1232,1024,0.007721783,-0.011128142388770357,0.0002478912,-4.544934555888176,0.9318610429763794,0.1,0.31146191200241446,0.2166748046875,0.059254370629787445,4924,45.11595375999998,871.88
2525184,2464,1233,1024,0.006083076,-0.011611733534664381,0.0002476864,-4.530653610825539,0.9518669247627258,0.1,0.2791182971559465,0.2132568359375,0.03262147307395935,4928,45.18830734,872.69
2527232,2466,1234,1024,0.004723973,-0.011159917601617053,0.0002474816,-4.5582185089588165,0.9470239877700806,0.1,0.2763773435726762,0.189208984375,0.04204946756362915,4932,44.941122770000014,868.98
2529280,2468,1235,1024,0.006361449,-0.010578571585938334,0.0002472768,-4.466313421726227,0.8836773633956909,0.1,0.30453120917081833,0.18994140625,0.07687413692474365,4936,45.12369322000001,870.48
2531328,2470,1236,1024,0.0060444484,-0.009325269507826306,0.00024707200000000004,-4.5286669582128525,0.8521959185600281,0.1,0.4458289798349142,0.2078857421875,0.09156486392021179,4940,45.24555043,871.0
2533376,2472,1237,1024,0.0077985716,-0.008265120937721804,0.0002468672,-4.532752975821495,0.908648669719696,0.1,0.2825157227925956,0.2432861328125,0.053192608058452606,4944,45.17332239,869.48
2535424,2474,1238,1024,0.008093168,-0.009128727280767635,0.0002466624,-4.584210842847824,0.8923463821411133,0.1,0.34300113283097744,0.2266845703125,0.01468617469072342,4948,45.18730393,871.65
2537472,2476,1239,1024,0.008289373,-0.00966388950473629,0.0002464576,-4.638485819101334,0.8945073485374451,0.1,0.3689814265817404,0.2431640625,0.04753232002258301,4952,44.866375590000004,866.13
2539520,2478,1240,1024,0.0065052747,-0.012087273236829787,0.0002462528,-4.569485574960709,0.9543772339820862,0.1,0.24333544867113233,0.1846923828125,0.023087836802005768,4956,45.11081279999999,869.01
2541568,2480,1241,1024,0.0053509464,-0.009968104102881625,0.000246048,-4.531818509101868,0.9314753413200378,0.1,0.31216875929385424,0.1810302734375,0.051512401551008224,4960,45.51487588999999,872.44
2543616,2482,1242,1024,0.0055567604,-0.010206500272033736,0.0002458432,-4.565025582909584,0.9068676829338074,0.1,0.4823099970817566,0.1898193359375,0.128169983625412,4964,45.587827819999994,872.11
2545664,2484,1243,1024,0.007047659,-0.009362274926388636,0.0002456384,-4.525896191596985,0.9136196374893188,0.1,0.3759637037292123,0.1807861328125,0.10626089572906494,4968,45.75737623999999,874.46
2547712,2486,1244,1024,0.0063059023,-0.011441571463365108,0.00024543359999999997,-4.556789979338646,0.9348834753036499,0.1,0.2352306810207665,0.198974609375,0.03252867981791496,4972,45.60546229,870.94
2549760,2488,1245,1024,0.0077213473,-0.011157799483044073,0.0002452288,-4.595546260476112,0.8931364417076111,0.1,0.32373244501650333,0.2001953125,0.10137322545051575,4976,45.4452978,869.02
2551808,2490,1246,1024,0.005913605,-0.01043318392476067,0.00024502400000000004,-4.672342896461487,0.9120794534683228,0.1,0.27573134610429406,0.1900634765625,0.03891606628894806,4980,45.35497281999999,868.5
2553856,2492,1247,1024,0.006107661,-0.0068952827277826145,0.00024481920000000003,-4.619818523526192,0.8781892657279968,0.1,0.33520689606666565,0.201171875,0.06462567299604416,4984,45.493474879999994,867.89
2555904,2494,1248,1024,0.0085766995,-0.009689568891189992,0.0002446144,-4.601549431681633,0.9378300905227661,0.1,0.3029899471439421,0.2529296875,0.08478730171918869,4988,45.51066460000001,870.13
2557952,2496,1249,1024,0.007657736,-0.009789415664272383,0.0002444096,-4.606296569108963,0.896362841129303,0.1,0.3991287322714925,0.2315673828125,0.12038812041282654,4992,45.699671510000016,874.84
2560000,2498,1250,1024,0.007493492,-0.011233452270971611,0.0002442048,-4.551374658942223,0.939910352230072,0.1,0.24684571521356702,0.1724853515625,0.04992294684052467,4996,45.535906960000005,873.92
2562048,2500,1251,1024,0.0069811256,-0.008776170754572377,0.000244,-4.523351863026619,0.9274716973304749,0.1,0.3150088572874665,0.211181640625,0.016135036945343018,5000,44.86139732000001,863.04
2564096,2502,1252,1024,0.006833519,-0.011074274778366089,0.0002437952,-4.496722310781479,0.8972300887107849,0.1,0.31584774889051914,0.20166015625,0.03975962847471237,5004,44.86139732000001,863.04
2566144,2504,1253,1024,0.0063724853,-0.010676629928639159,0.0002435904,-4.552812144160271,0.8686522841453552,0.1,0.3062949846498668,0.21240234375,0.059759721159935,5008,44.579268359999986,858.52
2568192,2506,1254,1024,0.0059087137,-0.009786975817405619,0.00024338559999999998,-4.680328816175461,0.8618336915969849,0.1,0.393424772657454,0.2109375,0.11489900946617126,5012,44.70441991000001,860.82
2570240,2508,1255,1024,0.006188888,-0.011614632632699795,0.0002431808,-4.550337806344032,0.9491003155708313,0.1,0.24979497073218226,0.21142578125,-0.0035044625401496887,5016,44.71079962000001,860.0
2572288,2510,1256,1024,0.009868558,-0.010146689310204238,0.00024297600000000003,-4.565582036972046,0.9334884881973267,0.1,0.27974911453202367,0.2578125,0.011150337755680084,5020,44.99313124000001,863.73
2574336,2512,1257,1024,0.0075015104,-0.013202819987782277,0.00024277120000000004,-4.594096377491951,0.9535396695137024,0.1,0.23386100260540843,0.21728515625,0.027623489499092102,5024,45.47234125000001,871.32
2576384,2514,1258,1024,0.007130777,-0.008555349078960717,0.00024256640000000002,-4.4918337762355804,0.9454509615898132,0.1,0.3383393017575145,0.2613525390625,0.069825679063797,5028,45.47234125000001,871.32
2578432,2516,1259,1024,0.0054373704,-0.009251121548004448,0.0002423616,-4.537378668785095,0.8825100660324097,0.1,0.3329864367842674,0.175537109375,0.09262659400701523,5032,45.409594320000004,869.97
2580480,2518,1260,1024,0.007071549,-0.007851701113395393,0.00024215680000000002,-4.587306350469589,0.7947598695755005,0.1,0.553385179489851,0.2059326171875,0.1669486165046692,5036,45.49082902999999,871.4
2582528,2520,1261,1024,0.0071505047,-0.0052870898362016305,0.000241952,-4.611190631985664,0.8831945657730103,0.1,0.5039515858516097,0.1978759765625,0.14855438470840454,5040,45.376830250000005,869.26
2584576,2522,1262,1024,0.005551201,-0.0012698013306362554,0.0002417472,-4.511964738368988,0.8778602480888367,0.1,0.4056362770497799,0.2437744140625,0.17063480615615845,5044,45.30526945000001,864.26
2586624,2524,1263,1024,0.007909024,-0.01014227225095965,0.0002415424,-4.474394246935844,0.9373042583465576,0.1,0.27147358376532793,0.201904296875,0.03357110172510147,5048,45.452469429999994,867.06
2588672,2526,1264,1024,0.009021757,-0.015753228741232306,0.00024133759999999998,-4.515552386641502,0.9350924491882324,0.1,0.2010177201591432,0.23828125,0.012269340455532074,5052,45.602487280000005,869.62
2590720,2528,1265,1024,0.009203963,-0.01073583186371252,0.0002411328,-4.578334391117096,0.8900601267814636,0.1,0.3370952080003917,0.260498046875,0.041200488805770874,5056,45.69661212000001,870.34
2592768,2530,1266,1024,0.006653671,-0.004446028760867193,0.00024092799999999998,-4.567572191357613,0.8674220442771912,0.1,0.37610386637970805,0.22216796875,0.1165948212146759,5060,45.92757063999999,871.53
2594816,2532,1267,1024,0.0090592615,-0.00959366702591069,0.00024072320000000002,-4.5508460104465485,0.9294494390487671,0.1,0.2876849127933383,0.22509765625,0.03334593400359154,5064,45.96440097,872.94
2596864,2534,1268,1024,0.005858143,-0.009268554422305897,0.00024051840000000003,-4.494706764817238,0.9698749780654907,0.1,0.1756488906685263,0.197509765625,-0.018146805465221405,5068,45.96440097,872.94
2598912,2536,1269,1024,0.0077558835,-0.013259274390293285,0.00024031360000000002,-4.502487003803253,0.9663106799125671,0.1,0.1381218722090125,0.202392578125,0.0004307180643081665,5072,46.0302073,872.68
2600960,2538,1270,1024,0.0062727407,-0.010917166306171566,0.00024010880000000003,-4.563304230570793,0.9219385981559753,0.1,0.25756330974400043,0.22314453125,0.029786422848701477,5076,46.0302073,872.68
2603008,2540,1271,1024,0.007101642,-0.011591021655476652,0.000239904,-4.570090278983116,0.930224597454071,0.1,0.27889643842354417,0.2095947265625,0.0746636837720871,5080,46.05015261,870.59
2605056,2542,1272,1024,0.0068347743,-0.009087831364013255,0.0002396992,-4.614201679825783,0.8431680798530579,0.1,0.4040412111207843,0.2218017578125,0.06945087015628815,5084,45.63913284,863.02
2607104,2544,1273,1024,0.0070969854,-0.008298962726257741,0.0002394944,-4.568010002374649,0.9340810179710388,0.1,0.2865868527442217,0.2110595703125,0.02351311221718788,5088,45.84049019,866.83
2609152,2546,1274,1024,0.008143211,-0.009072983797523193,0.0002392896,-4.591806545853615,0.9388410449028015,0.1,0.24789165146648884,0.2247314453125,0.021020323038101196,5092,46.19463622999999,873.98
2611200,2548,1275,1024,0.00802139,-0.009789456133148633,0.00023908479999999998,-4.551445379853249,0.9257584810256958,0.1,0.3473891308531165,0.245849609375,0.07725473493337631,5096,45.917697499999996,868.59
2613248,2550,1276,1024,0.007337811,-0.00915882115077693,0.00023888,-4.472093611955643,0.9153445959091187,0.1,0.2733366177417338,0.2188720703125,0.025013823062181473,5100,46.174633249999985,875.16
2615296,2552,1277,1024,0.007512939,-0.005895165537367575,0.00023867519999999997,-4.525940909981728,0.8262299299240112,0.1,0.4199356297031045,0.2354736328125,0.08543406426906586,5104,46.37868304999999,875.08
2617344,2554,1278,1024,0.009306774,-0.005959148475085385,0.00023847040000000004,-4.531520038843155,0.9048094749450684,0.1,0.5585428150370717,0.269775390625,0.271145761013031,5108,46.387527219999996,875.76
2619392,2556,1279,1024,0.005386824,-0.008307420095661655,0.00023826560000000002,-4.534566193819046,0.9296700358390808,0.1,0.32790321111679077,0.177001953125,0.037951745092868805,5112,46.364186169999996,875.26
2621440,2558,1280,1024,0.0061710663,-0.013102914788760245,0.0002380608,-4.521939605474472,0.89785236120224,0.1,0.2448457246646285,0.2078857421875,0.03257483243942261,5116,46.61759588999999,878.08
2623488,2560,1281,1024,0.007438746,-0.009011575239128433,0.00023785600000000002,-4.548417493700981,0.8635295033454895,0.1,0.40294607169926167,0.1956787109375,0.14221766591072083,5120,46.58994973,876.32
2625536,2562,1282,1024,0.007086021,-0.009059474105015397,0.0002376512,-4.507447928190231,0.9101097583770752,0.1,0.3984179198741913,0.2105712890625,0.08617393672466278,5124,46.334084430000004,869.58
2627584,2564,1283,1024,0.0062500853,-0.0075814273150172085,0.00023744640000000002,-4.552064433693886,0.900344729423523,0.1,0.5041893636807799,0.20849609375,0.10874505341053009,5128,46.09506424,865.96
2629632,2566,1284,1024,0.0073759956,-0.009829328686464578,0.0002372416,-4.492653027176857,0.9171652793884277,0.1,0.3829687903635204,0.2332763671875,0.09690947085618973,5132,46.12245139999999,868.61
2631680,2568,1285,1024,0.0063579725,-0.011559962760657072,0.0002370368,-4.497216030955315,0.9404314160346985,0.1,0.3018997432664037,0.203857421875,0.03406805545091629,5136,45.799389089999984,862.78
2633728,2570,1286,1024,0.006014771,-0.01023684028768912,0.000236832,-4.5369908064603806,0.9311438798904419,0.1,0.3797682533040643,0.18603515625,0.07489362359046936,5140,45.66126408,858.12
2635776,2572,1287,1024,0.0055734133,-0.0073802429978968576,0.00023662719999999998,-4.565042272210121,0.8291709423065186,0.1,0.562599552795291,0.2039794921875,0.1588641107082367,5144,45.675481669999996,859.7
2637824,2574,1288,1024,0.008259083,-0.006386322187609039,0.0002364224,-4.53164230287075,0.8764061331748962,0.1,0.5921480720862746,0.1934814453125,0.24490924179553986,5148,45.45071937999999,856.08
2639872,2576,1289,1024,0.0054549463,-0.009694389533251524,0.00023621760000000003,-4.503962442278862,0.9398019909858704,0.1,0.2696926724165678,0.182861328125,0.01570575311779976,5152,45.45071937999999,856.08
2641920,2578,1290,1024,0.0062423693,-0.007325531274545938,0.00023601280000000002,-4.58930678665638,0.7951810956001282,0.1,0.5133977523073554,0.21142578125,0.14177703857421875,5156,45.63251823,854.33
2643968,2580,1291,1024,0.0061627096,-0.006838314307969995,0.00023580800000000003,-4.506459936499596,0.8984135985374451,0.1,0.4714899705722928,0.1845703125,0.106104277074337,5160,45.657127980000006,854.66
2646016,2582,1292,1024,0.009884253,-0.010700091574108228,0.00023560320000000001,-4.48299865424633,0.9271349906921387,0.1,0.18739331793040037,0.271240234375,0.008131485432386398,5164,45.467280179999996,850.97
2648064,2584,1293,1024,0.0063402494,-0.0108178295486141,0.0002353984,-4.555942818522453,0.87989342212677,0.1,0.26950553804636,0.210693359375,0.02883896231651306,5168,45.694372130000005,853.77
2650112,2586,1294,1024,0.0063841455,-0.007132782528060488,0.0002351936,-4.61816281080246,0.9019038081169128,0.1,0.4406299125403166,0.221435546875,0.08728963881731033,5172,46.22867366,861.7
2652160,2588,1295,1024,0.0050887433,-0.007475274047465064,0.0002349888,-4.595990464091301,0.9184774160385132,0.1,0.38579003512859344,0.1722412109375,0.14942196011543274,5176,46.38263625,863.05
2654208,2590,1296,1024,0.008626577,-0.016026614845031872,0.000234784,-4.544053360819817,0.9547237157821655,0.1,0.21853986848145723,0.252685546875,0.012232057750225067,5180,46.57439937,868.44
2656256,2592,1297,1024,0.0067937155,-0.009200818225508556,0.0002345792,-4.635107547044754,0.9195184707641602,0.1,0.25742953130975366,0.2208251953125,0.03112909197807312,5184,46.312049730000005,863.72
2658304,2594,1298,1024,0.0075087594,-0.01175513319321908,0.00023437439999999998,-4.5573375672101974,0.9031996726989746,0.1,0.3564672516658902,0.2109375,0.09788613766431808,5188,46.47352860000001,866.66
2660352,2596,1299,1024,0.0073808287,-0.008795585308689624,0.0002341696,-4.550938963890076,0.8781340718269348,0.1,0.40150779858231544,0.24755859375,0.11069780588150024,5192,46.322616229999994,864.74
2662400,2598,1300,1024,0.006463225,-0.008675904537085444,0.00023396479999999997,-4.498520329594612,0.9421830177307129,0.1,0.3081700736656785,0.20263671875,0.06511576473712921,5196,46.43963397,865.17
2664448,2600,1301,1024,0.005853336,-0.0073120835004374385,0.00023376000000000004,-4.523462459445,0.8922224640846252,0.1,0.31026986660435796,0.1951904296875,0.05585644021630287,5200,46.399872460000005,864.58
