time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/entropy_loss,train/n_updates,train/explained_variance,train/loss,train/learning_rate,train/clip_fraction,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean
51200,25,49,1034,-5.481663420796394,96,0.6489202976226807,0.04140337556600571,0.0002475424,0.0457763671875,0.0015571082,0.23892905982211232,-0.0028385999030433595,0.1,16.585858677966105,763.9661016949152
53248,26,51,1034,-5.4778992831707,100,0.686309278011322,0.02416285127401352,0.00024744,0.055419921875,0.0021330179,0.16045614797621965,-0.0033723309315973893,0.1,16.782659377049182,768.0
55296,27,53,1035,-5.4688470512628555,104,0.5070352554321289,0.03163653612136841,0.0002473376,0.0601806640625,0.0016760748,0.21280050976201892,-0.001861695694969967,0.1,16.871343515625,768.109375
57344,28,55,1036,-5.47794434428215,108,0.6062296628952026,0.025631144642829895,0.0002472352,0.07421875,0.0021045865,0.1863441881723702,-0.0029356748273130506,0.1,17.053856415384615,772.7692307692307
59392,29,57,1035,-5.48039211332798,112,0.7605931758880615,0.026713091880083084,0.0002471328,0.130859375,0.0032192762,0.19476203294470906,-0.004722049459815025,0.1,17.152817808823528,772.8235294117648
61440,30,59,1036,-5.483054921030998,116,0.8594077825546265,-0.0028137117624282837,0.0002470304,0.057373046875,0.0018320183,0.1698389444500208,-0.002845440336386673,0.1,17.075894690140842,766.6619718309859
63488,31,61,1036,-5.474555820226669,120,0.8224098086357117,0.031243309378623962,0.000246928,0.0772705078125,0.0029851152,0.21132471598684788,-0.0025908029347192496,0.1,17.31505697368421,770.2763157894736
65536,32,63,1037,-5.4726045578718185,124,0.8183649778366089,0.039550840854644775,0.00024682560000000004,0.063232421875,0.001809363,0.22891068598255515,-0.0027969358052359894,0.1,17.312499532467534,770.7402597402597
67584,33,65,1038,-5.470033913850784,128,0.8230322003364563,0.050397396087646484,0.00024672320000000003,0.0162353515625,0.0011596174,0.2193510071374476,-0.0012223757075844333,0.1,17.298854341463418,764.7560975609756
69632,34,67,1039,-5.46057391166687,132,0.8690735101699829,0.014448843896389008,0.0002466208,0.0697021484375,0.0017631376,0.18024597270414233,-0.0031439019076060504,0.1,17.227730833333336,759.1190476190476
71680,35,68,1039,-5.4608872681856155,136,0.8687090873718262,0.008860833942890167,0.0002465184,0.11669921875,0.0034107477,0.18224027892574668,-0.0054692710837116465,0.1,17.273504000000003,755.1379310344828
73728,36,70,1039,-5.453869238495827,140,0.8976476192474365,0.01990436762571335,0.000246416,0.0684814453125,0.0015856948,0.1520796010736376,-0.002459899609675631,0.1,17.3869930989011,752.7032967032967
75776,37,72,1039,-5.453938513994217,144,0.8489786386489868,0.030145026743412018,0.0002463136,0.091796875,0.0022407589,0.20062623592093587,-0.0036511831858661026,0.1,17.396925936170216,751.1063829787234
77824,38,74,1040,-5.445690765976906,148,0.8165557384490967,0.004203289747238159,0.0002462112,0.1751708984375,0.0052248226,0.2158375377766788,-0.00224174938921351,0.1,17.339476195876287,747.9175257731958
79872,39,76,1041,-5.440540298819542,152,0.8369725942611694,0.030898965895175934,0.0002461088,0.0938720703125,0.002458299,0.21790154092013836,-0.004196388079435565,0.1,17.32820006122449,746.6122448979592
81920,40,78,1041,-5.452035292983055,156,0.8687302470207214,0.04372088611125946,0.00024600640000000003,0.165771484375,0.0033223182,0.2022095676511526,0.0003668780263978988,0.1,17.58398658,751.4
83968,41,80,1041,-5.456090748310089,160,0.8694101572036743,0.04124696925282478,0.000245904,0.0965576171875,0.0024648763,0.20705638686195016,-0.003759746628929861,0.1,17.74313892,752.55
86016,42,82,1041,-5.4469944685697556,164,0.8844212889671326,0.010720375925302505,0.0002458016,0.0960693359375,0.0023386409,0.15813790913671255,-0.002740184005233459,0.1,18.07728412,756.92
88064,43,84,1041,-5.435621932148933,168,0.853126049041748,0.035256318747997284,0.0002456992,0.076904296875,0.002193797,0.19423980498686433,-0.0019978501659352332,0.1,18.27444301,755.31
90112,44,86,1041,-5.447208136320114,172,0.8882353901863098,0.020332954823970795,0.0002455968,0.099853515625,0.0028034786,0.1702281842008233,-0.002551577752456069,0.1,18.239018870000002,748.66
92160,45,88,1040,-5.452083453536034,176,0.9123736619949341,0.010147705674171448,0.0002454944,0.1085205078125,0.0027939943,0.139729785034433,-0.0033482393773738295,0.1,18.350952300000003,742.51
94208,46,90,1040,-5.436593741178513,180,0.8817912340164185,0.03071489930152893,0.000245392,0.194091796875,0.002948607,0.20269344560801983,-0.0024386835648328997,0.1,18.39308561,739.82
96256,47,92,1041,-5.435661166906357,184,0.91517174243927,-0.00239475816488266,0.0002452896,0.089599609375,0.0025024917,0.1277726422995329,-0.0038997164665488526,0.1,18.42455555,735.92
98304,48,94,1041,-5.42467474937439,188,0.8771014213562012,0.000489700585603714,0.0002451872,0.1002197265625,0.0034082942,0.1695982520468533,-0.002273101781611331,0.1,18.45641522,731.47
100352,49,96,1040,-5.419422432780266,192,0.8512086868286133,0.021882161498069763,0.0002450848,0.1376953125,0.0034237485,0.1842743856832385,-0.002131241824827157,0.1,18.727358359999997,731.38
102400,50,98,1041,-5.420613512396812,196,0.8893253803253174,0.01894998550415039,0.0002449824,0.080810546875,0.001765255,0.19032042240723968,-0.0034182627277914435,0.1,18.702769749999998,729.36
104448,51,100,1041,-5.426432967185974,200,0.9057084918022156,0.009902924299240112,0.00024488,0.08935546875,0.0024109476,0.1593906069174409,-0.003539484619977884,0.1,18.782087849999996,726.38
106496,52,102,1041,-5.4221819043159485,204,0.8888803124427795,0.027946487069129944,0.0002447776,0.1279296875,0.0022549985,0.18832068657502532,-0.0023026364506222308,0.1,18.704830559999998,723.99
108544,53,104,1041,-5.414461046457291,208,0.9071233868598938,0.01992565393447876,0.00024467520000000004,0.11962890625,0.003809144,0.1606857250444591,-0.0005143244343344122,0.1,18.75405315,719.18
110592,54,106,1040,-5.404411539435387,212,0.9233002662658691,0.016384534537792206,0.00024457280000000003,0.117431640625,0.002336468,0.18042421713471413,-0.0020271535904612392,0.1,18.75138266,715.93
112640,55,108,1040,-5.390291094779968,216,0.9071992635726929,0.01649375632405281,0.0002444704,0.095703125,0.002452475,0.17870679078623652,-0.0026053434557979926,0.1,18.88749337,716.22
114688,56,110,1040,-5.394398644566536,220,0.9008902907371521,0.018573597073554993,0.000244368,0.081787109375,0.0027915046,0.17824998125433922,-0.004418610536959022,0.1,18.73648239,706.24
116736,57,112,1040,-5.401447981595993,224,0.9146538376808167,0.009181611239910126,0.0002442656,0.0977783203125,0.002345489,0.1808594516478479,-0.00236781538114883,0.1,18.726745859999998,699.02
118784,58,114,1040,-5.402886733412743,228,0.891371488571167,0.04343391954898834,0.0002441632,0.09130859375,0.0021490236,0.21162811666727066,-0.0031387764029204845,0.1,18.716440269999996,696.8
120832,59,116,1039,-5.3875583708286285,232,0.930914580821991,0.019772417843341827,0.0002440608,0.0850830078125,0.0024181143,0.14714010385796428,-0.0034352377406321466,0.1,18.599535069999998,682.55
122880,60,118,1039,-5.388885587453842,236,0.9321656823158264,0.008633844554424286,0.00024395839999999998,0.1453857421875,0.0032289582,0.15699207922443748,-0.00483541535504628,0.1,18.731536250000005,682.88
124928,61,120,1039,-5.394250139594078,240,0.9250446557998657,0.016507551074028015,0.000243856,0.074951171875,0.0022586328,0.16340534598566592,-0.0021148307278053835,0.1,18.570146930000003,675.97
126976,62,122,1038,-5.402766972780228,244,0.8530592918395996,0.044089119881391525,0.0002437536,0.12548828125,0.0028316036,0.21381415612995625,-0.001198614772874862,0.1,18.68306613,674.6
129024,63,124,1039,-5.387423872947693,248,0.9362770915031433,0.004742451012134552,0.00024365120000000002,0.1455078125,0.0032878304,0.13684084569104016,-0.0031187184213194996,0.1,18.67498954,672.45
131072,64,126,1038,-5.398037150502205,252,0.9304777383804321,-0.003028661012649536,0.0002435488,0.0977783203125,0.0026299683,0.15049180737696588,-0.0025288613396696746,0.1,18.713292409999998,667.02
133120,65,128,1037,-5.389669805765152,256,0.898626446723938,0.04459798336029053,0.0002434464,0.1021728515625,0.0026883525,0.19816332589834929,-0.004354150441940874,0.1,18.67980748,663.13
135168,66,130,1037,-5.3867489993572235,260,0.8887020945549011,0.03665478900074959,0.00024334400000000002,0.1839599609375,0.0043243202,0.19457115465775132,-0.005049923856859095,0.1,18.74011345,662.28
137216,67,132,1036,-5.384875133633614,264,0.9079797863960266,0.001012660562992096,0.0002432416,0.1195068359375,0.0027893905,0.1623516734689474,-0.0030030347406864166,0.1,18.812670490000002,663.89
139264,68,134,1037,-5.390872806310654,268,0.9008753299713135,0.01433403417468071,0.0002431392,0.1219482421875,0.004440204,0.17968132440000772,-0.003841540776193142,0.1,18.95851119,666.11
141312,69,136,1036,-5.392786994576454,272,0.9006944298744202,0.030987489968538284,0.0002430368,0.202392578125,0.0066181514,0.1849256162531674,0.001014955560094677,0.1,18.92363478,662.14
143360,70,138,1035,-5.381980791687965,276,0.9071854948997498,0.018644820898771286,0.0002429344,0.09033203125,0.0024935734,0.18087236117571592,-0.0035889318969566375,0.1,19.03259048,662.59
145408,71,140,1035,-5.373956710100174,280,0.9058136940002441,0.014974623918533325,0.000242832,0.1112060546875,0.0028564096,0.17600921401754022,-0.00513886428961996,0.1,18.978335320000003,657.12
147456,72,142,1036,-5.371367007493973,284,0.9203903675079346,0.03058396279811859,0.0002427296,0.12890625,0.0032328651,0.1868349490687251,-0.0032790629484225065,0.1,18.978335320000003,657.12
149504,73,144,1034,-5.375715926289558,288,0.8959006071090698,0.008925430476665497,0.0002426272,0.12841796875,0.0028810138,0.17628108384087682,-0.0015485830226680264,0.1,19.151595580000002,658.4
151552,74,146,1034,-5.363184452056885,292,0.9142409563064575,0.018444880843162537,0.0002425248,0.141357421875,0.0018809077,0.1920173387043178,-0.0006007690826663747,0.1,19.05088207,654.06
153600,75,148,1034,-5.3567832708358765,296,0.914143443107605,0.02537916973233223,0.0002424224,0.142578125,0.0034512253,0.1695974024478346,-0.0036811847530771047,0.1,19.05451419,653.62
155648,76,150,1034,-5.36207515001297,300,0.8787977695465088,0.050407711416482925,0.00024232000000000002,0.1263427734375,0.0031831437,0.21280139405280352,-0.0029298613662831485,0.1,19.05451419,653.62
157696,77,152,1034,-5.368497759103775,304,0.9230911731719971,-0.010211579501628876,0.00024221760000000002,0.11474609375,0.0040279655,0.15039887418970466,-0.003062975447392091,0.1,19.10657532,654.62
159744,78,154,1034,-5.367328241467476,308,0.895869791507721,0.02545754238963127,0.0002421152,0.14208984375,0.0033008961,0.15786990663036704,-0.003623923083068803,0.1,19.07962244,652.5
161792,79,156,1035,-5.349164590239525,312,0.9209378361701965,0.01986796408891678,0.0002420128,0.0849609375,0.002304815,0.16991731664165854,-0.0032263204047922045,0.1,19.242237770000003,655.1
163840,80,158,1034,-5.357129827141762,316,0.9225265979766846,0.017456259578466415,0.0002419104,0.1802978515625,0.0062833233,0.1570926127023995,-0.002181727293645963,0.1,19.47907008,662.38
165888,81,160,1034,-5.358182102441788,320,0.9123684167861938,0.01831178367137909,0.000241808,0.1375732421875,0.003062929,0.18657281436026096,-0.0026050197920994833,0.1,19.458533649999996,662.23
167936,82,162,1034,-5.3446560353040695,324,0.8982561230659485,0.027513042092323303,0.0002417056,0.116455078125,0.002693298,0.18268179707229137,-0.002538658314733766,0.1,19.45279493,660.68
169984,83,164,1034,-5.353426784276962,328,0.9046590328216553,0.01473332941532135,0.0002416032,0.1768798828125,0.0036852194,0.1735960845835507,-0.0034110448468709365,0.1,19.59833641,660.52
172032,84,166,1035,-5.339200332760811,332,0.9109382033348083,0.030101455748081207,0.0002415008,0.127197265625,0.0029129,0.1754679987207055,-0.005357623769668862,0.1,19.608561109999997,659.43
174080,85,168,1034,-5.359854161739349,336,0.9364253878593445,0.0032581351697444916,0.0002413984,0.10693359375,0.002209984,0.15847025346010923,-0.003911611885996535,0.1,19.89287304,662.96
176128,86,170,1034,-5.335140660405159,340,0.8725802302360535,0.024364054203033447,0.00024129600000000003,0.089599609375,0.0018962077,0.2166022164747119,-0.002161436583264731,0.1,19.890801470000003,659.23
178176,87,172,1034,-5.313974767923355,344,0.9007646441459656,0.006346374750137329,0.00024119360000000002,0.1116943359375,0.0040776283,0.18318094173446298,-0.001552923393319361,0.1,20.00730521,662.17
180224,88,174,1034,-5.301805704832077,348,0.9096750617027283,0.007339015603065491,0.0002410912,0.1651611328125,0.0037866766,0.15732002397999167,-0.0009033883106894791,0.1,20.07426009,663.91
182272,89,176,1034,-5.346053719520569,352,0.9183771014213562,0.005523163825273514,0.0002409888,0.1810302734375,0.0026594608,0.2034405218437314,-0.00013629563909489661,0.1,20.415323150000003,668.39
184320,90,178,1034,-5.3351079523563385,356,0.9163016080856323,0.010016042739152908,0.0002408864,0.1072998046875,0.0022889269,0.17192087601870298,-0.0034824765170924366,0.1,20.43667838,669.61
186368,91,180,1034,-5.36874258518219,360,0.9097689390182495,0.024636369198560715,0.000240784,0.099609375,0.0025996913,0.16440934222191572,-0.0036753516760654747,0.1,20.64218327,675.99
188416,92,182,1034,-5.342888906598091,364,0.8751392960548401,0.02874171733856201,0.0002406816,0.1187744140625,0.0029372594,0.2130772159434855,-0.003328441351186484,0.1,20.60794954,673.25
190464,93,184,1033,-5.315393999218941,368,0.9367438554763794,0.01891324669122696,0.0002405792,0.14794921875,0.0039090705,0.14868919551372528,-0.003652285668067634,0.1,20.632430910000004,672.79
192512,94,186,1034,-5.3069344609975815,372,0.9022988080978394,0.01648169755935669,0.0002404768,0.1011962890625,0.0022367341,0.22082675155252218,-0.0014013327891007066,0.1,20.64253138,672.76
194560,95,188,1033,-5.302825078368187,376,0.8928502202033997,0.01749977469444275,0.0002403744,0.161865234375,0.0035596252,0.1893230346031487,-0.004088232642970979,0.1,20.68485329,672.31
196608,96,190,1033,-5.335511311888695,380,0.8952948451042175,0.04868439957499504,0.00024027199999999998,0.0992431640625,0.002559125,0.24194745114073157,-0.0019616339122876525,0.1,20.657810750000003,672.28
198656,97,192,1033,-5.330442398786545,384,0.9337834119796753,0.021467313170433044,0.00024016960000000003,0.1014404296875,0.0029275522,0.1730477479286492,-0.004817777356947772,0.1,20.66228355,673.38
200704,98,194,1033,-5.337635964155197,388,0.904036819934845,0.015498250722885132,0.00024006720000000002,0.11767578125,0.0020104833,0.1883035828359425,-0.0024471723154420033,0.1,21.08679334,676.71
202752,99,196,1033,-5.349905297160149,392,0.9183567762374878,0.019803188741207123,0.0002399648,0.1025390625,0.002103421,0.18788285367190838,-0.003073020445299335,0.1,21.469965579999997,682.68
204800,100,198,1033,-5.293563529849052,396,0.9489450454711914,0.011990990489721298,0.0002398624,0.150390625,0.0028888406,0.15887243556790054,-0.004662895225919783,0.1,21.467854059999993,682.74
206848,101,200,1034,-5.306081056594849,400,0.8831214904785156,0.017988793551921844,0.00023976,0.1168212890625,0.0030571932,0.17638098867610097,-0.0026649526262190193,0.1,21.467854059999993,682.74
208896,102,201,1034,-5.349163725972176,404,0.8472663164138794,0.041787680238485336,0.00023965760000000001,0.106689453125,0.0029461272,0.21545825246721506,-0.003290513195679523,0.1,21.746206029999993,687.24
210944,103,203,1034,-5.354956969618797,408,0.9178065657615662,0.021767571568489075,0.0002395552,0.1280517578125,0.0034954795,0.17234123591333628,-0.002258421343867667,0.1,21.82268251,686.55
212992,104,205,1034,-5.333894863724709,412,0.934430718421936,0.01365397498011589,0.0002394528,0.1417236328125,0.0032420112,0.18197723897174,-0.0023185980389826,0.1,21.9547813,687.47
215040,105,207,1034,-5.286876082420349,416,0.9295030832290649,0.004510741680860519,0.0002393504,0.1390380859375,0.0029028438,0.19412001874297857,-0.0012802289857063442,0.1,22.19510175,693.22
217088,106,210,1033,-5.2920632511377335,420,0.922523021697998,0.01969539374113083,0.00023924799999999998,0.1800537109375,0.00357632,0.18509472906589508,-0.0016991142183542252,0.1,22.481940899999998,699.36
219136,107,212,1033,-5.296960398554802,424,0.8730344772338867,0.034425631165504456,0.00023914560000000003,0.15869140625,0.003406767,0.20421284763142467,-0.0012108190785511397,0.1,22.432321689999995,696.32
221184,108,214,1033,-5.324438631534576,428,0.8858353495597839,0.024093177169561386,0.00023904320000000002,0.1412353515625,0.0035459965,0.20706985983997583,-0.0036335581389721483,0.1,22.683415059999998,698.25
223232,109,216,1033,-5.283539190888405,432,0.9254791140556335,0.0010533705353736877,0.00023894080000000001,0.10888671875,0.0027681675,0.15093106729909778,-0.0022443425841629505,0.1,23.026099539999997,702.46
225280,110,218,1033,-5.325641244649887,436,0.9570531249046326,-0.011363312602043152,0.0002388384,0.1485595703125,0.003433436,0.12936015846207738,-0.004033580160466954,0.1,23.0108382,702.11
227328,111,219,1033,-5.249370142817497,440,0.9287614226341248,0.006988655775785446,0.000238736,0.1531982421875,0.0044585466,0.1660060929134488,-0.004566181334666908,0.1,23.19457874,704.86
229376,112,221,1033,-5.301688641309738,444,0.9188792705535889,0.024656012654304504,0.00023863360000000002,0.1524658203125,0.003434087,0.17771494388580322,-0.0050180393882328644,0.1,23.22212893,705.42
231424,113,223,1033,-5.311131030321121,448,0.8816500306129456,0.05765095725655556,0.0002385312,0.1435546875,0.003776696,0.22597706830129027,-0.002504585514543578,0.1,23.28322738,703.71
233472,114,225,1033,-5.312853887677193,452,0.9040817022323608,0.028605017811059952,0.0002384288,0.1376953125,0.0037138883,0.21097624907270074,-0.0025566538388375193,0.1,23.311713870000002,702.86
235520,115,228,1032,-5.284038558602333,456,0.9322348237037659,0.04649246484041214,0.0002383264,0.16259765625,0.0041591665,0.2227631714195013,-0.005987325494061224,0.1,23.230536100000005,699.15
237568,116,230,1032,-5.238191708922386,460,0.918371856212616,0.04822216555476189,0.000238224,0.17236328125,0.0051305103,0.21540036983788013,-0.0037561619246844202,0.1,23.309932120000003,700.69
239616,117,231,1032,-5.244727700948715,464,0.9478038549423218,0.006318248808383942,0.0002381216,0.1407470703125,0.0044849105,0.16236430336721241,-0.0026046174752991647,0.1,23.360322529999998,701.85
241664,118,233,1032,-5.293708369135857,468,0.9327283501625061,-0.004820827394723892,0.0002380192,0.1573486328125,0.0035158985,0.14124707994051278,-0.004215858643874526,0.1,23.44558057,704.65
243712,119,235,1033,-5.299034014344215,472,0.9325194954872131,0.016792062669992447,0.00023791680000000002,0.17919921875,0.0037466162,0.16646150033921003,-0.0031317163084167987,0.1,23.35890555,700.01
245760,120,237,1033,-5.2491583079099655,476,0.9271149635314941,0.03414250910282135,0.0002378144,0.1663818359375,0.0026932629,0.21415621927008033,-0.001881380274426192,0.1,23.331372150000004,699.91
247808,121,239,1032,-5.21300645172596,480,0.9362881183624268,0.0170898474752903,0.000237712,0.1107177734375,0.002981818,0.16510260896757245,-0.003648840938694775,0.1,23.528004090000003,704.62
249856,122,241,1032,-5.2059821635484695,484,0.9046311974525452,0.023685738444328308,0.0002376096,0.14013671875,0.0030628126,0.21549218380823731,-0.004767023347085342,0.1,23.525217910000006,701.34
251904,123,243,1032,-5.235872775316238,488,0.9374727010726929,0.005418155342340469,0.00023750720000000002,0.1444091796875,0.0027993275,0.14192597847431898,-0.0015503838221775368,0.1,23.372649250000006,698.77
253952,124,245,1032,-5.2557512819767,492,0.8888139724731445,0.031122859567403793,0.0002374048,0.1307373046875,0.0027369112,0.21895969146862626,-0.0042037562088808045,0.1,23.40249431,697.91
256000,125,247,1032,-5.265071347355843,496,0.862787127494812,0.07929198443889618,0.0002373024,0.16064453125,0.0047656596,0.2436153911985457,-0.0032253538665827364,0.1,23.493959670000002,694.57
258048,126,249,1032,-5.228063121438026,500,0.9275665283203125,0.02801191806793213,0.0002372,0.184814453125,0.005403476,0.19193932134658098,-0.004525185737293214,0.1,23.503393329999998,694.17
260096,127,251,1032,-5.218524843454361,504,0.9272335171699524,0.02379094809293747,0.00023709759999999998,0.1856689453125,0.0044412855,0.176416068803519,-0.0066037946089636534,0.1,23.705534740000004,698.89
262144,128,253,1032,-5.270750269293785,508,0.9109444618225098,-0.0060753412544727325,0.0002369952,0.193603515625,0.0049830955,0.16886008880101144,-0.004919233499094844,0.1,24.00169741,703.66
264192,129,255,1032,-5.256174623966217,512,0.9153267741203308,0.06475812196731567,0.00023689280000000002,0.1402587890625,0.0029856823,0.23891269462183118,-0.0023966486915014684,0.1,23.968527240000004,701.32
266240,130,257,1032,-5.2030894458293915,516,0.9416565895080566,0.014128252863883972,0.00023679040000000002,0.1429443359375,0.0034958953,0.1479253377765417,-0.005907947139348835,0.1,24.134936650000004,700.35
268288,131,259,1032,-5.199433445930481,520,0.9321326017379761,0.007985897362232208,0.000236688,0.1484375,0.005323023,0.18538882862776518,-0.003740608211955987,0.1,23.933707939999998,697.68
270336,132,261,1032,-5.228757053613663,524,0.9478458166122437,0.0009505040943622589,0.0002365856,0.1920166015625,0.0037785629,0.16262010671198368,-0.0025283616414526477,0.1,23.791130420000005,695.41
272384,133,263,1032,-5.2216892540454865,528,0.9187471270561218,0.021402936428785324,0.00023648320000000002,0.159423828125,0.004326203,0.17902052961289883,-0.0026945753197651356,0.1,23.710682820000002,693.61
274432,134,265,1032,-5.249094769358635,532,0.848945140838623,0.08090539276599884,0.0002363808,0.172607421875,0.0035171134,0.25598069885745645,-0.0030620743782492355,0.1,23.78778816,693.31
276480,135,267,1031,-5.234520256519318,536,0.9284679889678955,0.07231966406106949,0.0002362784,0.1195068359375,0.0027163918,0.21374320797622204,-0.004172646571532823,0.1,23.60482421,687.63
278528,136,269,1031,-5.228736981749535,540,0.9138193130493164,0.03195846080780029,0.000236176,0.1407470703125,0.0035261265,0.19211861165240407,-0.005017096031224355,0.1,23.531656090000002,686.2
280576,137,271,1032,-5.250163793563843,544,0.9207289814949036,0.017503242939710617,0.0002360736,0.1451416015625,0.0035133671,0.20655752252787352,-0.003889262501616031,0.1,23.59414599,686.41
282624,138,273,1032,-5.216179206967354,548,0.8657748103141785,0.027869418263435364,0.0002359712,0.1724853515625,0.005097154,0.22163685830309987,-0.0024227552057709545,0.1,23.529137970000008,683.97
284672,139,276,1031,-5.273674488067627,552,0.9032893776893616,0.0052027627825737,0.0002358688,0.1563720703125,0.0033578887,0.1938171898946166,-0.00477744777163025,0.1,23.391219920000005,679.42
286720,140,278,1030,-5.262670204043388,556,0.9521465301513672,0.01378985121846199,0.0002357664,0.111572265625,0.003503983,0.17390037421137094,-0.0037898670561844483,0.1,23.43026536,679.09
288768,141,280,1030,-5.19786274433136,560,0.9523608088493347,0.03496382758021355,0.000235664,0.132568359375,0.0043881964,0.19258290762081742,-0.0031076633895281702,0.1,23.328075709999997,678.7
290816,142,282,1030,-5.163852483034134,564,0.9538683295249939,-0.001097157597541809,0.0002355616,0.0992431640625,0.0024164603,0.15246969438157976,-0.0020269041560823098,0.1,23.328075709999997,678.7
292864,143,284,1030,-5.215024024248123,568,0.8669679760932922,0.057742439210414886,0.00023545920000000002,0.0977783203125,0.0030233015,0.24361335020512342,-0.002598242092062719,0.1,23.4137292,676.8
