time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/approx_kl,train/loss,train/clip_range,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
2897920,1024,2828,1415,-0.008647331458632834,5656,0.00010520640000000001,0.006404192,0.06727808713912964,0.2,-4.4550269693136215,0.32177777122706175,0.9291172623634338,0.0537109375,39.13974645,776.48
2899968,1024,2830,1416,-0.012501217279350385,5660,0.000105104,0.00921875,0.05660630762577057,0.2,-4.52741639316082,0.298971937969327,0.8796527981758118,0.076416015625,39.07366885,776.33
2902016,1024,2832,1417,-0.009461193258175626,5664,0.00010500160000000001,0.008106124,0.10436362028121948,0.2,-4.563066393136978,0.41909530479460955,0.8907588124275208,0.087158203125,38.98684024999999,773.64
2904064,1024,2834,1418,-0.00761993088235613,5668,0.0001048992,0.010205513,0.026614345610141754,0.2,-4.457592681050301,0.23886298015713692,0.9488071203231812,0.0916748046875,38.858096149999994,771.05
2906112,1024,2836,1419,-0.009326504106866196,5672,0.00010479679999999999,0.0060022892,0.08421330153942108,0.2,-4.494174554944038,0.30037946626544,0.9297060370445251,0.0498046875,39.06222843,775.36
2908160,1024,2838,1420,-0.01239387146779336,5676,0.0001046944,0.009540142,0.053839027881622314,0.2,-4.456926450133324,0.34371528681367636,0.9314852356910706,0.0853271484375,38.97044365,772.32
2910208,1024,2840,1421,-0.01018768735229969,5680,0.00010459199999999999,0.00969756,0.11533540487289429,0.2,-4.468458965420723,0.3505411106161773,0.9291410446166992,0.0709228515625,38.61974804,765.86
2912256,1024,2842,1422,-0.010353834368288517,5684,0.0001044896,0.0076192496,0.07461247593164444,0.2,-4.434707432985306,0.3807214302942157,0.9169028997421265,0.0780029296875,38.18287685999999,758.11
2914304,1024,2844,1423,-0.010958461498375982,5688,0.00010438720000000002,0.012327063,0.022624030709266663,0.2,-4.417306885123253,0.2226107711903751,0.9644476175308228,0.11328125,37.847803449999994,750.53
2916352,1024,2846,1424,-0.012198251904919744,5692,0.00010428480000000001,0.009508672,0.049695104360580444,0.2,-4.4080140590667725,0.261279150377959,0.9465702772140503,0.070068359375,37.693466050000005,747.28
2918400,1024,2848,1425,-0.014492006826912984,5696,0.00010418240000000001,0.009973804,0.051606982946395874,0.2,-4.458747461438179,0.23080669762566686,0.9459573030471802,0.0775146484375,37.651275070000004,747.0
2920448,1024,2850,1426,-0.006871458681416698,5700,0.00010408,0.009768195,0.09282422065734863,0.2,-4.493860945105553,0.43213294818997383,0.8769216537475586,0.0660400390625,37.56765849000001,745.33
2922496,1024,2852,1427,-0.01092239648278337,5704,0.00010397760000000001,0.012092592,0.08359582722187042,0.2,-4.523141518235207,0.3254544995725155,0.899730920791626,0.10595703125,37.205128710000004,740.67
2924544,1024,2854,1428,-0.007597955351229757,5708,0.0001038752,0.00822596,0.11703400313854218,0.2,-4.432560205459595,0.25729956896975636,0.9381217956542969,0.0582275390625,37.13155511,737.47
2926592,1024,2856,1429,-0.011178054846823215,5712,0.0001037728,0.008866407,0.02230788767337799,0.2,-4.452740043401718,0.21814237721264362,0.9420102834701538,0.0660400390625,37.07158152,736.06
2928640,1024,2858,1430,-0.011849221773445606,5716,0.0001036704,0.009226827,0.02652597427368164,0.2,-4.459425002336502,0.21045864559710026,0.9558922648429871,0.0799560546875,36.98772657,735.59
2930688,1024,2860,1431,-0.007537791272625327,5720,0.000103568,0.009902636,0.08048990368843079,0.2,-4.433067262172699,0.36968803871423006,0.9152664542198181,0.069580078125,36.84246614,736.16
2932736,1024,2862,1432,-0.009388831676915288,5724,0.00010346559999999999,0.006922954,0.09140937030315399,0.2,-4.4569611847400665,0.32611048594117165,0.9337016940116882,0.0625,36.73064417999999,733.73
2934784,1024,2864,1433,-0.01127686224936042,5728,0.00010336319999999999,0.008859234,0.16382327675819397,0.2,-4.496635273098946,0.46231328789144754,0.8701651096343994,0.0743408203125,36.580959809999996,732.03
2936832,1024,2866,1434,-0.012044778995914385,5732,0.00010326080000000001,0.008883463,0.031545139849185944,0.2,-4.517603769898415,0.263554269913584,0.9238672852516174,0.089599609375,36.82288833,737.64
2938880,1024,2868,1435,-0.011495871905935928,5736,0.00010315840000000002,0.009906109,0.07363904267549515,0.2,-4.45974363386631,0.27337572257965803,0.9339271783828735,0.076904296875,37.31512691,748.03
2940928,1024,2870,1436,-0.010953184508252889,5740,0.00010305600000000001,0.008699163,0.03039262443780899,0.2,-4.492138579487801,0.22081113932654262,0.9525227546691895,0.077392578125,37.31512691,748.03
2942976,1024,2872,1437,-0.008813553024083376,5744,0.0001029536,0.0071711335,0.07974843680858612,0.2,-4.458009272813797,0.2809387259185314,0.9063849449157715,0.0699462890625,37.31512691,748.03
2945024,1024,2874,1438,-0.011873049574205652,5748,0.00010285120000000001,0.010377966,0.10352404415607452,0.2,-4.555447414517403,0.36751890648156404,0.8291571736335754,0.080322265625,37.650568189999994,756.48
2947072,1024,2876,1439,-0.0090082290553255,5752,0.0001027488,0.008187967,0.09300026297569275,0.2,-4.565649047493935,0.33307732082903385,0.9335278868675232,0.081298828125,37.93056822,759.61
2949120,1024,2878,1440,-0.00991307084041182,5756,0.00010264640000000001,0.008130484,0.11026233434677124,0.2,-4.4804984629154205,0.3452552706003189,0.9389880895614624,0.067138671875,38.22555899,766.05
2951168,1024,2880,1441,-0.008296462474390864,5760,0.000102544,0.00948461,0.09588812291622162,0.2,-4.452625393867493,0.35376862715929747,0.9089666604995728,0.0858154296875,38.53391915,769.86
2953216,1024,2882,1442,-0.008595014049205929,5764,0.00010244159999999999,0.007826824,0.10391238331794739,0.2,-4.4354123920202255,0.2927014115266502,0.9283608794212341,0.0560302734375,38.571236590000005,770.23
2955264,1024,2884,1443,-0.010268827492836863,5768,0.0001023392,0.009972068,0.08585894107818604,0.2,-4.500497862696648,0.44002225436270237,0.8593679666519165,0.0819091796875,38.571236590000005,770.23
2957312,1024,2886,1444,-0.008624243273516186,5772,0.00010223679999999999,0.011735171,0.10037724673748016,0.2,-4.55218118429184,0.4075425462797284,0.8132510185241699,0.078125,38.38208577999999,769.83
2959360,1024,2888,1445,-0.006435201852582395,5776,0.00010213439999999998,0.007891165,0.12187489867210388,0.2,-4.570866525173187,0.5035319803282619,0.8846907615661621,0.06103515625,38.260155,767.92
2961408,1024,2890,1446,-0.005165278795175254,5780,0.00010203200000000002,0.007798925,0.07745756208896637,0.2,-4.530015632510185,0.25459918146952987,0.9583908319473267,0.080078125,38.53223784,773.6
2963456,1024,2892,1447,-0.010631425975589082,5784,0.00010192960000000001,0.011324303,0.12168578803539276,0.2,-4.496553525328636,0.35703160613775253,0.9252755045890808,0.0775146484375,38.760141080000004,777.23
2965504,1024,2894,1448,-0.009301071106165182,5788,0.00010182720000000001,0.010526314,0.08008010685443878,0.2,-4.463104754686356,0.33495067432522774,0.9111267328262329,0.091552734375,39.042221420000004,781.53
2967552,1024,2896,1449,-0.01109391447971575,5792,0.0001017248,0.007812607,0.11295796930789948,0.2,-4.498475834727287,0.36687188409268856,0.8508282899856567,0.052490234375,38.913902130000004,777.54
2969600,1024,2898,1450,-0.009120048038312234,5796,0.0001016224,0.010713451,0.12003614008426666,0.2,-4.573116645216942,0.3522263029590249,0.8264839053153992,0.07568359375,38.82488061000001,771.97
2971648,1024,2900,1451,-0.012237536458997056,5800,0.00010152,0.011378992,0.11602423340082169,0.2,-4.534822225570679,0.41343805752694607,0.9267779588699341,0.1043701171875,39.04297516,776.17
2973696,1024,2902,1452,-0.0066488838638179,5804,0.0001014176,0.010031505,0.04389055818319321,0.2,-4.483864471316338,0.2297033299691975,0.9549260139465332,0.0804443359375,39.284952049999994,781.28
2975744,1024,2904,1453,-0.011967352023930289,5808,0.0001013152,0.0070464723,0.06514297425746918,0.2,-4.398587167263031,0.2673553926870227,0.9450438022613525,0.061767578125,39.38951028,783.59
2977792,1024,2906,1454,-0.010650769341737032,5812,0.0001012128,0.009081002,0.055259935557842255,0.2,-4.460111603140831,0.2649030787870288,0.9215115308761597,0.0723876953125,39.733294840000006,787.91
2979840,1024,2908,1455,-0.009278691344661638,5816,0.00010111039999999999,0.010242106,0.052605003118515015,0.2,-4.473107144236565,0.31495909206569195,0.9089193940162659,0.0927734375,39.831663389999996,791.49
2981888,1024,2910,1456,-0.011417142319260165,5820,0.00010100799999999999,0.009288698,0.0847960114479065,0.2,-4.463250502943993,0.353041572496295,0.9259631633758545,0.0723876953125,39.788392439999996,791.77
2983936,1024,2912,1457,-0.010888825199799612,5824,0.00010090560000000001,0.008032539,0.12225525081157684,0.2,-4.437249541282654,0.33997510140761733,0.9180543422698975,0.0577392578125,39.95202483,792.21
2985984,1024,2914,1458,-0.01137251709587872,5828,0.00010080320000000002,0.0073658675,0.10940003395080566,0.2,-4.452584370970726,0.3218311336822808,0.9346199035644531,0.048583984375,40.27633107,798.46
2988032,1024,2916,1459,-0.0076915382232982665,5832,0.00010070080000000001,0.009944536,0.13405482470989227,0.2,-4.495024159550667,0.41985604353249073,0.9106652736663818,0.0733642578125,40.290132549999996,798.65
2990080,1024,2918,1460,-0.009627444815123454,5836,0.0001005984,0.009888498,0.0816088616847992,0.2,-4.570347175002098,0.48183445259928703,0.9003280997276306,0.0794677734375,40.384117569999994,798.65
2992128,1024,2920,1461,-0.006423508530133404,5840,0.00010049600000000001,0.008438895,0.12165550887584686,0.2,-4.505091592669487,0.3914689915254712,0.8866735696792603,0.077880859375,40.57160422,802.05
2994176,1024,2922,1462,-0.009323637146735564,5844,0.0001003936,0.007282283,0.06327269971370697,0.2,-4.460233420133591,0.28852778673171997,0.897481381893158,0.065673828125,41.2348664,814.51
2996224,1024,2924,1463,-0.012820238262065686,5848,0.00010029119999999999,0.010590885,0.041905343532562256,0.2,-4.432461321353912,0.3094078269787133,0.9293972253799438,0.0714111328125,41.75069612,822.85
2998272,1024,2926,1464,-0.010696272074710578,5852,0.0001001888,0.008386437,0.13447220623493195,0.2,-4.488515734672546,0.39449262898415327,0.9116995334625244,0.05810546875,42.43760846,835.4
3000320,1024,2928,1465,-0.011082903743954375,5856,0.00010008639999999999,0.008674871,0.08738751709461212,0.2,-4.420603379607201,0.3145334990695119,0.9378601312637329,0.0623779296875,42.55047768,838.44
3002368,1024,2930,1466,-0.010717566387029365,5860,9.9984e-05,0.011349643,0.04265809804201126,0.2,-4.39033830165863,0.27376643707975745,0.9223907589912415,0.072509765625,42.51724903,837.81
3004416,1024,2932,1467,-0.0034780906280502677,5864,9.988159999999999e-05,0.010381785,0.15600669384002686,0.2,-4.534740775823593,0.4517137845978141,0.8643609881401062,0.097900390625,42.873764079999994,845.22
3006464,1024,2934,1468,-0.010118474921910092,5868,9.977920000000001e-05,0.012501287,0.09012534469366074,0.2,-4.521737307310104,0.2997589590959251,0.9291257858276367,0.0885009765625,42.63829535,841.22
3008512,1024,2936,1469,-0.011174086306709796,5872,9.967680000000001e-05,0.0118738245,0.0734957754611969,0.2,-4.5192451775074005,0.3138668844476342,0.8766703605651855,0.0775146484375,42.89655703000001,846.51
3010560,1024,2938,1470,-0.009378601505886763,5876,9.95744e-05,0.0096981,0.15641465783119202,0.2,-4.594994142651558,0.44660270400345325,0.9171903133392334,0.0848388671875,42.895428630000005,844.66
3012608,1024,2940,1471,-0.01122880945331417,5880,9.947200000000001e-05,0.0079606995,0.10343091189861298,0.2,-4.451327353715897,0.4330258369445801,0.9113285541534424,0.0518798828125,42.984885639999995,846.19
3014656,1024,2942,1472,-0.011724103256710805,5884,9.93696e-05,0.0061350474,0.02459624409675598,0.2,-4.425543263554573,0.20047682709991932,0.9437834024429321,0.056884765625,42.984885639999995,846.19
3016704,1024,2944,1473,-0.01360725004633423,5888,9.92672e-05,0.009727624,0.055164143443107605,0.2,-4.495602667331696,0.3212931798771024,0.8587130308151245,0.054443359375,42.79944132,841.87
3018752,1024,2946,1474,-0.010274424232193269,5892,9.91648e-05,0.0063133403,0.17862382531166077,0.2,-4.552032843232155,0.4576868284493685,0.8724132776260376,0.0443115234375,42.99747013,846.07
3020800,1024,2948,1475,-0.011164554365677759,5896,9.90624e-05,0.010137453,0.07459986209869385,0.2,-4.498438194394112,0.37329104635864496,0.9343753457069397,0.0927734375,43.009580189999994,843.09
3022848,1024,2950,1476,-0.012512574066931847,5900,9.896e-05,0.008425713,0.015450268983840942,0.2,-4.3825371861457825,0.18647143570706248,0.9564915895462036,0.0538330078125,42.895870499999994,841.26
3024896,1024,2952,1477,-0.01344603396137245,5904,9.88576e-05,0.0077809766,0.04280588775873184,0.2,-4.427394792437553,0.29399516247212887,0.8701436519622803,0.0595703125,42.824034180000005,839.57
3026944,1024,2954,1478,-0.007359458191785961,5908,9.875519999999999e-05,0.0070856516,0.11373038589954376,0.2,-4.454680815339088,0.4208002332597971,0.8884284496307373,0.0543212890625,42.814054819999996,839.27
3028992,1024,2956,1479,-0.010569103134912439,5912,9.865280000000002e-05,0.009334915,0.05666327476501465,0.2,-4.47272515296936,0.37238939478993416,0.8877081274986267,0.0635986328125,42.61102193,835.72
3031040,1024,2958,1480,-0.011775347535149194,5916,9.855040000000001e-05,0.008680744,0.04373050481081009,0.2,-4.488617807626724,0.28850545501336455,0.916753351688385,0.0614013671875,42.353783400000005,832.18
3033088,1024,2960,1481,-0.01215748765389435,5920,9.8448e-05,0.010145545,0.19521915912628174,0.2,-4.516817227005959,0.43574324902147055,0.8974388837814331,0.0711669921875,42.35754819999999,831.94
3035136,1024,2962,1482,-0.012762971411575563,5924,9.834560000000001e-05,0.010541572,0.04987058788537979,0.2,-4.406692236661911,0.31461902568116784,0.9527856707572937,0.0771484375,42.48224211000001,836.61
3037184,1024,2964,1483,-0.008787925165961497,5928,9.82432e-05,0.009776529,0.029255524277687073,0.2,-4.347307816147804,0.20452724490314722,0.9578967690467834,0.065673828125,42.4986279,837.17
3039232,1024,2966,1484,-0.011999752299743704,5932,9.814080000000001e-05,0.008889394,0.07750338315963745,0.2,-4.393313303589821,0.3270208123140037,0.8741500377655029,0.0928955078125,42.82391345,842.57
3041280,1024,2968,1485,-0.009004808540339582,5936,9.80384e-05,0.008561259,0.05889390408992767,0.2,-4.374925792217255,0.28216894902288914,0.9206691980361938,0.057373046875,42.81657990000001,842.19
3043328,1024,2970,1486,-0.008837946632411331,5940,9.793599999999999e-05,0.010622997,0.13213828206062317,0.2,-4.426835402846336,0.4150228528305888,0.8734605312347412,0.07275390625,43.05972813,845.33
3045376,1024,2972,1487,-0.009536947007291019,5944,9.78336e-05,0.009802374,0.07563401013612747,0.2,-4.497577890753746,0.3165934383869171,0.9301871061325073,0.066650390625,43.06731671000001,845.07
3047424,1024,2974,1488,-0.011456652158813085,5948,9.773119999999999e-05,0.007463282,0.0197405144572258,0.2,-4.420354887843132,0.24662995850667357,0.9497900605201721,0.0594482421875,43.42247069999999,850.85
3049472,1024,2976,1489,-0.011671614076476544,5952,9.76288e-05,0.0101964185,0.048736415803432465,0.2,-4.439321905374527,0.2195229227654636,0.9548577666282654,0.0670166015625,43.60046429999999,854.57
3051520,1024,2978,1490,-0.010543538257479668,5956,9.752640000000002e-05,0.010422053,0.06620161235332489,0.2,-4.43692472577095,0.4078450780361891,0.8940452933311462,0.10009765625,43.59154857999999,853.8
3053568,1024,2980,1491,-0.006380735969287343,5960,9.742400000000001e-05,0.008023849,0.005463756620883942,0.2,-4.516928493976593,0.28336935257539153,0.9121760129928589,0.070068359375,43.748426239999986,857.26
3055616,1024,2982,1492,-0.010316642001271248,5964,9.732160000000001e-05,0.010657746,0.08329752087593079,0.2,-4.487115502357483,0.3690457157790661,0.8876573443412781,0.098388671875,43.96311552,861.95
3057664,1024,2984,1493,-0.007981414266396314,5968,9.72192e-05,0.008298241,0.05539519712328911,0.2,-4.5017911195755005,0.2703861924819648,0.8814403414726257,0.0753173828125,44.371618989999995,873.0
3059712,1024,2986,1494,-0.012029652541968971,5972,9.711680000000001e-05,0.009410467,0.06593141704797745,0.2,-4.535123452544212,0.31844066455960274,0.915278434753418,0.074951171875,44.66011030000001,879.05
3061760,1024,2988,1495,-0.009827161760767922,5976,9.70144e-05,0.010514816,0.10831785947084427,0.2,-4.449965208768845,0.3644617358222604,0.934721827507019,0.0982666015625,45.15870887999999,888.63
3063808,1024,2990,1496,-0.008496161230141297,5980,9.6912e-05,0.009120368,0.013632997870445251,0.2,-4.456577941775322,0.2175278994254768,0.9507796764373779,0.0654296875,45.0644133,886.35
3065856,1024,2992,1497,-0.011062281730119139,5984,9.68096e-05,0.009973021,0.10095777362585068,0.2,-4.464765593409538,0.3901988686993718,0.9030205011367798,0.0697021484375,44.97476457,885.48
3067904,1024,2994,1498,-0.006705673033138737,5988,9.67072e-05,0.009347255,0.0615081861615181,0.2,-4.411464333534241,0.25652526784688234,0.9216510057449341,0.076904296875,44.97476457,885.48
3069952,1024,2996,1499,-0.0124747932277387,5992,9.660479999999999e-05,0.015121809,0.11847394704818726,0.2,-4.498786225914955,0.3302925443276763,0.81099933385849,0.1051025390625,44.97476457,885.48
3072000,1024,2998,1500,-0.012745994143188,5996,9.650239999999999e-05,0.0075190254,0.07528404146432877,0.2,-4.520215645432472,0.3305388013832271,0.7858835458755493,0.06298828125,45.54536178,895.97
3074048,1024,3000,1501,-0.008054350182646886,6000,9.640000000000001e-05,0.0070861056,0.06253379583358765,0.2,-4.554888442158699,0.30233542481437325,0.9327019453048706,0.09130859375,45.8032548,904.42
3076096,1024,3002,1502,-0.008222687887609936,6004,9.629760000000002e-05,0.0052208905,0.09737052023410797,0.2,-4.556094095110893,0.3913716422393918,0.9147716760635376,0.0625,45.75692729,905.19
3078144,1024,3004,1503,-0.010203820376773365,6008,9.619520000000001e-05,0.008229025,0.08104270696640015,0.2,-4.487148970365524,0.33509911643341184,0.931908130645752,0.06103515625,45.70552412,903.16
3080192,1024,3006,1504,-0.009929840016411617,6012,9.60928e-05,0.008629306,0.0575428307056427,0.2,-4.4612367153167725,0.30468646064400673,0.9259992241859436,0.07568359375,45.83006316,906.48
3082240,1024,3008,1505,-0.01041577450814657,6016,9.599040000000001e-05,0.010110668,0.07816754281520844,0.2,-4.427805379033089,0.3114033886231482,0.9218786358833313,0.0877685546875,45.37703506,899.01
3084288,1024,3010,1506,-0.011938100011320785,6020,9.5888e-05,0.0084599815,0.09175685793161392,0.2,-4.436979725956917,0.388245833106339,0.9112463593482971,0.0643310546875,45.37703506,899.01
3086336,1024,3012,1507,-0.006873117323266342,6024,9.57856e-05,0.009744664,0.04465276375412941,0.2,-4.4324654042720795,0.2795946723781526,0.9025310277938843,0.095458984375,45.19644419,895.74
3088384,1024,3014,1508,-0.010644704583683051,6028,9.56832e-05,0.008586897,0.07794742286205292,0.2,-4.506855636835098,0.323174805380404,0.8869000673294067,0.07275390625,45.30837085,900.47
3090432,1024,3016,1509,-0.01079651371401269,6032,9.558079999999999e-05,0.011561872,0.039615385234355927,0.2,-4.445096999406815,0.2609887467697263,0.9457128047943115,0.0576171875,45.09150154000001,896.8
3092480,1024,3018,1510,-0.011035864154109731,6036,9.54784e-05,0.011817992,0.04701579734683037,0.2,-4.493726119399071,0.2647921512834728,0.9300869107246399,0.0858154296875,44.95190363,894.77
3094528,1024,3020,1511,-0.009210104166413657,6040,9.537599999999999e-05,0.009615496,0.05179981142282486,0.2,-4.547476306557655,0.25907213473692536,0.9186512231826782,0.0633544921875,45.045788009999995,897.65
3096576,1024,3022,1512,-0.010922646208200604,6044,9.527360000000002e-05,0.010265726,0.03085482120513916,0.2,-4.497265875339508,0.32263015676289797,0.9106258749961853,0.0941162109375,44.84790608,894.12
3098624,1024,3024,1513,-0.009977623063605279,6048,9.517120000000001e-05,0.008596396,0.13560792803764343,0.2,-4.506617471575737,0.3470370704308152,0.914825439453125,0.071044921875,45.605430139999996,911.0
3100672,1024,3026,1514,-0.010083348141051829,6052,9.506880000000001e-05,0.012725135,0.0955280289053917,0.2,-4.48559382557869,0.3922028848901391,0.9034466743469238,0.1087646484375,45.56470593000001,913.42
3102720,1024,3028,1515,-0.006190704356413335,6056,9.496640000000001e-05,0.0072792964,0.0749816745519638,0.2,-4.504914209246635,0.3243990740738809,0.8833256363868713,0.0582275390625,45.40942301,910.51
3104768,1024,3030,1516,-0.010369421390350908,6060,9.4864e-05,0.0070143044,0.11558614671230316,0.2,-4.512446790933609,0.3489315281622112,0.9159321784973145,0.0555419921875,45.47959729000001,913.72
3106816,1024,3032,1517,-0.010780968761537224,6064,9.47616e-05,0.010069297,0.04449012875556946,0.2,-4.50697948038578,0.3081138371489942,0.9141930937767029,0.1014404296875,45.44322132,914.15
3108864,1024,3034,1518,-0.013253962999442592,6068,9.46592e-05,0.012377139,0.025814436376094818,0.2,-4.389997899532318,0.26189550571143627,0.9455456137657166,0.097900390625,45.875844130000004,920.68
3110912,1024,3036,1519,-0.011414611682994291,6072,9.45568e-05,0.0139632085,0.06252305209636688,0.2,-4.445125386118889,0.38851451873779297,0.857861340045929,0.093017578125,45.6746085,916.13
3112960,1024,3038,1520,-0.010832880245288834,6076,9.44544e-05,0.0072216094,0.0506531298160553,0.2,-4.51445809006691,0.26774842804297805,0.8973382711410522,0.0677490234375,45.684907030000005,918.07
3115008,1024,3040,1521,-0.011376345690223388,6080,9.4352e-05,0.0074112723,0.10474871098995209,0.2,-4.481872871518135,0.3974589090794325,0.8946256637573242,0.0875244140625,45.78128378,919.33
3117056,1024,3042,1522,-0.010102314146934077,6084,9.424959999999999e-05,0.006654422,0.05943411588668823,0.2,-4.539578095078468,0.2834376962855458,0.9028266072273254,0.069091796875,45.63336824,917.11
3119104,1024,3044,1523,-0.009321236604591832,6088,9.414719999999999e-05,0.008213046,0.07073690742254257,0.2,-4.470997244119644,0.31398239079862833,0.9262311458587646,0.0760498046875,45.63336824,917.11
3121152,1024,3046,1524,-0.010803251454490237,6092,9.404480000000001e-05,0.009844955,0.04201006889343262,0.2,-4.51044636964798,0.26738161547109485,0.8876215815544128,0.0775146484375,45.714910339999996,917.15
3123200,1024,3048,1525,-0.009952515683835372,6096,9.394240000000002e-05,0.01049778,0.07111189514398575,0.2,-4.553102001547813,0.363117853179574,0.8645353317260742,0.0811767578125,46.19350087,928.23
3125248,1024,3050,1526,-0.01051143923541531,6100,9.384000000000001e-05,0.006264072,0.04151396453380585,0.2,-4.438116639852524,0.26303774397820234,0.9383859038352966,0.0462646484375,45.92518526,920.76
3127296,1024,3052,1527,-0.011380376701708883,6104,9.37376e-05,0.009370505,0.06470264494419098,0.2,-4.439390704035759,0.2794499807059765,0.94001305103302,0.0562744140625,45.92518526,920.76
3129344,1024,3054,1528,-0.008376405807211995,6108,9.363520000000001e-05,0.007641397,0.09044525772333145,0.2,-4.45899061858654,0.2847214634530246,0.9091171026229858,0.0703125,45.78354613999999,918.17
3131392,1024,3056,1529,-0.012478483200538903,6112,9.35328e-05,0.0095127225,0.04450908303260803,0.2,-4.471949860453606,0.26630371902137995,0.9192770719528198,0.0699462890625,45.99465981,921.67
3133440,1024,3058,1530,-0.009781213098904118,6116,9.343039999999999e-05,0.007758908,0.07202421128749847,0.2,-4.4500124752521515,0.28776927292346954,0.8924065232276917,0.064453125,46.14731627000001,925.54
3135488,1024,3060,1531,-0.006297083280514926,6120,9.3328e-05,0.008432203,0.12397615611553192,0.2,-4.463178902864456,0.4187732208520174,0.9172929525375366,0.058349609375,45.83090108000001,920.43
3137536,1024,3062,1532,-0.009083502867724746,6124,9.322559999999999e-05,0.008034803,0.03317084535956383,0.2,-4.397795081138611,0.23646288784220815,0.9427551031112671,0.0618896484375,45.87992174000001,922.19
3139584,1024,3064,1533,-0.012798775540431961,6128,9.31232e-05,0.007836093,0.0804409459233284,0.2,-4.448243156075478,0.3455718136392534,0.893007218837738,0.0684814453125,45.87992174000001,922.19
3141632,1024,3066,1534,-0.011354368543834426,6132,9.302079999999999e-05,0.010336716,0.015928037464618683,0.2,-4.481615707278252,0.21789315436035395,0.8924137353897095,0.07470703125,45.667612450000014,916.48
3143680,1024,3068,1535,-0.008218360439059325,6136,9.291840000000001e-05,0.006979331,0.08279772847890854,0.2,-4.45921728014946,0.34878378454595804,0.9079572558403015,0.054443359375,45.72986814,919.45
3145728,1024,3070,1536,-0.008549639038392343,6140,9.281600000000001e-05,0.0068800086,0.11718524992465973,0.2,-4.402654394507408,0.45901616755872965,0.9151545763015747,0.067138671875,45.78962572,918.87
3147776,1024,3072,1537,-0.011702794101438485,6144,9.27136e-05,0.007855933,0.10206888616085052,0.2,-4.436531454324722,0.4876008592545986,0.9078055024147034,0.0799560546875,45.42623915,909.06
3149824,1024,3074,1538,-0.009040698438184336,6148,9.261120000000001e-05,0.009100568,0.08041269332170486,0.2,-4.370660811662674,0.2902121930383146,0.9333860278129578,0.102294921875,45.39829111,908.33
3151872,1024,3076,1539,-0.007289037661394104,6152,9.25088e-05,0.0097572645,0.10564359277486801,0.2,-4.328058615326881,0.3455134565010667,0.8853999972343445,0.084716796875,45.12671462,903.84
3153920,1024,3078,1540,-0.008841542585287243,6156,9.24064e-05,0.007083697,0.06452416628599167,0.2,-4.423081710934639,0.36116940528154373,0.8882125616073608,0.061279296875,45.10527862,902.41
3155968,1024,3080,1541,-0.00801705197955016,6160,9.2304e-05,0.00938418,0.09619614481925964,0.2,-4.493198946118355,0.3049291232600808,0.8996120691299438,0.061767578125,45.03477037999999,900.72
3158016,1024,3082,1542,-0.009070522239198908,6164,9.22016e-05,0.0059140185,0.061500392854213715,0.2,-4.385058358311653,0.3012351971119642,0.9160098433494568,0.064453125,44.924076559999996,897.81
3160064,1024,3084,1543,-0.01028175072860904,6168,9.20992e-05,0.00831465,0.047450952231884,0.2,-4.422361567616463,0.2760854195803404,0.9203058481216431,0.075927734375,44.826250689999995,895.29
3162112,1024,3086,1544,-0.012336403509834781,6172,9.199679999999999e-05,0.009055972,0.0644083097577095,0.2,-4.421494543552399,0.23296052869409323,0.9463410973548889,0.088623046875,44.944572029999996,897.22
3164160,1024,3088,1545,-0.0104327053995803,6176,9.189439999999999e-05,0.0067768516,0.07584448903799057,0.2,-4.397219225764275,0.2943003671243787,0.9296181201934814,0.0567626953125,45.154943790000004,898.05
3166208,1024,3090,1546,-0.008632210563519038,6180,9.179200000000002e-05,0.007047806,0.08858761191368103,0.2,-4.361304223537445,0.29419575864449143,0.9426683783531189,0.0579833984375,44.856034740000005,893.31
3168256,1024,3092,1547,-0.009310172812547535,6184,9.168960000000001e-05,0.00854397,0.06343720853328705,0.2,-4.435842975974083,0.28670062916353345,0.9132031202316284,0.10400390625,44.94788503000001,895.22
3170304,1024,3094,1548,-0.010456773219630122,6188,9.15872e-05,0.009425657,0.05740685015916824,0.2,-4.472741335630417,0.2948683323338628,0.8989370465278625,0.0736083984375,44.88285702,896.16
3172352,1024,3096,1549,-0.0072740438336040825,6192,9.148480000000001e-05,0.0068694423,0.03782831132411957,0.2,-4.417105942964554,0.31459986977279186,0.9202142953872681,0.063720703125,44.87715722,896.16
3174400,1024,3098,1550,-0.00795404682867229,6196,9.13824e-05,0.009728494,0.062436122447252274,0.2,-4.345761552453041,0.2936774115078151,0.9373389482498169,0.0762939453125,45.40987926999999,904.37
3176448,1024,3100,1551,-0.013086117513012141,6200,9.128000000000001e-05,0.007002691,0.061082854866981506,0.2,-4.3366439640522,0.2423477629199624,0.9396130442619324,0.0526123046875,45.573424759999995,907.04
3178496,1024,3102,1552,-0.012052968086209148,6204,9.11776e-05,0.008600282,0.0875953882932663,0.2,-4.403376996517181,0.3099808758124709,0.9135037660598755,0.056884765625,45.76199712999999,909.55
