time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/value_loss,train/n_updates,train/clip_range,train/explained_variance,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1266,2525,1026,2592768,0.012091933,0.00024092799999999998,-0.013025500244111754,0.194091796875,-4.42653514444828,0.24731103796511889,5060,0.15,0.9188193678855896,0.006519868969917297,833.84,44.42465225
1267,2527,1026,2594816,0.009891598,0.00024072320000000002,-0.015392890200018883,0.1607666015625,-4.470344111323357,0.23124513821676373,5064,0.15,0.9371001124382019,-0.011411167681217194,834.65,44.385831210000006
1268,2529,1026,2596864,0.011693169,0.00024051840000000003,-0.01498047131462954,0.1571044921875,-4.360165849328041,0.3348136991262436,5068,0.15,0.9338562488555908,0.04454231262207031,839.01,44.59989016
1269,2531,1026,2598912,0.011809034,0.00024031360000000002,-0.01240858095115982,0.1666259765625,-4.3500920087099075,0.2942259293049574,5072,0.15,0.9261457920074463,0.03966037929058075,838.66,44.574994239999995
1270,2533,1026,2600960,0.0098613715,0.00024010880000000003,-0.015475988737307489,0.1431884765625,-4.3567564487457275,0.25585104199126363,5076,0.15,0.9001582860946655,0.026333965361118317,843.21,44.853606359999986
1271,2535,1026,2603008,0.01003322,0.000239904,-0.015817102932487614,0.1588134765625,-4.327692851424217,0.34866788610816,5080,0.15,0.9031369686126709,0.09000460803508759,841.64,44.70385608999999
1272,2537,1026,2605056,0.011879594,0.0002396992,-0.014040285692317411,0.18603515625,-4.376886934041977,0.34619475016370416,5084,0.15,0.9301189184188843,0.06260667741298676,843.09,44.761572969999996
1273,2539,1026,2607104,0.013284264,0.0002394944,-0.018437721708323807,0.16748046875,-4.303422570228577,0.24054042203351855,5088,0.15,0.9440270066261292,0.031145945191383362,842.41,44.752216929999996
1274,2541,1026,2609152,0.012861642,0.0002392896,-0.019231296959333122,0.1749267578125,-4.339818790555,0.20825519459322095,5092,0.15,0.9184772968292236,-0.002243906259536743,842.41,44.752216929999996
1275,2543,1026,2611200,0.009421373,0.00023908479999999998,-0.016417965132859536,0.151123046875,-4.362059980630875,0.275634556543082,5096,0.15,0.8809824585914612,0.030848875641822815,845.67,44.92056155
1276,2545,1026,2613248,0.011592004,0.00023888,-0.01948883620207198,0.16943359375,-4.428466409444809,0.3336650193668902,5100,0.15,0.8856289386749268,0.0342031791806221,840.41,44.60262285999999
1277,2547,1026,2615296,0.012166578,0.00023867519999999997,-0.01887765503488481,0.172607421875,-4.460112348198891,0.1969178596045822,5104,0.15,0.9681981205940247,0.0019979327917099,840.24,44.42134708
1278,2549,1026,2617344,0.011804897,0.00023847040000000004,-0.016676112223649397,0.1787109375,-4.4143975377082825,0.22063456289470196,5108,0.15,0.9524551630020142,-0.00032101571559906006,848.39,44.856361079999985
1279,2551,1026,2619392,0.011429304,0.00023826560000000002,-0.01683756403508596,0.1710205078125,-4.340482413768768,0.153258194681257,5112,0.15,0.9601074457168579,-0.019478529691696167,848.02,44.88176929
1280,2553,1026,2621440,0.013287632,0.0002380608,-0.013128288905136287,0.181396484375,-4.351227715611458,0.3025984005071223,5116,0.15,0.9401470422744751,0.04311580955982208,852.72,45.13215582
1281,2555,1026,2623488,0.0105644455,0.00023785600000000002,-0.015303623717045411,0.162353515625,-4.398383751511574,0.35755452886223793,5120,0.15,0.9142041802406311,0.08326338231563568,850.75,45.04444728000001
1282,2557,1026,2625536,0.009663887,0.0002376512,-0.013321371312486008,0.1439208984375,-4.374145478010178,0.32678338838741183,5124,0.15,0.9318240284919739,0.08836686611175537,847.56,44.9443315
1283,2559,1026,2627584,0.0087329745,0.00023744640000000002,-0.015813509438885376,0.140625,-4.4040523916482925,0.3684878097847104,5128,0.15,0.9143525958061218,0.13897822797298431,848.1,44.947962069999996
1284,2561,1026,2629632,0.012482731,0.0002372416,-0.014560006093233824,0.1837158203125,-4.458728238940239,0.19616097421385348,5132,0.15,0.9423099160194397,-0.009063664823770523,847.64,44.66243126000001
1285,2563,1026,2631680,0.01122931,0.0002370368,-0.014235621405532584,0.1611328125,-4.370111465454102,0.29079163586720824,5136,0.15,0.940413236618042,0.07688339799642563,850.66,44.80540909000001
1286,2565,1026,2633728,0.010192611,0.000236832,-0.01776773520396091,0.1754150390625,-4.416171506047249,0.18451447365805507,5140,0.15,0.954785168170929,-0.00387602299451828,851.34,44.81481825000001
1287,2567,1026,2635776,0.010440288,0.00023662719999999998,-0.01540558083797805,0.1478271484375,-4.401866063475609,0.2360324354376644,5144,0.15,0.9397815465927124,0.022035859525203705,860.78,45.297278150000004
1288,2569,1026,2637824,0.010698535,0.0002364224,-0.016968830866971985,0.1856689453125,-4.354950770735741,0.1799365123733878,5148,0.15,0.96115642786026,-0.01549440622329712,867.16,45.643040459999995
1289,2571,1026,2639872,0.009817306,0.00023621760000000003,-0.015412103792186826,0.15185546875,-4.29525987803936,0.31674844957888126,5152,0.15,0.9133344292640686,0.03423059731721878,872.27,46.01900428
1290,2573,1026,2641920,0.0119232,0.00023601280000000002,-0.014491354173514992,0.1756591796875,-4.396370634436607,0.2918342212215066,5156,0.15,0.9274572134017944,0.04030793905258179,872.27,46.01900428
1291,2575,1026,2643968,0.013591252,0.00023580800000000003,-0.022425801827921532,0.1722412109375,-4.365588650107384,0.20093856356106699,5160,0.15,0.9481438398361206,0.00030306726694107056,880.61,46.223900590000014
1292,2577,1026,2646016,0.012064075,0.00023560320000000001,-0.017113276262534782,0.1556396484375,-4.376271471381187,0.19371967110782862,5164,0.15,0.9385145902633667,0.014395065605640411,880.71,46.39733873
1293,2579,1026,2648064,0.00950231,0.0002353984,-0.016977976716589183,0.134033203125,-4.299242377281189,0.25352733209729195,5168,0.15,0.9510838985443115,0.00949011743068695,891.05,46.99248008000001
1294,2581,1026,2650112,0.008544515,0.0002351936,-0.017925887572346255,0.137451171875,-4.428277775645256,0.13382138055749238,5172,0.15,0.9695906043052673,-0.012814514338970184,889.85,46.930917480000005
1295,2583,1026,2652160,0.014024608,0.0002349888,-0.018601698175189085,0.1741943359375,-4.431070163846016,0.21461903303861618,5176,0.15,0.9435685873031616,-0.003742530941963196,892.62,46.871215170000006
1296,2585,1026,2654208,0.014154373,0.000234784,-0.011835234399768524,0.196044921875,-4.323636025190353,0.31019251327961683,5180,0.15,0.941550076007843,0.05021216720342636,892.62,46.871215170000006
1297,2587,1026,2656256,0.011681496,0.0002345792,-0.0127875909965951,0.1619873046875,-4.297676935791969,0.2348261601291597,5184,0.15,0.9403695464134216,0.007665276527404785,895.4,46.86280798
1298,2589,1026,2658304,0.010705076,0.00023437439999999998,-0.012814182264264673,0.1624755859375,-4.293157547712326,0.3558502052910626,5188,0.15,0.9324635863304138,0.0720435157418251,895.4,46.86280798
1299,2591,1026,2660352,0.010773931,0.0002341696,-0.013710430735955015,0.152099609375,-4.265207841992378,0.29358568973839283,5192,0.15,0.9193413257598877,0.026012055575847626,896.91,46.782213899999995
1300,2593,1026,2662400,0.011014396,0.00023396479999999997,-0.018795087875332683,0.1719970703125,-4.382271975278854,0.30145973013713956,5196,0.15,0.8841754198074341,0.03306916356086731,892.17,46.57055117
1301,2595,1026,2664448,0.009136848,0.00023376000000000004,-0.016157353296875954,0.1392822265625,-4.371488094329834,0.22879310697317123,5200,0.15,0.9389986395835876,0.006741039454936981,887.21,46.15565799
1302,2597,1026,2666496,0.012005206,0.00023355520000000002,-0.018324579490581527,0.1845703125,-4.429090455174446,0.20558632537722588,5204,0.15,0.9525218605995178,-0.014518983662128448,888.71,46.34556594
1303,2599,1026,2668544,0.010824215,0.0002333504,-0.017770729900803417,0.17578125,-4.399566873908043,0.21419064700603485,5208,0.15,0.9454560875892639,0.005003318190574646,897.43,46.646808
1304,2601,1026,2670592,0.011497485,0.00023314560000000002,-0.015753509855130687,0.1549072265625,-4.342713162302971,0.32168444711714983,5212,0.15,0.9256431460380554,0.03569979965686798,892.61,46.3232406
1305,2603,1026,2672640,0.011549218,0.0002329408,-0.01577605899365153,0.1663818359375,-4.281489714980125,0.19554469687864184,5216,0.15,0.9539390206336975,0.003844119608402252,898.8,46.683925480000006
1306,2605,1026,2674688,0.011550852,0.00023273600000000002,-0.021592246630461887,0.1519775390625,-4.379171073436737,0.19385729171335697,5220,0.15,0.9575690627098083,-0.01099887490272522,897.99,46.68709271000001
1307,2607,1026,2676736,0.010501477,0.0002325312,-0.017714976755087264,0.16748046875,-4.297508582472801,0.19576782453805208,5224,0.15,0.952144980430603,-0.004862777888774872,897.99,46.68709271000001
1308,2609,1026,2678784,0.0092558395,0.00023232639999999999,-0.01608738212962635,0.1395263671875,-4.388717457652092,0.24316445598378778,5228,0.15,0.916490912437439,0.0447593629360199,901.46,46.97333843999999
1309,2611,1026,2680832,0.010319339,0.0002321216,-0.011436264641815796,0.1278076171875,-4.381866291165352,0.31327367667108774,5232,0.15,0.9136906266212463,0.05241968482732773,912.85,47.44839849000001
1310,2613,1026,2682880,0.009809589,0.00023191679999999998,-0.017467110155848786,0.170166015625,-4.29548953473568,0.30163116520270705,5236,0.15,0.9530088305473328,0.04722263664007187,911.3,47.2710121
1311,2615,1026,2684928,0.008905822,0.00023171199999999997,-0.014783245016587898,0.140869140625,-4.281942009925842,0.31160903768613935,5240,0.15,0.9179210662841797,0.07253396511077881,911.43,47.478161469999996
1312,2617,1026,2686976,0.011793608,0.00023150720000000003,-0.016625143762212247,0.1571044921875,-4.261835142970085,0.37524921633303165,5244,0.15,0.8937236070632935,0.03480708599090576,915.27,47.650790740000005
1313,2619,1026,2689024,0.013262648,0.00023130240000000002,-0.015957248397171497,0.173583984375,-4.360817015171051,0.3329145791940391,5248,0.15,0.9175426363945007,0.04558989405632019,919.59,48.081180520000004
1314,2621,1026,2691072,0.011064561,0.00023109760000000003,-0.016882466879906133,0.1265869140625,-4.267659246921539,0.28848683508113027,5252,0.15,0.9381458759307861,0.03367878496646881,915.18,47.940094619999996
1315,2623,1026,2693120,0.011289235,0.0002308928,-0.014830574247753248,0.13623046875,-4.323658257722855,0.3062192117795348,5256,0.15,0.9325076937675476,0.022874414920806885,912.09,47.77227637
1316,2624,1026,2695168,0.009668978,0.000230688,-0.016833722285809927,0.12744140625,-4.240590661764145,0.2695091851055622,5260,0.15,0.9314376711845398,0.04786587506532669,912.09,47.77227637
1317,2627,1026,2697216,0.011138899,0.0002304832,-0.01517988758860156,0.1527099609375,-4.349913045763969,0.22668165573850274,5264,0.15,0.8854072093963623,0.006003670394420624,920.16,48.425734949999985
1318,2629,1026,2699264,0.009426327,0.0002302784,-0.01490518928039819,0.12744140625,-4.261887803673744,0.32352210162207484,5268,0.15,0.9350805878639221,0.08997586369514465,925.96,48.68118678999999
1319,2631,1026,2701312,0.012341743,0.0002300736,-0.014990648094681092,0.1734619140625,-4.287435635924339,0.2915789750404656,5272,0.15,0.9345587491989136,0.03907863795757294,924.16,48.64639011
1320,2633,1026,2703360,0.012647554,0.0002298688,-0.017677438881946728,0.1795654296875,-4.384332910180092,0.24619405390694737,5276,0.15,0.883987545967102,0.0208321213722229,921.64,48.54966242
1321,2634,1026,2705408,0.0072277477,0.00022966399999999997,-0.015209575853077695,0.133056640625,-4.320254385471344,0.2515045893378556,5280,0.15,0.9548126459121704,0.02457170933485031,924.98,48.685418049999996
1322,2636,1026,2707456,0.013568824,0.0002294592,-0.01585981374955736,0.17138671875,-4.278739660978317,0.2922232220880687,5284,0.15,0.9363830089569092,0.05327262729406357,917.42,48.38703301
1323,2638,1026,2709504,0.012148702,0.00022925440000000003,-0.017097355710575357,0.1455078125,-4.268459528684616,0.2044405392371118,5288,0.15,0.956423819065094,-0.007543310523033142,920.01,48.48264303
1324,2640,1026,2711552,0.009996456,0.00022904960000000004,-0.01738654769724235,0.1575927734375,-4.305513098835945,0.2010991843417287,5292,0.15,0.9248164296150208,0.01997128129005432,920.01,48.48264303
1325,2642,1026,2713600,0.0105793895,0.00022884480000000002,-0.01471832039533183,0.14404296875,-4.346542522311211,0.23155244067311287,5296,0.15,0.8766756057739258,0.012602098286151886,920.26,48.49922924000001
1326,2644,1026,2715648,0.011592312,0.00022864,-0.015699549665441737,0.156494140625,-4.345407649874687,0.30285913636907935,5300,0.15,0.9254902005195618,0.03786835819482803,921.99,48.690994929999995
1327,2646,1026,2717696,0.011241195,0.00022843520000000002,-0.012701357598416507,0.1522216796875,-4.328776836395264,0.17810821812599897,5304,0.15,0.964245080947876,-0.02437286078929901,922.48,48.62525195999999
1328,2648,1026,2719744,0.011736793,0.0002282304,-0.022339939489029348,0.1634521484375,-4.397252976894379,0.14923985465429723,5308,0.15,0.966891348361969,-0.03296589106321335,930.26,48.89768756999999
1329,2650,1026,2721792,0.011017296,0.0002280256,-0.012706944777164608,0.1673583984375,-4.357138425111771,0.33437162125483155,5312,0.15,0.9259757995605469,0.07217703014612198,931.57,48.84686395999999
1330,2653,1026,2723840,0.012461431,0.0002278208,-0.01158437243429944,0.1685791015625,-4.3798399567604065,0.34549533016979694,5316,0.15,0.9037619233131409,0.04729317128658295,936.7,49.07902175
1331,2655,1026,2725888,0.011968954,0.00022761599999999998,-0.011291945396806113,0.1527099609375,-4.305384069681168,0.3523936956189573,5320,0.15,0.9040720462799072,0.03387261927127838,939.97,49.24404142999999
1332,2657,1026,2727936,0.010351779,0.0002274112,-0.016736012825276703,0.1468505859375,-4.236476898193359,0.36966367717832327,5324,0.15,0.9085929989814758,0.07095450907945633,941.93,49.30988144999999
1333,2659,1026,2729984,0.009743535,0.00022720639999999998,-0.011580734309973195,0.1611328125,-4.3121683448553085,0.22745521692559123,5328,0.15,0.9222207069396973,0.008138291537761688,941.56,49.27222147999999
1334,2661,1026,2732032,0.011174698,0.00022700160000000002,-0.01865039269614499,0.186279296875,-4.418321445584297,0.27355046896263957,5332,0.15,0.9219098091125488,0.06867899000644684,940.03,49.29950175999999
1335,2663,1026,2734080,0.015909286,0.00022679680000000003,-0.011184376518940553,0.2149658203125,-4.40337598323822,0.25226699747145176,5336,0.15,0.938148021697998,0.04448501765727997,945.46,49.412430560000004
1336,2664,1026,2736128,0.012062158,0.00022659200000000002,-0.017644402803853154,0.159423828125,-4.381456688046455,0.16130829276517034,5340,0.15,0.9682134985923767,-0.026755735278129578,942.02,49.47397951999999
1337,2666,1026,2738176,0.012946556,0.00022638720000000003,-0.020739574305480346,0.17431640625,-4.301886677742004,0.1798569466918707,5344,0.15,0.9592769742012024,-0.02291148155927658,942.02,49.47397951999999
1338,2668,1026,2740224,0.012020338,0.0002261824,-0.016295353940222412,0.1744384765625,-4.321364313364029,0.2511439570225775,5348,0.15,0.9306738376617432,0.022413767874240875,936.81,49.202159869999996
1339,2670,1026,2742272,0.0110395495,0.0002259776,-0.010773250032798387,0.1849365234375,-4.346149817109108,0.29071464156731963,5352,0.15,0.921984076499939,0.050338003784418106,928.8,48.77387968
1340,2672,1026,2744320,0.0135825155,0.0002257728,-0.011314303905237466,0.1668701171875,-4.317380800843239,0.46237145084887743,5356,0.15,0.9234066009521484,0.09978363662958145,933.43,48.90794811000001
1341,2674,1026,2746368,0.012147821,0.000225568,-0.01791382796363905,0.1702880859375,-4.304300487041473,0.21904884302057326,5360,0.15,0.9566885232925415,0.035901203751564026,933.05,49.02876889
1342,2676,1026,2748416,0.010924692,0.00022536319999999998,-0.015479141438845545,0.16064453125,-4.267155051231384,0.29183002142235637,5364,0.15,0.8968455195426941,0.04168921709060669,924.27,48.63429086
1343,2678,1026,2750464,0.008169769,0.0002251584,-0.00974500918528065,0.1361083984375,-4.236807212233543,0.4734402419999242,5368,0.15,0.9112775325775146,0.06768114119768143,924.27,48.63429086
1344,2680,1026,2752512,0.014347967,0.00022495359999999997,-0.013944251128123142,0.21142578125,-4.311519116163254,0.2877273918129504,5372,0.15,0.9200394153594971,0.04817740619182587,923.1,48.682070030000006
1345,2682,1026,2754560,0.011417301,0.00022474880000000004,-0.01632387535937596,0.1500244140625,-4.358112633228302,0.27041836781427264,5376,0.15,0.9140444397926331,0.033399470150470734,926.01,48.94017001000001
1346,2684,1026,2756608,0.011930661,0.00022454400000000002,-0.014910820260411128,0.16259765625,-4.2277980744838715,0.2217198391444981,5380,0.15,0.956710934638977,0.0028357133269309998,922.41,48.854030619999996
1347,2686,1026,2758656,0.012432148,0.0002243392,-0.014109293872024864,0.1717529296875,-4.302117139101028,0.32726362021639943,5384,0.15,0.8903467059135437,0.04377014935016632,920.63,48.8151142
1348,2688,1026,2760704,0.013816772,0.00022413440000000002,-0.015203022267087363,0.21533203125,-4.250328928232193,0.2953874464146793,5388,0.15,0.9056750535964966,0.03176300227642059,920.73,48.83106597
1349,2690,1026,2762752,0.012227031,0.0002239296,-0.013077719122520648,0.2142333984375,-4.275120481848717,0.35869306698441505,5392,0.15,0.8676654100418091,0.09602341800928116,920.31,48.885194010000006
1350,2692,1026,2764800,0.011354059,0.00022372480000000002,-0.016780899895820767,0.148681640625,-4.358842715620995,0.2073085226584226,5396,0.15,0.9155318140983582,0.051611900329589844,920.23,48.82251832000001
1351,2694,1026,2766848,0.010631486,0.00022352,-0.016758406738517806,0.15869140625,-4.3321720361709595,0.2557522444985807,5400,0.15,0.9308426380157471,-0.006518818438053131,918.84,48.67318083
1352,2696,1026,2768896,0.008385567,0.00022331519999999999,-0.01632933274959214,0.1514892578125,-4.357651025056839,0.3106832066550851,5404,0.15,0.9209328889846802,0.06427643448114395,923.92,48.76083070000001
1353,2698,1026,2770944,0.010879572,0.0002231104,-0.017126325896242633,0.1556396484375,-4.3668611496686935,0.2558825616724789,5408,0.15,0.9523799419403076,0.015300892293453217,921.83,48.604979060000005
1354,2701,1026,2772992,0.010699471,0.00022290559999999998,-0.019999525422463194,0.1541748046875,-4.309906706213951,0.22554513486102223,5412,0.15,0.9569994211196899,-0.0035745948553085327,913.95,48.15825283
1355,2702,1026,2775040,0.013428608,0.0002227008,-0.015401775803184137,0.192626953125,-4.292760074138641,0.29935212014243007,5416,0.15,0.8907840251922607,0.05287358909845352,914.48,48.15650147999999
1356,2704,1026,2777088,0.009502871,0.00022249600000000003,-0.01451379552599974,0.1334228515625,-4.230144053697586,0.3064008764922619,5420,0.15,0.8961409330368042,0.04067860543727875,914.48,48.15650147999999
1357,2706,1026,2779136,0.010420414,0.00022229120000000002,-0.008778497838648036,0.142333984375,-4.258920595049858,0.3595481519587338,5424,0.15,0.8445863723754883,0.08658557385206223,912.23,48.02358720999999
1358,2708,1026,2781184,0.010550711,0.00022208640000000003,-0.013860876293620095,0.18701171875,-4.377721652388573,0.36278783809393644,5428,0.15,0.9015611410140991,0.04034702479839325,902.62,47.290757830000004
1359,2710,1026,2783232,0.010455739,0.00022188160000000001,-0.015358900476712734,0.138916015625,-4.265947252511978,0.3452370064333081,5432,0.15,0.9203444719314575,0.11039913445711136,904.44,47.39822615999999
1360,2712,1026,2785280,0.010398115,0.0002216768,-0.013479953486239538,0.1439208984375,-4.3265265971422195,0.21862135641276836,5436,0.15,0.9366908669471741,0.03147736191749573,911.2,47.756313979999995
1361,2714,1026,2787328,0.009870073,0.000221472,-0.013312757102539763,0.168212890625,-4.319939970970154,0.27391241351142526,5440,0.15,0.941408634185791,0.04028268903493881,914.25,47.81788175
1362,2717,1026,2789376,0.012107464,0.0002212672,-0.018352053622948006,0.1697998046875,-4.344727322459221,0.25879716547206044,5444,0.15,0.9437196850776672,0.06106258183717728,917.28,47.88700499000001
1363,2718,1026,2791424,0.0151592605,0.0002210624,-0.01764447131427005,0.164306640625,-4.2744598388671875,0.2141298856586218,5448,0.15,0.943838357925415,-0.01303485780954361,917.28,47.88700499000001
1364,2720,1026,2793472,0.008575528,0.0002208576,-0.012976197162060998,0.1334228515625,-4.295195668935776,0.3314727805554867,5452,0.15,0.8804323673248291,0.051378846168518066,921.46,48.122908130000006
1365,2723,1026,2795520,0.010672625,0.00022065279999999998,-0.01965140111860819,0.14208984375,-4.304087355732918,0.24412216525524855,5456,0.15,0.9349509477615356,0.018680647015571594,923.58,48.27555877
1366,2724,1026,2797568,0.011225055,0.000220448,-0.020173196302494034,0.1783447265625,-4.382288679480553,0.26364128990098834,5460,0.15,0.9351401925086975,0.05163350701332092,922.3,48.223061740000006
1367,2726,1026,2799616,0.009331083,0.00022024319999999997,-0.014058343920623884,0.15185546875,-4.258880123496056,0.24706567451357841,5464,0.15,0.9479904770851135,0.01405179500579834,923.22,48.310991
1368,2728,1026,2801664,0.0098828245,0.00022003840000000004,-0.017862712556961924,0.151611328125,-4.286203369498253,0.30277846241369843,5468,0.15,0.9179354906082153,-0.003473237156867981,921.63,48.27971132
1369,2730,1026,2803712,0.011178559,0.00021983360000000002,-0.013609898102004081,0.165283203125,-4.287217691540718,0.3960439208894968,5472,0.15,0.9134232997894287,0.10734057426452637,926.63,48.501631589999995
1370,2732,1026,2805760,0.009797089,0.0002196288,-0.014619839726947248,0.12939453125,-4.260244131088257,0.16948169353418052,5476,0.15,0.9524763822555542,-0.008602309972047806,926.63,48.501631589999995
1371,2734,1026,2807808,0.011827472,0.00021942400000000002,-0.015524999711487908,0.165283203125,-4.379807010293007,0.3516940609551966,5480,0.15,0.833142101764679,0.07101455330848694,925.12,48.33575319
1372,2736,1026,2809856,0.011312768,0.0002192192,-0.01610548564349301,0.1534423828125,-4.2758500427007675,0.2267960850149393,5484,0.15,0.9289498329162598,0.017118312418460846,925.12,48.33575319
1373,2738,1026,2811904,0.010897199,0.00021901440000000002,-0.01325256418203935,0.171630859375,-4.3665254563093185,0.3551061172038317,5488,0.15,0.8465458154678345,0.08331462740898132,909.95,47.862320170000004
1374,2740,1026,2813952,0.009101668,0.0002188096,-0.012219965879921801,0.134033203125,-4.28226500749588,0.2079497673548758,5492,0.15,0.9517332911491394,0.02556460350751877,907.14,47.716706429999995
1375,2742,1026,2816000,0.010411683,0.00021860479999999998,-0.013621327612781897,0.1563720703125,-4.265181303024292,0.4077222440391779,5496,0.15,0.8983339667320251,0.08161761611700058,903.42,47.572925409999996
1376,2744,1026,2818048,0.010354711,0.0002184,-0.016889829232241027,0.138427734375,-4.362255319952965,0.3327348604798317,5500,0.15,0.9030672907829285,0.07929886877536774,906.54,47.76106865
1377,2746,1026,2820096,0.01104035,0.00021819519999999998,-0.01639386755414307,0.172607421875,-4.289043545722961,0.2472671656869352,5504,0.15,0.9122588634490967,0.013085640966892242,901.99,47.39620832
1378,2748,1026,2822144,0.011325451,0.00021799039999999997,-0.013177923785406165,0.156982421875,-4.200568035244942,0.5000433968380094,5508,0.15,0.9001916646957397,0.06428360939025879,891.35,46.81028748000001
1379,2750,1026,2824192,0.016256455,0.00021778560000000003,-0.008935928519349545,0.1854248046875,-4.3356195241212845,0.4105593301355839,5512,0.15,0.8916030526161194,0.07620429992675781,884.16,46.4246871
1380,2753,1026,2826240,0.012477299,0.00021758080000000002,-0.012373811783618294,0.1759033203125,-4.320745900273323,0.31795505806803703,5516,0.15,0.902110755443573,0.05414532124996185,883.15,46.3495867
1381,2755,1026,2828288,0.0125330575,0.00021737600000000003,-0.0182464211829938,0.168701171875,-4.320089027285576,0.26853129593655467,5520,0.15,0.9392400979995728,0.015956230461597443,879.78,46.1037139
1382,2757,1026,2830336,0.012131965,0.0002171712,-0.014554847177350894,0.1522216796875,-4.291498303413391,0.23167453007772565,5524,0.15,0.9148140549659729,0.013958506286144257,880.45,46.27514399999999
1383,2759,1026,2832384,0.01037587,0.0002169664,-0.015152703446801752,0.1671142578125,-4.272521361708641,0.21740121161565185,5528,0.15,0.9301082491874695,0.038307905197143555,873.15,46.043168030000004
1384,2760,1026,2834432,0.015398281,0.0002167616,-0.013859478160156868,0.2275390625,-4.2849094569683075,0.30249021807685494,5532,0.15,0.9180606007575989,0.0885440856218338,873.48,45.97341891000001
1385,2762,1026,2836480,0.01155317,0.0002165568,-0.013453529652906582,0.1719970703125,-4.307859241962433,0.2424223073758185,5536,0.15,0.9165703058242798,0.05347084999084473,879.91,46.40056649
1386,2764,1026,2838528,0.011136062,0.000216352,-0.015944217622745782,0.1627197265625,-4.284436583518982,0.3185131852515042,5540,0.15,0.9054878950119019,0.058793678879737854,880.02,46.369078900000005
1387,2766,1026,2840576,0.011273014,0.0002161472,-0.014281624899012968,0.1639404296875,-4.323728680610657,0.35676821414381266,5544,0.15,0.8996684551239014,0.10713208466768265,875.6,46.08331656
1388,2769,1026,2842624,0.013577003,0.00021594239999999997,-0.01822584586625453,0.188232421875,-4.332760140299797,0.2683551721274853,5548,0.15,0.9303740859031677,0.03372818976640701,879.65,46.208157
1389,2771,1026,2844672,0.010209262,0.00021573759999999999,-0.016204354556975886,0.1343994140625,-4.268334090709686,0.22998295724391937,5552,0.15,0.9591971635818481,-0.001975312829017639,885.73,46.47776967
1390,2773,1026,2846720,0.01018866,0.00021553280000000002,-0.017986330116400495,0.1497802734375,-4.327060908079147,0.24127876665443182,5556,0.15,0.948107123374939,0.015503883361816406,891.01,46.62361239
1391,2775,1026,2848768,0.013206933,0.00021532800000000004,-0.018675738567253575,0.1866455078125,-4.312913671135902,0.2953087566420436,5560,0.15,0.9437990188598633,0.027433373034000397,890.33,46.376233580000005
1392,2776,1026,2850816,0.012872076,0.00021512320000000002,-0.020309620129410177,0.1551513671875,-4.211218550801277,0.34634040761739016,5564,0.15,0.9333925247192383,0.021544530987739563,890.33,46.376233580000005
1393,2778,1026,2852864,0.011868963,0.0002149184,-0.014684142166515812,0.154541015625,-4.275920063257217,0.2592621464282274,5568,0.15,0.9185408353805542,0.04339826852083206,890.65,46.3501181
1394,2780,1026,2854912,0.00926121,0.00021471360000000002,-0.014236768358387053,0.1551513671875,-4.289712071418762,0.2584152929484844,5572,0.15,0.9366692304611206,0.03769880533218384,891.25,46.49723482999999
1395,2782,1026,2856960,0.009602917,0.0002145088,-0.015053294875542633,0.1309814453125,-4.298760116100311,0.3092568665742874,5576,0.15,0.9369465708732605,0.09433284401893616,892.52,46.61399187999999
1396,2784,1026,2859008,0.012672868,0.000214304,-0.02076237989240326,0.17578125,-4.28717041015625,0.2819638615474105,5580,0.15,0.9395248293876648,0.04320470988750458,891.66,46.86584187000001
1397,2786,1026,2861056,0.011747014,0.0002140992,-0.013622009486425668,0.17626953125,-4.258022636175156,0.2743789879605174,5584,0.15,0.9334244728088379,0.03265419229865074,889.14,46.75973364000001
1398,2788,1026,2863104,0.011830537,0.00021389439999999998,-0.014025470765773207,0.1549072265625,-4.3281067460775375,0.32431612024083734,5588,0.15,0.9186921715736389,0.05418495833873749,890.24,46.82587751
1399,2790,1026,2865152,0.011892833,0.0002136896,-0.016642292233882472,0.155517578125,-4.247154921293259,0.2441019625402987,5592,0.15,0.9243449568748474,0.043556734919548035,895.95,47.22133131
1400,2792,1026,2867200,0.0100470185,0.00021348479999999998,-0.014987582719186321,0.12255859375,-4.346733510494232,0.2072823098860681,5596,0.15,0.9580659866333008,-0.003521360456943512,901.16,47.50875193000001
1401,2794,1026,2869248,0.012675161,0.00021328000000000002,-0.010994243726599962,0.1688232421875,-4.294971004128456,0.2948684827424586,5600,0.15,0.9136590957641602,0.058682918548583984,900.23,47.65171542999999
1402,2796,1026,2871296,0.009882687,0.00021307520000000003,-0.0162767814763356,0.1407470703125,-4.269563004374504,0.28149257600307465,5604,0.15,0.9442410469055176,0.04002945125102997,900.23,47.65171542999999
1403,2798,1026,2873344,0.009280298,0.00021287040000000001,-0.01635118608828634,0.1397705078125,-4.360427990555763,0.31210975674912333,5608,0.15,0.9008971452713013,0.034327611327171326,900.49,47.601158829999996
1404,2800,1026,2875392,0.00865387,0.00021266560000000003,-0.009923758363584056,0.135009765625,-4.293340131640434,0.29522827873006463,5612,0.15,0.9295580983161926,0.07428313791751862,899.04,47.53631578
