time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/value_loss,train/n_updates,train/clip_range,train/explained_variance,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
108,214,1029,221184,0.007933522,0.00047808640000000004,-0.008273543178802356,0.149169921875,-4.947163134813309,0.22365333558991551,428,0.15,0.9011254906654358,0.04774545133113861,673.22,25.08579439
109,216,1029,223232,0.01036468,0.00047788160000000003,-0.00898243612027727,0.1690673828125,-4.986556738615036,0.19469612697139382,432,0.15,0.9250351190567017,0.04504963755607605,665.94,24.88077722
110,218,1029,225280,0.008883588,0.0004776768,-0.007769489544443786,0.150634765625,-5.029050141572952,0.13768648030236363,436,0.15,0.9444494247436523,-0.008565288037061691,664.25,24.85482768
111,220,1029,227328,0.009846039,0.000477472,-0.006384273379808292,0.171630859375,-4.9781312346458435,0.17299462668597698,440,0.15,0.944846510887146,0.0069162920117378235,677.74,25.378555849999998
112,222,1029,229376,0.00910824,0.00047726720000000004,-0.012168765242677182,0.1654052734375,-5.017618343234062,0.14758638897910714,444,0.15,0.9592152833938599,-0.02625541016459465,679.21,25.519467609999996
113,224,1029,231424,0.009021826,0.0004770624,-0.004372554132714868,0.2052001953125,-4.8110354989767075,0.201092550996691,448,0.15,0.9421903491020203,0.038225993514060974,678.16,25.50693025
114,226,1029,233472,0.010429155,0.0004768576,-0.006916713289683685,0.1683349609375,-5.00649456679821,0.16183219593949616,452,0.15,0.9360269904136658,-0.008048020303249359,680.38,25.642551620000003
115,228,1029,235520,0.009321796,0.0004766528,-0.010229357256321236,0.183349609375,-4.959122374653816,0.13445119536481798,456,0.15,0.9530219435691833,-0.022814355790615082,680.38,25.642551620000003
116,231,1028,237568,0.009739786,0.000476448,-0.008789975487161428,0.1746826171875,-4.991969406604767,0.18720940873026848,460,0.15,0.9364362955093384,0.00879330188035965,680.0,25.651634679999997
117,232,1028,239616,0.014152874,0.0004762432,-0.008735157054616138,0.1727294921875,-4.932576149702072,0.12778217834420502,464,0.15,0.9727268218994141,-0.0020950064063072205,682.35,25.83725329
118,234,1028,241664,0.008074008,0.0004760384,-0.010363595240050927,0.15087890625,-4.881547510623932,0.19613595260307193,468,0.15,0.9597150087356567,-0.0036054328083992004,678.16,25.84779430000001
119,236,1028,243712,0.011079201,0.00047583360000000004,-0.010520113108213991,0.1754150390625,-4.926372528076172,0.16321340948343277,472,0.15,0.9654980897903442,-0.0031652748584747314,676.99,25.83395194
120,238,1028,245760,0.0078254035,0.0004756288,-0.008422792423516512,0.15234375,-4.972242623567581,0.16689040116034448,476,0.15,0.9384564757347107,0.0017828792333602905,680.17,26.026191169999997
121,240,1029,247808,0.010614797,0.000475424,-0.007877162366639823,0.1881103515625,-5.0758126229047775,0.1520844225306064,480,0.15,0.937171459197998,0.002207919955253601,679.17,26.109048859999998
122,242,1029,249856,0.0085673435,0.0004752192,-0.007141108450014144,0.130126953125,-5.041585698723793,0.15435098903253675,484,0.15,0.9567627906799316,0.014420721679925919,670.74,25.94650244
123,244,1028,251904,0.015084494,0.00047501440000000003,-0.006127362546976656,0.201904296875,-4.925732031464577,0.21754975290969014,488,0.15,0.9575849771499634,0.04684155434370041,670.95,25.990670299999998
124,246,1029,253952,0.010475999,0.0004748096,-0.009109213366173208,0.17431640625,-4.941543385386467,0.15042590722441673,492,0.15,0.9651329517364502,-0.028634406626224518,671.7,26.132382409999995
125,248,1029,256000,0.009864107,0.0004746048,-0.007817702775355428,0.15966796875,-4.9459292739629745,0.2246940745972097,496,0.15,0.9288555979728699,0.06284232437610626,670.06,26.038817010000002
126,250,1028,258048,0.009852692,0.0004744,-0.011281843326287344,0.1739501953125,-4.959130480885506,0.15394647046923637,500,0.15,0.9418324828147888,0.003339990973472595,670.83,26.127373880000004
127,252,1028,260096,0.009518531,0.00047419519999999997,-0.009062948520295322,0.182373046875,-5.016392186284065,0.18015158316120505,504,0.15,0.9532580375671387,0.008730873465538025,668.13,26.37512837
128,254,1028,262144,0.011915879,0.0004739904,-0.01051997249305714,0.2071533203125,-4.908205404877663,0.13433011109009385,508,0.15,0.975588858127594,-0.006194561719894409,660.04,26.299175979999994
129,256,1028,264192,0.011579248,0.00047378560000000005,-0.00816478650085628,0.180419921875,-4.784528210759163,0.21644379571080208,512,0.15,0.9457088112831116,0.02960611879825592,660.07,26.287866630000003
130,258,1028,266240,0.008477417,0.00047358080000000003,-0.009951197178452276,0.15283203125,-4.900122672319412,0.17931147664785385,516,0.15,0.948469877243042,0.015190266072750092,660.07,26.287866630000003
131,260,1028,268288,0.010492235,0.000473376,-0.012147597182774916,0.161376953125,-4.970641553401947,0.13742458587512374,520,0.15,0.9296746850013733,0.005449347198009491,659.14,26.3047429
132,262,1028,270336,0.008618894,0.0004731712,-0.007563346764072776,0.1575927734375,-5.025451108813286,0.19003316247835755,524,0.15,0.9182769656181335,0.027421005070209503,657.66,26.264674910000004
133,264,1028,272384,0.008769363,0.00047296640000000004,-0.011780742643168196,0.1669921875,-4.9432724714279175,0.11909326165914536,528,0.15,0.965619683265686,-0.0169319249689579,660.02,26.33840093
134,266,1028,274432,0.011264034,0.0004727616,-0.011583961735595949,0.1727294921875,-4.935415834188461,0.12237714743241668,532,0.15,0.9708587527275085,-0.017928965389728546,666.07,26.54832019
135,268,1028,276480,0.008452333,0.0004725568,-0.010527121019549668,0.1602783203125,-4.819392800331116,0.1654412194620818,536,0.15,0.9690123200416565,0.013002954423427582,666.91,26.603158739999994
136,270,1029,278528,0.0113785,0.000472352,-0.007760510401567444,0.2047119140625,-4.790272012352943,0.1610420593060553,540,0.15,0.9493787884712219,0.016334548592567444,668.78,26.667828559999993
137,272,1029,280576,0.011535709,0.0004721472,-0.010622244793921709,0.184814453125,-4.906814336776733,0.17551599582657218,544,0.15,0.9234318733215332,0.003301165997982025,668.13,26.575222079999993
138,274,1029,282624,0.010337396,0.0004719424,-0.011515417660120875,0.188720703125,-4.913263410329819,0.15015180688351393,548,0.15,0.9483461976051331,0.012214705348014832,666.66,26.601489649999998
139,276,1029,284672,0.008363012,0.0004717376,-0.009086939433473162,0.14208984375,-4.859429195523262,0.1590712156612426,552,0.15,0.966903030872345,0.007077556103467941,669.94,26.926729750000003
140,278,1029,286720,0.009401289,0.0004715328,-0.009973275271477178,0.1748046875,-4.700154408812523,0.17974482523277402,556,0.15,0.9604120850563049,0.005155697464942932,669.94,26.926729750000003
141,280,1029,288768,0.011237771,0.000471328,-0.008798444439889863,0.1871337890625,-4.880030408501625,0.13299200823530555,560,0.15,0.9485675096511841,-0.006253823637962341,669.29,26.86787226
142,282,1029,290816,0.009669088,0.0004711232,-0.008089255323284306,0.1708984375,-4.968641981482506,0.13617108250036836,564,0.15,0.9047760367393494,-0.012742534279823303,673.16,27.135786979999992
143,284,1029,292864,0.01054498,0.00047091840000000005,-0.007139986933907494,0.2041015625,-4.952780306339264,0.15508584934286773,568,0.15,0.9361141324043274,-0.007387086749076843,660.26,26.67938562
144,286,1029,294912,0.009279083,0.00047071360000000003,-0.007468652169336565,0.1578369140625,-4.805058881640434,0.20004210178740323,572,0.15,0.9693105220794678,0.03977762162685394,657.74,26.601121950000003
