time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/approx_kl,train/n_updates,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
1058,137,71,145408,0.003055673,280,0.25651119416579604,0.7205344438552856,-0.0025239432143280283,9.71328e-05,0.06415331363677979,0.04052734375,0.2,-5.464072719216347,771.34,17.82950623
1058,139,72,147456,0.005255146,284,0.26422601472586393,0.7784597277641296,-0.0029764829232590273,9.709184e-05,0.06762266159057617,0.04541015625,0.2,-5.470880255103111,769.06,17.78293181
1057,141,73,149504,0.0072715087,288,0.1997233578003943,0.8099195957183838,-0.007473913923604414,9.705088e-05,0.02794671803712845,0.101318359375,0.2,-5.466267600655556,767.06,17.81350508
1057,143,74,151552,0.0016988266,292,0.21596544049680233,0.778927743434906,-0.002044786830083467,9.700992000000002e-05,0.048354268074035645,0.027099609375,0.2,-5.467270642518997,762.78,17.876478560000002
1057,145,75,153600,0.005401875,296,0.21269715717062354,0.8148612380027771,-0.00438885205949191,9.696896000000001e-05,0.031068697571754456,0.069580078125,0.2,-5.471383571624756,763.06,18.064685179999998
1057,147,76,155648,0.0044362284,300,0.18179441848769784,0.8240307569503784,-0.004382503189845011,9.6928e-05,0.012964043766260147,0.047607421875,0.2,-5.476080313324928,764.78,18.172331749999998
1055,149,77,157696,0.0023285104,304,0.18441690225154161,0.794582188129425,-0.002200441653258167,9.688704000000001e-05,0.02265860140323639,0.0675048828125,0.2,-5.453262120485306,754.33,18.19590352
1055,151,78,159744,0.002802753,308,0.25033820094540715,0.7958250045776367,-0.0005424740520538762,9.684608e-05,0.038657255470752716,0.003662109375,0.2,-5.463335573673248,750.74,18.255897169999997
1055,153,79,161792,0.0027410886,312,0.26304164761677384,0.7674118876457214,-0.0024692128208698705,9.680512e-05,0.051613546907901764,0.0252685546875,0.2,-5.46684767305851,752.99,18.366271649999998
1056,155,80,163840,0.0016894578,316,0.23071155697107315,0.7026472091674805,-0.0017175741959363222,9.676416000000001e-05,0.0609019510447979,0.01806640625,0.2,-5.471766158938408,755.35,18.54369725
1056,157,81,165888,0.005862465,320,0.2165555995889008,0.8142366409301758,-0.004992711808881722,9.67232e-05,0.04372584819793701,0.0472412109375,0.2,-5.468329191207886,749.94,18.581620429999997
1055,159,82,167936,0.004614288,324,0.17168172542005777,0.8261690139770508,-0.0016806043713586405,9.668224e-05,0.009956121444702148,0.0146484375,0.2,-5.462568700313568,747.47,18.61893405
1056,160,83,169984,0.0037345665,328,0.2538480334915221,0.7933939099311829,-0.0028972738364245743,9.664128e-05,0.06317673623561859,0.0506591796875,0.2,-5.481109395623207,743.6,18.50518455
1056,162,84,172032,0.0012439304,332,0.1847993042320013,0.8602893948554993,-0.0022452549019362777,9.660032e-05,0.028008848428726196,0.0191650390625,0.2,-5.46942712366581,745.99,18.67451399
1055,164,85,174080,0.0010512415,336,0.21946439519524574,0.8480241894721985,-0.0016773744573583826,9.655936e-05,0.03921108692884445,0.0081787109375,0.2,-5.481533259153366,743.63,18.66890044
1055,166,86,176128,0.004881967,340,0.18392797652631998,0.8579573631286621,-0.0025187755381921306,9.651840000000001e-05,0.019736092537641525,0.019775390625,0.2,-5.491168588399887,743.73,18.684103640000004
1055,168,87,178176,0.0008644961,344,0.24740505265071988,0.7727453708648682,-0.0011514485668158159,9.647744000000001e-05,0.08818195760250092,0.0108642578125,0.2,-5.478088870644569,740.67,18.80114474
1055,170,88,180224,0.0016847149,348,0.19675375148653984,0.8505117893218994,-0.003364312637131661,9.643648e-05,0.021627984941005707,0.00048828125,0.2,-5.482515335083008,739.25,18.94254309
1055,172,89,182272,0.0016159137,352,0.22788605885580182,0.8528352975845337,-0.0019865142967319116,9.639552000000001e-05,0.03830936551094055,0.0263671875,0.2,-5.475281819701195,735.42,19.12726814
1055,174,90,184320,0.0021970368,356,0.16282535158097744,0.88214510679245,-0.0027214580914005637,9.635456e-05,0.017113782465457916,0.044189453125,0.2,-5.457511678338051,739.0,19.48572042
1055,176,91,186368,0.0031631277,360,0.22285012202337384,0.8397961854934692,-0.0014913590130163357,9.63136e-05,0.028668269515037537,0.005126953125,0.2,-5.46588297188282,741.94,19.555245720000002
1055,178,92,188416,0.0034143394,364,0.22891385294497013,0.8138964176177979,-0.0024681486102053896,9.627264e-05,0.057181745767593384,0.021240234375,0.2,-5.46061897277832,740.57,19.727233350000002
