time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/value_loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/clip_range,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
59,885,136,120832,0.0002470304,0.24364003399387002,0.836832582950592,0.005126983,0.0843505859375,0.15,232,-5.307130739092827,-0.00580735101539176,0.036887235939502716,730.57,19.87310781
60,885,138,122880,0.0002469792,0.19618456484749913,0.888029932975769,0.003110588,0.058349609375,0.15,236,-5.34745417535305,-0.004634858240024187,0.03193489462137222,724.97,19.674656589999998
61,886,140,124928,0.000246928,0.19510890869423747,0.8742177486419678,0.003873826,0.0787353515625,0.15,240,-5.316740542650223,-0.004914268531138077,0.01915762573480606,720.1,19.71367175
62,887,143,126976,0.0002468768,0.17636179737746716,0.8958075642585754,0.0049141226,0.057861328125,0.15,244,-5.326405793428421,-0.005405935517046601,0.028528545051813126,708.77,19.651596839999996
63,887,145,129024,0.00024682560000000004,0.22320266300812364,0.8936406373977661,0.0045578117,0.080810546875,0.15,248,-5.348397791385651,-0.0032242254819720984,0.04293885827064514,708.33,19.75695534
64,888,147,131072,0.00024677440000000003,0.20825277734547853,0.8907834887504578,0.004686209,0.0654296875,0.15,252,-5.3117211908102036,-0.004294014011975378,0.06154918670654297,707.76,19.85504663
65,888,149,133120,0.00024672320000000003,0.1733548929914832,0.9103594422340393,0.004966925,0.0706787109375,0.15,256,-5.297879859805107,-0.005536427284823731,0.02348789945244789,707.0,19.897107560000002
66,888,152,135168,0.000246672,0.16338495817035437,0.8959714770317078,0.0039762855,0.041748046875,0.15,260,-5.2705273777246475,-0.0038478305359603837,0.0227615088224411,703.65,19.96614417
67,887,154,137216,0.0002466208,0.23345699487254024,0.8538171052932739,0.004368381,0.0694580078125,0.15,264,-5.280029013752937,-0.005328774670488201,0.021454058587551117,704.23,20.278498990000003
68,888,156,139264,0.0002465696,0.1928362436592579,0.8972145915031433,0.0043853074,0.060546875,0.15,268,-5.294120132923126,-0.003917661204468459,0.0343809500336647,706.26,20.324913950000003
69,888,159,141312,0.0002465184,0.21080827992409468,0.901284396648407,0.0043202383,0.083251953125,0.15,272,-5.261787787079811,-0.0053338222205638885,0.036278627812862396,698.76,20.185856280000003
70,888,161,143360,0.0002464672,0.22327081440016627,0.8907523155212402,0.0058766096,0.0927734375,0.15,276,-5.264484107494354,-0.0038187808240763843,0.04481998085975647,698.27,20.29382236
71,889,163,145408,0.000246416,0.15452643623575568,0.9236275553703308,0.0062110606,0.1004638671875,0.15,280,-5.271068602800369,-0.005223011336056516,-0.005831688642501831,699.42,20.444468880000002
72,889,165,147456,0.0002463648,0.22366504184901714,0.8816632032394409,0.0037570307,0.0462646484375,0.15,284,-5.265272870659828,-0.002882041400880553,0.02719387412071228,695.35,20.35138039
73,889,168,149504,0.0002463136,0.17120266845449805,0.9092953205108643,0.004857593,0.0751953125,0.15,288,-5.27725712954998,-0.0044606581795960665,0.005747318267822266,694.94,20.41657679
74,890,170,151552,0.0002462624,0.1854634485207498,0.8802823424339294,0.0043437597,0.0494384765625,0.15,292,-5.264844864606857,-0.003579203097615391,0.03340215981006622,691.09,20.398232150000002
75,890,172,153600,0.0002462112,0.19152881298214197,0.9062311053276062,0.004637004,0.087890625,0.15,296,-5.313724398612976,-0.005572717520408332,0.01905915141105652,690.11,20.512909560000004
76,890,174,155648,0.00024616,0.20404504146426916,0.8598538637161255,0.0063527003,0.09130859375,0.15,300,-5.265959084033966,-0.004878716601524502,0.01948070526123047,682.22,20.226141050000003
77,891,176,157696,0.0002461088,0.19837571773678064,0.883895754814148,0.00779837,0.11083984375,0.15,304,-5.289039850234985,-0.003459633036982268,0.043044764548540115,679.87,20.14459393
78,892,179,159744,0.0002460576,0.21206878358498216,0.8405958414077759,0.0063510453,0.0936279296875,0.15,308,-5.290870308876038,-0.0047549964365316555,0.033584095537662506,681.42,20.19704753
79,892,181,161792,0.00024600640000000003,0.1661089458502829,0.8887652158737183,0.0057851984,0.0924072265625,0.15,312,-5.294065475463867,-0.004105989806703292,0.008966416120529175,677.87,20.062385499999998
80,892,183,163840,0.0002459552,0.23154723830521107,0.8703212141990662,0.004990153,0.0767822265625,0.15,316,-5.2408527135849,-0.003638665104517713,0.03398124873638153,670.6,19.87291082
81,893,185,165888,0.000245904,0.1689391089603305,0.9258474707603455,0.004988036,0.07861328125,0.15,320,-5.275851875543594,-0.00482653031940572,0.010685272514820099,672.91,20.163534950000003
82,893,187,167936,0.0002458528,0.1743145575746894,0.9157067537307739,0.0046867183,0.0782470703125,0.15,324,-5.278626024723053,-0.004492415435379371,0.015761755406856537,670.06,20.082734860000002
83,893,190,169984,0.0002458016,0.18688069377094507,0.8781650066375732,0.006188486,0.09619140625,0.15,328,-5.298367977142334,-0.003055804641917348,0.027176380157470703,668.46,20.07701253
84,893,192,172032,0.0002457504,0.2221109545789659,0.8180813789367676,0.005024993,0.0885009765625,0.15,332,-5.295725971460342,-0.005222988256718963,0.045039307326078415,665.53,20.035265700000004
85,894,194,174080,0.0002456992,0.1482741180807352,0.9240115284919739,0.003675038,0.0845947265625,0.15,336,-5.312346190214157,-0.005219268481596373,0.003768395632505417,665.6,20.06280378
86,894,196,176128,0.000245648,0.1799297067336738,0.9043666124343872,0.0035690146,0.07958984375,0.15,340,-5.313408449292183,-0.004751964996103197,0.015017818659543991,661.56,19.96871658
87,894,199,178176,0.0002455968,0.17480266373604536,0.9130588173866272,0.007915684,0.1270751953125,0.15,344,-5.325849324464798,-0.005722447793232277,0.006920672953128815,662.57,19.989350580000004
88,895,201,180224,0.0002455456,0.141835875576362,0.9224109649658203,0.004510612,0.0963134765625,0.15,348,-5.299024686217308,-0.00664473173674196,0.016940869390964508,661.39,19.99728821
89,895,203,182272,0.0002454944,0.1682066391222179,0.9109651446342468,0.0055784583,0.0738525390625,0.15,352,-5.328596234321594,-0.006288504897383973,0.009603813290596008,661.06,20.04632973
90,895,205,184320,0.0002454432,0.15563330939039588,0.9055102467536926,0.005166062,0.08203125,0.15,356,-5.301045000553131,-0.0054196201817831025,0.012867208570241928,668.47,20.333648809999996
91,895,208,186368,0.000245392,0.15521797724068165,0.9320103526115417,0.0068983156,0.1058349609375,0.15,360,-5.314329698681831,-0.008497360424371436,-0.015899039804935455,671.55,20.41870947
92,895,210,188416,0.0002453408,0.1384320924989879,0.9316211342811584,0.00752539,0.1192626953125,0.15,364,-5.274904280900955,-0.0063046340947039425,-0.004025343805551529,672.88,20.46268282
93,895,212,190464,0.0002452896,0.1583099071867764,0.927788257598877,0.005296376,0.11376953125,0.15,368,-5.253692224621773,-0.0037542613863479346,0.009209450334310532,671.72,20.61189363
94,895,215,192512,0.0002452384,0.1552171683870256,0.901418149471283,0.007024547,0.0970458984375,0.15,372,-5.253928899765015,-0.005891991619137116,0.006099499762058258,673.64,20.66459664
95,895,217,194560,0.0002451872,0.11494784522801638,0.9337438344955444,0.0070888354,0.08544921875,0.15,376,-5.248929336667061,-0.00350661450647749,-0.008758299052715302,675.8,20.729045369999998
96,895,219,196608,0.000245136,0.18890987941995263,0.8744320869445801,0.0048668217,0.1260986328125,0.15,380,-5.236553773283958,-0.0037224213883746415,0.029617518186569214,678.38,20.81259334
97,894,222,198656,0.0002450848,0.17793389782309532,0.8871424794197083,0.004035976,0.0523681640625,0.15,384,-5.244972974061966,-0.0030716852488694713,0.03582341969013214,683.43,21.04240688
98,893,224,200704,0.0002450336,0.14482183218933642,0.9087183475494385,0.011270755,0.141845703125,0.15,388,-5.204274073243141,-0.004669766567531042,-0.006500445306301117,684.86,21.22268322
99,892,227,202752,0.0002449824,0.19838105700910091,0.9175494909286499,0.0057106335,0.1680908203125,0.15,392,-5.219462096691132,-0.0012759706878568977,0.03193793445825577,688.41,21.32360699
100,891,229,204800,0.0002449312,0.17132402677088976,0.8941406011581421,0.005991822,0.0865478515625,0.15,396,-5.227928251028061,-0.0057598957064328715,0.006112448871135712,692.66,21.481186220000005
101,890,232,206848,0.00024488,0.19408350344747305,0.9021189212799072,0.0076266313,0.1201171875,0.15,400,-5.255803599953651,-0.006871035526273772,0.002177618443965912,691.14,21.322226190000002
102,890,234,208896,0.0002448288,0.2563005746342242,0.8527325391769409,0.0069312663,0.1251220703125,0.15,404,-5.221431419253349,-0.004212547428323887,0.047480009496212006,688.39,21.271835200000005
103,889,237,210944,0.0002447776,0.1439699532929808,0.9148916602134705,0.009033067,0.1109619140625,0.15,408,-5.269703850150108,-0.006276514759520069,-0.011009275913238525,688.38,21.440778720000004
104,889,239,212992,0.00024472640000000004,0.19787991233170033,0.899658739566803,0.006417745,0.0745849609375,0.15,412,-5.266718536615372,-0.004864655464189127,0.04867912828922272,689.44,21.572400290000004
105,889,241,215040,0.00024467520000000004,0.14197314414195716,0.9249891042709351,0.006250001,0.098876953125,0.15,416,-5.287984535098076,-0.004521414637565613,-0.015575729310512543,691.15,21.62845637
106,889,244,217088,0.00024462400000000003,0.26823980920016766,0.8333250284194946,0.006292953,0.085693359375,0.15,420,-5.248444080352783,-0.005505324574187398,0.07027045637369156,691.91,21.751267200000008
107,889,246,219136,0.00024457280000000003,0.1699516880325973,0.925159215927124,0.003924493,0.068359375,0.15,424,-5.258739337325096,-0.004509480771957897,0.027396567165851593,690.0,21.799559780000003
108,889,248,221184,0.00024452160000000003,0.13282262813299894,0.9249537587165833,0.0040595154,0.072265625,0.15,428,-5.287703767418861,-0.004908344257273711,-0.018816117197275162,690.36,21.779157729999998
109,889,251,223232,0.0002444704,0.24771569715812802,0.8831624388694763,0.011899844,0.11865234375,0.15,432,-5.257394760847092,-0.004444044694537297,0.0839613825082779,690.9,21.765612279999996
110,889,253,225280,0.0002444192,0.2220306359231472,0.8947105407714844,0.003048003,0.094482421875,0.15,436,-5.223171412944794,-0.000680212426232174,0.05060003697872162,690.27,21.74487089
111,888,255,227328,0.000244368,0.22076244745403528,0.8678045868873596,0.008533843,0.1146240234375,0.15,440,-5.249433144927025,-0.005201547755859792,0.04919879883527756,691.21,21.78909084
112,889,257,229376,0.0002443168,0.16338081727735698,0.9182878136634827,0.005348629,0.1058349609375,0.15,444,-5.240976452827454,-0.0048694896686356515,0.009130734950304031,691.65,21.822072470000002
113,888,260,231424,0.0002442656,0.13075518957339227,0.9381222724914551,0.0052057006,0.1270751953125,0.15,448,-5.250162437558174,-0.004542774928268045,-0.006512977182865143,691.24,21.89064981
114,887,263,233472,0.0002442144,0.19244534359313548,0.9071291089057922,0.0069728643,0.1390380859375,0.15,452,-5.246611028909683,-0.005039968877099454,0.022388599812984467,696.98,22.054392509999992
115,887,265,235520,0.0002441632,0.1514878235757351,0.9231463074684143,0.0061629107,0.100830078125,0.15,456,-5.226125285029411,-0.006650962313869968,-0.008639048784971237,694.88,22.020334469999998
116,888,267,237568,0.000244112,0.13985286722891033,0.9275081157684326,0.0045108134,0.0877685546875,0.15,460,-5.199019506573677,-0.006430045410525054,-0.0007440447807312012,694.66,22.02013947
117,888,269,239616,0.0002440608,0.2473798100836575,0.8716037273406982,0.004750778,0.0777587890625,0.15,464,-5.157226100564003,-0.004010643053334206,0.051227446645498276,700.21,22.256606220000002
118,888,272,241664,0.0002440096,0.22385751828551292,0.8873125314712524,0.005887309,0.073486328125,0.15,468,-5.172489449381828,-0.003425702278036624,0.029264915734529495,703.52,22.395751100000002
119,888,274,243712,0.00024395839999999998,0.12719376664608717,0.9383801817893982,0.0055038095,0.09619140625,0.15,472,-5.191490098834038,-0.00662144273519516,-0.0039023160934448242,703.8,22.42910414
120,888,276,245760,0.0002439072,0.18678195448592305,0.8843764662742615,0.006720893,0.1146240234375,0.15,476,-5.135705068707466,-0.004859330787439831,0.015357811003923416,705.42,22.47305547
121,888,279,247808,0.000243856,0.1842152001336217,0.9106975793838501,0.00539158,0.14208984375,0.15,480,-5.132063567638397,-0.0009714443003758788,0.003080502152442932,709.13,22.707957970000002
122,888,281,249856,0.0002438048,0.17549882596358657,0.9070897102355957,0.004384386,0.0836181640625,0.15,484,-5.184543684124947,-0.003470404917607084,0.0071341246366500854,709.21,22.691308940000003
123,888,283,251904,0.0002437536,0.14690690417774022,0.9178486466407776,0.00732434,0.0994873046875,0.15,488,-5.184271275997162,-0.005728208605432883,0.0024849772453308105,708.43,22.83295095
124,887,285,253952,0.0002437024,0.11739773955196142,0.9483189582824707,0.00843934,0.13525390625,0.15,492,-5.129108712077141,-0.003759372848435305,-0.003363814204931259,708.22,22.87753111
125,887,288,256000,0.00024365120000000002,0.17551769455894828,0.8857432007789612,0.014790324,0.21142578125,0.15,496,-5.160163521766663,0.0006376845994964242,0.011690955609083176,707.36,22.89489825
126,888,290,258048,0.0002436,0.18067282298579812,0.8787192702293396,0.0055827484,0.139404296875,0.15,500,-5.199818059802055,-0.006594539911020547,0.009932886809110641,707.05,22.995188459999998
127,888,292,260096,0.0002435488,0.16594887943938375,0.919567346572876,0.010433903,0.1201171875,0.15,504,-5.192170262336731,-0.0053178642119746655,0.018896065652370453,704.03,22.966631420000002
128,888,295,262144,0.0002434976,0.14837189321406186,0.9230469465255737,0.005514511,0.07421875,0.15,508,-5.127363011240959,-0.006502672404167242,0.005882859230041504,708.33,23.1316246
129,888,297,264192,0.0002434464,0.16579630062915385,0.9227035641670227,0.008980313,0.1668701171875,0.15,512,-5.180109232664108,-0.002621758059831336,0.01936638355255127,713.09,23.4570587
130,888,299,266240,0.00024339520000000002,0.20803923718631268,0.8905460238456726,0.005918335,0.07275390625,0.15,516,-5.1279856860637665,-0.003979437024099752,0.02915450558066368,711.77,23.43075795
131,888,301,268288,0.00024334400000000002,0.22624210733920336,0.8759851455688477,0.0068139834,0.1246337890625,0.15,520,-5.16009484231472,-0.004973003990016878,0.07825169712305069,706.02,23.28294077
132,888,304,270336,0.00024329280000000002,0.23696546582505107,0.8723658323287964,0.0055948524,0.1107177734375,0.15,524,-5.090538069605827,-0.005812452640384436,-0.00010595470666885376,706.09,23.28412249
133,888,306,272384,0.0002432416,0.18016733368858695,0.9133758544921875,0.0059169754,0.0703125,0.15,528,-5.142713814973831,-0.004538235589279793,0.02756042778491974,702.09,23.240580530000003
134,887,309,274432,0.0002431904,0.2706175041384995,0.8560889959335327,0.0077652363,0.1502685546875,0.15,532,-5.058495923876762,-0.00481419576681219,0.06382690370082855,700.36,23.255321460000005
135,887,311,276480,0.0002431392,0.14446894987486303,0.9296492338180542,0.007243939,0.0826416015625,0.15,536,-5.08120958507061,-0.0047969684601412155,0.003582879900932312,703.42,23.430247259999998
136,887,313,278528,0.000243088,0.1537511774804443,0.9161100387573242,0.0061959303,0.1063232421875,0.15,540,-5.065341740846634,-0.005178286228328943,0.00921320915222168,702.2,23.489636629999996
137,886,316,280576,0.0002430368,0.12088635703548789,0.9292953014373779,0.003891665,0.1038818359375,0.15,544,-5.160604029893875,-0.005288028420181945,-0.013537749648094177,702.2,23.489636629999996
138,886,318,282624,0.0002429856,0.223584552295506,0.8305718898773193,0.0058059734,0.0859375,0.15,548,-5.137788385152817,-0.00413799611851573,0.028494611382484436,706.94,23.584626230000005
139,885,321,284672,0.0002429344,0.14833275531418622,0.920046329498291,0.008470447,0.105224609375,0.15,552,-5.104890450835228,-0.00543480554188136,0.01598208397626877,705.9,23.572380560000003
140,885,323,286720,0.00024288319999999999,0.11894923751242459,0.9519104957580566,0.007989574,0.1087646484375,0.15,556,-5.021958261728287,-0.009532259675324894,-0.015123140066862106,706.82,23.66906427
141,885,326,288768,0.000242832,0.1688825699966401,0.920447587966919,0.007853679,0.1229248046875,0.15,560,-5.086329862475395,-0.0098048125510104,0.0034790486097335815,706.23,23.58128518
142,885,328,290816,0.0002427808,0.2966972286812961,0.8560599684715271,0.0065093767,0.1065673828125,0.15,564,-5.037709221243858,-0.008427150798524963,0.09281187504529953,705.81,23.569794339999998
143,885,330,292864,0.0002427296,0.2008024314418435,0.8849881887435913,0.007824599,0.138427734375,0.15,568,-4.985996335744858,-0.008255615277448669,0.026047490537166595,705.32,23.562790559999993
144,885,332,294912,0.0002426784,0.2163007860071957,0.9161258339881897,0.0070275473,0.1309814453125,0.15,572,-4.983465030789375,-0.006446452811360359,0.038219891488552094,704.8,23.570465219999996
145,885,335,296960,0.0002426272,0.1633497318252921,0.9413449168205261,0.0041582915,0.088623046875,0.15,576,-5.051609456539154,-0.004411913541844115,0.02660614252090454,715.56,23.977082879999994
146,884,337,299008,0.00024257600000000002,0.1387030379846692,0.9432189464569092,0.006434513,0.1064453125,0.15,580,-4.99450521171093,-0.006286695876042359,0.011728383600711823,715.42,24.012209099999996
