time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/value_loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/clip_range,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
271,880,630,555008,0.000236176,0.22727595828473568,0.916858971118927,0.0070089,0.1190185546875,0.15,1080,-4.779065042734146,-0.0075184862507740036,0.04462306946516037,706.42,26.840514250000002
272,880,632,557056,0.0002361248,0.1448996216058731,0.9383561611175537,0.009224106,0.1275634765625,0.15,1084,-4.857004672288895,-0.008876272797351703,-0.010851569473743439,706.79,26.743152190000004
273,880,635,559104,0.0002360736,0.13958107284270227,0.9474398493766785,0.0069671976,0.098388671875,0.15,1088,-4.800090432167053,-0.007618297851877287,-0.012572988867759705,709.71,26.886430830000005
274,880,637,561152,0.00023602239999999999,0.18592585995793343,0.9210375547409058,0.00914719,0.140625,0.15,1092,-4.833667516708374,-0.005056327150668949,0.029738709330558777,707.06,26.99597075
275,880,639,563200,0.0002359712,0.17306036548689008,0.9613487124443054,0.006162,0.1141357421875,0.15,1096,-4.817890033125877,-0.009426978067494929,0.0030456259846687317,706.53,26.924296590000004
276,880,642,565248,0.00023592,0.1429072404280305,0.9580618739128113,0.007825791,0.11962890625,0.15,1100,-4.755005747079849,-0.010778454394312575,-0.006252594292163849,707.24,27.0240588
277,880,644,567296,0.0002358688,0.1828186991624534,0.8693604469299316,0.008305818,0.10791015625,0.15,1104,-4.827865913510323,-0.004190067091258243,0.0011450089514255524,704.72,26.78117685
278,880,646,569344,0.0002358176,0.16888882825151086,0.941558837890625,0.0074153463,0.1260986328125,0.15,1108,-4.845416784286499,-0.007291284287930466,-0.008065197616815567,704.56,26.838518760000007
279,880,649,571392,0.0002357664,0.15504117566160858,0.9533528089523315,0.005562123,0.114990234375,0.15,1112,-4.727800101041794,-0.006496746005723253,0.011856142431497574,704.18,26.888083950000006
280,880,651,573440,0.00023571520000000002,0.14473883784376085,0.9414402842521667,0.006336195,0.113525390625,0.15,1116,-4.873238101601601,-0.009971874955226667,-0.011878639459609985,700.82,26.762913610000002
281,880,653,575488,0.000235664,0.13611068530008197,0.9528372883796692,0.006244848,0.11083984375,0.15,1120,-4.801192432641983,-0.008718931785551831,-0.003663189709186554,704.44,26.95797459
282,880,655,577536,0.0002356128,0.17678559198975563,0.908900260925293,0.00804248,0.1444091796875,0.15,1124,-4.8458170890808105,-0.008051219949265942,0.012669317424297333,706.27,27.07060459
283,880,658,579584,0.0002355616,0.18191334675066173,0.9376396536827087,0.009334544,0.1397705078125,0.15,1128,-4.773926287889481,-0.006123247760115191,0.022820651531219482,702.93,27.089364869999994
284,880,660,581632,0.0002355104,0.2444445244036615,0.9151585102081299,0.006679543,0.138427734375,0.15,1132,-4.832806691527367,-0.007907237741164863,0.039828017354011536,703.3,27.088703080000002
285,880,662,583680,0.00023545920000000002,0.13750855228863657,0.9566265344619751,0.0074636145,0.1217041015625,0.15,1136,-4.86082136631012,-0.008156681811669841,-0.005015857517719269,706.07,27.159310650000002
286,880,665,585728,0.00023540800000000002,0.15768006909638643,0.9552226662635803,0.0053540287,0.1077880859375,0.15,1140,-4.864065811038017,-0.0070687009720131755,0.02304592728614807,699.99,26.970320849999997
287,880,667,587776,0.00023535680000000002,0.2171378950588405,0.9465172290802002,0.0066815754,0.1038818359375,0.15,1144,-4.815029993653297,-0.008164027676684782,0.028252407908439636,698.47,26.945913519999998
288,880,669,589824,0.0002353056,0.1738124331459403,0.9445432424545288,0.0069885645,0.1181640625,0.15,1148,-4.88428370654583,-0.012023282644804567,0.016570094972848892,698.67,27.05118634
289,880,672,591872,0.0002352544,0.13538758526556194,0.9623443484306335,0.007771929,0.117919921875,0.15,1152,-4.822948828339577,-0.010619016917189583,-0.006273575127124786,697.12,27.00500995
290,880,674,593920,0.0002352032,0.1837326642125845,0.9219471216201782,0.0075766584,0.1038818359375,0.15,1156,-4.939515382051468,-0.009278819168685004,-0.00021155178546905518,697.74,27.029792370000006
291,880,676,595968,0.000235152,0.11365328263491392,0.9373919367790222,0.008399146,0.1259765625,0.15,1160,-4.962512284517288,-0.010756668969406746,-0.014508452266454697,694.83,27.035299920000003
292,880,678,598016,0.0002351008,0.1508701320271939,0.9451717734336853,0.007242547,0.1676025390625,0.15,1164,-4.851162999868393,-0.003937373418011703,-0.011567078530788422,691.9,27.124764480000003
293,880,681,600064,0.0002350496,0.16085144644603133,0.9473111629486084,0.005621845,0.111572265625,0.15,1168,-4.846737891435623,-0.005948764854110777,0.016957134008407593,699.9,27.33993416
294,880,683,602112,0.0002349984,0.18126663542352617,0.9472650289535522,0.0073011913,0.11767578125,0.15,1172,-4.775668740272522,-0.006134120601927862,0.0147382952272892,700.79,27.328548050000006
295,880,685,604160,0.0002349472,0.13426956930197775,0.9494392275810242,0.0062724333,0.1278076171875,0.15,1176,-4.82415309548378,-0.007362421543803066,-0.010014142841100693,698.21,27.268579270000004
296,880,688,606208,0.000234896,0.10938739171251655,0.9564860463142395,0.007433482,0.1182861328125,0.15,1180,-4.906042829155922,-0.010015158244641498,-0.01930077373981476,699.28,27.224874539999995
297,881,690,608256,0.0002348448,0.19195899367332458,0.9342204332351685,0.0066033946,0.116455078125,0.15,1184,-4.892768695950508,-0.010785458551254123,-0.00615866482257843,702.13,27.28824092
298,881,692,610304,0.0002347936,0.2815076932311058,0.9084346890449524,0.0071347943,0.1075439453125,0.15,1188,-4.8008493185043335,-0.0066567782196216285,0.060339055955410004,694.25,26.92544922
299,880,695,612352,0.0002347424,0.2547546159476042,0.917974591255188,0.0052779173,0.101806640625,0.15,1192,-4.762693166732788,-0.005609754676697776,0.036104388535022736,698.69,27.139519059999998
300,880,697,614400,0.0002346912,0.20513957226648927,0.9341167211532593,0.008248026,0.13720703125,0.15,1196,-4.839923232793808,-0.0071376957930624485,0.009489089250564575,700.5,27.203584200000005
301,880,699,616448,0.00023464,0.12952535832300782,0.9440233707427979,0.007142849,0.1083984375,0.15,1200,-4.8334463238716125,-0.009211764234350994,-0.0105934739112854,701.37,27.303274130000005
302,880,702,618496,0.00023458879999999999,0.12976182578131557,0.9067206382751465,0.009115038,0.10302734375,0.15,1204,-4.945155993103981,-0.009172515623504296,-0.038599878549575806,701.44,27.358445099999994
303,880,704,620544,0.0002345376,0.10476527432911098,0.9702927470207214,0.006707973,0.1365966796875,0.15,1208,-4.815181076526642,-0.007411563186906278,-0.02561306208372116,699.48,27.27552467
304,880,706,622592,0.0002344864,0.12271782476454973,0.9782926440238953,0.00787558,0.112060546875,0.15,1212,-4.761527419090271,-0.008814872096991166,-0.004748433828353882,699.57,27.27853097
305,880,709,624640,0.00023443520000000003,0.12055475660599768,0.9675920009613037,0.0092392545,0.1268310546875,0.15,1216,-4.851170316338539,-0.007458612642949447,-0.007030770182609558,700.54,27.31364048
306,880,711,626688,0.00023438400000000002,0.1921414122916758,0.913941502571106,0.0059545515,0.1143798828125,0.15,1220,-4.884244844317436,-0.0072404636011924595,0.019374080002307892,699.72,27.2759828
307,880,713,628736,0.00023433280000000002,0.1378396125510335,0.9280122518539429,0.007733093,0.1474609375,0.15,1224,-4.870129615068436,-0.00771110798814334,-0.0019610710442066193,695.26,27.113876840000007
308,880,716,630784,0.00023428160000000002,0.13660855568014085,0.9560883045196533,0.00624204,0.1302490234375,0.15,1228,-4.875897064805031,-0.005136350606335327,-0.015241991728544235,698.82,27.234999350000002
309,880,718,632832,0.0002342304,0.16445644153282046,0.9571693539619446,0.006523284,0.116455078125,0.15,1232,-4.855287685990334,-0.007981708520674147,0.003284066915512085,702.66,27.30152467
310,880,720,634880,0.0002341792,0.1742341797798872,0.958054780960083,0.006153861,0.1162109375,0.15,1236,-4.789806321263313,-0.007771310833049938,0.014559958130121231,704.48,27.321153789999997
311,880,723,636928,0.000234128,0.23481342289596796,0.9133374691009521,0.0059493156,0.0972900390625,0.15,1240,-4.8010385781526566,-0.010142605140572414,0.034617215394973755,706.24,27.376963030000002
312,880,725,638976,0.0002340768,0.2167316961567849,0.910469114780426,0.008135385,0.161376953125,0.15,1244,-4.724127888679504,-0.001141261775046587,0.05165467411279678,705.36,27.43263086
313,880,727,641024,0.0002340256,0.2595357554964721,0.9190122485160828,0.005911614,0.0953369140625,0.15,1248,-4.701494783163071,-0.008027078947634436,0.02667582780122757,702.02,27.357377469999992
314,880,730,643072,0.0002339744,0.11194200441241264,0.9713636040687561,0.0065805884,0.1239013671875,0.15,1252,-4.746338829398155,-0.006592502963030711,-0.007153987884521484,700.12,27.28651448
315,880,732,645120,0.0002339232,0.1973896468989551,0.925579309463501,0.009820063,0.1444091796875,0.15,1256,-4.843581363558769,-0.008482376753818244,0.03453180938959122,701.11,27.323257150000007
316,880,734,647168,0.000233872,0.15363604784943163,0.9256921410560608,0.008268055,0.1400146484375,0.15,1260,-4.909737154841423,-0.005867211177246645,0.004645243287086487,698.16,27.252146779999997
317,880,737,649216,0.0002338208,0.12404323369264603,0.9611132740974426,0.007311021,0.1234130859375,0.15,1264,-4.906953901052475,-0.009988402744056657,-0.005385756492614746,698.25,27.148266789999997
318,880,739,651264,0.0002337696,0.13251475314609706,0.9648990631103516,0.007972741,0.1405029296875,0.15,1268,-4.782566785812378,-0.005247237233561464,-0.0036393851041793823,695.05,27.04890745
319,880,741,653312,0.0002337184,0.16653923550620675,0.9501270651817322,0.007944189,0.1304931640625,0.15,1272,-4.868767440319061,-0.006637490296270698,-0.009525090456008911,697.14,27.13132009
320,880,744,655360,0.0002336672,0.11926903552375734,0.9571521878242493,0.0063996883,0.1263427734375,0.15,1276,-4.816788136959076,-0.008940026367781684,-0.014925062656402588,700.31,27.195039750000007
321,880,746,657408,0.000233616,0.12453053565695882,0.9443652033805847,0.007606174,0.145263671875,0.15,1280,-4.9254972487688065,-0.010083127795951441,-0.03291857987642288,702.52,27.266268070000002
322,880,748,659456,0.0002335648,0.12672894774004817,0.9510138630867004,0.009697566,0.181640625,0.15,1284,-4.96208630502224,-0.007944549608509988,-0.023628175258636475,704.52,27.4571183
323,880,750,661504,0.00023351359999999999,0.1379333073273301,0.9637387990951538,0.008707232,0.1456298828125,0.15,1288,-4.8362109661102295,-0.008879080560291186,-0.011530369520187378,708.81,27.534514979999997
324,880,753,663552,0.0002334624,0.2112887231633067,0.954115092754364,0.005705337,0.089599609375,0.15,1292,-4.786740735173225,-0.008532589126843959,0.020901493728160858,713.71,27.66012192
325,880,755,665600,0.00023341119999999998,0.18348956014961004,0.940622866153717,0.0054134913,0.0968017578125,0.15,1296,-4.857491761445999,-0.007469461736036465,0.023310847580432892,716.83,27.728045480000002
326,880,758,667648,0.00023336000000000003,0.1335137183777988,0.9610317349433899,0.0063673113,0.1468505859375,0.15,1300,-4.8639518320560455,-0.008572744816774502,-0.006704799830913544,713.58,27.52086642
327,880,760,669696,0.00023330880000000003,0.1424252181313932,0.9126499891281128,0.0063902475,0.1485595703125,0.15,1304,-4.942501425743103,-0.01036471882252954,-0.013224858790636063,713.85,27.568383999999995
328,880,762,671744,0.00023325760000000002,0.12245448608882725,0.9575533270835876,0.008934711,0.138916015625,0.15,1308,-4.853830814361572,-0.008834791893605143,-0.01813117414712906,713.53,27.604679479999994
329,880,765,673792,0.00023320640000000002,0.1301597945857793,0.9536059498786926,0.009148799,0.1650390625,0.15,1312,-4.858142986893654,-0.009838554804446176,0.0028140172362327576,714.5,27.638603739999997
330,880,767,675840,0.00023315520000000001,0.14153111563064158,0.966923177242279,0.006580352,0.109375,0.15,1316,-4.877103731036186,-0.008312149293487892,-0.016411617398262024,714.97,27.759170349999994
331,880,769,677888,0.000233104,0.17887944914400578,0.9521954655647278,0.008328806,0.146728515625,0.15,1320,-4.793790489435196,-0.005178546751267277,0.020157575607299805,717.86,27.93348111
332,880,771,679936,0.0002330528,0.17507193936035037,0.9423276782035828,0.006683134,0.12060546875,0.15,1324,-4.815648019313812,-0.009182703244732693,-0.0049561671912670135,719.55,27.991838019999996
333,880,774,681984,0.0002330016,0.18493994185701013,0.9152507185935974,0.0099263545,0.141357421875,0.15,1328,-4.86997777223587,-0.005200885352678597,0.030288394540548325,721.5,28.024905880000006
334,880,776,684032,0.0002329504,0.14933354244567454,0.950878381729126,0.0069239745,0.1484375,0.15,1332,-4.818561002612114,-0.006816353794420138,0.021555937826633453,723.36,28.180284570000005
335,880,778,686080,0.0002328992,0.16518410597927868,0.9515316486358643,0.011266343,0.141845703125,0.15,1336,-4.844003811478615,-0.007779889114317484,-0.0038113370537757874,720.78,28.16887575
336,880,781,688128,0.00023284800000000002,0.2173650534823537,0.9385815858840942,0.007122685,0.1279296875,0.15,1340,-4.871397152543068,-0.008219380266382359,0.026594847440719604,724.54,28.248411560000005
337,880,783,690176,0.00023279680000000001,0.21138779073953629,0.9371389746665955,0.0071682353,0.1044921875,0.15,1344,-4.74880938231945,-0.006846591320936568,0.023623190820217133,726.33,28.28844395
338,880,785,692224,0.0002327456,0.23007294721901417,0.9047290682792664,0.0067210183,0.114990234375,0.15,1348,-4.838816821575165,-0.007045569538604468,0.05286093056201935,727.49,28.35521486
339,880,788,694272,0.0002326944,0.20319596957415342,0.8498811721801758,0.0070739603,0.1385498046875,0.15,1352,-4.918847233057022,-0.00779800012242049,0.009698320180177689,726.67,28.345607219999998
340,880,790,696320,0.0002326432,0.2611618088558316,0.9161866903305054,0.009605413,0.125244140625,0.15,1356,-4.807117223739624,-0.0047151851176749915,0.055597446858882904,723.51,28.265008480000006
341,880,792,698368,0.000232592,0.26280356338247657,0.9319902062416077,0.010103501,0.1370849609375,0.15,1360,-4.679005205631256,-0.003947855191654526,0.030501190572977066,727.46,28.390368869999996
342,880,795,700416,0.0002325408,0.2017616997472942,0.9222081899642944,0.010336494,0.1795654296875,0.15,1364,-4.7811325043439865,-0.002515699015930295,0.03735209256410599,728.64,28.43195574
343,880,797,702464,0.0002324896,0.17976615647785366,0.9087560176849365,0.008872486,0.1224365234375,0.15,1368,-4.8543870896101,-0.007249761387356557,0.03892838954925537,729.09,28.479769979999997
344,880,799,704512,0.0002324384,0.1673267523292452,0.900429368019104,0.009299333,0.183349609375,0.15,1372,-4.859093964099884,-0.0018205989035777748,0.020528212189674377,723.29,28.328368830000002
345,880,802,706560,0.00023238719999999998,0.2773376703262329,0.915915310382843,0.0075649833,0.1539306640625,0.15,1376,-4.754733547568321,-0.0019843259069602937,0.09131739288568497,719.95,28.281807280000002
346,880,804,708608,0.00023233599999999998,0.25147274509072304,0.9261214137077332,0.0053020343,0.0972900390625,0.15,1380,-4.773070082068443,-0.003752190837985836,0.047519415616989136,720.25,28.36162706
347,880,806,710656,0.00023228480000000003,0.17873293487355113,0.941706120967865,0.008104708,0.1109619140625,0.15,1384,-4.776603683829308,-0.004099568177480251,0.006908588111400604,724.22,28.662846260000002
348,880,809,712704,0.0002322336,0.1508130356669426,0.9429720044136047,0.005624354,0.1248779296875,0.15,1388,-4.788679346442223,-0.005249166657449678,-0.012957200407981873,724.91,28.682642970000003
349,880,811,714752,0.00023218240000000002,0.15862999600358307,0.938211977481842,0.0067272624,0.122802734375,0.15,1392,-4.808339700102806,-0.009317135030869395,-0.003190666437149048,723.78,28.672732850000003
350,880,813,716800,0.00023213120000000002,0.20777734275907278,0.9022005796432495,0.007562939,0.151123046875,0.15,1396,-4.869147747755051,-0.007139101770007983,0.03979504108428955,730.14,28.86494469
351,880,816,718848,0.00023208000000000001,0.23632702929899096,0.9426926970481873,0.008025995,0.1043701171875,0.15,1400,-4.724901154637337,-0.007945169971208088,0.06563463807106018,739.07,29.20645651
352,880,818,720896,0.0002320288,0.16549431649036705,0.9529390335083008,0.007777392,0.1236572265625,0.15,1404,-4.729950472712517,-0.009281737729907036,-0.000551179051399231,738.96,29.276755789999996
353,880,820,722944,0.0002319776,0.1560758340638131,0.9434582591056824,0.007546691,0.1307373046875,0.15,1408,-4.766029372811317,-0.00818925176281482,-0.008849479258060455,739.9,29.319818209999998
354,880,822,724992,0.0002319264,0.17892408603802323,0.9461040496826172,0.008347728,0.1285400390625,0.15,1412,-4.772067502140999,-0.008682745741680264,0.03516872227191925,742.45,29.562314
355,880,825,727040,0.0002318752,0.15800026035867631,0.941003680229187,0.00822046,0.130126953125,0.15,1416,-4.712801948189735,-0.007083167030941695,-0.010030269622802734,740.94,29.48989812
356,880,827,729088,0.000231824,0.1377949968446046,0.9314193725585938,0.005929919,0.1087646484375,0.15,1420,-4.803740575909615,-0.009264143940526992,-0.0022522881627082825,740.54,29.510011570000003
357,880,829,731136,0.00023177280000000002,0.1612467726226896,0.9574096202850342,0.0070898226,0.118896484375,0.15,1424,-4.738452821969986,-0.0057300267508253455,-0.0008648261427879333,740.54,29.510011570000003
358,880,832,733184,0.00023172160000000001,0.13237891206517816,0.9420351386070251,0.0058156606,0.1092529296875,0.15,1428,-4.758234426379204,-0.010509547166293487,-0.007289178669452667,740.54,29.510011570000003
359,880,834,735232,0.0002316704,0.14873372134752572,0.7902433276176453,0.010860733,0.1737060546875,0.15,1432,-4.940539792180061,-0.008395422657486051,-0.017441339790821075,739.73,29.503453300000004
360,880,837,737280,0.0002316192,0.17456383863463998,0.933924674987793,0.008260264,0.154296875,0.15,1436,-4.728382930159569,-0.006152009184006602,0.0003460049629211426,738.38,29.45118421000001
361,880,839,739328,0.000231568,0.2035807860083878,0.9479464292526245,0.0066588847,0.1024169921875,0.15,1440,-4.676134094595909,-0.007389450154732913,0.007089771330356598,740.49,29.693577360000003
362,880,841,741376,0.0002315168,0.16159781673923135,0.9568905234336853,0.0057616206,0.107666015625,0.15,1444,-4.739359483122826,-0.008217900933232158,0.0016263388097286224,738.97,29.72937191000001
363,880,843,743424,0.0002314656,0.1347155978437513,0.950268566608429,0.007835594,0.1158447265625,0.15,1448,-4.798026457428932,-0.008971513787400909,-0.004700712859630585,744.49,29.899050040000006
364,880,846,745472,0.0002314144,0.1808066121302545,0.9361578226089478,0.0074683423,0.1396484375,0.15,1452,-4.815478429198265,-0.008737462383578531,0.022741876542568207,734.79,29.52807664
365,880,848,747520,0.0002313632,0.19685155805200338,0.9403168559074402,0.008174895,0.1280517578125,0.15,1456,-4.723257824778557,-0.005925486009800807,0.031766265630722046,735.59,29.561247110000004
366,880,850,749568,0.00023131199999999998,0.13162569142878056,0.9602212309837341,0.008440818,0.15283203125,0.15,1460,-4.778012335300446,-0.007784782210364938,-0.010810129344463348,735.66,29.629901010000005
367,880,853,751616,0.0002312608,0.14930258970707655,0.9302737712860107,0.0075689508,0.1436767578125,0.15,1464,-4.757839038968086,-0.01074838888598606,-0.022712968289852142,737.54,29.711606180000004
368,880,855,753664,0.00023120960000000003,0.1665927437134087,0.9139695167541504,0.008594477,0.1358642578125,0.15,1468,-4.77250050008297,-0.0043534292199183255,-0.012802548706531525,735.08,29.6587626
369,880,857,755712,0.0002311584,0.17785204108804464,0.9478660821914673,0.0070878724,0.1173095703125,0.15,1472,-4.7271057069301605,-0.008264780524768867,-0.01189260184764862,735.07,29.649086600000004
370,880,860,757760,0.00023110720000000002,0.15250575402751565,0.9528675079345703,0.009098914,0.16943359375,0.15,1476,-4.776297479867935,-0.0068818154686596245,-0.003267742693424225,739.45,29.776736139999997
371,880,862,759808,0.00023105600000000002,0.21807560697197914,0.9343229532241821,0.006377749,0.09228515625,0.15,1480,-4.680881634354591,-0.009433771410840563,0.0289781391620636,746.55,30.023587719999995
372,880,865,761856,0.00023100480000000001,0.2305163573473692,0.9357258081436157,0.0075713606,0.1322021484375,0.15,1484,-4.678622663021088,-0.008010478755750228,0.02571181207895279,747.94,30.16292941
373,880,867,763904,0.0002309536,0.17556880321353674,0.9445323348045349,0.0065213135,0.138916015625,0.15,1488,-4.692269042134285,-0.007778003142448142,0.01023588702082634,745.39,30.1185644
374,880,869,765952,0.0002309024,0.1296544244978577,0.9347207546234131,0.01232597,0.1763916015625,0.15,1492,-4.7823842614889145,-0.009321067176642828,-0.007384903728961945,744.0,30.08357613
375,880,871,768000,0.0002308512,0.18360278895124793,0.9199070930480957,0.009711214,0.148193359375,0.15,1496,-4.812746316194534,-0.008253251406131312,0.02245110273361206,743.67,30.055757169999996
376,880,874,770048,0.0002308,0.15406946442089975,0.9644807577133179,0.009462088,0.146484375,0.15,1500,-4.739367201924324,-0.009581426304066554,0.004375293850898743,742.47,30.055092889999997
377,880,876,772096,0.0002307488,0.1936552836559713,0.909673273563385,0.0076526743,0.099609375,0.15,1504,-4.812171682715416,-0.010360189393395558,-0.01222730427980423,744.66,30.142869869999995
378,880,879,774144,0.00023069760000000002,0.1772497738711536,0.941638708114624,0.009239554,0.1243896484375,0.15,1508,-4.771441549062729,-0.010584533272776753,0.01455339789390564,748.54,30.33585203
379,880,881,776192,0.00023064640000000001,0.1889910837635398,0.9482609033584595,0.00741358,0.12939453125,0.15,1512,-4.689802125096321,-0.0073847651947289705,0.020805537700653076,748.02,30.332602689999998
380,880,883,778240,0.0002305952,0.13139665545895696,0.9646772146224976,0.007657424,0.16015625,0.15,1516,-4.655838206410408,-0.010882159054744989,-0.026067741215229034,748.13,30.356342759999997
381,880,885,780288,0.000230544,0.16125911218114197,0.9372240304946899,0.009584658,0.1800537109375,0.15,1520,-4.702381372451782,-0.007394650339847431,-0.010724175721406937,748.08,30.374972840000005
382,880,888,782336,0.0002304928,0.21129276417195797,0.9310627579689026,0.009076582,0.14599609375,0.15,1524,-4.668214529752731,-0.008507942489814013,0.03202756494283676,748.28,30.468774679999996
383,880,890,784384,0.0002304416,0.26397060975432396,0.9091885685920715,0.005312722,0.09716796875,0.15,1528,-4.704176902770996,-0.006225731485756114,0.08153606951236725,741.66,30.00561111
384,880,893,786432,0.0002303904,0.25238269101828337,0.9315539598464966,0.006016569,0.1373291015625,0.15,1532,-4.664065092802048,-0.007686472643399611,0.03630746901035309,740.14,29.982477299999996
385,880,895,788480,0.0002303392,0.20041091507300735,0.9335359930992126,0.0076085725,0.1458740234375,0.15,1536,-4.704703822731972,-0.005467326467623934,-0.008140809834003448,744.77,30.13756899
386,880,897,790528,0.000230288,0.21511603752151132,0.9365549087524414,0.008425368,0.113525390625,0.15,1540,-4.576284930109978,-0.006265782780246809,0.01780073344707489,744.72,30.117375069999998
387,880,900,792576,0.00023023679999999998,0.18798560602590442,0.9242557883262634,0.008648168,0.157470703125,0.15,1544,-4.663950026035309,-0.004557139181997627,0.024899616837501526,743.26,30.07161207
388,880,902,794624,0.0002301856,0.12817230843938887,0.9523437023162842,0.009443088,0.15673828125,0.15,1548,-4.708854913711548,-0.010132751718629152,-0.015880495309829712,737.68,29.838217960000005
389,880,904,796672,0.0002301344,0.13621505675837398,0.9535762667655945,0.008530928,0.1619873046875,0.15,1552,-4.636907860636711,-0.0038325015630107373,-0.009074307978153229,738.86,29.838446509999997
390,880,906,798720,0.0002300832,0.17121620778925717,0.9514143466949463,0.006357129,0.1380615234375,0.15,1556,-4.622074320912361,-0.003136092476779595,0.00971471518278122,738.54,29.77747357
391,880,909,800768,0.00023003200000000002,0.13472554692998528,0.9335263967514038,0.010725237,0.146728515625,0.15,1560,-4.722049951553345,-0.006469622487202287,-0.005936466157436371,737.67,29.73202676
392,880,911,802816,0.0002299808,0.18396418448537588,0.9200655221939087,0.006491268,0.1142578125,0.15,1564,-4.710113689303398,-0.008628676165244542,0.013375610113143921,743.47,29.92273722
393,880,913,804864,0.00022992960000000002,0.1319900145754218,0.9523361325263977,0.0071891644,0.127197265625,0.15,1568,-4.696791008114815,-0.006343561602989212,0.008664384484291077,743.79,30.002732609999995
394,880,916,806912,0.0002298784,0.2524903444573283,0.9195841550827026,0.010095721,0.1876220703125,0.15,1572,-4.636041298508644,-0.0018843909783754498,0.052429743111133575,741.96,29.941829099999996
395,880,918,808960,0.0002298272,0.209986824542284,0.9399635195732117,0.008441829,0.122802734375,0.15,1576,-4.583155021071434,-0.0038244341412791982,0.044707853347063065,741.96,29.941829099999996
396,880,920,811008,0.000229776,0.1723470592405647,0.9137130379676819,0.009988263,0.1307373046875,0.15,1580,-4.728168472647667,-0.011148636345751584,-0.005377531051635742,744.43,30.0064881
397,880,923,813056,0.0002297248,0.21784225292503834,0.8343854546546936,0.009427649,0.165771484375,0.15,1584,-4.726295188069344,-0.008403360567172058,0.04601096361875534,742.53,29.8858806
398,880,925,815104,0.00022967360000000002,0.23709161952137947,0.9267312288284302,0.008064692,0.1195068359375,0.15,1588,-4.604193702340126,-0.006944662076421082,0.040445514023303986,743.92,29.994247769999994
399,880,927,817152,0.00022962240000000002,0.1872533606365323,0.945533812046051,0.009018709,0.1343994140625,0.15,1592,-4.6704281270504,-0.008889964854461141,0.01939644291996956,740.64,29.89425753
400,880,930,819200,0.00022957120000000002,0.18306121602654457,0.9449661374092102,0.006363162,0.1153564453125,0.15,1596,-4.63115356862545,-0.0058378025714773685,0.011840902268886566,745.35,30.088037269999994
401,880,932,821248,0.00022952,0.14330812823027372,0.9455623030662537,0.010198493,0.14501953125,0.15,1600,-4.717052415013313,-0.008699639103724621,0.0006499141454696655,747.55,30.100953249999996
402,880,934,823296,0.0002294688,0.19284207373857498,0.9344156980514526,0.007393012,0.113037109375,0.15,1604,-4.656108811497688,-0.007837399665731937,0.017484817653894424,745.05,29.9926416
403,880,937,825344,0.0002294176,0.1492355316877365,0.9401298761367798,0.009430465,0.1746826171875,0.15,1608,-4.659433841705322,-0.01119306479813531,-0.0044344328343868256,744.21,29.993927319999997
404,880,939,827392,0.0002293664,0.13313284795731306,0.9332891702651978,0.008933326,0.1400146484375,0.15,1612,-4.784871980547905,-0.010995881428243592,-0.019540738314390182,743.75,30.044330630000005
405,880,941,829440,0.0002293152,0.14655629778280854,0.9519021511077881,0.0060996804,0.1055908203125,0.15,1616,-4.668595254421234,-0.008876872103428468,-0.005112960934638977,740.86,29.983927890000004
406,880,944,831488,0.000229264,0.17590441834181547,0.9401331543922424,0.008160671,0.14990234375,0.15,1620,-4.6747666746377945,-0.006757261086022481,0.028741687536239624,738.55,29.987427309999998
407,880,946,833536,0.0002292128,0.19740895763970912,0.9469821453094482,0.006844392,0.1087646484375,0.15,1624,-4.617071524262428,-0.008392492134589702,0.011774599552154541,738.55,29.987427309999998
408,880,948,835584,0.00022916159999999998,0.14770032791420817,0.9413568377494812,0.009220678,0.15966796875,0.15,1628,-4.653406426310539,-0.007965967524796724,-0.0019939839839935303,734.84,29.87163736
409,880,951,837632,0.0002291104,0.11717470502480865,0.9439992904663086,0.0100377975,0.15087890625,0.15,1632,-4.74357470870018,-0.010788099112687632,-0.02566441148519516,734.04,29.833332730000002
410,880,953,839680,0.0002290592,0.1565736774355173,0.9594958424568176,0.010823192,0.1214599609375,0.15,1636,-4.6416919231414795,-0.005761833337601274,0.004556968808174133,735.53,29.948767229999998
411,880,955,841728,0.000229008,0.22342445235699415,0.9037163853645325,0.0066967495,0.125732421875,0.15,1640,-4.668599188327789,-0.007099163078237325,0.02575831115245819,733.76,30.024076679999993
412,880,958,843776,0.0002289568,0.24938629940152168,0.9341551661491394,0.01066688,0.1673583984375,0.15,1644,-4.571287915110588,-0.0009235240140696988,0.03669352829456329,734.91,30.054568209999992
413,880,960,845824,0.0002289056,0.2709355144761503,0.9135324954986572,0.006902767,0.120849609375,0.15,1648,-4.591966971755028,-0.007511818577768281,0.0469391830265522,734.67,30.180036629999996
414,880,962,847872,0.00022885440000000002,0.1997657692991197,0.9149606227874756,0.00952694,0.1453857421875,0.15,1652,-4.697446882724762,-0.009604265942471102,0.010301508009433746,734.63,30.243469579999996
415,880,965,849920,0.0002288032,0.1952860984019935,0.8749792575836182,0.009381464,0.118896484375,0.15,1656,-4.755873680114746,-0.0098398772533983,0.030120640993118286,730.72,30.1396936
