time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/approx_kl,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,train/n_updates,train/explained_variance,train/loss,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/value_loss,train/clip_fraction
955,63,129024,135,0.005902195,525.29,0.00024682560000000004,13.536574409999998,248,0.9252099990844727,2.594292163848877e-05,-5.360319867730141,-0.008347611495992169,0.15,0.15544796688482165,0.1138916015625
955,64,131072,137,0.0051115667,512.64,0.00024677440000000003,12.925738240000001,252,0.8621645569801331,0.027034953236579895,-5.3368801176548,-0.009511359530733898,0.15,0.2045898181386292,0.115234375
955,65,133120,139,0.0064324844,518.05,0.00024672320000000003,13.17005095,256,0.8355752825737,0.026644587516784668,-5.359648883342743,-0.013197731343097985,0.15,0.22993960557505488,0.1202392578125
955,66,135168,141,0.0061812485,513.19,0.000246672,12.99613049,260,0.7843614816665649,0.007856659591197968,-5.34163698554039,-0.009740934940055013,0.15,0.20316512696444988,0.1148681640625
955,67,137216,143,0.0051809708,522.29,0.0002466208,13.45573184,264,0.925018310546875,0.011827453970909119,-5.318591997027397,-0.008584165610955097,0.15,0.18963041668757796,0.088134765625
955,68,139264,145,0.006233536,519.53,0.0002465696,13.368161619999997,268,0.9046401381492615,0.013709679245948792,-5.327884018421173,-0.010586620075628161,0.15,0.1801464119926095,0.1129150390625
955,69,141312,147,0.005399444,505.85,0.0002465184,12.83108861,272,0.8909066915512085,-0.00899883359670639,-5.30662439763546,-0.010517891452764161,0.15,0.1467148542869836,0.093505859375
955,70,143360,150,0.0063198814,503.87,0.0002464672,12.631023919999997,276,0.8189331293106079,0.0030967816710472107,-5.294295832514763,-0.011627992207650095,0.15,0.19020229019224644,0.087890625
955,71,145408,152,0.0045489026,507.01,0.000246416,12.818760600000001,280,0.8144282102584839,-0.0087384432554245,-5.334068924188614,-0.011873293333337642,0.15,0.17090968508273363,0.1246337890625
954,72,147456,154,0.008535402,520.2,0.0002463648,13.45008295,284,0.9230905175209045,2.2232532501220703e-05,-5.303493440151215,-0.01001123699825257,0.15,0.14283332997001708,0.1336669921875
954,73,149504,156,0.0060563087,521.27,0.0002463136,13.41628793,288,0.9077614545822144,-0.006549563258886337,-5.259795546531677,-0.008396550561883487,0.15,0.17152866744436324,0.1529541015625
954,74,151552,158,0.005944997,519.89,0.0002462624,13.386725569999996,292,0.9064057469367981,0.008911259472370148,-5.299519389867783,-0.00863304220547434,0.15,0.17857094900682569,0.1082763671875
954,75,153600,160,0.0074715717,515.35,0.0002462112,13.241029290000002,296,0.862248420715332,-0.001303263008594513,-5.304281130433083,-0.013789399032248184,0.15,0.2121618357487023,0.171875
954,76,155648,163,0.006070101,512.13,0.00024616,13.056965100000003,300,0.7517658472061157,-0.0027528777718544006,-5.320644557476044,-0.010618757252814248,0.15,0.17852340987883508,0.1197509765625
953,77,157696,165,0.009424439,519.39,0.0002461088,13.564462989999999,304,0.8353111743927002,-0.018582507967948914,-5.246268182992935,-0.015893250092631206,0.15,0.16495860647410154,0.1644287109375
953,78,159744,167,0.005225963,523.18,0.0002460576,13.70422668,308,0.9165981411933899,0.010027505457401276,-5.291673451662064,-0.01113618043018505,0.15,0.16740537411533296,0.121337890625
953,79,161792,169,0.0069671907,532.45,0.00024600640000000003,14.205471870000002,312,0.9104405641555786,-0.021640300750732422,-5.269204273819923,-0.012998943799175322,0.15,0.15415700944140553,0.1624755859375
953,80,163840,171,0.006823126,526.39,0.0002459552,13.847282449999998,316,0.8948427438735962,0.004794478416442871,-5.2565112709999084,-0.011298578610876575,0.15,0.20795388985425234,0.1715087890625
954,81,165888,173,0.006746768,521.85,0.000245904,13.69702272,320,0.9037545323371887,-0.013571776449680328,-5.251997470855713,-0.013168248027795926,0.15,0.14786695828661323,0.1593017578125
953,82,167936,176,0.006871666,523.29,0.0002458528,13.803285539999997,324,0.7908573746681213,0.011737711727619171,-5.270251736044884,-0.009891532099572942,0.15,0.21337708737701178,0.1419677734375
953,83,169984,178,0.0070409845,523.76,0.0002458016,13.940986649999997,328,0.8611913919448853,-0.02661190927028656,-5.237725630402565,-0.014067203068407252,0.15,0.17689518653787673,0.158203125
953,84,172032,180,0.0062808087,529.87,0.0002457504,14.375853089999998,332,0.8780290484428406,-0.0039461106061935425,-5.21656259894371,-0.008936846745200455,0.15,0.17818814096972346,0.1573486328125
953,85,174080,182,0.0071292794,537.9,0.0002456992,14.67840104,336,0.9333891272544861,-0.030597135424613953,-5.227484285831451,-0.010029842989752069,0.15,0.13343328307382762,0.168701171875
952,86,176128,184,0.006750865,534.5,0.000245648,14.581966919999998,340,0.9322144389152527,-0.020303279161453247,-5.218445047736168,-0.01316560355189722,0.15,0.16662583220750093,0.143310546875
952,87,178176,187,0.0072666756,525.24,0.0002455968,14.236184039999998,344,0.8995488286018372,-0.007016107439994812,-5.231779679656029,-0.011507220129715279,0.15,0.17624143906868994,0.1436767578125
952,88,180224,189,0.0062807743,523.97,0.0002455456,14.182435540000004,348,0.8715254068374634,0.03336101770401001,-5.2015026062726974,-0.011655619804514572,0.15,0.23478782083839178,0.118896484375
952,89,182272,191,0.008902971,523.97,0.0002454944,14.182435540000004,352,0.9090286493301392,0.007268495857715607,-5.169593900442123,-0.01394383198930882,0.15,0.19620526861399412,0.157470703125
952,90,184320,193,0.0066013355,535.45,0.0002454432,14.791277660000002,356,0.8661531209945679,0.026669219136238098,-5.204139366745949,-0.008273732237285003,0.15,0.20911772781983018,0.165771484375
952,91,186368,195,0.008723996,535.65,0.000245392,14.870389260000001,360,0.8306776881217957,0.03266322612762451,-5.164444461464882,-0.011614816641667858,0.15,0.21984140900895,0.1429443359375
952,92,188416,197,0.009496247,532.57,0.0002453408,14.848313310000002,364,0.9161888957023621,-0.0068605393171310425,-5.1601075530052185,-0.011587642831727862,0.15,0.15239697438664734,0.207275390625
951,93,190464,200,0.0065012784,534.71,0.0002452896,15.005121479999998,368,0.9198048114776611,-0.012527771294116974,-5.148585200309753,-0.011232217802898958,0.15,0.164436103310436,0.1649169921875
952,94,192512,202,0.009434332,532.06,0.0002452384,14.870014349999996,372,0.9332274198532104,-0.020841315388679504,-5.142210304737091,-0.012670295953284949,0.15,0.1418940806761384,0.1993408203125
952,95,194560,204,0.012618322,534.57,0.0002451872,15.002360739999999,376,0.9211993217468262,-0.010313712060451508,-5.10911537706852,-0.014303319941973314,0.15,0.14413838111795485,0.201171875
952,96,196608,206,0.007333456,535.28,0.000245136,15.118768050000002,380,0.8488572835922241,0.004716947674751282,-5.133552566170692,-0.011748988559702411,0.15,0.19866264751181006,0.184814453125
952,97,198656,208,0.007895393,535.91,0.0002450848,15.192963909999998,384,0.8566213846206665,0.011008717119693756,-5.0935147404670715,-0.015501125948503613,0.15,0.2332233339548111,0.1658935546875
952,98,200704,210,0.00845375,534.78,0.0002450336,15.200790019999998,388,0.9277155995368958,-0.008861273527145386,-5.092404082417488,-0.013845813853549771,0.15,0.165321693290025,0.2042236328125
952,99,202752,212,0.00834416,533.89,0.0002449824,15.335138109999997,392,0.9360672831535339,-0.03670457750558853,-5.078432947397232,-0.013504795322660357,0.15,0.14010780164971948,0.142333984375
952,100,204800,215,0.008178446,533.89,0.0002449312,15.335138109999997,396,0.9147343635559082,0.007677994668483734,-5.056390732526779,-0.01386842763167806,0.15,0.16728278901427984,0.1962890625
952,101,206848,217,0.008661566,537.66,0.00024488,15.549783449999996,400,0.9209676384925842,-0.044525571167469025,-5.127460688352585,-0.014954028985812329,0.15,0.12455024407245219,0.14453125
952,102,208896,219,0.008993065,544.15,0.0002448288,15.91854823,404,0.875276505947113,0.024275369942188263,-5.103125900030136,-0.012941306311404333,0.15,0.22292382456362247,0.176513671875
952,103,210944,221,0.010815079,543.87,0.0002447776,15.917723180000003,408,0.9150204658508301,-0.011848624795675278,-5.100440219044685,-0.012741918311803602,0.15,0.1803801970090717,0.21533203125
952,104,212992,223,0.007100367,532.31,0.00024472640000000004,15.471202070000002,412,0.9115883111953735,-0.01212889701128006,-5.119816854596138,-0.012440853039151989,0.15,0.19123101513832808,0.1607666015625
952,105,215040,225,0.0075436034,528.35,0.00024467520000000004,15.252437919999998,416,0.9427118897438049,-0.030078202486038208,-5.071224808692932,-0.01333556804456748,0.15,0.1302692019380629,0.1650390625
952,106,217088,228,0.008948689,530.17,0.00024462400000000003,15.397898959999997,420,0.9418796300888062,-0.03407404571771622,-5.126383259892464,-0.014189297988195904,0.15,0.12045978498645127,0.1705322265625
951,107,219136,230,0.007887398,533.03,0.00024457280000000003,15.4251388,424,0.8895242810249329,-0.011882621794939041,-5.1201658099889755,-0.014215354400221258,0.15,0.14592989045195282,0.1622314453125
951,108,221184,232,0.008183118,542.42,0.00024452160000000003,15.746199729999999,428,0.8766328692436218,-0.008781462907791138,-5.143709138035774,-0.01099700975464657,0.15,0.14852726459503174,0.166748046875
951,109,223232,234,0.009779837,544.51,0.0002444704,15.92114801,432,0.9259565472602844,-0.020422693341970444,-5.112394884228706,-0.015450927458005026,0.15,0.13613441912457347,0.198486328125
951,110,225280,236,0.007384668,542.63,0.0002444192,15.751427559999998,436,0.9400759339332581,-0.050628967583179474,-5.089641273021698,-0.01588529912987724,0.15,0.10940875159576535,0.1470947265625
951,111,227328,238,0.0071626175,545.82,0.000244368,15.907057589999999,440,0.9286434054374695,-0.021457739174365997,-5.0983922481536865,-0.013949271815363318,0.15,0.1468344097957015,0.1558837890625
951,112,229376,241,0.007773467,541.71,0.0002443168,15.815216300000001,444,0.914512038230896,-0.005354367196559906,-5.128024578094482,-0.014510098233586177,0.15,0.1601594891399145,0.1431884765625
951,113,231424,243,0.009756964,543.96,0.0002442656,15.889847119999999,448,0.8432989120483398,-8.36402177810669e-05,-5.124070972204208,-0.011453619226813316,0.15,0.20837361924350262,0.1533203125
950,114,233472,245,0.0077221356,553.85,0.0002442144,16.495185340000003,452,0.8865014910697937,-0.012966722249984741,-5.114334344863892,-0.011793368379585445,0.15,0.18107193429023027,0.1788330078125
951,115,235520,247,0.0068796556,551.52,0.0002441632,16.43237482,456,0.9036032557487488,-0.016667485237121582,-5.124625518918037,-0.0109635628759861,0.15,0.16745755006559193,0.150390625
951,116,237568,249,0.008434877,552.8,0.000244112,16.505766549999997,460,0.9310645461082458,-0.02347477525472641,-5.139421820640564,-0.012802303332136944,0.15,0.14467974519357085,0.1807861328125
951,117,239616,251,0.009035325,549.55,0.0002440608,16.332559,464,0.9259347319602966,0.016468986868858337,-5.109218209981918,-0.012764121318468824,0.15,0.149348686914891,0.1561279296875
951,118,241664,254,0.0072798776,559.76,0.0002440096,16.887492650000002,468,0.8612176775932312,0.043161384761333466,-5.113349348306656,-0.011909648776054382,0.15,0.22059559915214777,0.1468505859375
951,119,243712,256,0.009656474,560.16,0.00024395839999999998,16.839010939999998,472,0.9022378921508789,0.009544387459754944,-5.121741324663162,-0.016115446982439607,0.15,0.20415855036117136,0.169921875
951,120,245760,258,0.0069884267,555.16,0.0002439072,16.57630403,476,0.9286850690841675,-0.017732132226228714,-5.073235884308815,-0.013946003586170264,0.15,0.16816271864809096,0.129150390625
951,121,247808,260,0.0066724974,552.97,0.000243856,16.51368585,480,0.9208198189735413,-0.019754499197006226,-5.054596528410912,-0.013507889729226008,0.15,0.16037870501168072,0.1416015625
951,122,249856,262,0.008215919,560.26,0.0002438048,16.93491005,484,0.917837381362915,0.0014968961477279663,-5.071509346365929,-0.016695314494427294,0.15,0.16791463596746325,0.15478515625
950,123,251904,264,0.007902238,556.65,0.0002437536,16.75667334,488,0.8965520858764648,-0.00911666452884674,-5.097348123788834,-0.014457857992965728,0.15,0.17992069944739342,0.1943359375
951,124,253952,266,0.0070266817,560.38,0.0002437024,16.87329661,492,0.8942863941192627,-0.021936483681201935,-5.060567736625671,-0.013279044214868918,0.15,0.1565112704411149,0.1702880859375
951,125,256000,269,0.008556137,559.73,0.00024365120000000002,16.69350808,496,0.9200015068054199,-0.009706810116767883,-5.04707632958889,-0.014751992071978748,0.15,0.1699657402932644,0.1654052734375
951,126,258048,271,0.009234477,566.21,0.0002436,16.8929051,500,0.918124794960022,-0.010736256837844849,-5.061641082167625,-0.0162885342433583,0.15,0.16306682350113988,0.1883544921875
951,127,260096,273,0.011295459,558.8,0.0002435488,16.468631839999997,504,0.9541168212890625,-0.03177916258573532,-5.04966002702713,-0.014509048211039044,0.15,0.10637637600302696,0.1805419921875
951,128,262144,275,0.009680226,560.72,0.0002434976,16.51624447,508,0.8966763615608215,0.0031026899814605713,-5.024511694908142,-0.01569292400381528,0.15,0.17487549176439643,0.1646728515625
951,129,264192,277,0.009259975,566.93,0.0002434464,16.87293911,512,0.9455684423446655,-0.04160907492041588,-5.0756110697984695,-0.014506918872939423,0.15,0.10006462433375418,0.1751708984375
950,130,266240,279,0.00923446,564.27,0.00024339520000000002,16.83130197,516,0.9089846611022949,-0.0008440613746643066,-4.960255280137062,-0.012054022867232561,0.15,0.16469810879789293,0.2598876953125
950,131,268288,282,0.008244133,560.5,0.00024334400000000002,16.676722400000003,520,0.9055911898612976,0.006084442138671875,-5.009019687771797,-0.014645900373579934,0.15,0.1881331349723041,0.154541015625
950,132,270336,284,0.0082536265,565.55,0.00024329280000000002,16.79655704,524,0.9287750720977783,-0.030619055032730103,-4.98624612390995,-0.015445694327354431,0.15,0.138522919267416,0.17041015625
951,133,272384,286,0.011588324,557.8,0.0002432416,16.53593223,528,0.9264973402023315,-0.028620734810829163,-5.027740344405174,-0.01671820058254525,0.15,0.11948891123756766,0.209716796875
950,134,274432,288,0.009859122,559.62,0.0002431904,16.72586945,532,0.9002856612205505,-0.020162321627140045,-4.985328450798988,-0.014240647171391174,0.15,0.14862417872063816,0.22607421875
950,135,276480,290,0.009770457,552.96,0.0002431392,16.45770774,536,0.9185938239097595,-0.03764796629548073,-5.067226245999336,-0.015903513674857095,0.15,0.11908723879605532,0.2001953125
950,136,278528,293,0.009618771,557.78,0.000243088,16.702816490000004,540,0.9219224452972412,-0.04379088431596756,-5.031214565038681,-0.01764325110707432,0.15,0.15512085193768144,0.1888427734375
950,137,280576,295,0.009922269,555.62,0.0002430368,16.610893660000002,544,0.9381564259529114,-0.023549377918243408,-4.988312184810638,-0.01669351568853017,0.15,0.140159327769652,0.20556640625
950,138,282624,297,0.008126808,556.4,0.0002429856,16.55443139,548,0.9066600799560547,-0.004587814211845398,-4.9824910163879395,-0.015953167545376346,0.15,0.19040430476889014,0.17822265625
950,139,284672,299,0.00649884,556.63,0.0002429344,16.58412398,552,0.9204636216163635,-0.03742275387048721,-5.013938054442406,-0.014402034954400733,0.15,0.13530807080678642,0.1461181640625
950,140,286720,301,0.008160411,564.62,0.00024288319999999999,17.000211359999998,556,0.8856663107872009,0.003592453896999359,-5.041099593043327,-0.013613860253826715,0.15,0.21015597181394696,0.1571044921875
950,141,288768,303,0.009829553,563.69,0.000242832,17.06528566,560,0.9063696265220642,-0.030447274446487427,-5.097111597657204,-0.01423260846058838,0.15,0.15265182754956186,0.1876220703125
949,142,290816,306,0.008398301,556.47,0.0002427808,16.697024199999998,564,0.9466848969459534,-0.027700450271368027,-5.04800683259964,-0.01710573851596564,0.15,0.1148889739997685,0.1656494140625
949,143,292864,308,0.009155031,561.66,0.0002427296,16.912531460000004,568,0.9328726530075073,-0.03812047839164734,-5.012704715132713,-0.01755244127707556,0.15,0.14706942322663963,0.1749267578125
949,144,294912,310,0.0072958563,563.65,0.0002426784,16.88198618,572,0.9173814058303833,-0.028832152485847473,-5.0457800179719925,-0.014203078957507387,0.15,0.15929096331819892,0.1202392578125
950,145,296960,312,0.007799596,557.7,0.0002426272,16.455679309999997,576,0.9359300136566162,-0.018387559801340103,-5.044405564665794,-0.013538065308239311,0.15,0.13821144751273096,0.1739501953125
