time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/approx_kl,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,train/n_updates,train/explained_variance,train/loss,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/value_loss,train/clip_fraction
953,868,1777664,1864,0.019078186,788.07,0.0002056096,31.542957430000005,3468,0.8595775365829468,-0.0067434608936309814,-4.010520115494728,-0.027500187512487173,0.15,0.18908801418729126,0.2535400390625
953,869,1779712,1866,0.021037826,800.06,0.0002055584,31.998501,3472,0.8844249844551086,-0.018300451338291168,-4.010545536875725,-0.026997254986781627,0.15,0.25157102895900607,0.28271484375
953,870,1781760,1868,0.018163726,797.82,0.0002055072,31.851107430000003,3476,0.925329327583313,-0.039068564772605896,-4.041072696447372,-0.030416055058594793,0.15,0.1739174285903573,0.2647705078125
953,871,1783808,1870,0.021597454,799.86,0.000205456,31.80945241,3480,0.9136446118354797,-0.04338391497731209,-4.139633268117905,-0.03405054908944294,0.15,0.1684380155056715,0.2813720703125
953,872,1785856,1872,0.017707806,804.51,0.00020540480000000002,32.11175042,3484,0.9397000670433044,-0.04349955543875694,-4.1676716059446335,-0.029910299694165587,0.15,0.12358324439264834,0.2412109375
953,873,1787904,1875,0.01976339,815.24,0.0002053536,32.509441210000006,3488,0.8660672903060913,-0.036607809364795685,-4.136533662676811,-0.0271746531361714,0.15,0.16754201101139188,0.2601318359375
953,874,1789952,1877,0.019950103,818.79,0.0002053024,32.64088503,3492,0.9205116629600525,-0.008059300482273102,-4.143989086151123,-0.028139917470980436,0.15,0.20563417579978704,0.2591552734375
953,875,1792000,1879,0.021222206,817.64,0.0002052512,32.400994579999995,3496,0.9054179191589355,-0.015674300491809845,-4.137876778841019,-0.027887313306564465,0.15,0.1917416078504175,0.2757568359375
953,876,1794048,1881,0.018029703,813.68,0.0002052,32.295855689999996,3500,0.928303599357605,-0.045281171798706055,-4.054311856627464,-0.02924875874305144,0.15,0.16310151829384267,0.293212890625
953,877,1796096,1883,0.021086434,820.64,0.0002051488,32.675674719999996,3504,0.9001837372779846,-0.0525510199368,-4.142421618103981,-0.03247858252143487,0.15,0.16893485351465642,0.2647705078125
953,878,1798144,1885,0.017703371,821.65,0.0002050976,32.52920568,3508,0.8899948596954346,-0.03695671260356903,-4.078042194247246,-0.026885492872679606,0.15,0.15601988323032856,0.244140625
953,879,1800192,1888,0.020828439,820.26,0.0002050464,32.33629606,3512,0.9307727813720703,-0.03291262313723564,-4.036323852837086,-0.027624544789432548,0.15,0.14598098467104137,0.31640625
953,880,1802240,1890,0.0170617,818.16,0.00020499519999999999,32.20001098,3516,0.9055532813072205,-0.021197840571403503,-4.145389273762703,-0.028021300371619873,0.15,0.20881353737786412,0.264404296875
953,881,1804288,1892,0.0192029,821.05,0.000204944,32.38748210000001,3520,0.9109510183334351,-0.02813740074634552,-4.073263518512249,-0.029542330332333222,0.15,0.15317387809045613,0.2493896484375
953,882,1806336,1894,0.01807054,821.94,0.00020489279999999998,32.447043470000004,3524,0.9429707527160645,-0.06092298775911331,-4.122932612895966,-0.029822930882801302,0.15,0.11836874252185225,0.2484130859375
953,883,1808384,1896,0.017902184,832.35,0.00020484160000000003,32.89750735,3528,0.9285067915916443,-0.046772539615631104,-4.079964905977249,-0.025765546917682514,0.15,0.16698457556776702,0.2586669921875
953,884,1810432,1898,0.018088318,826.55,0.0002047904,32.504364,3532,0.8945627808570862,-0.011028215289115906,-4.098012685775757,-0.02958298026351258,0.15,0.19948315084911883,0.2615966796875
953,885,1812480,1901,0.01484081,839.95,0.00020473920000000002,33.1575058,3536,0.8567344546318054,-0.028263792395591736,-4.1325569450855255,-0.028497878171037883,0.15,0.20691687846556306,0.2225341796875
953,886,1814528,1903,0.022054397,832.78,0.00020468800000000002,32.68378145,3540,0.9045689105987549,-0.04025935381650925,-4.060122072696686,-0.03048683429369703,0.15,0.15417346660979092,0.261962890625
953,887,1816576,1905,0.024155166,835.17,0.0002046368,32.66615554,3544,0.9424044489860535,-0.07285290956497192,-4.054923191666603,-0.035404946946073323,0.15,0.10682587162591517,0.27783203125
953,888,1818624,1907,0.020833816,829.98,0.0002045856,32.49332526,3548,0.9195923805236816,-0.05127103626728058,-4.107261285185814,-0.029381437256233767,0.15,0.12786296592094004,0.298828125
953,889,1820672,1909,0.019385818,828.56,0.0002045344,32.33743018,3552,0.9012755155563354,-0.03693531081080437,-4.05209331959486,-0.02983664785278961,0.15,0.17168324324302375,0.277099609375
953,890,1822720,1911,0.020847851,826.37,0.0002044832,32.24773166,3556,0.8780256509780884,-0.015332810580730438,-4.021866075694561,-0.029628654767293483,0.15,0.18552755354903638,0.2928466796875
953,891,1824768,1914,0.018962134,843.36,0.000204432,33.14583313,3560,0.9377756714820862,-0.04552318900823593,-3.9689916595816612,-0.032158481182705145,0.15,0.1402028624434024,0.2884521484375
953,892,1826816,1916,0.018300287,838.96,0.0002043808,32.653956199999996,3564,0.8938308358192444,-0.03770757466554642,-4.09601654112339,-0.028371550579322502,0.15,0.18410079809837043,0.25390625
953,893,1828864,1918,0.02421439,856.56,0.00020432960000000002,33.52498271,3568,0.9418231844902039,-0.043290767818689346,-4.0179935321211815,-0.03286692779511213,0.15,0.17134855943731964,0.3092041015625
953,894,1830912,1920,0.017125886,856.56,0.0002042784,33.52498271,3572,0.9375003576278687,-0.062006447464227676,-4.046734295785427,-0.029088239127304405,0.15,0.16002235957421362,0.2781982421875
953,895,1832960,1922,0.017607342,858.44,0.0002042272,33.65283877,3576,0.9184719324111938,-0.051106248050928116,-4.00423588603735,-0.02900848924764432,0.15,0.11724153789691627,0.251708984375
953,896,1835008,1924,0.016355205,838.05,0.000204176,32.63726461,3580,0.912882387638092,-0.06859689205884933,-4.03693599998951,-0.03193940571509302,0.15,0.1070689489133656,0.2222900390625
953,897,1837056,1926,0.018099241,851.11,0.0002041248,33.145643899999996,3584,0.916373610496521,-0.0014282986521720886,-4.041261948645115,-0.029246189980767667,0.15,0.20052784984000027,0.2557373046875
953,898,1839104,1928,0.019192623,846.03,0.0002040736,32.93373705,3588,0.946333646774292,-0.03600030392408371,-3.9981119856238365,-0.029627054929733276,0.15,0.140588155714795,0.28759765625
953,899,1841152,1931,0.017405042,837.7,0.0002040224,32.650900660000005,3592,0.8800982236862183,-0.04309840500354767,-3.9921470507979393,-0.030198063526768237,0.15,0.14349248888902366,0.2537841796875
953,900,1843200,1933,0.021287324,837.7,0.0002039712,32.650900660000005,3596,0.9414963722229004,-0.062006689608097076,-3.9984404370188713,-0.03683988522971049,0.15,0.1065397261409089,0.307861328125
953,901,1845248,1935,0.016304564,836.98,0.00020391999999999999,32.49922791,3600,0.8952959179878235,-0.04078177362680435,-4.110590472817421,-0.02656604748335667,0.15,0.1580519408453256,0.2548828125
953,902,1847296,1937,0.0179312,834.35,0.0002038688,32.351619039999996,3604,0.827229917049408,-0.04520706832408905,-4.1074328273534775,-0.02533082530135289,0.15,0.1807666530366987,0.26611328125
953,903,1849344,1939,0.022493526,833.17,0.0002038176,32.107755149999996,3608,0.7872334718704224,0.02378130704164505,-4.194686710834503,-0.021160497068194672,0.15,0.306578713003546,0.2947998046875
953,904,1851392,1941,0.02067009,838.92,0.00020376640000000003,32.41382125,3612,0.8845610618591309,-0.02683158963918686,-4.058617375791073,-0.03263426400371827,0.15,0.2493276335299015,0.28955078125
953,905,1853440,1943,0.020266779,849.38,0.0002037152,32.91336355999999,3616,0.9023362398147583,-0.04681895300745964,-4.099529825150967,-0.029077993996907026,0.15,0.18370959209278226,0.27294921875
953,906,1855488,1946,0.02741553,855.3,0.00020366400000000002,33.12282173,3620,0.9517146944999695,-0.04131679981946945,-4.002086982131004,-0.0324890281772241,0.15,0.17590869520790875,0.322021484375
953,907,1857536,1948,0.01747573,859.79,0.0002036128,33.35589065999999,3624,0.8550481796264648,-0.025828242301940918,-4.021599970757961,-0.02539285711827688,0.15,0.24904120527207851,0.2542724609375
953,908,1859584,1950,0.017173626,871.07,0.0002035616,34.22384173999999,3628,0.8908383250236511,-0.007804438471794128,-4.031462222337723,-0.030117873946437612,0.15,0.20435104169882834,0.246826171875
953,909,1861632,1952,0.01854929,875.92,0.0002035104,34.51784307999999,3632,0.8700085878372192,0.006533540785312653,-4.067734949290752,-0.026701481954660267,0.15,0.2130063008517027,0.2403564453125
953,910,1863680,1954,0.019708097,871.23,0.0002034592,34.18272279,3636,0.9167329668998718,-0.0469084195792675,-3.9148074090480804,-0.03233784544863738,0.15,0.20404478744603693,0.27587890625
953,911,1865728,1956,0.01973572,862.47,0.000203408,33.78541191,3640,0.8947513103485107,-0.04075613617897034,-4.0477210059762,-0.029168619483243674,0.15,0.17868418199941516,0.2711181640625
953,912,1867776,1958,0.018433884,861.22,0.0002033568,33.739120799999995,3644,0.8369970917701721,-0.007543064653873444,-4.084621846675873,-0.025989896443206817,0.15,0.21278013288974762,0.2657470703125
953,913,1869824,1961,0.021541549,866.39,0.00020330560000000002,34.04735333,3648,0.9208769202232361,-0.036310307681560516,-4.015368051826954,-0.029146100132493302,0.15,0.18936288403347135,0.2689208984375
953,914,1871872,1963,0.018386934,877.35,0.00020325440000000002,34.700326,3652,0.8693442344665527,-0.014110252261161804,-3.998430475592613,-0.028678609669441357,0.15,0.22049473598599434,0.2535400390625
953,915,1873920,1965,0.02365976,869.18,0.0002032032,34.2167217,3656,0.9278236627578735,-0.03333175927400589,-3.9561852365732193,-0.029171896167099476,0.15,0.18960388749837875,0.291748046875
953,916,1875968,1967,0.027232284,873.07,0.000203152,34.55960414,3660,0.9185643196105957,-0.03901239112019539,-3.9605585783720016,-0.033659072301816195,0.15,0.16831218544393778,0.3099365234375
953,917,1878016,1969,0.01913152,873.07,0.0002031008,34.55960414,3664,0.8867528438568115,-0.041840288788080215,-4.074666082859039,-0.027712557377526537,0.15,0.22133731399662793,0.2601318359375
953,918,1880064,1971,0.020865485,873.07,0.0002030496,34.55960414,3668,0.816737711429596,-0.04470043629407883,-3.988864988088608,-0.03293258312623948,0.15,0.19246457563713193,0.2967529296875
953,919,1882112,1973,0.018592652,867.15,0.0002029984,34.29766675,3672,0.8002604842185974,-0.018938414752483368,-3.958413027226925,-0.029358125320868567,0.15,0.17962589813396335,0.269287109375
953,920,1884160,1976,0.01663505,872.79,0.0002029472,34.516027,3676,0.8913946747779846,-0.0314592570066452,-3.9604209512472153,-0.027853554813191295,0.15,0.21382910292595625,0.2353515625
953,921,1886208,1978,0.0177508,881.56,0.000202896,35.339796930000006,3680,0.8363205194473267,0.0019082054495811462,-4.002692490816116,-0.024993061415443663,0.15,0.2812731256708503,0.2811279296875
953,922,1888256,1980,0.022523936,881.86,0.00020284479999999999,35.385442909999995,3684,0.8691310286521912,-0.010075539350509644,-3.982583522796631,-0.026118003705050796,0.15,0.2564054634422064,0.2811279296875
953,923,1890304,1982,0.022842523,878.86,0.00020279359999999998,35.11614545,3688,0.9427036643028259,-0.05191618576645851,-3.9478792175650597,-0.031853079242864624,0.15,0.16370509611442685,0.2901611328125
953,924,1892352,1984,0.019916128,880.18,0.0002027424,35.35670374,3692,0.9095814228057861,-0.043321121484041214,-4.004802264273167,-0.03287828859174624,0.15,0.19451584317721426,0.2608642578125
953,925,1894400,1986,0.021045964,880.18,0.00020269120000000003,35.35670374,3696,0.9221821427345276,-0.035555385053157806,-3.937147483229637,-0.029819046292686835,0.15,0.14617960108444095,0.28076171875
953,926,1896448,1988,0.021461427,881.74,0.00020264,35.445908419999995,3700,0.8282961249351501,-0.044717494398355484,-3.985104516148567,-0.028121008072048426,0.15,0.14857932133600116,0.2955322265625
953,927,1898496,1991,0.017957823,874.53,0.00020258880000000002,35.34607104,3704,0.8343290090560913,-0.017164424061775208,-4.027937285602093,-0.029467394575476646,0.15,0.1928597865626216,0.2635498046875
953,928,1900544,1993,0.019890094,873.42,0.0002025376,35.34412517999999,3708,0.8999356627464294,0.035106971859931946,-4.041321977972984,-0.02441199793247506,0.15,0.27358337584882975,0.28466796875
953,929,1902592,1995,0.018050633,866.08,0.0002024864,34.96133973999999,3712,0.9333608150482178,-0.012636378407478333,-4.091725334525108,-0.026172481855610386,0.15,0.21614651568233967,0.237548828125
953,930,1904640,1997,0.019231249,866.08,0.0002024352,34.96133973999999,3716,0.823158323764801,0.012964732944965363,-4.084143362939358,-0.026554527430562302,0.15,0.2177683268673718,0.2620849609375
953,931,1906688,1999,0.021485878,855.23,0.000202384,34.65855677,3720,0.8291307091712952,-0.05192630738019943,-4.067617945373058,-0.0345574262610171,0.15,0.14978491538204253,0.265380859375
953,932,1908736,2001,0.019877344,852.19,0.0002023328,34.663997169999995,3724,0.9041438102722168,-0.009460441768169403,-4.071848146617413,-0.027258908026851714,0.15,0.25519638368859887,0.3060302734375
953,933,1910784,2004,0.019161928,848.3,0.0002022816,34.59091277,3728,0.9117505550384521,-0.02721245586872101,-4.126282185316086,-0.023727197854896076,0.15,0.1818557868245989,0.28564453125
953,934,1912832,2006,0.017958537,840.69,0.00020223040000000002,34.141194930000005,3732,0.9377231597900391,-0.02451615035533905,-4.095787957310677,-0.027587866279645823,0.15,0.18796449806541204,0.276123046875
953,935,1914880,2008,0.02019561,836.86,0.00020217920000000002,34.12781304,3736,0.8931750059127808,0.0031227394938468933,-3.994902417063713,-0.027870602905750275,0.15,0.24251274624839425,0.2718505859375
953,936,1916928,2010,0.02107175,845.88,0.00020212800000000001,34.77735892,3740,0.9141519665718079,-0.05345950275659561,-4.0393998846411705,-0.02935701550450176,0.15,0.16362944338470697,0.2578125
953,937,1918976,2012,0.020052627,839.57,0.0002020768,34.30784774,3744,0.9050947427749634,-0.04082890599966049,-4.105721056461334,-0.029293196013895795,0.15,0.14100999478250742,0.27978515625
953,938,1921024,2014,0.017100126,843.09,0.0002020256,34.459922150000004,3748,0.9052320718765259,-0.03421323001384735,-3.984149619936943,-0.026642007811460644,0.15,0.1609801985323429,0.256103515625
953,939,1923072,2016,0.0141864205,837.6,0.0002019744,34.25177042,3752,0.8891822695732117,0.017248228192329407,-4.081286624073982,-0.02341012581018731,0.15,0.21637078747153282,0.231689453125
953,940,1925120,2019,0.018162183,844.98,0.0002019232,34.63970764,3756,0.8840426802635193,-0.03293977677822113,-4.074437811970711,-0.025330902019049972,0.15,0.1975630447268486,0.2752685546875
953,941,1927168,2021,0.02154848,848.03,0.000201872,34.64623374,3760,0.9102894067764282,-0.05385037511587143,-4.029820695519447,-0.028304414765443653,0.15,0.17459752317517996,0.268310546875
953,942,1929216,2023,0.018644275,851.92,0.0002018208,34.90614006,3764,0.9354737997055054,-0.06441181898117065,-4.050346568226814,-0.031472322618355975,0.15,0.12969836872071028,0.2520751953125
953,943,1931264,2025,0.0217291,878.1,0.0002017696,36.20394735,3768,0.9042944312095642,-0.07112453877925873,-4.070697881281376,-0.0347067538095871,0.15,0.12440874031744897,0.2938232421875
953,944,1933312,2027,0.020003092,874.45,0.00020171839999999998,36.085172639999996,3772,0.9650791883468628,-0.06606918573379517,-4.151203401386738,-0.03293062004377134,0.15,0.10938573721796274,0.2640380859375
953,945,1935360,2030,0.01725464,858.24,0.0002016672,35.1857991,3776,0.8950867652893066,-0.021237485110759735,-4.049645930528641,-0.02859789997455664,0.15,0.21687951916828752,0.26123046875
953,946,1937408,2032,0.018135276,855.04,0.000201616,35.05401547,3780,0.8986859321594238,-0.054857075214385986,-4.055829793214798,-0.029920925037004054,0.15,0.16740603744983673,0.2513427734375
953,947,1939456,2034,0.021653023,847.52,0.0002015648,34.790268329999996,3784,0.9065999388694763,-0.03279580920934677,-4.055360123515129,-0.02924451360013336,0.15,0.161545590730384,0.2725830078125
953,948,1941504,2036,0.017279197,847.11,0.00020151360000000002,34.71222566,3788,0.9082136154174805,-0.04747211933135986,-4.094131797552109,-0.025968183574150316,0.15,0.13668629387393594,0.2733154296875
953,949,1943552,2038,0.021737486,841.6,0.0002014624,34.29848866,3792,0.9289188385009766,-0.022823259234428406,-4.07168185710907,-0.031854221248067915,0.15,0.17362824408337474,0.2603759765625
953,950,1945600,2040,0.017109321,838.82,0.00020141120000000001,34.16129169,3796,0.9208146333694458,-0.040738288313150406,-4.161687225103378,-0.022600098978728056,0.15,0.18580116727389395,0.2703857421875
953,951,1947648,2042,0.018959388,846.61,0.00020135999999999998,34.58916352,3800,0.880770742893219,-0.0509924478828907,-4.0628078281879425,-0.030470200697891414,0.15,0.177681565284729,0.261962890625
953,952,1949696,2044,0.018051188,847.73,0.0002013088,34.67628733000001,3804,0.8926893472671509,-0.03554390370845795,-4.11419914662838,-0.024391864353674464,0.15,0.190160226309672,0.272705078125
953,953,1951744,2046,0.01819327,853.31,0.0002012576,34.87390874,3808,0.870051920413971,-0.04030531644821167,-4.100697733461857,-0.02968447023886256,0.15,0.1697144047357142,0.2774658203125
953,954,1953792,2049,0.022575436,853.91,0.0002012064,34.753641679999994,3812,0.8871315717697144,-0.02405455708503723,-4.175873756408691,-0.03113994689192623,0.15,0.18937269994057715,0.2955322265625
953,955,1955840,2051,0.019942813,852.01,0.00020115520000000002,34.52576814,3816,0.9080802798271179,-0.01173168420791626,-4.148166760802269,-0.026313992479117587,0.15,0.2221469902433455,0.28662109375
953,956,1957888,2053,0.017950013,844.94,0.00020110400000000002,34.116245770000006,3820,0.8992292284965515,0.010923221707344055,-4.1942882388830185,-0.026051949214888737,0.15,0.23257288429886103,0.224365234375
953,957,1959936,2055,0.019569919,848.42,0.00020105280000000001,34.52697983,3824,0.8247640132904053,-0.004955403506755829,-4.137110412120819,-0.02750225822092034,0.15,0.2713192095980048,0.283447265625
953,958,1961984,2057,0.021239141,848.42,0.0002010016,34.52697983,3828,0.9107088446617126,-0.04201444983482361,-3.9963928163051605,-0.02828424284234643,0.15,0.19085997994989157,0.3114013671875
953,959,1964032,2059,0.020614916,849.51,0.0002009504,34.56378172,3832,0.9177542924880981,-0.034521497786045074,-4.118533477187157,-0.03318625937390607,0.15,0.16758166602812707,0.2762451171875
953,960,1966080,2062,0.021699341,845.85,0.0002008992,34.51480041,3836,0.8320039510726929,-0.0033653676509857178,-4.141952574253082,-0.02469416643725708,0.15,0.2876101708970964,0.280029296875
953,961,1968128,2064,0.018258218,831.49,0.000200848,33.76004731,3840,0.9231346845626831,0.001290842890739441,-4.170754715800285,-0.02743240987183526,0.15,0.2221381184644997,0.2593994140625
953,962,1970176,2066,0.016193308,828.79,0.0002007968,33.65143603999999,3844,0.9187118411064148,-0.028839141130447388,-4.154591053724289,-0.025134158931905404,0.15,0.22865853551775217,0.2501220703125
953,963,1972224,2068,0.019705847,823.53,0.0002007456,33.466104959999996,3848,0.9245715141296387,-0.0317494161427021,-4.230838015675545,-0.02283239530515857,0.15,0.15892488439567387,0.28564453125
953,964,1974272,2070,0.024136247,820.84,0.0002006944,33.348247310000005,3852,0.8387508392333984,-0.021746091544628143,-4.117657899856567,-0.02881113156036008,0.15,0.24143382906913757,0.302978515625
953,965,1976320,2072,0.019144177,826.65,0.0002006432,33.84023258,3856,0.8785003423690796,-0.0571724958717823,-4.107734173536301,-0.0297619301272789,0.15,0.1122727831825614,0.2760009765625
953,966,1978368,2074,0.02255163,822.99,0.000200592,33.56582855,3860,0.923359751701355,-0.054029785096645355,-4.020716957747936,-0.030806900846073404,0.15,0.1472884719260037,0.2852783203125
953,967,1980416,2076,0.024626642,823.14,0.0002005408,33.67036136,3864,0.9019654989242554,-0.04382410645484924,-4.139016851782799,-0.03059712561662309,0.15,0.1655246140435338,0.3262939453125
953,968,1982464,2079,0.018265983,824.33,0.0002004896,33.52523804,3868,0.8256517648696899,-0.02913263440132141,-4.097509704530239,-0.027488067164085805,0.15,0.19197910372167826,0.291259765625
953,969,1984512,2081,0.02051471,836.9,0.00020043840000000002,34.0440343,3872,0.8864497542381287,-0.042438484728336334,-4.084741115570068,-0.030421885603573173,0.15,0.1718064732849598,0.2791748046875
953,970,1986560,2083,0.019844577,848.81,0.0002003872,34.83989295999999,3876,0.9428561329841614,-0.05447469279170036,-4.132669687271118,-0.03220730790053494,0.15,0.18048316380009055,0.256103515625
953,971,1988608,2085,0.019484665,846.54,0.00020033600000000001,34.65086178,3880,0.8882380723953247,0.023680150508880615,-4.17933152616024,-0.019342547675478272,0.15,0.2786010876297951,0.2921142578125
953,972,1990656,2087,0.017506372,851.92,0.00020028479999999998,34.927159589999995,3884,0.918643057346344,-0.008968621492385864,-4.027967214584351,-0.023348690163402352,0.15,0.19966779835522175,0.2803955078125
953,973,1992704,2090,0.023131426,851.99,0.0002002336,34.98070222,3888,0.9328551888465881,-0.06349572539329529,-4.0706847086548805,-0.03249019019131083,0.15,0.12423218577168882,0.26953125
953,974,1994752,2092,0.0200751,848.98,0.0002001824,34.745189,3892,0.9144411087036133,-0.04876430332660675,-4.094705730676651,-0.031584109005052596,0.15,0.13369931769557297,0.288330078125
953,975,1996800,2094,0.017106514,848.98,0.00020013120000000003,34.745189,3896,0.8239896893501282,-0.028274238109588623,-4.112659573554993,-0.030387124774279073,0.15,0.17042210046201944,0.255859375
953,976,1998848,2096,0.01766485,843.66,0.00020008000000000002,34.69377164,3900,0.8091953992843628,-0.03633017838001251,-4.057646185159683,-0.032022584637161344,0.15,0.14916473650373518,0.267578125
953,977,2000896,2098,0.020666718,847.71,0.00020002880000000002,34.70270795,3904,0.8891305923461914,-0.042720891535282135,-4.1106842160224915,-0.026055610040202737,0.15,0.18451681034639478,0.292724609375
953,978,2002944,2100,0.022275297,854.27,0.00019997760000000001,34.99257917,3908,0.9160761833190918,-0.041886068880558014,-4.10541320592165,-0.02940937754465267,0.15,0.1868988829664886,0.2852783203125
953,979,2004992,2102,0.019268833,857.95,0.0001999264,35.28684371000001,3912,0.9350551962852478,-0.05404191464185715,-4.172555521130562,-0.03132965858094394,0.15,0.1467262557707727,0.2757568359375
953,980,2007040,2105,0.022564858,852.29,0.0001998752,35.05936620000001,3916,0.9038749933242798,-0.02550739049911499,-4.110632568597794,-0.03261684344033711,0.15,0.19947420130483806,0.2845458984375
953,981,2009088,2107,0.022915758,848.31,0.000199824,34.75489676,3920,0.9407080411911011,-0.05430670082569122,-4.141163632273674,-0.03610157455841545,0.15,0.12932835891842842,0.2977294921875
953,982,2011136,2109,0.02005129,845.98,0.0001997728,34.64206205,3924,0.8743432760238647,-0.03958664834499359,-4.169013008475304,-0.03136040308163501,0.15,0.17352125444449484,0.2965087890625
953,983,2013184,2111,0.01970112,839.14,0.0001997216,34.377050360000005,3928,0.9068623781204224,-0.05488632619380951,-4.067803919315338,-0.02998162730364129,0.15,0.17106025689281523,0.2801513671875
953,984,2015232,2113,0.021481501,826.78,0.0001996704,33.88289599000001,3932,0.9205250144004822,0.03645390272140503,-4.128913268446922,-0.022430996410548687,0.15,0.2678987989202142,0.280517578125
953,985,2017280,2115,0.015532642,835.69,0.0001996192,34.33838875000001,3936,0.9302628040313721,-0.03444349765777588,-4.065926216542721,-0.028666540194535628,0.15,0.18516604765318334,0.239013671875
953,986,2019328,2118,0.018776357,834.73,0.000199568,34.33719181000001,3940,0.8866649270057678,-0.041111722588539124,-4.102978855371475,-0.030425935663515702,0.15,0.15061751403845847,0.257080078125
953,987,2021376,2120,0.017488409,831.49,0.0001995168,34.231818110000006,3944,0.90262770652771,-0.008052133023738861,-4.134144991636276,-0.02540697251970414,0.15,0.20156525494530797,0.2757568359375
953,988,2023424,2122,0.019103855,832.31,0.0001994656,34.0827378,3948,0.8511088490486145,-0.013944484293460846,-4.192513629794121,-0.02698527452594135,0.15,0.21283404622226954,0.2547607421875
953,989,2025472,2124,0.019551162,834.64,0.0001994144,34.38103477,3952,0.8486610054969788,-0.037803977727890015,-4.11044517159462,-0.02822285154252313,0.15,0.21220704424194992,0.282958984375
953,990,2027520,2126,0.01652665,836.55,0.0001993632,34.63010218,3956,0.9340897798538208,-0.01487666368484497,-4.063791558146477,-0.02471396082546562,0.15,0.18636228470131755,0.2401123046875
953,991,2029568,2128,0.02063236,838.63,0.000199312,34.8019273,3960,0.8893287181854248,0.02478727698326111,-4.096983388066292,-0.0304176147619728,0.15,0.24111839290708303,0.27392578125
953,992,2031616,2130,0.020385856,831.57,0.00019926080000000002,34.46495015,3964,0.9009099006652832,-0.030842967331409454,-4.095707550644875,-0.027917625877307728,0.15,0.1780016941484064,0.2828369140625
953,993,2033664,2133,0.020963585,840.87,0.00019920959999999998,34.9278837,3968,0.8753084540367126,-0.007414180785417557,-4.0254233703017235,-0.02453042392153293,0.15,0.2336775327567011,0.2747802734375
953,994,2035712,2135,0.021160655,834.7,0.0001991584,34.58276342,3972,0.8846904039382935,-0.021744221448898315,-4.052521795034409,-0.030060736957238987,0.15,0.21470324392430484,0.2869873046875
953,995,2037760,2137,0.018116282,819.62,0.00019910719999999998,34.379559199999996,3976,0.8800169229507446,-0.03404543548822403,-4.081971913576126,-0.025897758518112823,0.15,0.2231807834468782,0.2608642578125
953,996,2039808,2139,0.018270094,813.91,0.00019905600000000003,33.98581855999999,3980,0.9353331923484802,-0.010924942791461945,-4.034543037414551,-0.022491996904136613,0.15,0.24889841442927718,0.265380859375
953,997,2041856,2141,0.021599108,813.91,0.00019900480000000002,33.98581855999999,3984,0.91930091381073,0.003705143928527832,-4.118214592337608,-0.03167916821257677,0.15,0.2565971091389656,0.282958984375
953,998,2043904,2143,0.02088642,812.03,0.00019895360000000002,33.81946124,3988,0.7793224453926086,-0.036813944578170776,-4.110434129834175,-0.029141031758626923,0.15,0.15983285591937602,0.2679443359375
953,999,2045952,2146,0.022346914,810.99,0.00019890240000000002,33.844841939999995,3992,0.9191556572914124,-0.039535146206617355,-4.12643226981163,-0.035243055783212185,0.15,0.1405121497809887,0.299560546875
953,1000,2048000,2148,0.018657908,809.84,0.0001988512,33.76625301999999,3996,0.8538925051689148,-0.014972224831581116,-4.080915234982967,-0.025765806785784662,0.15,0.25190358608961105,0.2626953125
953,1001,2050048,2150,0.021343399,814.46,0.0001988,33.892693769999994,4000,0.9123848080635071,-0.0361505001783371,-4.045547313988209,-0.03442144610744435,0.15,0.17576465080492198,0.296142578125
953,1002,2052096,2152,0.018457316,817.5,0.0001987488,34.11961184,4004,0.9246050119400024,-0.05969926714897156,-4.030310720205307,-0.034507841017330065,0.15,0.12523883464746177,0.2669677734375
953,1003,2054144,2154,0.021706808,821.68,0.0001986976,34.289702289999994,4008,0.9058818817138672,-0.03341203182935715,-4.055452845990658,-0.03139408308197744,0.15,0.19362649507820606,0.29833984375
953,1004,2056192,2156,0.023714822,825.62,0.0001986464,34.45766762000001,4012,0.8106564879417419,-0.014758609235286713,-4.078205183148384,-0.02822568523697555,0.15,0.24545254837721586,0.2630615234375
953,1005,2058240,2159,0.017366933,828.02,0.0001985952,34.48384015,4016,0.7519277930259705,0.011700250208377838,-4.041215389966965,-0.025334284655400552,0.15,0.22920741280540824,0.2734375
953,1006,2060288,2161,0.017135248,828.19,0.00019854400000000002,34.46312167,4020,0.9191685318946838,-0.03266569972038269,-4.045609354972839,-0.025977619545301422,0.15,0.20195122621953487,0.255615234375
953,1007,2062336,2163,0.020920873,832.74,0.0001984928,34.754379639999996,4024,0.8485902547836304,-0.029011406004428864,-4.118975892663002,-0.032860747538506985,0.15,0.21896984614431858,0.27099609375
953,1008,2064384,2165,0.020900957,821.58,0.0001984416,34.37209006,4028,0.8064376711845398,-0.014397092163562775,-4.099965989589691,-0.02920495322905481,0.15,0.20318725518882275,0.295654296875
953,1009,2066432,2167,0.0231436,814.0,0.0001983904,33.92992564,4032,0.8734711408615112,-0.0011905059218406677,-4.0341208428144455,-0.02714246659888886,0.15,0.2141306744888425,0.2877197265625
953,1010,2068480,2169,0.021052461,815.91,0.0001983392,33.916725109999994,4036,0.8696801662445068,-0.04115300253033638,-4.095904007554054,-0.030035812116693705,0.15,0.18695961916819215,0.282470703125
