time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/explained_variance,train/n_updates,train/clip_range,train/policy_gradient_loss,train/loss,train/approx_kl,rollout/ep_len_mean,rollout/ep_rew_mean
1046,605,1184,1239040,0.27027294086292386,0.126953125,7.526016e-05,-4.957051858305931,0.9425703883171082,2416,0.1,-0.001166128204204142,0.04218820482492447,0.0021500604,709.71,29.25756823
1046,606,1186,1241088,0.23153020441532135,0.082763671875,7.52192e-05,-4.964166149497032,0.9450086951255798,2420,0.1,-0.0036928505869582295,0.03790553659200668,0.002509444,709.71,29.25756823
1046,607,1188,1243136,0.18803352257236838,0.0738525390625,7.517824e-05,-4.975511357188225,0.9344319105148315,2424,0.1,-0.0031803507590666413,0.03418189659714699,0.0021555154,708.8,29.088645770000003
1046,608,1190,1245184,0.16629124153405428,0.0848388671875,7.513728e-05,-5.010097473859787,0.9526150822639465,2428,0.1,-0.0033950645301956683,0.019591033458709717,0.003103606,707.65,29.158927610000006
1046,609,1192,1247232,0.2457493389956653,0.0760498046875,7.509632e-05,-4.97178091108799,0.9271204471588135,2432,0.1,-0.0035572106135077775,0.044958874583244324,0.0024419297,707.58,29.16508648
1046,610,1194,1249280,0.16573850251734257,0.1053466796875,7.505535999999999e-05,-4.910292401909828,0.9659087061882019,2436,0.1,-0.0044418026227504015,0.009582340717315674,0.0026390527,708.25,29.167771650000006
1046,611,1196,1251328,0.13351227436214685,0.1043701171875,7.501440000000001e-05,-4.998001351952553,0.9472281336784363,2440,0.1,-0.002633556752698496,0.008945193141698837,0.0031256962,707.4,29.19789187
1046,612,1197,1253376,0.13842881983146071,0.0804443359375,7.497344e-05,-4.954275950789452,0.9581100940704346,2444,0.1,-0.0036940420686732978,0.008491232991218567,0.0027754558,709.51,29.10731436
1046,613,1199,1255424,0.2843064274638891,0.06640625,7.493248e-05,-4.902191743254662,0.9160748720169067,2448,0.1,-0.001034006112604402,0.08139748126268387,0.0019833883,708.08,29.080745599999997
1046,614,1201,1257472,0.16065549361519516,0.09130859375,7.489152000000001e-05,-4.921010509133339,0.9641110897064209,2452,0.1,-0.003308006125735119,0.011367201805114746,0.0026707822,708.37,29.001825030000006
1046,615,1203,1259520,0.2310812664218247,0.086669921875,7.485056e-05,-4.986176162958145,0.9382566213607788,2456,0.1,-0.0019657275261124596,0.05324549973011017,0.002367377,708.26,29.17332644
1046,616,1205,1261568,0.1869607879780233,0.0859375,7.48096e-05,-4.907293006777763,0.955140233039856,2460,0.1,-0.003976576685090549,0.041233405470848083,0.0019255586,704.27,29.049315050000004
1046,617,1207,1263616,0.1886197724379599,0.0797119140625,7.476864e-05,-4.970106393098831,0.9314802885055542,2464,0.1,-0.004210083614452742,0.012928016483783722,0.0021501342,706.63,29.20237694
1046,618,1209,1265664,0.15607095463201404,0.1064453125,7.472768000000001e-05,-5.003214776515961,0.9316012859344482,2468,0.1,-0.004556523184874095,0.016786649823188782,0.0034876661,708.86,29.346720679999997
1046,619,1211,1267712,0.17423086613416672,0.090576171875,7.468672e-05,-4.995552554726601,0.9458488821983337,2472,0.1,-0.0029232797969598323,0.016207005828619003,0.0019090311,709.09,29.422547869999995
1046,620,1213,1269760,0.1810623500496149,0.053955078125,7.464576000000001e-05,-4.952648475766182,0.9586251378059387,2476,0.1,-0.002819330256897956,0.0243828184902668,0.0017461239,711.1,29.566265979999997
1046,621,1215,1271808,0.21258966345340014,0.0670166015625,7.460480000000001e-05,-4.929705455899239,0.9521068334579468,2480,0.1,-0.004254283645423129,0.025155622512102127,0.0023036562,715.75,29.685046380000003
1046,622,1217,1273856,0.18000694597139955,0.0941162109375,7.456384e-05,-4.898655191063881,0.963117778301239,2484,0.1,-0.0017280869069509208,0.023307666182518005,0.0034892275,719.9,29.77145017000001
1046,623,1219,1275904,0.2359075048007071,0.094482421875,7.452288000000001e-05,-4.969616547226906,0.917084813117981,2488,0.1,-0.0020317044254625216,0.025662895292043686,0.0026372145,717.29,29.609623229999997
1046,624,1221,1277952,0.25759525736793876,0.0592041015625,7.448192e-05,-4.935983702540398,0.935739278793335,2492,0.1,-0.0021853630169061944,0.0858311653137207,0.0015410152,716.85,29.6236074
1046,625,1223,1280000,0.19148651976138353,0.076904296875,7.444096e-05,-4.9324575662612915,0.950283944606781,2496,0.1,-0.0015376861847471446,0.03604387864470482,0.0014336444,712.34,29.3900613
1046,626,1225,1282048,0.15557752270251513,0.0989990234375,7.44e-05,-4.942891016602516,0.9672318696975708,2500,0.1,-0.002995217335410416,0.0035307221114635468,0.0024186508,714.47,29.519706260000003
1046,627,1227,1284096,0.2971537858247757,0.0947265625,7.435904e-05,-4.99004802107811,0.8881370425224304,2504,0.1,-0.0025862776819849387,0.064970962703228,0.0032032935,708.41,29.311873750000004
1046,628,1229,1286144,0.22268168022856116,0.0596923828125,7.431808e-05,-4.949307799339294,0.93077552318573,2508,0.1,-0.002641578554175794,0.03826620802283287,0.001807112,704.7,29.228910200000005
1046,629,1231,1288192,0.19948506727814674,0.0804443359375,7.427712e-05,-4.964446440339088,0.949310839176178,2512,0.1,-0.001532897658762522,0.042900845408439636,0.0018124105,706.41,29.25417868
1046,630,1233,1290240,0.2021934981457889,0.0992431640625,7.423616e-05,-4.935194954276085,0.9448168873786926,2516,0.1,-0.0020546194282360375,0.029657181352376938,0.0021071432,707.33,29.3237435
1046,631,1235,1292288,0.22478770278394222,0.088623046875,7.41952e-05,-4.9524043798446655,0.9290180206298828,2520,0.1,-0.0025292569771409035,0.04417197406291962,0.0024302863,705.46,29.215432240000005
1046,632,1237,1294336,0.15622577141039073,0.122802734375,7.415424e-05,-4.951880022883415,0.9529668688774109,2524,0.1,-0.0018222932267235592,0.023860394954681396,0.003627636,704.32,29.306962829999996
1046,633,1239,1296384,0.21688663447275758,0.107666015625,7.411327999999999e-05,-4.950669839978218,0.939289927482605,2528,0.1,-0.0046692860196344554,0.05364147573709488,0.0033922293,703.25,29.363447149999992
1046,634,1241,1298432,0.31619058828800917,0.069091796875,7.407232e-05,-4.935084119439125,0.9138122200965881,2532,0.1,-0.002287259660079144,0.09179118275642395,0.0020734333,706.59,29.447318420000002
1046,635,1243,1300480,0.2696115095168352,0.0416259765625,7.403136000000001e-05,-4.974913164973259,0.9001845717430115,2536,0.1,-0.001460278537706472,0.044801823794841766,0.001245813,702.99,29.105675729999994
1046,636,1245,1302528,0.21630282327532768,0.0628662109375,7.39904e-05,-4.943042621016502,0.9548070430755615,2540,0.1,-0.002922496700193733,0.05117619037628174,0.0013758324,700.71,29.0696555
1046,637,1247,1304576,0.19652613648213446,0.09228515625,7.394944e-05,-4.967500701546669,0.9501395225524902,2544,0.1,-0.0013297342520672828,0.02196984365582466,0.0030365898,697.21,28.83113774
1046,638,1249,1306624,0.2322281808592379,0.0716552734375,7.390848e-05,-5.041279286146164,0.8826287388801575,2548,0.1,-0.0024206511734519154,0.045489631593227386,0.002176947,694.8,28.711867130000005
1046,639,1251,1308672,0.20007962314411998,0.101806640625,7.386752e-05,-5.054523766040802,0.920793890953064,2552,0.1,-0.003907284641172737,0.06537165492773056,0.0030576037,698.96,28.970406100000005
1045,640,1253,1310720,0.22660432988777757,0.0826416015625,7.382656e-05,-4.889551222324371,0.9607537984848022,2556,0.1,-0.0020788245601579547,0.06334064900875092,0.0025190404,697.7,28.99286413
1045,641,1255,1312768,0.2612570966593921,0.069580078125,7.378560000000001e-05,-4.9101225435733795,0.9355137348175049,2560,0.1,-0.0024579916789662093,0.03143475204706192,0.0015414774,698.16,29.023916089999997
1045,642,1257,1314816,0.2089367564767599,0.0955810546875,7.374464000000001e-05,-5.003776386380196,0.9252259135246277,2564,0.1,-0.002795818814774975,0.048995912075042725,0.0031767397,701.67,29.156623529999997
1045,643,1258,1316864,0.17226057639345527,0.0845947265625,7.370368e-05,-5.003634184598923,0.9280194640159607,2568,0.1,-0.003083756993873976,0.04244343191385269,0.003188395,701.47,29.156529099999997
1045,644,1260,1318912,0.19862806284800172,0.163330078125,7.366272000000001e-05,-4.977187782526016,0.9326412081718445,2572,0.1,0.0009736174542922527,0.024684567004442215,0.002533194,697.82,29.036995350000005
1045,645,1262,1320960,0.22026544995605946,0.109130859375,7.362176e-05,-4.911974668502808,0.9532782435417175,2576,0.1,-0.0025328509509563446,0.0523197315633297,0.0028060554,696.41,28.969785559999995
1045,646,1264,1323008,0.1886666938662529,0.103759765625,7.35808e-05,-4.904736280441284,0.9594649076461792,2580,0.1,-0.0034968071267940104,0.03098791092634201,0.0022401246,696.35,29.024626429999998
1045,647,1267,1325056,0.1662404122762382,0.0765380859375,7.353984e-05,-4.961512625217438,0.9522161483764648,2584,0.1,-0.004114153925911523,0.010154802352190018,0.0021831866,699.4,29.074191510000002
1045,648,1269,1327104,0.2106430446729064,0.131103515625,7.349888e-05,-4.952909469604492,0.93526691198349,2588,0.1,-0.004778103932039812,0.030544273555278778,0.002504779,699.49,29.103225200000008
1045,649,1271,1329152,0.1458084275946021,0.1292724609375,7.345792000000001e-05,-4.966196447610855,0.9413909316062927,2592,0.1,-0.004740833450341597,-0.0016340389847755432,0.0023270096,703.19,29.24727929
1045,650,1273,1331200,0.14597973530180752,0.0699462890625,7.341696e-05,-4.925997167825699,0.9510658979415894,2596,0.1,-0.004770343337440863,0.0128079354763031,0.0024672705,705.98,29.351906660000004
1045,651,1275,1333248,0.27186652505770326,0.08203125,7.3376e-05,-4.810820057988167,0.9529365301132202,2600,0.1,-0.0026495014608372003,0.07142562419176102,0.0023952697,705.3,29.31943955
1045,652,1277,1335296,0.20467547560110688,0.0751953125,7.333504e-05,-4.9263452887535095,0.938003659248352,2604,0.1,-0.005132252292241901,0.074801504611969,0.0020732621,702.32,29.142523870000005
1045,653,1279,1337344,0.16005906322970986,0.0843505859375,7.329408e-05,-4.913982629776001,0.9537382125854492,2608,0.1,-0.004767311562318355,0.019385293126106262,0.0026743184,704.67,29.266648829999998
1045,654,1281,1339392,0.14815482590347528,0.11376953125,7.325311999999999e-05,-4.943206697702408,0.9324731230735779,2612,0.1,-0.003283909463789314,-0.0029823631048202515,0.003165823,700.69,29.088669300000003
1045,655,1283,1341440,0.1690098918043077,0.114013671875,7.321216e-05,-4.9407142251729965,0.9468492865562439,2616,0.1,-0.001852001340012066,0.025012440979480743,0.0027211327,699.82,29.04541572
1045,656,1285,1343488,0.22257429640740156,0.1119384765625,7.31712e-05,-4.941698893904686,0.9304528832435608,2620,0.1,-0.0007013922149781138,0.06569117307662964,0.00263908,701.69,29.129800369999998
1045,657,1287,1345536,0.30778123065829277,0.1083984375,7.313024e-05,-4.868149220943451,0.9350935816764832,2624,0.1,-0.001109858974814415,0.06681470572948456,0.003233544,705.56,29.42492245
1045,658,1289,1347584,0.23987930081784725,0.1346435546875,7.308928000000001e-05,-4.883864134550095,0.9472118616104126,2628,0.1,0.00021508714416995645,0.04078752547502518,0.0042917877,705.76,29.379099049999994
1045,659,1291,1349632,0.23760960437357426,0.125244140625,7.304832e-05,-4.88052462041378,0.94451904296875,2632,0.1,-0.00274659731076099,0.03408988192677498,0.0028492138,704.07,29.322530139999998
1045,660,1293,1351680,0.19657178968191147,0.0621337890625,7.300736e-05,-4.887585163116455,0.9299081563949585,2636,0.1,-0.00243380744359456,0.042183343321084976,0.0019576743,704.7,29.31144769
1045,661,1295,1353728,0.16733059100806713,0.0777587890625,7.29664e-05,-4.928431615233421,0.9140036702156067,2640,0.1,-0.0021914475510129705,0.029924113303422928,0.0019227209,704.45,29.324673639999997
1045,662,1297,1355776,0.28549078153446317,0.09130859375,7.292544000000001e-05,-4.876413643360138,0.9248076677322388,2644,0.1,-0.0038096026837592945,0.05991315841674805,0.0019434427,712.77,29.655227390000004
1045,663,1299,1357824,0.20493168057873845,0.1009521484375,7.288448000000001e-05,-4.816941425204277,0.9606674313545227,2648,0.1,-0.002079482263070531,0.03647756949067116,0.0022281054,712.32,29.553619040000005
1045,664,1300,1359872,0.18628883687779307,0.116943359375,7.284352e-05,-4.849340587854385,0.9512194395065308,2652,0.1,-0.003400636342121288,0.029261812567710876,0.0024462077,712.32,29.553619040000005
1045,665,1303,1361920,0.259487628005445,0.0687255859375,7.280256000000001e-05,-4.9235779941082,0.8914400935173035,2656,0.1,-0.0028172390593681484,0.06127798929810524,0.0020738817,707.97,29.429032230000004
1045,666,1304,1363968,0.1878214660100639,0.0657958984375,7.27616e-05,-4.898273125290871,0.9425722360610962,2660,0.1,-0.003221718201530166,0.04644946753978729,0.0018110028,707.19,29.43491916
1045,667,1306,1366016,0.3038261765614152,0.0869140625,7.272064000000001e-05,-4.843571648001671,0.9273872971534729,2664,0.1,-0.003115283529041335,0.04186205193400383,0.0023400278,710.06,29.48851545
1045,668,1309,1368064,0.27164822490885854,0.121337890625,7.267968000000001e-05,-4.825097784399986,0.9429106712341309,2668,0.1,-0.004315564045100473,0.05095454677939415,0.003290228,713.63,29.69531625
1045,669,1310,1370112,0.14392674202099442,0.1087646484375,7.263872e-05,-4.863177135586739,0.9652048349380493,2672,0.1,-0.0009516256541246548,0.006950441747903824,0.0023836559,713.46,29.773572409999996
1045,670,1313,1372160,0.12958729965612292,0.1103515625,7.259776000000001e-05,-4.873155847191811,0.9557985067367554,2676,0.1,-0.004534660198260099,0.001987699419260025,0.0038035337,708.16,29.57007288999999
1045,671,1315,1374208,0.2801936902105808,0.076416015625,7.25568e-05,-4.869822382926941,0.8906586766242981,2680,0.1,-0.0027367211441742256,0.052809443324804306,0.0015806743,712.97,29.89645149
1045,672,1316,1376256,0.22017685882747173,0.115234375,7.251584e-05,-4.759392648935318,0.9540557861328125,2684,0.1,-0.0010644903231877834,0.04914082959294319,0.003353532,720.61,30.323421350000004
1045,673,1318,1378304,0.29685748647898436,0.1475830078125,7.247488e-05,-4.757062450051308,0.9283116459846497,2688,0.1,-0.0002094092487823218,0.10061990469694138,0.0025039725,715.8,30.14556609
1045,674,1320,1380352,0.20384222688153386,0.0565185546875,7.243392e-05,-4.824914962053299,0.9300540089607239,2692,0.1,-0.0019286379974801093,0.04310324415564537,0.0028575943,716.3,30.260938530000004
1045,675,1322,1382400,0.15869513410143554,0.087890625,7.239296e-05,-4.8717778623104095,0.9311471581459045,2696,0.1,-0.00286330227390863,0.006254531443119049,0.0025592092,718.14,30.329368549999995
1045,676,1324,1384448,0.23090419406071305,0.08984375,7.2352e-05,-4.818239614367485,0.9186968207359314,2700,0.1,-0.004252396887750365,0.04086728394031525,0.0023634145,719.42,30.49629093999999
1045,677,1326,1386496,0.31352339778095484,0.117919921875,7.231104e-05,-4.729529500007629,0.9191920757293701,2704,0.1,-0.003042237731278874,0.11842316389083862,0.0036667148,720.56,30.62569611
1045,678,1328,1388544,0.23086668504402041,0.099609375,7.227007999999999e-05,-4.715041950345039,0.9479662179946899,2708,0.1,-0.0036037951067555696,0.06358586996793747,0.002832203,720.69,30.627689899999996
1045,679,1330,1390592,0.17065655533224344,0.063232421875,7.222912000000001e-05,-4.731579422950745,0.9286586046218872,2712,0.1,-0.0037042546755401418,0.025068212300539017,0.002081248,723.64,30.727886419999994
1045,680,1332,1392640,0.2692365790717304,0.1142578125,7.218816e-05,-4.8467381447553635,0.8993703722953796,2716,0.1,-0.0032477301720064133,0.037892017513513565,0.0034146463,722.17,30.648781519999993
1044,681,1334,1394688,0.3125318381935358,0.13671875,7.21472e-05,-4.823649078607559,0.8574048280715942,2720,0.1,-0.0015121554024517536,0.1311793178319931,0.0037248777,717.28,30.669363420000003
1044,682,1336,1396736,0.24785718088969588,0.0948486328125,7.210624000000001e-05,-4.7324173748493195,0.9344186186790466,2724,0.1,-0.0012354956488707103,0.04726420342922211,0.0019309055,708.39,30.368296540000003
1044,683,1338,1398784,0.30027807131409645,0.0626220703125,7.206528e-05,-4.71917499601841,0.9328516125679016,2728,0.1,-0.0026126633456442505,0.09189774841070175,0.0022395835,705.36,30.26447611
1044,684,1340,1400832,0.23090496426448226,0.0911865234375,7.202432e-05,-4.76391564309597,0.9305915236473083,2732,0.1,-0.004074703669175506,0.04406042397022247,0.0029069884,703.81,30.203626929999995
1044,685,1342,1402880,0.19111482612788677,0.0933837890625,7.198336000000002e-05,-4.800586372613907,0.9202425479888916,2736,0.1,-0.003111246318439953,0.029566429555416107,0.0027711377,701.31,30.012310069999998
1044,686,1344,1404928,0.22784004639834166,0.0799560546875,7.194240000000001e-05,-4.840223774313927,0.9075472950935364,2740,0.1,-0.0024151034594979137,0.0466010645031929,0.0031593726,699.34,29.911922060000002
1044,687,1346,1406976,0.2744736196473241,0.0906982421875,7.190144e-05,-4.748574510216713,0.9416967034339905,2744,0.1,-0.00034203968243673444,0.0787099301815033,0.0017543497,696.67,29.673412649999996
1044,688,1348,1409024,0.3035571165382862,0.06640625,7.186048000000001e-05,-4.722976088523865,0.9471848011016846,2748,0.1,-0.0006501413590740412,0.08944559842348099,0.0020766868,695.7,29.771712259999994
1044,689,1350,1411072,0.37455940153449774,0.060546875,7.181952000000001e-05,-4.698570609092712,0.906089186668396,2752,0.1,-0.00042021245462819934,0.15350055694580078,0.0015679311,685.32,29.446952940000003
1044,690,1352,1413120,0.2556910375133157,0.107421875,7.177856e-05,-4.796165466308594,0.9271499514579773,2756,0.1,-0.002955615273094736,0.05589677020907402,0.0021627557,682.8,29.40869432
1044,691,1354,1415168,0.2017442756332457,0.14306640625,7.173760000000001e-05,-4.79976861178875,0.9288651347160339,2760,0.1,-0.0010623299749568105,0.025528647005558014,0.0020890816,680.11,29.405112970000005
1044,692,1356,1417216,0.19253623252734542,0.08544921875,7.169664e-05,-4.858846366405487,0.927922785282135,2764,0.1,-0.0010322322195861489,0.03291323035955429,0.002419261,682.32,29.638546319999996
1044,693,1358,1419264,0.1559494431130588,0.100830078125,7.165568e-05,-4.7924545109272,0.965701162815094,2768,0.1,-0.0014922048576408997,0.008453447371721268,0.0022531345,682.48,29.739770309999997
1044,694,1360,1421312,0.25600916240364313,0.117431640625,7.161472e-05,-4.839240670204163,0.9398757815361023,2772,0.1,-0.00029721405007876456,0.07483761012554169,0.0033339777,684.84,29.94265796
1044,695,1362,1423360,0.16624566353857517,0.1148681640625,7.157376e-05,-4.7817374765872955,0.9681833386421204,2776,0.1,-0.003436289494857192,0.006946969777345657,0.0024166326,684.84,29.94265796
1044,696,1364,1425408,0.18566355761140585,0.071044921875,7.15328e-05,-4.876015409827232,0.9218459129333496,2780,0.1,-0.0031210666202241555,0.0013409443199634552,0.0016721017,682.75,29.92158965
1044,697,1366,1427456,0.18300210358574986,0.0999755859375,7.149184e-05,-4.929541304707527,0.9204261302947998,2784,0.1,-0.0029531545587815344,0.024675477296113968,0.0026960075,683.96,30.182774789999993
1044,698,1368,1429504,0.26473682885989547,0.1356201171875,7.145088e-05,-4.858543038368225,0.9274337291717529,2788,0.1,-0.0021624537621391937,0.03348229452967644,0.0038424325,683.91,30.1854291
1044,699,1370,1431552,0.2741439435631037,0.0860595703125,7.140992e-05,-4.854149684309959,0.9160693883895874,2792,0.1,-0.0021114561677677557,0.039479732513427734,0.0024085364,687.08,30.40565133
1044,700,1371,1433600,0.21817378466948867,0.1212158203125,7.136896e-05,-4.903250530362129,0.9413112998008728,2796,0.1,-0.004235602245898917,0.05110670626163483,0.0027866464,685.48,30.28331482
1044,701,1373,1435648,0.2767468001693487,0.090576171875,7.1328e-05,-4.823504224419594,0.9388801455497742,2800,0.1,-0.0018755512137431651,0.1032363772392273,0.0020456621,685.35,30.29079185
1044,702,1375,1437696,0.2050040178000927,0.0963134765625,7.128704e-05,-4.874404489994049,0.9345900416374207,2804,0.1,-0.0016211565816774964,0.023989133536815643,0.0022714399,681.11,29.995628610000004
1044,703,1377,1439744,0.24837797367945313,0.0938720703125,7.124608000000001e-05,-4.9287130534648895,0.9254127144813538,2808,0.1,-0.004480368574149907,0.04221763089299202,0.00236552,675.5,29.923434999999998
1044,704,1379,1441792,0.34384838305413723,0.1282958984375,7.120512e-05,-4.893881902098656,0.9125185608863831,2812,0.1,-0.003685708812554367,0.10955885052680969,0.0035702293,675.05,29.860803639999993
1044,705,1381,1443840,0.31406027264893055,0.1044921875,7.116416e-05,-4.806747660040855,0.898381233215332,2816,0.1,-0.0039360886585200205,0.06888468563556671,0.0037511939,670.55,29.663711499999998
1044,706,1383,1445888,0.24607325717806816,0.1064453125,7.11232e-05,-4.887310445308685,0.8989943265914917,2820,0.1,-0.0033660386106930673,0.0351034440100193,0.0029501296,669.68,29.52018916
1044,707,1385,1447936,0.207038392778486,0.0745849609375,7.108224000000001e-05,-4.814836919307709,0.9346670508384705,2824,0.1,-0.004188997467281297,0.03677789494395256,0.0026636992,667.35,29.372101449999995
1044,708,1387,1449984,0.21611643955111504,0.1112060546875,7.104128e-05,-4.8154299557209015,0.9394155740737915,2828,0.1,-0.0028432714607333764,0.028541915118694305,0.0040127235,664.62,29.198335589999996
1044,709,1389,1452032,0.21436295798048377,0.154541015625,7.100032000000001e-05,-4.865866482257843,0.9405847787857056,2832,0.1,0.00021299811487551779,0.05881670489907265,0.0016328909,660.36,28.92699129
1044,710,1391,1454080,0.2611329141072929,0.1080322265625,7.095936000000001e-05,-4.809307813644409,0.9388091564178467,2836,0.1,-0.00205368064052891,0.06379656493663788,0.0029036733,659.63,28.878783209999998
1044,711,1393,1456128,0.18877223902381957,0.0933837890625,7.09184e-05,-4.869462683796883,0.9436404705047607,2840,0.1,-0.002989300453918986,0.023305192589759827,0.0026800176,658.96,28.98459638
1044,712,1395,1458176,0.20407574949786067,0.0748291015625,7.087744000000001e-05,-4.872931092977524,0.9507195949554443,2844,0.1,-0.003556551644578576,0.03032301738858223,0.0016347944,658.68,28.9730489
1044,713,1397,1460224,0.24191882787272334,0.0867919921875,7.083648e-05,-4.840595498681068,0.9141249060630798,2848,0.1,-0.0018275107722729445,0.03303070738911629,0.0027570766,660.45,28.994068249999994
1044,714,1399,1462272,0.2057446469552815,0.074462890625,7.079552e-05,-4.890524789690971,0.9434958100318909,2852,0.1,-0.002302611363120377,0.056812677532434464,0.0025608419,659.9,29.006297989999997
1044,715,1401,1464320,0.22795439371839166,0.0782470703125,7.075456e-05,-4.887600228190422,0.9271228909492493,2856,0.1,-0.0016066838434198871,0.03513352572917938,0.0019587812,662.32,29.14392805
1044,716,1403,1466368,0.3880110178142786,0.1065673828125,7.07136e-05,-4.8334925174713135,0.8862351775169373,2860,0.1,-0.0014178023557178676,0.1281292587518692,0.003026734,668.74,29.48296534
1044,717,1405,1468416,0.20241553848609328,0.095458984375,7.067264000000001e-05,-4.798395946621895,0.9397745728492737,2864,0.1,-0.002581514294433873,0.03076191246509552,0.0021528667,673.94,29.871256870000007
1044,718,1407,1470464,0.16442714631557465,0.1175537109375,7.063168e-05,-4.8657160103321075,0.947756290435791,2868,0.1,-0.00131144818442408,0.04145633429288864,0.0028266506,672.6,29.8035111
1044,719,1409,1472512,0.18945937091484666,0.098876953125,7.059072e-05,-4.876038894057274,0.9346038103103638,2872,0.1,-0.004331056436058134,0.03181900456547737,0.0019652406,677.94,30.035193729999996
1044,720,1411,1474560,0.22637120354920626,0.06494140625,7.054976e-05,-4.826386496424675,0.9355553388595581,2876,0.1,-0.0033402830158593133,0.05048130452632904,0.0017575226,675.58,29.975204830000003
1044,721,1413,1476608,0.18628676841035485,0.0831298828125,7.05088e-05,-4.866141110658646,0.949329137802124,2880,0.1,-0.0035577553644543514,0.00885944813489914,0.0020909982,679.47,30.259343209999997
1044,722,1415,1478656,0.22980234725400805,0.103271484375,7.046783999999999e-05,-4.894396051764488,0.9141730070114136,2884,0.1,-0.002703448961256072,0.05001121386885643,0.0017880278,679.64,30.202239999999996
1044,723,1417,1480704,0.25111166201531887,0.08203125,7.042688e-05,-4.782316341996193,0.9318400621414185,2888,0.1,-0.0030192335398169234,0.04339974373579025,0.0024693962,684.79,30.23746894
1044,724,1419,1482752,0.218608430121094,0.0999755859375,7.038592000000001e-05,-4.786981180310249,0.9497634768486023,2892,0.1,-0.001898102244012989,0.0662970244884491,0.0029214192,685.33,30.271209870000003
1044,725,1421,1484800,0.17834725230932236,0.068359375,7.034496e-05,-4.811541169881821,0.9325520992279053,2896,0.1,-0.0033783660328481346,0.028771784156560898,0.0020064258,686.55,30.40601395
1044,726,1423,1486848,0.1672160867601633,0.0970458984375,7.030400000000001e-05,-4.779934763908386,0.9581932425498962,2900,0.1,-0.002348300244193524,0.03540981933474541,0.0038704672,685.83,30.26557495
1044,727,1425,1488896,0.1471723613794893,0.0770263671875,7.026304e-05,-4.853211164474487,0.9568492770195007,2904,0.1,-0.0032849986164364964,0.026051968336105347,0.0017196188,685.06,30.315362159999996
1044,728,1427,1490944,0.21323214331641793,0.1177978515625,7.022208e-05,-4.821805819869041,0.9553278684616089,2908,0.1,-0.0052338051464175805,0.04109169915318489,0.004169446,679.85,30.077105280000005
1044,729,1428,1492992,0.3473558365367353,0.0870361328125,7.018112e-05,-4.769900783896446,0.9169507622718811,2912,0.1,-0.002890934396418743,0.06278975307941437,0.0033231452,682.97,30.194887960000003
1044,730,1430,1495040,0.2301738648675382,0.1251220703125,7.014016000000001e-05,-4.829168498516083,0.9273312091827393,2916,0.1,-0.003039855568204075,0.03529742732644081,0.0034001737,681.13,30.136388470000007
1044,731,1432,1497088,0.24987737648189068,0.0535888671875,7.009920000000001e-05,-4.751072719693184,0.945117175579071,2920,0.1,-0.0022780797735322267,0.06682578474283218,0.0015515834,676.55,29.83899361
1044,732,1434,1499136,0.20664613042026758,0.0716552734375,7.005824e-05,-4.8654196709394455,0.9336977005004883,2924,0.1,-0.00241949746850878,0.033359408378601074,0.0019398297,676.6,29.859793859999996
1044,733,1436,1501184,0.18789751827716827,0.075927734375,7.001728000000001e-05,-4.818408325314522,0.9445267915725708,2928,0.1,-0.002745379781117663,0.04988223314285278,0.0026331504,673.48,29.830918980000007
1044,734,1438,1503232,0.21152522508054972,0.100830078125,6.997632e-05,-4.818110108375549,0.9508696794509888,2932,0.1,-0.002272364348755218,0.05034420266747475,0.0021970815,671.14,29.878917899999998
1044,735,1440,1505280,0.2679538019001484,0.0770263671875,6.993536000000001e-05,-4.760486260056496,0.945427656173706,2936,0.1,-0.004547597956843674,0.06391225755214691,0.0028151106,671.28,29.899792159999997
1044,736,1442,1507328,0.333018371835351,0.0963134765625,6.98944e-05,-4.750801429152489,0.9002472758293152,2940,0.1,-0.0013675669324584305,0.10300756990909576,0.0020701322,673.4,30.011168909999995
1044,737,1444,1509376,0.3288612966425717,0.0794677734375,6.985344e-05,-4.7508160918951035,0.9186136722564697,2944,0.1,-0.0030426399025600404,0.09192819893360138,0.0019715624,674.13,29.9705473
1044,738,1446,1511424,0.30241866409778595,0.0867919921875,6.981248000000001e-05,-4.795444577932358,0.9334850311279297,2948,0.1,-0.003126745345070958,0.06652271747589111,0.0026792982,673.5,30.10815259
1044,739,1448,1513472,0.2302093026228249,0.0787353515625,6.977152e-05,-4.748069956898689,0.9518821835517883,2952,0.1,-0.0033380995446350425,0.05808725580573082,0.0021609033,671.92,30.052103390000003
1044,740,1450,1515520,0.25310379080474377,0.0706787109375,6.973056e-05,-4.840086609125137,0.9208083152770996,2956,0.1,-0.003408030817809049,0.07005748152732849,0.0019470531,670.55,30.157957220000004
1044,741,1452,1517568,0.28206563042476773,0.08154296875,6.96896e-05,-4.803388297557831,0.9336422085762024,2960,0.1,-0.003010805376106873,0.08035272359848022,0.0019705852,669.12,30.105177930000004
1044,742,1454,1519616,0.2021286627277732,0.0687255859375,6.964864e-05,-4.7945228815078735,0.9489040970802307,2964,0.1,-0.00023730791872367263,0.026983696967363358,0.0017888268,671.41,30.305506970000007
