time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/explained_variance,train/n_updates,train/clip_range,train/policy_gradient_loss,train/loss,train/approx_kl,rollout/ep_len_mean,rollout/ep_rew_mean
1088,63,118,129024,0.1576096296776086,0.0096435546875,9.746048000000001e-05,-5.366290733218193,0.6771602630615234,248,0.1,-0.0012191101704956964,0.012500397861003876,0.0011913857,818.57,18.56211323
1088,64,120,131072,0.24193819984793663,0.04833984375,9.741952e-05,-5.39680489897728,0.6584997177124023,252,0.1,-0.002279948181239888,0.02173852175474167,0.0022914682,817.33,18.53634601
1088,65,122,133120,0.18373633502051234,0.0189208984375,9.737856000000001e-05,-5.417417749762535,0.7498756051063538,256,0.1,-0.0009785176516743377,0.03208079934120178,0.0015678338,818.12,18.548180900000002
1087,66,124,135168,0.24418065510690212,0.0478515625,9.733760000000001e-05,-5.440070003271103,0.6560890674591064,260,0.1,-0.0017332264978904277,0.05620007961988449,0.0017506428,823.02,18.88154059
1086,67,126,137216,0.21629383321851492,0.0662841796875,9.729664e-05,-5.45701864361763,0.7230237722396851,264,0.1,-0.0037043813354102895,0.02389199286699295,0.0017019265,822.95,18.87016061
1085,68,128,139264,0.18800263153389096,0.0394287109375,9.725568000000001e-05,-5.452497288584709,0.8079696893692017,268,0.1,-0.003250013483921066,0.02945437654852867,0.0018832867,826.58,19.06941732
1085,69,130,141312,0.19064343255013227,0.0439453125,9.721472e-05,-5.436669945716858,0.801483154296875,272,0.1,-0.003418325155507773,0.03343195468187332,0.0016390248,826.58,19.06941732
1084,70,132,143360,0.22572118882089853,0.01220703125,9.717376e-05,-5.434584364295006,0.6231248378753662,276,0.1,-0.0010525838297326118,0.03343290090560913,0.0013731603,821.93,18.98875113
1084,71,134,145408,0.1729212081991136,0.0343017578125,9.71328e-05,-5.437752336263657,0.7586987018585205,280,0.1,-0.0018273793830303475,0.005926042795181274,0.001722421,824.22,19.193422
1084,72,136,147456,0.21617919905111194,0.0462646484375,9.709184e-05,-5.45069819688797,0.7334247827529907,284,0.1,-0.0016017485759221017,0.021414484828710556,0.0020073738,822.59,19.22003268
1083,73,138,149504,0.15903508476912975,0.0311279296875,9.705088e-05,-5.45249417424202,0.8127132058143616,288,0.1,-0.0019877132144756615,0.014037035405635834,0.0013591228,818.02,19.279366910000004
1082,74,139,151552,0.23352684872224927,0.0235595703125,9.700992000000002e-05,-5.455142363905907,0.7768644690513611,292,0.1,-0.002655410426086746,0.05771273374557495,0.0010633897,821.29,19.479211590000002
1081,75,141,153600,0.22488762252032757,0.045654296875,9.696896000000001e-05,-5.456192567944527,0.7337390184402466,296,0.1,-0.002369306021137163,0.07008907198905945,0.001513281,827.28,19.70289081
1081,76,143,155648,0.258177746552974,0.048095703125,9.6928e-05,-5.4441806226968765,0.6384285688400269,300,0.1,-0.0011285429500276223,0.04279511421918869,0.0011370485,822.68,19.628103290000002
1080,77,145,157696,0.23911027098074555,0.0213623046875,9.688704000000001e-05,-5.451425760984421,0.7203918695449829,304,0.1,-0.0011168429191457108,0.046183522790670395,0.0010925566,824.28,19.809228900000004
1080,78,147,159744,0.20882026804611087,0.0250244140625,9.684608e-05,-5.448579266667366,0.7937132716178894,308,0.1,-0.0020276472496334463,0.04381028562784195,0.0011385323,823.0,19.85692634
1079,79,149,161792,0.22625380754470825,0.0618896484375,9.680512e-05,-5.451969012618065,0.8069478273391724,312,0.1,-0.0017176299734273925,0.04444609209895134,0.001328807,822.06,19.926971309999995
1079,80,151,163840,0.21045348420739174,0.06884765625,9.676416000000001e-05,-5.459561824798584,0.827957808971405,316,0.1,-0.000771550417994149,0.05650463327765465,0.0016611933,809.87,19.775614469999997
1078,81,153,165888,0.16960248770192266,0.0831298828125,9.67232e-05,-5.464320346713066,0.8571481108665466,320,0.1,-0.0018358848756179214,0.024662137031555176,0.001949088,809.87,19.775614469999997
1078,82,155,167936,0.1799861709587276,0.0751953125,9.668224e-05,-5.46923753619194,0.6777849197387695,324,0.1,-0.0007310387009056285,0.029394611716270447,0.0012258239,807.74,19.80057811
1078,83,157,169984,0.22955302707850933,0.0142822265625,9.664128e-05,-5.4802585542202,0.8039171695709229,328,0.1,-0.0013190524041419849,0.03849294036626816,0.0009397861,808.13,19.93233525
1077,84,159,172032,0.2087784856557846,0.04052734375,9.660032e-05,-5.476492956280708,0.8251503705978394,332,0.1,-0.0006163445941638201,0.03526351600885391,0.0012478792,797.01,19.82287722
1076,85,161,174080,0.24054437410086393,0.0733642578125,9.655936e-05,-5.481612145900726,0.8254886865615845,336,0.1,-0.0020146484748693183,0.049641966819763184,0.0012431078,794.78,20.003124189999998
1075,86,163,176128,0.22473742719739676,0.020751953125,9.651840000000001e-05,-5.48493218421936,0.8358169198036194,340,0.1,-0.0012410840718075633,0.04235722869634628,0.00066775794,794.96,20.077549759999997
1075,87,165,178176,0.1696551633067429,0.0589599609375,9.647744000000001e-05,-5.468914121389389,0.8710668087005615,344,0.1,-0.0025957834732253104,0.035188376903533936,0.0008679517,793.52,20.155437359999997
1074,88,167,180224,0.19187118532136083,0.0382080078125,9.643648e-05,-5.4930316507816315,0.86500084400177,348,0.1,-0.0021967661668895744,0.04616052657365799,0.0014490369,788.83,20.130708719999998
1073,89,169,182272,0.25015249429270625,0.028564453125,9.639552000000001e-05,-5.477600261569023,0.8058034181594849,352,0.1,-0.0016660941182635725,0.056945737451314926,0.00096461596,788.91,20.49036194
1072,90,171,184320,0.17156437691301107,0.032958984375,9.635456e-05,-5.4884703159332275,0.8860461711883545,356,0.1,-0.0019893953576684,0.0258927121758461,0.001259825,787.14,20.75257486
1072,91,173,186368,0.25579954078420997,0.0550537109375,9.63136e-05,-5.480311363935471,0.8197234869003296,360,0.1,-0.0019573177996790037,0.06961368769407272,0.0015841492,784.94,20.809160189999997
1072,92,175,188416,0.16613901033997536,0.0682373046875,9.627264e-05,-5.470709979534149,0.8940058946609497,364,0.1,-0.0020141140994383022,0.025813817977905273,0.0014628144,780.26,20.880213010000002
1072,93,177,190464,0.2444191873073578,0.02001953125,9.623168e-05,-5.473364785313606,0.8467721939086914,368,0.1,-0.0006538507586810738,0.04086455702781677,0.0006565013,778.4,20.85746987
1072,94,179,192512,0.20283202175050974,0.0535888671875,9.619072e-05,-5.473408982157707,0.8481323719024658,372,0.1,-0.0013741059083258733,0.0340716615319252,0.00080378854,769.79,20.57865799
1072,95,181,194560,0.2143996893428266,0.0545654296875,9.614976e-05,-5.46517488360405,0.868777871131897,376,0.1,-0.0014632654638262466,0.031249839812517166,0.0012256453,762.24,20.52702294
1072,96,183,196608,0.19869674602523446,0.03955078125,9.61088e-05,-5.453954130411148,0.8599470257759094,380,0.1,-0.0031451402755919844,0.02455255389213562,0.0014178948,757.36,20.504672179999996
1072,97,185,198656,0.18919738242402673,0.0628662109375,9.606784e-05,-5.455924361944199,0.8874012231826782,384,0.1,-0.0031343400187324733,0.040515393018722534,0.0017601217,758.31,20.63873357
1071,98,187,200704,0.1837443271651864,0.0653076171875,9.602688000000001e-05,-5.449539095163345,0.8745436668395996,388,0.1,-0.0023837144108256325,0.028853658586740494,0.0015485302,754.01,20.63238295
1071,99,189,202752,0.16857179114595056,0.0423583984375,9.598592000000001e-05,-5.460407972335815,0.904120147228241,392,0.1,-0.002883867986383848,0.027079541236162186,0.00200459,755.56,20.78072009
1071,100,191,204800,0.228431876283139,0.0419921875,9.594496e-05,-5.4646071046590805,0.7771390676498413,396,0.1,-0.0012728002620860934,0.029890693724155426,0.0014786057,755.56,20.86432218
1071,101,193,206848,0.28843584517017007,0.036376953125,9.590400000000001e-05,-5.462330803275108,0.7397522926330566,400,0.1,-0.0006527094228658825,0.07351717352867126,0.00097538775,749.84,20.76728666
1070,102,195,208896,0.21586733777076006,0.05810546875,9.586304e-05,-5.454695045948029,0.8117409944534302,404,0.1,-0.0011430504237068817,0.041951850056648254,0.002170712,740.09,20.600068280000002
1070,103,197,210944,0.22844453062862158,0.0438232421875,9.582208e-05,-5.455261617898941,0.7829511165618896,408,0.1,-0.00065012757841032,0.0464521162211895,0.0010105955,737.5,20.605746160000002
1069,104,199,212992,0.1939772260375321,0.063720703125,9.578112e-05,-5.459787622094154,0.8736059665679932,412,0.1,-0.0008383037929888815,0.016346201300621033,0.00215612,734.14,20.734771860000002
1069,105,201,215040,0.1738286535255611,0.082275390625,9.574016e-05,-5.45892770588398,0.8772557973861694,416,0.1,-0.0018803289567586035,0.036410167813301086,0.00148563,732.27,20.79184486
1069,106,202,217088,0.23317996133118868,0.0604248046875,9.56992e-05,-5.463161259889603,0.8206659555435181,420,0.1,-0.0014145206077955663,0.045166030526161194,0.0015250986,734.76,20.81165771
1069,107,204,219136,0.14337931363843381,0.050048828125,9.565824000000001e-05,-5.465277895331383,0.8764811754226685,424,0.1,-0.0005736263119615614,0.003774363547563553,0.0006073884,732.9,20.831530639999997
1068,108,207,221184,0.1608658144250512,0.0338134765625,9.561728000000001e-05,-5.453579664230347,0.8432640433311462,428,0.1,-0.000932725626626052,0.026934295892715454,0.0005540404,734.55,20.88979582
1067,109,209,223232,0.2126951226964593,0.0626220703125,9.557632e-05,-5.458181604743004,0.82423335313797,432,0.1,-0.0016721203573979437,0.021280162036418915,0.0016376321,725.53,20.697144859999998
1067,110,210,225280,0.2034759628586471,0.024169921875,9.553536000000001e-05,-5.433961093425751,0.8412909507751465,436,0.1,-0.0015925575280562043,0.03281930088996887,0.0016150777,720.65,20.56324896
1067,111,212,227328,0.1905906698666513,0.0238037109375,9.54944e-05,-5.4462916404008865,0.8668362498283386,440,0.1,-0.0012334704224485904,0.03225382789969444,0.0005083193,719.24,20.456271400000002
1066,112,215,229376,0.16362467454746366,0.05126953125,9.545344e-05,-5.462102577090263,0.8812297582626343,444,0.1,-0.0020514506031759083,0.018566448241472244,0.0018367681,717.81,20.45556765
1066,113,217,231424,0.2573772678151727,0.04931640625,9.541248000000001e-05,-5.45661735534668,0.7942331433296204,448,0.1,-0.0013660154509125277,0.06584401428699493,0.0014619271,711.64,20.37467081
1065,114,219,233472,0.19432598678395152,0.0372314453125,9.537152e-05,-5.451180249452591,0.8921218514442444,452,0.1,-0.00109691965917591,0.033176809549331665,0.0010589577,710.76,20.26166975
1065,115,221,235520,0.16674445336684585,0.0323486328125,9.533056e-05,-5.454775705933571,0.858305037021637,456,0.1,-0.0019776802364503965,0.011595621705055237,0.001341156,712.41,20.30610799
1064,116,223,237568,0.2027312032878399,0.0555419921875,9.52896e-05,-5.449688538908958,0.8301675915718079,460,0.1,-0.0026238526770612225,0.0376325398683548,0.002213261,714.72,20.51722065
1064,117,225,239616,0.20960827730596066,0.01953125,9.524864e-05,-5.434004619717598,0.794157087802887,464,0.1,-0.0018452095391694456,0.018522992730140686,0.0009894423,708.45,20.30543317
1064,118,227,241664,0.2364602191373706,0.053466796875,9.520768e-05,-5.437487572431564,0.8058940172195435,468,0.1,-0.002125215483829379,0.055478282272815704,0.001545118,706.11,20.327874819999998
1063,119,229,243712,0.19654671801254153,0.020751953125,9.516672000000001e-05,-5.454351529479027,0.8608958721160889,472,0.1,-0.0011620995355769992,0.055767178535461426,0.00087339815,712.54,20.71794872
1063,120,230,245760,0.21777345845475793,0.0428466796875,9.512576000000001e-05,-5.440863057971001,0.8383588194847107,476,0.1,-0.00023346631496679038,0.058630309998989105,0.0010099539,709.08,20.57268707
1063,121,233,247808,0.21612870320677757,0.03125,9.50848e-05,-5.448666289448738,0.8324161171913147,480,0.1,-0.0007987017597770318,0.03318921849131584,0.0011920705,707.09,20.520543630000002
1063,122,234,249856,0.1988374749198556,0.0391845703125,9.504384000000001e-05,-5.436670228838921,0.8663836121559143,484,0.1,-0.0009411254286533222,0.019449610263109207,0.0010076741,704.48,20.43882575
1062,123,237,251904,0.17441533040255308,0.0738525390625,9.500288e-05,-5.463410302996635,0.8861833214759827,488,0.1,-0.0011333859292790294,0.0295390821993351,0.002258751,710.91,20.736340960000003
1062,124,239,253952,0.29355869721621275,0.0399169921875,9.496192e-05,-5.454054683446884,0.7852003574371338,492,0.1,-0.0012777773954439908,0.07161671668291092,0.0011740981,712.98,20.88531221
1062,125,240,256000,0.14725652243942022,0.037353515625,9.492096e-05,-5.451371639966965,0.9348845481872559,496,0.1,-0.0025513481232337654,0.0173044316470623,0.0012827618,712.54,20.852427849999998
1061,126,243,258048,0.13311535166576505,0.0711669921875,9.488e-05,-5.43593168258667,0.9211651086807251,500,0.1,-0.0024627011734992266,-0.0060941725969314575,0.001748255,712.31,20.8745721
1061,127,244,260096,0.18308188766241074,0.05078125,9.483904000000001e-05,-5.436094760894775,0.9173880815505981,504,0.1,-0.0029808456311002374,0.02388470619916916,0.0017721925,711.52,20.8539104
1061,128,246,262144,0.20600248221307993,0.0626220703125,9.479808e-05,-5.421823546290398,0.8645409345626831,508,0.1,-0.0016678091560606845,0.04962244629859924,0.0021685804,713.75,20.921390849999998
1062,129,248,264192,0.20263111870735884,0.0582275390625,9.475712000000001e-05,-5.413780435919762,0.8450886607170105,512,0.1,-0.0023940004175528884,0.023474670946598053,0.002027414,716.75,21.08308535
1062,130,250,266240,0.21734799491241574,0.0777587890625,9.471616e-05,-5.428916081786156,0.8726004362106323,516,0.1,-0.00017880955419968814,0.0371728241443634,0.0014239773,718.45,21.221625829999997
1060,131,252,268288,0.14959053276106715,0.0625,9.467520000000001e-05,-5.431436359882355,0.9004496335983276,520,0.1,-0.0006122512131696567,0.0013770759105682373,0.0010581233,715.96,21.187928590000002
1060,132,254,270336,0.15102482656948268,0.0361328125,9.463424e-05,-5.425211802124977,0.9263451099395752,524,0.1,-0.0015401261480292305,0.01029270887374878,0.0012577269,712.03,21.102760850000003
1060,133,256,272384,0.20390412956476212,0.0618896484375,9.459328e-05,-5.414139449596405,0.8847643733024597,528,0.1,-0.0016640282556181774,0.0439479798078537,0.0013836715,712.82,21.111888230000005
1061,134,258,274432,0.18981964932754636,0.099609375,9.455232000000001e-05,-5.409457728266716,0.8829525709152222,532,0.1,-0.0005277514501358382,0.03194304555654526,0.0018921669,712.75,21.21537384
1061,135,260,276480,0.19457731349393725,0.0740966796875,9.451136e-05,-5.392232313752174,0.8634510040283203,536,0.1,-0.0015180991467786953,0.03830549493432045,0.0020283773,712.38,21.220482569999994
1060,136,262,278528,0.2156182825565338,0.0740966796875,9.447040000000001e-05,-5.394245684146881,0.8648571968078613,540,0.1,-0.0023379555204883218,0.05849120020866394,0.0019537709,715.94,21.38222726
1060,137,264,280576,0.24744833167642355,0.045166015625,9.442944e-05,-5.38803268969059,0.8642375469207764,544,0.1,-0.0014696441648993641,0.083465076982975,0.0014499975,708.34,21.077375919999998
1060,138,266,282624,0.2235025279223919,0.0394287109375,9.438848e-05,-5.38263027369976,0.8758302330970764,548,0.1,-0.00249143986729905,0.035275716334581375,0.0013018467,705.53,20.89361491
1060,139,268,284672,0.2843563687056303,0.0496826171875,9.434752e-05,-5.367571070790291,0.7899341583251953,552,0.1,-0.002254267776152119,0.09813512116670609,0.0021772152,699.97,20.853205319999997
1060,140,270,286720,0.17942742770537734,0.0755615234375,9.430656e-05,-5.36078105866909,0.9081248044967651,556,0.1,-0.0017063391715055332,0.03091156855225563,0.0015000342,699.1,20.784310969999996
1060,141,272,288768,0.15779685275629163,0.0374755859375,9.426560000000001e-05,-5.360313907265663,0.896523118019104,560,0.1,-0.0025100377679336816,0.006717979907989502,0.0013091585,696.1,20.72633793
